ID;BJD;RV;e_RV
GJ 581     ;2455341.97098;    -4.14; 1.97
GJ 581     ;2455341.97843;    -4.37; 1.93
GJ 581     ;2455341.98602;    -1.15; 1.88
GJ 581     ;2455341.99308;    -3.23; 1.90
GJ 581     ;2455342.00064;     2.41; 2.03
GJ 581     ;2455342.00825;    -3.98; 2.10
GJ 581     ;2455342.01602;    -5.11; 2.15
GJ 581     ;2455342.02300;    -2.09; 1.88
GJ 581     ;2455342.03065;     2.49; 2.30
GJ 581     ;2455342.03803;    -1.09; 2.01
GJ 581     ;2455342.04551;    -2.97; 2.18
GJ 581     ;2455342.05274;    -3.48; 2.21
GJ 581     ;2455342.06052;    -5.66; 2.06
GJ 581     ;2455342.06796;    -6.09; 2.53
GJ 581     ;2455342.07549;    -2.95; 2.37
GJ 581     ;2455369.92929;   -18.17; 1.88
GJ 581     ;2455369.93652;   -12.99; 2.16
GJ 581     ;2455369.94413;   -18.20; 2.01
GJ 581     ;2455370.86801;   -12.56; 2.41
GJ 581     ;2455370.87550;   -15.22; 2.46
GJ 581     ;2455370.88303;   -11.37; 2.25
GJ 581     ;2455371.92776;     7.95; 1.62
GJ 581     ;2455371.93523;     5.72; 1.74
GJ 581     ;2455371.94257;     9.52; 1.88
GJ 581     ;2455400.82096;    13.76; 2.31
GJ 581     ;2455400.82768;     8.93; 2.24
GJ 581     ;2455403.78433;     4.15; 1.65
GJ 581     ;2455403.79054;     4.50; 1.51
GJ 581     ;2455405.78537;    11.43; 1.32
GJ 581     ;2455405.79169;    12.01; 1.44
GJ 581     ;2455406.80701;    -5.26; 1.60
GJ 581     ;2455406.81326;    -1.73; 1.69
GJ 581     ;2455408.88510;    -3.61; 1.73
GJ 581     ;2455408.89252;    -6.91; 1.73
GJ 581     ;2455408.89991;    -1.14; 1.76
GJ 581     ;2455409.75918;    10.99; 1.71
GJ 581     ;2455409.76708;    10.99; 1.76
GJ 581     ;2455409.77444;    12.83; 1.86
GJ 581     ;2455409.85895;    11.00; 1.89
GJ 581     ;2455409.86663;    10.43; 2.02
GJ 581     ;2455409.87396;    14.90; 1.92
GJ 581     ;2455462.71444;     0.55; 1.68
GJ 581     ;2455462.72186;     1.88; 1.65
GJ 581     ;2455462.72925;    -3.38; 1.83
GJ 581     ;2455580.11711;   -13.21; 2.13
GJ 581     ;2455580.12398;    -7.62; 2.35
GJ 581     ;2455609.06745;    16.94; 1.82
GJ 581     ;2455609.07494;    13.47; 1.63
GJ 581     ;2455609.08220;    14.25; 1.79
GJ 581     ;2455614.13722;     9.10; 1.53
GJ 581     ;2455614.14339;    11.07; 1.59
GJ 581     ;2455635.10073;     7.33; 1.82
GJ 581     ;2455635.10705;     6.69; 1.65
GJ 581     ;2455638.08979;   -15.60; 1.69
GJ 581     ;2455638.09728;   -16.75; 1.64
GJ 581     ;2455638.10458;   -15.53; 1.57
GJ 581     ;2455639.07089;   -16.10; 1.82
GJ 581     ;2455639.07831;   -11.92; 1.79
GJ 581     ;2455639.08613;   -16.50; 1.60
GJ 581     ;2455664.96375;   -12.20; 1.49
GJ 581     ;2455664.97119;    -9.67; 1.43
GJ 581     ;2455664.97856;   -12.20; 1.54
GJ 581     ;2455670.02810;    -2.70; 1.70
GJ 581     ;2455670.03558;    -4.10; 1.80
GJ 581     ;2455670.04307;    -1.10; 1.62
GJ 581     ;2455671.97970;     0.00; 1.48
GJ 581     ;2455671.98601;    -3.38; 1.50
GJ 581     ;2455672.90971;     9.69; 1.72
GJ 581     ;2455672.91597;    10.10; 1.84
GJ 581     ;2455673.91728;    15.77; 1.73
GJ 581     ;2455673.92366;    16.23; 1.56
GJ 581     ;2455706.76300;    -3.10; 1.40
GJ 581     ;2455706.76929;    -3.62; 1.42
GJ 581     ;2455719.94260;    -7.01; 1.74
GJ 581     ;2455719.95009;   -10.71; 1.74
GJ 581     ;2455719.95849;    -7.61; 1.92
GJ 581     ;2455719.96584;    -9.34; 1.60
GJ 581     ;2455720.89427;    15.80; 1.96
GJ 581     ;2455720.90216;    10.15; 2.08
GJ 581     ;2455720.90939;     7.82; 1.98
GJ 581     ;2455749.89149;     0.66; 2.34
GJ 581     ;2455749.89956;     1.49; 2.09
GJ 581     ;2455749.90682;     0.04; 2.21
GJ 581     ;2455750.82837;   -11.62; 2.23
GJ 581     ;2455750.83529;   -11.08; 2.37
GJ 581     ;2455750.84340;    -8.25; 3.03
GJ 581     ;2455797.73873;     8.86; 1.45
GJ 581     ;2455824.71698;     5.51; 1.99
GJ 581     ;2455824.72448;     4.67; 2.10
GJ 581     ;2455824.73179;     7.39; 2.13
GJ 581     ;2455825.70876;    -1.50; 3.12
GJ 581     ;2455825.71634;    -6.07; 2.27
GJ 581     ;2455825.72350;   -10.67; 2.20
GJ 581     ;2455840.71052;    11.81; 2.29
GJ 581     ;2455961.16914;   -12.61; 1.46
GJ 581     ;2455971.04517;    -8.64; 2.06
GJ 581     ;2455971.05269;    -8.08; 2.04
GJ 581     ;2455971.06018;   -10.17; 1.87
GJ 581     ;2455972.04873;   -13.86; 2.11
GJ 581     ;2455972.05619;   -12.87; 1.99
GJ 581     ;2455972.06365;   -10.93; 1.89
GJ 581     ;2455992.06708;    -2.66; 2.41
GJ 581     ;2456027.13762;     3.10; 1.96
GJ 581     ;2456116.87494;   -20.45; 1.94
GJ 581     ;2456116.88243;   -18.35; 2.11
GJ 581     ;2456116.88990;   -21.31; 1.90
GJ 581     ;2456117.81868;    -3.62; 1.85
GJ 581     ;2456117.82625;    -7.60; 1.74
GJ 581     ;2456117.83353;    -4.17; 1.79
GJ 581     ;2456169.73953;   -12.95; 1.97
GJ 581     ;2456169.74679;   -15.18; 2.08
GJ 581     ;2456319.13322;     8.85; 1.89
GJ 581     ;2456329.10499;    17.85; 1.79
GJ 581     ;2456329.11240;    18.30; 1.66
GJ 581     ;2456330.08429;     4.08; 1.65
GJ 581     ;2456330.09176;     2.98; 1.62
GJ 581     ;2456330.09919;     3.18; 1.71
GJ 581     ;2456432.95607;    -9.27; 1.70
GJ 581     ;2456432.96340;    -5.29; 1.79
GJ 581     ;2456432.97093;    -5.11; 1.69
GJ 581     ;2456434.01765;     0.61; 1.44
GJ 581     ;2456434.02502;    -0.45; 1.53
GJ 581     ;2456434.03228;     0.75; 1.58
GJ 581     ;2456451.82667;    17.02; 1.54
GJ 581     ;2456548.74490;    13.15; 1.84
GJ 581     ;2456548.75234;    11.42; 1.62
GJ 581     ;2456548.75953;     8.66; 1.67
GJ 667 C   ;2453158.76437;    -3.10; 0.95
GJ 667 C   ;2453201.58679;   -11.88; 1.25
GJ 667 C   ;2453511.79885;    -7.61; 0.89
GJ 667 C   ;2453520.78105;    -3.92; 1.17
GJ 667 C   ;2453783.86335;     0.25; 0.61
GJ 667 C   ;2453810.85228;    -3.48; 0.55
GJ 667 C   ;2453811.89182;     2.20; 1.08
GJ 667 C   ;2453812.86586;    -0.34; 0.71
GJ 667 C   ;2453814.84908;   -10.16; 0.49
GJ 667 C   ;2453816.85746;    -9.15; 0.52
GJ 667 C   ;2453830.86047;    -6.96; 0.56
GJ 667 C   ;2453832.90307;    -0.49; 0.64
GJ 667 C   ;2453834.88498;    -1.50; 0.72
GJ 667 C   ;2453836.88779;    -6.99; 0.48
GJ 667 C   ;2453861.79637;     6.38; 0.59
GJ 667 C   ;2453862.77205;     6.69; 0.76
GJ 667 C   ;2453863.79718;     4.57; 0.59
GJ 667 C   ;2453864.75395;     1.21; 0.68
GJ 667 C   ;2453865.78561;    -1.85; 0.61
GJ 667 C   ;2453866.74312;    -1.36; 0.58
GJ 667 C   ;2453867.83565;    -0.48; 0.66
GJ 667 C   ;2453868.81351;     2.34; 0.56
GJ 667 C   ;2453869.78950;     3.85; 0.63
GJ 667 C   ;2453870.81010;     2.37; 0.88
GJ 667 C   ;2453871.81595;    -1.11; 0.61
GJ 667 C   ;2453882.73297;    -2.96; 0.52
GJ 667 C   ;2453886.70355;    -4.54; 0.58
GJ 667 C   ;2453887.77351;    -5.97; 0.48
GJ 667 C   ;2453917.73752;    -4.12; 0.88
GJ 667 C   ;2453919.71254;     0.98; 0.99
GJ 667 C   ;2453921.61583;    -1.67; 0.49
GJ 667 C   ;2453944.56626;    -2.02; 0.98
GJ 667 C   ;2453947.57882;     3.89; 1.68
GJ 667 C   ;2453950.60183;    -1.01; 0.89
GJ 667 C   ;2453976.49711;     2.40; 0.61
GJ 667 C   ;2453979.59432;    -2.67; 0.95
GJ 667 C   ;2453981.55531;    -4.77; 0.64
GJ 667 C   ;2453982.52650;    -4.36; 0.81
GJ 667 C   ;2454167.86684;    -1.87; 0.62
GJ 667 C   ;2454169.86484;    -0.10; 0.59
GJ 667 C   ;2454171.87691;     5.17; 0.71
GJ 667 C   ;2454173.85645;    -1.18; 0.83
GJ 667 C   ;2454194.84729;     1.27; 0.59
GJ 667 C   ;2454196.81916;    -3.57; 0.79
GJ 667 C   ;2454197.79713;    -3.83; 0.86
GJ 667 C   ;2454198.80382;    -4.06; 0.76
GJ 667 C   ;2454199.85424;     0.18; 0.55
GJ 667 C   ;2454200.81570;     1.30; 0.60
GJ 667 C   ;2454201.91840;     0.54; 0.79
GJ 667 C   ;2454202.80270;    -2.96; 0.69
GJ 667 C   ;2454227.83174;    -1.26; 0.84
GJ 667 C   ;2454228.80586;     3.35; 0.68
GJ 667 C   ;2454229.77389;     7.44; 1.29
GJ 667 C   ;2454230.84584;     1.51; 0.58
GJ 667 C   ;2454231.80173;    -0.57; 0.62
GJ 667 C   ;2454232.72125;    -0.63; 1.15
GJ 667 C   ;2454233.91035;    -1.27; 1.29
GJ 667 C   ;2454234.79098;    -1.89; 0.74
GJ 667 C   ;2454253.72833;     0.99; 0.79
GJ 667 C   ;2454254.75590;    -2.64; 0.54
GJ 667 C   ;2454255.70935;    -2.92; 0.74
GJ 667 C   ;2454256.69767;    -0.21; 0.97
GJ 667 C   ;2454257.70445;     2.93; 0.66
GJ 667 C   ;2454258.69832;     4.19; 0.83
GJ 667 C   ;2454291.67557;    -5.58; 1.16
GJ 667 C   ;2454292.65566;    -4.37; 0.75
GJ 667 C   ;2454293.70879;     0.89; 0.63
GJ 667 C   ;2454295.62863;     3.05; 0.92
GJ 667 C   ;2454296.67039;    -4.68; 0.75
GJ 667 C   ;2454297.63168;    -5.53; 0.63
GJ 667 C   ;2454298.65421;    -5.39; 0.67
GJ 667 C   ;2454299.67891;    -1.46; 0.85
GJ 667 C   ;2454300.76465;     0.14; 0.74
GJ 667 C   ;2454314.69181;    -0.53; 1.88
GJ 667 C   ;2454315.63755;     3.41; 1.12
GJ 667 C   ;2454316.55493;     5.78; 0.96
GJ 667 C   ;2454319.60405;    -6.64; 0.79
GJ 667 C   ;2454320.61685;    -5.58; 0.65
GJ 667 C   ;2454340.59694;    -1.52; 0.60
GJ 667 C   ;2454342.53182;    -2.39; 0.66
GJ 667 C   ;2454343.53066;     0.55; 0.64
GJ 667 C   ;2454346.55108;    -0.17; 1.01
GJ 667 C   ;2454349.56950;    -5.24; 0.65
GJ 667 C   ;2454522.88646;    -1.68; 0.70
GJ 667 C   ;2454524.88309;     4.38; 0.69
GJ 667 C   ;2454525.89214;     1.96; 0.72
GJ 667 C   ;2454526.87120;    -1.08; 0.54
GJ 667 C   ;2454527.89796;    -2.69; 0.64
GJ 667 C   ;2454528.90367;    -2.80; 0.71
GJ 667 C   ;2454529.86922;     0.48; 0.63
GJ 667 C   ;2454530.87888;     1.40; 0.68
GJ 667 C   ;2454550.90193;    -6.95; 0.70
GJ 667 C   ;2454551.86878;    -3.73; 0.65
GJ 667 C   ;2454552.88022;     0.24; 0.59
GJ 667 C   ;2454554.84637;     2.14; 0.57
GJ 667 C   ;2454555.87079;    -2.84; 0.58
GJ 667 C   ;2454556.83894;    -4.14; 0.59
GJ 667 C   ;2454557.80459;    -4.56; 0.66
GJ 667 C   ;2454562.90508;     0.67; 0.70
GJ 667 C   ;2454563.89881;    -1.37; 0.71
GJ 667 C   ;2454564.89576;    -2.63; 0.85
GJ 667 C   ;2454568.89170;     3.27; 0.87
GJ 667 C   ;2454569.88108;    -0.46; 0.83
GJ 667 C   ;2454570.87077;    -1.70; 0.72
GJ 667 C   ;2454583.93332;     0.44; 1.00
GJ 667 C   ;2454587.91983;    -0.50; 0.90
GJ 667 C   ;2454588.90963;     4.05; 0.98
GJ 667 C   ;2454590.90196;     4.22; 0.93
GJ 667 C   ;2454591.90061;     1.69; 0.91
GJ 667 C   ;2454592.89775;    -2.50; 0.68
GJ 667 C   ;2454593.91996;    -2.30; 0.74
GJ 667 C   ;2454610.87823;     9.08; 0.88
GJ 667 C   ;2454611.85658;     5.49; 0.56
GJ 667 C   ;2454616.84172;     4.81; 0.91
GJ 667 C   ;2454617.80658;     8.12; 0.93
GJ 667 C   ;2454618.66447;    10.67; 1.76
GJ 667 C   ;2454639.86773;     3.14; 1.06
GJ 667 C   ;2454640.72380;     5.06; 0.64
GJ 667 C   ;2454642.67695;    -0.81; 0.47
GJ 667 C   ;2454643.68613;    -2.06; 0.72
GJ 667 C   ;2454644.73204;    -1.19; 0.46
GJ 667 C   ;2454646.63966;     5.74; 1.11
GJ 667 C   ;2454647.63021;     5.37; 0.68
GJ 667 C   ;2454648.65709;     2.58; 0.92
GJ 667 C   ;2454658.65084;    -4.20; 0.97
GJ 667 C   ;2454660.65021;    -0.82; 1.13
GJ 667 C   ;2454661.76006;     1.72; 0.73
GJ 667 C   ;2454662.66414;     3.30; 0.72
GJ 667 C   ;2454663.78438;    -1.92; 0.93
GJ 667 C   ;2454664.76656;    -1.00; 1.51
GJ 667 C   ;2454665.77451;    -1.88; 0.87
GJ 667 C   ;2454666.68361;    -0.37; 0.87
GJ 667 C   ;2454674.57646;     4.82; 1.01
GJ 667 C   ;2454677.66349;     7.37; 1.78
GJ 667 C   ;2454679.57267;     2.94; 1.26
GJ 667 C   ;2454681.57400;     2.51; 0.89
GJ 667 C   ;2454701.52339;    -0.50; 0.68
GJ 667 C   ;2454708.56479;    -0.12; 0.86
GJ 667 C   ;2454733.48729;     8.06; 3.51
GJ 667 C   ;2454735.49943;     0.00; 1.04
GJ 667 C   ;2454736.55087;    -3.28; 0.91
GJ 667 C   ;2454746.48593;    -4.49; 0.58
GJ 667 C   ;2454992.72106;     6.84; 0.79
GJ 667 C   ;2455053.69454;    -3.20; 0.84
GJ 667 C   ;2455276.88259;     0.27; 0.74
GJ 667 C   ;2455278.82730;     1.84; 0.92
GJ 667 C   ;2455280.85480;     5.26; 0.76
GJ 667 C   ;2455283.86801;    -0.69; 0.68
GJ 667 C   ;2455287.86005;     4.99; 0.72
GJ 667 C   ;2455294.88272;     8.56; 0.69
GJ 667 C   ;2455295.75428;    10.15; 1.06
GJ 667 C   ;2455297.80575;     4.95; 0.64
GJ 667 C   ;2455298.81378;     2.52; 0.75
GJ 667 C   ;2455299.78590;     3.74; 1.60
GJ 667 C   ;2455300.87685;     5.07; 0.60
GJ 667 C   ;2455301.89644;     9.54; 0.99
GJ 667 C   ;2455323.70544;     8.56; 0.86
GJ 667 C   ;2455326.71705;     2.17; 1.05
GJ 667 C   ;2455328.70260;     1.56; 1.02
GJ 667 C   ;2455335.65172;     1.01; 0.92
GJ 667 C   ;2455337.70462;     7.58; 1.03
GJ 667 C   ;2455338.64929;    13.01; 1.97
GJ 667 C   ;2455339.71372;     6.70; 1.03
GJ 667 C   ;2455341.78963;    -0.40; 0.63
GJ 667 C   ;2455342.72004;     4.80; 0.91
GJ 667 C   ;2455349.68226;     6.55; 0.78
GJ 667 C   ;2455352.60115;    12.92; 1.11
GJ 667 C   ;2455354.64282;     7.52; 0.60
GJ 667 C   ;2455355.57678;     6.41; 0.97
GJ 667 C   ;2455358.75472;     8.54; 1.17
GJ 667 C   ;2455359.59938;     6.89; 0.90
GJ 667 C   ;2455993.87975;    12.28; 1.04
GJ 667 C   ;2455994.84858;    15.43; 1.30
GJ 667 C   ;2455665.86910;     1.19; 1.50
GJ 667 C   ;2455666.89120;     1.86; 1.14
GJ 667 C   ;2455667.87020;     0.95; 1.41
GJ 667 C   ;2455668.86190;     4.00; 1.49
GJ 667 C   ;2455669.87960;     4.13; 1.19
GJ 667 C   ;2455670.91030;     4.19; 1.31
GJ 667 C   ;2455671.82846;     2.08; 1.42
GJ 667 C   ;2455672.82909;    -2.71; 1.69
GJ 667 C   ;2455785.57175;     5.43; 1.27
GJ 667 C   ;2455787.55554;    -3.89; 1.19
GJ 667 C   ;2455790.55096;     0.00; 1.59
GJ 667 C   ;2455793.54714;     0.48; 1.65
GJ 667 C   ;2455796.59486;    -0.70; 1.55
GJ 667 C   ;2455843.49603;    -3.01; 1.42
GJ 667 C   ;2455845.49990;    -3.10; 1.62
GJ 667 C   ;2455846.49338;    -7.04; 1.43
GJ 667 C   ;2455847.49293;    -8.31; 2.49
GJ 667 C   ;2455850.50354;    -0.99; 1.61
GJ 667 C   ;2455851.50039;    -7.10; 1.42
GJ 667 C   ;2455852.50280;     0.49; 2.05
GJ 667 C   ;2455853.50704;    -3.36; 3.84
GJ 667 C   ;2451704.98133;   -13.89; 2.45
GJ 667 C   ;2451755.84988;   -17.71; 2.93
GJ 667 C   ;2452007.05274;   -16.88; 3.06
GJ 667 C   ;2452097.88373;    -7.71; 2.64
GJ 667 C   ;2452161.74407;   -23.84; 2.34
GJ 667 C   ;2452162.75402;   -19.07; 2.46
GJ 667 C   ;2452390.03576;   -16.29; 2.73
GJ 667 C   ;2452445.87146;   -14.89; 2.87
GJ 667 C   ;2452539.74912;   -15.72; 2.54
GJ 667 C   ;2452803.92956;   -16.43; 2.78
GJ 667 C   ;2452849.82892;    -6.00; 3.15
GJ 667 C   ;2453153.97334;    -9.56; 2.94
GJ 667 C   ;2453240.79954;    -3.80; 2.70
GJ 667 C   ;2453480.03571;    -0.49; 2.75
GJ 667 C   ;2454639.93500;     5.26; 2.78
GJ 667 C   ;2454689.84929;     0.00; 2.54
GJ 667 C   ;2454718.77526;     2.20; 2.21
GJ 667 C   ;2454929.12074;     8.61; 2.29
GJ 667 C   ;2455339.09865;     8.58; 2.66
GJ 667 C   ;2455371.84440;    -3.78; 2.21
GJ 667 C   ;2455408.90885;     6.82; 2.62
GJ 667 C   ;2455409.85075;    11.96; 2.93
GJ 667 C   ;2455462.74369;     3.63; 1.97
GJ 667 C   ;2455638.14485;    -2.34; 2.99
GJ 667 C   ;2455639.09547;    -1.96; 2.70
GJ 667 C   ;2455665.03281;     6.62; 2.28
GJ 667 C   ;2455670.06009;    13.19; 2.28
GJ 667 C   ;2455720.03402;     7.66; 2.34
GJ 667 C   ;2455720.96577;     6.40; 2.68
GJ 667 C   ;2455824.74175;    -3.06; 2.34
GJ 667 C   ;2455824.74932;    -1.38; 2.18
GJ 667 C   ;2455825.73218;    -1.82; 2.46
GJ 667 C   ;2455825.73954;    -0.82; 1.99
GJ 667 C   ;2455840.71948;     0.20; 2.61
GJ 667 C   ;2455840.72709;     7.48; 2.69
GJ 667 C   ;2455843.72955;     1.61; 2.78
GJ 667 C   ;2456116.86687;    19.86; 2.92
GJ 667 C   ;2456117.86352;    12.90; 2.76
GJ 667 C   ;2456169.77106;    10.54; 2.47
GJ 667 C   ;2456432.99571;    15.95; 2.27
GJ 667 C   ;2456433.91151;    16.59; 2.39
GJ 667 C   ;2456548.71773;     9.02; 1.89
GJ 667 C   ;2456549.73341;     7.42; 1.73
GJ 667 C   ;2456551.75426;    -4.27; 2.23
GJ 676     ;2453917.74800;-39102.32; 1.46
GJ 676     ;2453919.73517;-39095.52; 1.77
GJ 676     ;2454167.89786;-39003.57; 1.24
GJ 676     ;2454169.89585;-39005.83; 1.16
GJ 676     ;2454171.90444;-39002.17; 1.23
GJ 676     ;2454232.81801;-39003.59; 1.12
GJ 676     ;2454391.49181;-39165.87; 1.11
GJ 676     ;2454393.48993;-39170.02; 1.19
GJ 676     ;2454529.90085;-39246.18; 1.30
GJ 676     ;2454547.91502;-39243.38; 1.13
GJ 676     ;2454559.81570;-39236.46; 1.26
GJ 676     ;2454569.90364;-39243.92; 1.40
GJ 676     ;2454571.88946;-39244.43; 0.95
GJ 676     ;2454582.82029;-39235.40; 1.16
GJ 676     ;2454618.75558;-39225.97; 1.49
GJ 676     ;2454660.66164;-39202.78; 1.11
GJ 676     ;2454661.77223;-39204.04; 1.07
GJ 676     ;2454662.67524;-39207.46; 1.28
GJ 676     ;2454663.81159;-39204.15; 1.02
GJ 676     ;2454664.79004;-39199.74; 1.38
GJ 676     ;2454665.78638;-39204.87; 1.03
GJ 676     ;2454666.69606;-39207.14; 0.97
GJ 676     ;2454670.67260;-39204.10; 1.36
GJ 676     ;2454671.60333;-39203.46; 1.23
GJ 676     ;2454687.56196;-39202.17; 1.24
GJ 676     ;2454721.55487;-39185.86; 1.35
GJ 676     ;2454751.49069;-39173.49; 2.45
GJ 676     ;2454773.50238;-39161.44; 1.07
GJ 676     ;2454916.81980;-39098.82; 0.88
GJ 676     ;2454921.89297;-39101.67; 1.38
GJ 676     ;2454930.90685;-39094.56; 1.19
GJ 676     ;2454931.79510;-39093.95; 1.21
GJ 676     ;2454935.81779;-39092.34; 0.84
GJ 676     ;2455013.68662;-39051.59; 1.20
GJ 676     ;2455013.74372;-39052.85; 1.38
GJ 676     ;2455074.52006;-39025.66; 1.20
GJ 676     ;2455090.50703;-39023.07; 1.18
GJ 676     ;2455091.52880;-39023.92; 2.80
GJ 676     ;2455098.49414;-39024.05; 0.86
GJ 676     ;2455100.54095;-39018.95; 0.98
GJ 676     ;2455101.49047;-39018.34; 1.38
GJ 676     ;2455102.50286;-39018.33; 1.84
GJ 676     ;2455104.54026;-39017.12; 1.31
GJ 676     ;2455105.52363;-39018.66; 2.31
GJ 676     ;2455106.51997;-39016.99; 1.24
GJ 676     ;2455111.50934;-39014.89; 0.98
GJ 676     ;2455113.49788;-39015.14; 1.00
GJ 676     ;2455115.51500;-39008.44; 2.25
GJ 676     ;2455116.48753;-39012.07; 0.95
GJ 676     ;2455117.49305;-39008.94; 1.34
GJ 676     ;2455121.52665;-39003.15; 1.36
GJ 676     ;2455122.50532;-39006.70; 1.26
GJ 676     ;2455124.49783;-39006.19; 0.88
GJ 676     ;2455127.51679;-39005.43; 0.87
GJ 676     ;2455128.51396;-39001.36; 0.87
GJ 676     ;2455129.49540;-39002.29; 0.93
GJ 676     ;2455132.49576;-39001.63; 0.99
GJ 676     ;2455133.49319;-39002.84; 1.06
GJ 676     ;2455259.90728;-38962.45; 1.29
GJ 676     ;2455260.86441;-38962.75; 1.13
GJ 676     ;2455284.89314;-38968.41; 1.71
GJ 676     ;2455340.70850;-38986.18; 1.30
GJ 676     ;2455355.79544;-39002.45; 1.23
GJ 676     ;2455375.61073;-39026.92; 1.41
GJ 676     ;2455387.65669;-39041.77; 1.57
GJ 676     ;2455396.53798;-39053.04; 1.44
GJ 676     ;2455400.64287;-39061.49; 0.98
GJ 676     ;2455401.59479;-39057.63; 1.20
GJ 676     ;2455402.59093;-39051.98; 3.53
GJ 676     ;2455402.70277;-39056.95; 2.28
GJ 676     ;2455404.62516;-39064.34; 1.33
GJ 676     ;2455404.64556;-39064.37; 2.18
GJ 676     ;2455407.57676;-39068.75; 1.39
GJ 676     ;2455424.57545;-39094.02; 2.44
GJ 676     ;2455437.61843;-39109.21; 1.20
GJ 676     ;2455439.62395;-39112.04; 0.97
GJ 676     ;2455443.60747;-39124.79; 1.15
GJ 676     ;2455648.90695;-39181.17; 1.02
GJ 676     ;2455662.92221;-39173.76; 1.04
GJ 676     ;2455711.71908;-39150.02; 2.28
GJ 676     ;2455783.58425;-39118.19; 1.02
GJ 676     ;2455816.54119;-39105.71; 1.05
GJ 676     ;2455839.51940;-39097.14; 1.07
GJ 676     ;2455988.88432;-39019.81; 0.84
GJ 676     ;2456023.83300;-39011.01; 1.06
GJ 676     ;2456115.52506;-38957.55; 1.02
GJ 676     ;2456116.51473;-38961.19; 1.09
GJ 676     ;2456117.50369;-38957.39; 1.06
GJ 676     ;2456118.51259;-38957.51; 1.02
GJ 676     ;2456119.52184;-38957.70; 1.17
GJ 676     ;2456120.66410;-38959.46; 1.30
GJ 676     ;2456121.77972;-38952.80; 1.54
GJ 676     ;2456149.64973;-38944.46; 1.84
GJ 676     ;2456150.52225;-38944.48; 1.08
GJ 676     ;2456152.68201;-38943.54; 1.94
GJ 676     ;2456154.46999;-38939.20; 1.01
GJ 676     ;2456160.48683;-38940.39; 0.97
GJ 676     ;2456161.66705;-38937.34; 1.16
GJ 676     ;2456166.51440;-38939.61; 1.03
GJ 676     ;2456167.50106;-38936.10; 1.13
GJ 676     ;2456168.52247;-38936.11; 1.21
GJ 676     ;2456171.48638;-38936.31; 0.99
GJ 676     ;2456172.50659;-38934.65; 1.02
GJ 676     ;2456175.61297;-38930.53; 1.16
GJ 676     ;2456181.49372;-38929.48; 1.10
GJ 676     ;2456182.53659;-38931.39; 1.20
GJ 676     ;2456186.56838;-38925.52; 1.09
GJ 676     ;2456187.53573;-38920.52; 1.45
GJ 676     ;2456188.54278;-38924.28; 3.94
GJ 676     ;2456190.54416;-38924.69; 1.20
GJ 676     ;2456191.50294;-38923.34; 0.96
GJ 676     ;2456192.53583;-38926.33; 1.04
GJ 676     ;2456193.54069;-38925.74; 0.96
GJ 676     ;2456194.53834;-38923.36; 1.00
GJ 676     ;2456195.55007;-38926.20; 1.11
GJ 676     ;2456196.54509;-38922.84; 1.13
GJ 676     ;2456198.54242;-38916.38; 1.45
GJ 676     ;2456199.54885;-38918.96; 1.94
GJ 676     ;2456201.54047;-38915.85; 1.37
GJ 676     ;2456202.55889;-38915.17; 2.09
GJ 676     ;2456358.90290;-38887.58; 6.42
GJ 676     ;2456364.87491;-38893.99; 1.65
GJ 676     ;2456365.90149;-38899.39; 0.97
GJ 676     ;2456496.64569;-39042.71; 1.24
GJ 676     ;2456805.86721;-39066.36; 1.15
GJ 676     ;2456931.52958;-38999.42; 1.36
GJ 676     ;2457148.82018;-38903.23; 1.51
GJ 832     ;2451034.08733;     7.50; 2.20
GJ 832     ;2451119.01595;    14.60; 6.00
GJ 832     ;2451411.12220;    11.40; 3.30
GJ 832     ;2451683.26276;    18.00; 2.80
GJ 832     ;2451743.14564;    19.00; 2.70
GJ 832     ;2451767.08125;    25.00; 2.30
GJ 832     ;2452062.24434;    19.80; 2.20
GJ 832     ;2452092.16771;     9.00; 2.50
GJ 832     ;2452128.12730;     2.20; 4.00
GJ 832     ;2452455.23394;     0.50; 1.60
GJ 832     ;2452477.14549;    10.00; 2.60
GJ 832     ;2452859.08771;    -4.10; 2.10
GJ 832     ;2452943.03605;    -5.40; 2.70
GJ 832     ;2452946.97093;     0.50; 1.90
GJ 832     ;2453214.20683;    -9.50; 2.50
GJ 832     ;2453217.21195;   -13.90; 2.40
GJ 832     ;2453243.05806;    -2.10; 2.40
GJ 832     ;2453245.15092;   -15.40; 2.50
GJ 832     ;2453281.04691;   -17.30; 2.00
GJ 832     ;2453485.30090;   -13.10; 2.00
GJ 832     ;2453523.30055;    -4.90; 1.60
GJ 832     ;2453576.14194;   -11.50; 1.60
GJ 832     ;2453628.06985;    -0.40; 5.20
GJ 832     ;2453629.05458;   -15.20; 2.10
GJ 832     ;2453943.10723;    -6.30; 1.30
GJ 832     ;2454009.03770;   -10.40; 1.60
GJ 832     ;2454036.95562;    -7.20; 1.50
GJ 832     ;2454254.19997;     3.20; 1.80
GJ 832     ;2454371.06683;     0.20; 1.60
GJ 832     ;2454375.04476;     2.50; 1.70
GJ 832     ;2454552.29135;     8.70; 4.00
GJ 832     ;2454553.30430;    17.00; 2.80
GJ 832     ;2455102.99894;     6.40; 2.60
GJ 832     ;2455376.26506;     9.20; 2.50
GJ 832     ;2455430.16511;    15.40; 2.50
