ID;BJD;RV;e_RV
61 Vir     ;2454123.23541;    -3.13; 0.63
61 Vir     ;2454126.19788;    -3.12; 0.65
61 Vir     ;2454127.20219;    -3.88; 0.62
61 Vir     ;2454128.20519;    -2.82; 0.73
61 Vir     ;2454129.20022;     0.69; 0.52
61 Vir     ;2454130.19130;    -4.28; 0.53
61 Vir     ;2454131.20082;    -5.25; 0.53
61 Vir     ;2454132.20696;    -4.95; 0.73
61 Vir     ;2454135.19894;    -7.04; 0.67
61 Vir     ;2454136.21567;    -4.83; 0.56
61 Vir     ;2454137.21358;    -0.90; 0.49
61 Vir     ;2454138.19311;    -1.62; 0.82
61 Vir     ;2454139.18689;    -3.61; 0.72
61 Vir     ;2454141.21764;    -0.05; 0.71
61 Vir     ;2454142.20644;     0.61; 0.51
61 Vir     ;2454144.14374;    -0.35; 0.57
61 Vir     ;2454145.17237;     2.53; 0.58
61 Vir     ;2454146.19289;     5.15; 0.55
61 Vir     ;2454147.21096;    -0.63; 0.55
61 Vir     ;2454148.24103;    -3.18; 0.57
61 Vir     ;2454149.18109;     2.16; 0.63
61 Vir     ;2454150.21285;     3.30; 0.62
61 Vir     ;2454151.22296;     0.56; 0.64
61 Vir     ;2454152.09352;     0.80; 0.73
61 Vir     ;2454152.25396;    -2.16; 0.54
61 Vir     ;2454153.17187;     2.83; 0.68
61 Vir     ;2454154.09474;     4.38; 0.57
61 Vir     ;2454154.27050;     3.11; 0.66
61 Vir     ;2454155.06551;     2.80; 0.59
61 Vir     ;2454155.27322;     2.43; 0.64
61 Vir     ;2454156.18613;     0.44; 0.42
61 Vir     ;2454157.16889;     2.37; 0.89
61 Vir     ;2454158.18706;     3.65; 0.88
61 Vir     ;2454223.12188;     8.13; 0.54
61 Vir     ;2454224.15218;     6.77; 0.72
61 Vir     ;2454225.08458;    10.59; 0.62
61 Vir     ;2454226.02062;    14.20; 0.85
61 Vir     ;2454227.02043;     8.15; 0.68
61 Vir     ;2454252.97759;    -0.11; 0.80
61 Vir     ;2454254.01661;     2.11; 0.70
61 Vir     ;2454254.91868;     5.69; 0.85
61 Vir     ;2454255.98460;     6.39; 0.81
61 Vir     ;2454257.07180;     1.58; 0.83
61 Vir     ;2454333.86604;    -0.54; 1.34
61 Vir     ;2454334.86018;     3.40; 0.85
61 Vir     ;2454335.85304;     8.92; 0.80
61 Vir     ;2454336.84663;     7.03; 0.71
61 Vir     ;2454543.06967;     0.10; 0.71
61 Vir     ;2454550.11293;    -2.14; 0.85
61 Vir     ;2454551.09816;    -2.56; 0.86
61 Vir     ;2454552.14240;    -5.26; 0.93
61 Vir     ;2454553.10980;    -2.94; 1.00
61 Vir     ;2454897.20941;    -4.86; 1.06
61 Vir     ;2454900.19861;    -0.16; 1.03
61 Vir     ;2454901.16839;     0.60; 0.80
61 Vir     ;2454902.21654;    -4.11; 0.99
61 Vir     ;2454904.20346;    -1.41; 1.53
61 Vir     ;2454905.27335;     3.23; 0.80
61 Vir     ;2454906.22330;    -0.55; 0.93
61 Vir     ;2454907.21266;     0.28; 0.85
61 Vir     ;2454908.21531;     7.41; 0.75
61 Vir     ;2455013.83842;    -0.28; 0.61
61 Vir     ;2455015.83950;    -1.99; 0.68
61 Vir     ;2455017.84841;     3.13; 0.64
61 Vir     ;2455018.90225;     0.90; 0.70
61 Vir     ;2455018.95764;     4.79; 1.09
61 Vir     ;2455019.99765;    -0.78; 0.73
61 Vir     ;2455020.83414;     0.35; 0.60
61 Vir     ;2455021.88251;     3.15; 0.79
61 Vir     ;2455022.89587;     3.61; 0.74
61 Vir     ;2455023.87589;    -0.93; 0.89
61 Vir     ;2455029.86175;    -0.04; 0.59
61 Vir     ;2455030.97802;     1.93; 0.50
61 Vir     ;2455031.84137;    -0.95; 0.60
61 Vir     ;2455032.92564;    -3.75; 0.53
61 Vir     ;2455036.86026;    -7.10; 0.63
61 Vir     ;2455037.84849;    -6.51; 0.71
61 Vir     ;2455040.85306;    -7.42; 1.04
61 Vir     ;2455041.95419;    -8.68; 0.84
61 Vir     ;2455043.84520;    -3.45; 0.52
61 Vir     ;2455044.84224;    -6.79; 0.49
61 Vir     ;2455045.83918;    -7.89; 0.62
61 Vir     ;2455046.91766;    -7.33; 0.64
61 Vir     ;2455047.86724;    -1.08; 0.47
61 Vir     ;2455048.85263;    -3.21; 0.47
61 Vir     ;2455049.86609;    -7.39; 0.46
61 Vir     ;2455050.87397;    -3.02; 0.68
61 Vir     ;2455051.86595;    -2.08; 0.53
61 Vir     ;2455052.88848;    -2.74; 0.66
61 Vir     ;2455053.88182;    -3.97; 0.54
61 Vir     ;2455054.86448;    -2.46; 0.56
61 Vir     ;2455055.85374;     2.20; 0.53
61 Vir     ;2455058.89140;    -1.51; 0.59
61 Vir     ;2453369.16605;     0.73; 1.27
61 Vir     ;2453369.16661;     1.84; 1.34
61 Vir     ;2453369.16715;     0.88; 1.21
61 Vir     ;2453425.07597;     8.25; 1.10
61 Vir     ;2453425.07668;     7.01; 1.07
61 Vir     ;2453425.07741;     4.19; 1.07
61 Vir     ;2453479.95965;     1.95; 1.09
61 Vir     ;2453479.96032;     3.00; 1.08
61 Vir     ;2453479.96098;    -2.44; 1.02
61 Vir     ;2453546.78094;     2.71; 0.88
61 Vir     ;2453546.78161;     1.21; 0.91
61 Vir     ;2453546.78223;     3.70; 0.92
61 Vir     ;2453547.76681;     0.93; 0.84
61 Vir     ;2453547.76752;     2.69; 0.87
61 Vir     ;2453547.76835;     3.57; 0.80
61 Vir     ;2453547.76910;     3.61; 0.88
61 Vir     ;2453548.79946;    -3.63; 0.84
61 Vir     ;2453548.80009;    -1.06; 0.85
61 Vir     ;2453548.80073;    -3.48; 0.85
61 Vir     ;2453548.80142;    -2.97; 0.86
61 Vir     ;2453549.80006;    -0.27; 0.88
61 Vir     ;2453549.80071;    -0.51; 0.91
61 Vir     ;2453549.80135;     1.45; 0.87
61 Vir     ;2453549.80201;     0.69; 0.91
61 Vir     ;2453550.82267;    -0.17; 0.85
61 Vir     ;2453550.82333;     2.96; 0.88
61 Vir     ;2453550.82398;    -0.06; 0.81
61 Vir     ;2453550.82464;    -2.74; 0.88
61 Vir     ;2453551.80749;    -7.67; 0.94
61 Vir     ;2453551.80814;    -3.44; 0.93
61 Vir     ;2453551.80880;     0.11; 0.89
61 Vir     ;2453551.80946;     1.64; 0.90
61 Vir     ;2453570.78218;    -4.00; 0.88
61 Vir     ;2453570.78311;    -5.00; 0.94
61 Vir     ;2453570.78384;    -4.39; 0.95
61 Vir     ;2453576.75737;     9.94; 0.83
61 Vir     ;2453576.75804;     5.60; 0.95
61 Vir     ;2453576.75888;     4.39; 0.86
61 Vir     ;2453602.72435;     3.21; 0.92
61 Vir     ;2453602.72517;     4.33; 0.90
61 Vir     ;2453602.72588;     6.09; 0.85
61 Vir     ;2453747.15643;    -5.58; 3.71
61 Vir     ;2453747.16406;   -10.64; 3.34
61 Vir     ;2453747.16975;    -7.59; 3.20
61 Vir     ;2453748.13720;    -4.47; 3.23
61 Vir     ;2453748.13787;    -5.29; 3.19
61 Vir     ;2453748.13853;   -10.03; 3.25
61 Vir     ;2453753.15640;    -5.13; 3.53
61 Vir     ;2453753.15722;    -6.80; 3.28
61 Vir     ;2453753.16042;    -8.94; 3.26
61 Vir     ;2453754.09154;     1.62; 1.09
61 Vir     ;2453754.09215;    -0.01; 1.09
61 Vir     ;2453754.09277;    -1.80; 1.04
61 Vir     ;2453776.16943;     3.07; 1.07
61 Vir     ;2453776.17016;     3.91; 1.01
61 Vir     ;2453776.17093;     1.15; 1.15
61 Vir     ;2453777.08543;     1.72; 0.98
61 Vir     ;2453777.08606;     0.89; 1.06
61 Vir     ;2453777.08669;    -0.31; 1.03
61 Vir     ;2453806.94484;    -2.55; 1.04
61 Vir     ;2453806.94547;    -2.71; 1.05
61 Vir     ;2453806.94613;     0.21; 1.05
61 Vir     ;2453926.74686;     2.56; 0.94
61 Vir     ;2453926.74766;     3.83; 0.87
61 Vir     ;2453926.74846;     6.10; 0.93
61 Vir     ;2453927.78179;     1.21; 0.87
61 Vir     ;2453927.78247;     0.92; 0.89
61 Vir     ;2453927.78311;    -0.47; 0.84
61 Vir     ;2454131.14210;   -10.11; 1.24
61 Vir     ;2454131.14289;   -10.62; 1.18
61 Vir     ;2454131.14365;    -5.86; 1.10
61 Vir     ;2454246.81052;    -1.50; 1.05
61 Vir     ;2454246.81112;     1.03; 1.11
61 Vir     ;2454247.94512;    -0.99; 1.05
61 Vir     ;2454247.94600;    -3.45; 1.06
61 Vir     ;2454248.81966;    -5.70; 1.06
61 Vir     ;2454250.80828;     0.17; 1.16
61 Vir     ;2454251.81149;     1.23; 1.07
61 Vir     ;2454255.75867;     5.84; 1.08
61 Vir     ;2454255.75925;     9.62; 1.16
61 Vir     ;2454277.73202;    -2.14; 1.02
61 Vir     ;2454277.73264;    -3.96; 1.06
61 Vir     ;2454277.73325;    -2.95; 0.97
61 Vir     ;2454278.73377;    -7.07; 0.97
61 Vir     ;2454279.73075;    -1.57; 0.99
61 Vir     ;2454280.74026;    -1.56; 1.10
61 Vir     ;2454285.76437;    -5.15; 0.99
61 Vir     ;2454285.76522;    -8.81; 0.99
61 Vir     ;2454294.73760;    -6.49; 0.95
61 Vir     ;2454294.73846;    -7.72; 0.94
61 Vir     ;2454294.73928;    -3.53; 1.02
61 Vir     ;2454304.73589;     4.30; 0.97
61 Vir     ;2454304.73660;     4.53; 1.06
61 Vir     ;2454305.73630;     2.72; 0.95
61 Vir     ;2454305.73687;     5.60; 0.93
61 Vir     ;2454306.80024;     5.43; 0.87
61 Vir     ;2454306.80103;     0.84; 0.96
61 Vir     ;2454307.73420;    -4.75; 0.91
61 Vir     ;2454307.73480;    -3.50; 0.98
61 Vir     ;2454307.73543;    -2.97; 1.00
61 Vir     ;2454308.73523;     3.42; 0.86
61 Vir     ;2454308.73582;    -0.66; 0.96
61 Vir     ;2454309.73851;     2.37; 0.92
61 Vir     ;2454310.73545;    -2.21; 0.97
61 Vir     ;2454311.73296;     2.64; 0.98
61 Vir     ;2454312.73392;    -0.11; 0.89
61 Vir     ;2454312.73459;    -2.92; 0.87
61 Vir     ;2454313.73496;     0.78; 0.98
61 Vir     ;2454314.73608;    -3.70; 1.00
61 Vir     ;2454455.16774;    -2.67; 1.18
61 Vir     ;2454456.15784;     3.22; 1.15
61 Vir     ;2454462.16751;    14.17; 4.40
61 Vir     ;2454465.13890;    -0.59; 1.17
61 Vir     ;2454491.10891;     7.09; 1.09
61 Vir     ;2454545.03961;    -5.09; 1.11
61 Vir     ;2454546.03027;     4.09; 1.20
61 Vir     ;2454547.03936;     0.45; 1.18
61 Vir     ;2454600.92698;     9.40; 1.15
61 Vir     ;2454601.87647;     6.94; 1.03
61 Vir     ;2454634.78181;     6.92; 1.03
61 Vir     ;2454666.78674;    -6.46; 0.90
61 Vir     ;2454666.78737;    -8.94; 1.10
61 Vir     ;2454666.78800;    -3.27; 0.99
61 Vir     ;2454666.78863;    -4.77; 0.98
61 Vir     ;2454666.78926;     0.11; 0.93
61 Vir     ;2454666.78988;    -5.74; 0.91
61 Vir     ;2454666.79051;    -6.53; 0.95
61 Vir     ;2454666.79112;    -5.06; 0.96
61 Vir     ;2454667.78726;    -0.69; 0.94
61 Vir     ;2454667.78786;    -1.11; 0.93
61 Vir     ;2454667.78847;    -4.05; 1.00
61 Vir     ;2454667.78910;    -4.08; 0.95
61 Vir     ;2454667.78972;    -4.24; 0.91
61 Vir     ;2454667.79032;    -2.20; 0.95
61 Vir     ;2454667.79095;    -0.52; 0.88
61 Vir     ;2454667.79154;    -2.34; 0.97
61 Vir     ;2454671.80030;    -2.62; 0.94
61 Vir     ;2454671.80096;    -4.19; 0.94
61 Vir     ;2454671.80163;    -6.84; 0.98
61 Vir     ;2454671.80230;    -2.33; 0.98
61 Vir     ;2454671.80300;    -1.60; 0.91
61 Vir     ;2454671.80366;    -1.06; 0.99
61 Vir     ;2454671.80432;    -5.63; 0.99
61 Vir     ;2454671.80500;    -2.20; 1.01
61 Vir     ;2454672.78327;    -1.14; 0.93
61 Vir     ;2454672.78390;    -3.55; 0.90
61 Vir     ;2454672.78466;    -1.89; 0.98
61 Vir     ;2454672.78529;    -4.30; 0.88
61 Vir     ;2454672.78596;    -4.55; 0.93
61 Vir     ;2454672.78662;    -2.46; 0.96
61 Vir     ;2454672.78728;    -1.47; 0.97
61 Vir     ;2454672.78794;    -1.89; 1.02
61 Vir     ;2454673.79535;    -5.85; 0.98
61 Vir     ;2454673.79599;    -2.16; 0.89
61 Vir     ;2454673.79664;    -3.19; 0.94
61 Vir     ;2454673.79728;    -2.66; 0.95
61 Vir     ;2454673.79792;    -2.87; 0.99
61 Vir     ;2454673.79856;    -3.04; 0.87
61 Vir     ;2454673.79920;    -5.30; 0.96
61 Vir     ;2454673.79985;    -2.01; 0.97
61 Vir     ;2454675.79109;    -3.12; 0.92
61 Vir     ;2454675.79562;    -1.33; 1.06
61 Vir     ;2454675.79913;    -2.93; 1.05
61 Vir     ;2454701.73329;     2.86; 1.02
61 Vir     ;2454701.73440;    -0.45; 0.99
61 Vir     ;2454701.73563;     0.78; 1.09
61 Vir     ;2454701.73689;     1.55; 1.04
61 Vir     ;2454701.73797;    -0.27; 1.15
61 Vir     ;2454701.73914;    -0.13; 1.07
61 Vir     ;2454701.74032;     1.33; 1.07
61 Vir     ;2454701.74171;     5.62; 1.07
61 Vir     ;2454702.73098;     2.04; 1.03
61 Vir     ;2454702.73169;    -1.98; 1.07
61 Vir     ;2454702.73240;     5.25; 0.93
61 Vir     ;2454702.73324;     6.58; 1.08
61 Vir     ;2454702.73397;     5.18; 0.94
61 Vir     ;2454702.73468;     4.43; 1.06
61 Vir     ;2454702.73539;     3.38; 1.05
61 Vir     ;2454702.73625;     0.85; 1.11
61 Vir     ;2454703.72919;    -3.54; 1.16
61 Vir     ;2454703.73028;    -3.19; 1.05
61 Vir     ;2454703.73110;    -0.52; 1.07
61 Vir     ;2454703.73193;    -1.24; 1.08
61 Vir     ;2454703.73286;    -2.29; 1.09
61 Vir     ;2454819.16418;     1.12; 1.12
61 Vir     ;2454819.16481;     2.10; 1.05
61 Vir     ;2454819.16544;    -1.58; 1.11
61 Vir     ;2454819.16605;    -5.90; 1.11
61 Vir     ;2454819.16683;     4.32; 1.11
61 Vir     ;2454819.16744;     1.38; 1.01
61 Vir     ;2454819.16803;     0.13; 1.12
61 Vir     ;2454819.16863;    -0.82; 1.11
61 Vir     ;2454820.17494;     0.07; 1.09
61 Vir     ;2454820.17560;     1.91; 1.05
61 Vir     ;2454820.17623;     1.80; 1.14
61 Vir     ;2454820.17685;     4.44; 1.11
61 Vir     ;2454820.17745;     3.32; 1.11
61 Vir     ;2454821.14535;     4.31; 2.29
61 Vir     ;2454821.14596;    -0.05; 2.57
61 Vir     ;2454821.14659;    -3.93; 2.43
61 Vir     ;2454821.14723;    -2.89; 2.43
61 Vir     ;2454821.14782;     3.07; 2.45
61 Vir     ;2454821.14845;     4.19; 2.27
61 Vir     ;2454821.14905;     5.57; 2.40
61 Vir     ;2454821.14965;     1.85; 2.44
61 Vir     ;2454822.14406;     1.69; 1.72
61 Vir     ;2454822.14468;    -2.05; 1.82
61 Vir     ;2454822.14527;     0.89; 1.67
61 Vir     ;2454822.14589;    -0.83; 1.75
61 Vir     ;2454822.14648;     0.03; 1.78
61 Vir     ;2454822.14721;     0.69; 1.65
61 Vir     ;2454822.14784;    -3.21; 1.70
61 Vir     ;2454822.14841;    -0.56; 1.79
61 Vir     ;2454823.16683;    -4.27; 1.05
61 Vir     ;2454823.16743;    -2.59; 1.08
61 Vir     ;2454823.16802;     0.89; 1.14
61 Vir     ;2454823.16861;     2.31; 1.02
61 Vir     ;2454823.16920;     3.02; 1.17
61 Vir     ;2454823.16978;    -1.85; 1.07
61 Vir     ;2454823.17051;     0.25; 1.03
61 Vir     ;2454823.17110;     3.71; 1.18
61 Vir     ;2454866.06550;     9.56; 2.98
61 Vir     ;2454873.10229;    -0.84; 1.11
61 Vir     ;2454873.10381;     4.21; 1.18
61 Vir     ;2454873.10521;     5.74; 1.06
61 Vir     ;2454873.10668;     1.23; 1.13
61 Vir     ;2454873.10780;     2.63; 1.15
61 Vir     ;2454903.14096;    -6.68; 1.14
61 Vir     ;2454903.14163;    -2.62; 1.08
61 Vir     ;2454903.14227;    -2.29; 1.10
61 Vir     ;2454903.14292;    -6.16; 1.08
61 Vir     ;2454903.14370;    -3.30; 1.18
61 Vir     ;2454903.14441;    -2.92; 1.14
61 Vir     ;2454967.98199;    -3.02; 1.16
61 Vir     ;2454967.98277;    -3.12; 1.10
61 Vir     ;2454967.98351;     0.73; 1.03
61 Vir     ;2454967.98413;    -2.12; 1.12
61 Vir     ;2454967.98478;    -2.19; 1.05
61 Vir     ;2454967.98544;     0.09; 1.00
61 Vir     ;2454967.98608;     3.59; 1.10
61 Vir     ;2454967.98685;     2.74; 1.15
61 Vir     ;2454968.97412;    -2.25; 1.03
61 Vir     ;2454968.97490;     1.45; 1.05
61 Vir     ;2455021.82922;    -1.36; 1.01
61 Vir     ;2455021.83006;     1.44; 0.96
61 Vir     ;2455021.83086;     9.69; 0.93
61 Vir     ;2455021.83164;     6.00; 1.09
61 Vir     ;2455021.83243;     2.73; 1.02
61 Vir     ;2455021.83322;     6.81; 1.07
61 Vir     ;2455021.83411;     3.17; 1.00
61 Vir     ;2455021.83482;    -1.40; 1.01
61 Vir     ;2455022.83932;     0.89; 0.90
61 Vir     ;2455022.84000;     5.63; 0.95
61 Vir     ;2455022.84071;     6.69; 1.10
61 Vir     ;2455022.84143;     7.27; 1.01
61 Vir     ;2455022.84214;     3.26; 0.92
61 Vir     ;2455022.84281;     4.93; 1.06
61 Vir     ;2455022.84348;     7.41; 0.88
61 Vir     ;2455022.84414;     3.02; 0.97
61 Vir     ;2455023.74336;     3.32; 1.00
61 Vir     ;2455023.74429;     2.49; 1.04
61 Vir     ;2455023.74505;     4.95; 1.04
61 Vir     ;2455023.74583;     4.15; 1.00
61 Vir     ;2455023.74672;     2.75; 0.98
61 Vir     ;2455023.74765;     4.71; 0.98
61 Vir     ;2455023.74857;     1.28; 0.95
61 Vir     ;2455023.74950;     0.17; 0.94
61 Vir     ;2455024.84010;     1.12; 0.88
61 Vir     ;2455024.84075;     6.51; 0.94
61 Vir     ;2455024.84139;     1.14; 0.91
61 Vir     ;2455024.84204;     2.05; 0.89
61 Vir     ;2455024.84270;     0.75; 0.89
61 Vir     ;2455024.84333;     2.56; 0.88
61 Vir     ;2455024.84399;     3.36; 0.97
61 Vir     ;2455024.84466;    -1.04; 0.94
61 Vir     ;2455049.76204;    -4.13; 0.93
61 Vir     ;2455049.76268;    -5.79; 1.02
61 Vir     ;2455049.76332;    -3.85; 0.93
61 Vir     ;2455049.76400;    -3.36; 0.97
61 Vir     ;2455049.76466;    -2.32; 0.90
61 Vir     ;2455049.76535;    -1.00; 1.01
61 Vir     ;2455049.76600;    -4.16; 0.88
61 Vir     ;2455049.76664;    -4.21; 0.91
61 Vir     ;2455053.76084;    -5.16; 0.95
61 Vir     ;2455053.76149;    -3.11; 1.05
61 Vir     ;2455053.76213;    -1.07; 0.97
61 Vir     ;2455053.76278;    -1.08; 0.88
61 Vir     ;2455053.76341;    -4.17; 0.94
61 Vir     ;2455053.76404;    -0.72; 0.98
61 Vir     ;2455190.17274;   -10.93; 3.60
61 Vir     ;2455201.10994;   -12.34; 3.46
61 Vir     ;2455201.11073;    -9.58; 3.49
61 Vir     ;2455201.11140;   -14.70; 3.33
61 Vir     ;2455201.11207;   -15.71; 3.49
61 Vir     ;2455201.11272;   -12.41; 3.35
61 Vir     ;2455202.13113;   -11.23; 3.33
61 Vir     ;2455202.13177;   -17.06; 3.42
61 Vir     ;2455202.13240;   -11.04; 3.50
61 Vir     ;2455202.13302;   -16.24; 3.51
61 Vir     ;2455202.13362;   -17.10; 3.26
61 Vir     ;2455203.10206;    -7.11; 3.48
61 Vir     ;2455203.10270;    -6.02; 3.45
61 Vir     ;2455203.10332;    -6.98; 3.30
61 Vir     ;2455203.10396;    -9.31; 3.36
61 Vir     ;2455203.10457;    -6.38; 3.38
61 Vir     ;2455203.10521;    -4.39; 3.42
61 Vir     ;2455259.93535;     1.04; 1.06
61 Vir     ;2455259.93597;     3.93; 1.16
61 Vir     ;2455259.93660;     4.21; 1.15
61 Vir     ;2455259.93722;     7.76; 1.12
61 Vir     ;2455259.93798;     3.43; 1.14
61 Vir     ;2455259.93861;     4.76; 1.21
61 Vir     ;2455259.93924;     6.73; 1.08
61 Vir     ;2455259.94031;     5.94; 1.14
61 Vir     ;2455259.94093;     6.97; 1.15
61 Vir     ;2455286.01557;    -1.06; 1.30
61 Vir     ;2455286.01625;    -2.48; 1.32
61 Vir     ;2455312.93310;     1.81; 1.16
61 Vir     ;2455312.93367;     2.66; 1.15
61 Vir     ;2455312.93425;     4.90; 1.28
61 Vir     ;2455314.76977;    -3.56; 1.05
61 Vir     ;2455314.77043;    -7.15; 1.24
61 Vir     ;2455314.77109;     0.09; 1.13
61 Vir     ;2455319.79484;    -5.96; 1.23
61 Vir     ;2455319.79682;    -5.41; 1.18
61 Vir     ;2455339.97962;     2.05; 1.09
61 Vir     ;2455339.98053;     2.01; 1.08
61 Vir     ;2455339.98138;    -2.05; 1.11
61 Vir     ;2455339.98236;     2.17; 1.07
61 Vir     ;2455339.98314;    -1.30; 1.13
61 Vir     ;2455342.80495;     3.66; 1.05
61 Vir     ;2455342.80553;     5.05; 1.05
61 Vir     ;2455342.80611;     4.86; 1.14
61 Vir     ;2455343.77126;     4.45; 1.17
61 Vir     ;2455343.77185;     3.24; 1.14
61 Vir     ;2455343.77243;     3.26; 1.15
61 Vir     ;2455344.81234;     0.02; 1.15
61 Vir     ;2455344.81304;    -7.05; 1.16
61 Vir     ;2455344.81365;    -0.98; 1.23
61 Vir     ;2455350.90521;     0.91; 1.17
61 Vir     ;2455350.90583;     1.88; 1.14
61 Vir     ;2455350.90648;     3.06; 1.18
61 Vir     ;2455371.85346;     1.82; 0.91
61 Vir     ;2455371.85413;     7.38; 0.93
61 Vir     ;2455371.85478;     4.64; 0.98
61 Vir     ;2455371.85544;     7.48; 0.96
61 Vir     ;2455371.85611;     6.99; 0.93
61 Vir     ;2455371.85675;     4.47; 1.04
61 Vir     ;2455379.73748;    -3.23; 0.98
61 Vir     ;2455379.73804;    -0.95; 0.95
61 Vir     ;2455379.73861;    -5.65; 1.05
61 Vir     ;2455402.73994;    -3.25; 1.10
61 Vir     ;2455408.74075;    -2.76; 0.96
61 Vir     ;2455408.74152;    -4.07; 0.98
61 Vir     ;2455408.74224;     2.09; 0.99
61 Vir     ;2455408.74293;     0.86; 0.93
61 Vir     ;2455408.74355;     0.04; 0.88
61 Vir     ;2455408.74419;    -2.75; 0.94
61 Vir     ;2455409.75059;     5.83; 0.97
61 Vir     ;2455409.75130;     4.80; 0.97
61 Vir     ;2455409.75202;     2.74; 0.90
61 Vir     ;2455409.75286;     4.60; 0.97
61 Vir     ;2455409.75360;     0.00; 1.02
61 Vir     ;2455409.75436;     1.31; 1.04
61 Vir     ;2455549.17019;     5.50; 1.09
61 Vir     ;2455580.06201;    -8.00; 3.56
61 Vir     ;2455580.06286;   -12.08; 3.26
61 Vir     ;2455580.06363;    -8.52; 3.39
61 Vir     ;2455580.06463;   -16.80; 3.43
61 Vir     ;2455580.06575;   -10.84; 3.39
61 Vir     ;2455606.03799;    -9.64; 3.54
61 Vir     ;2455606.03869;   -12.27; 3.74
61 Vir     ;2455606.03927;   -12.28; 3.25
61 Vir     ;2455607.05222;    13.34; 3.48
61 Vir     ;2455607.05281;    12.39; 3.45
61 Vir     ;2455607.05339;    18.26; 3.68
61 Vir     ;2455607.98396;    -2.18; 3.64
61 Vir     ;2455607.98462;   -10.23; 3.40
61 Vir     ;2455607.98526;    -2.31; 3.32
61 Vir     ;2455609.03502;     3.18; 1.09
61 Vir     ;2455609.03568;     0.31; 1.14
61 Vir     ;2455609.03635;     7.34; 1.15
61 Vir     ;2455609.03701;     3.79; 0.99
61 Vir     ;2455609.03768;     7.06; 1.09
61 Vir     ;2455609.03847;     6.46; 1.10
61 Vir     ;2455609.03913;     2.43; 1.08
61 Vir     ;2455612.96711;     1.18; 1.09
61 Vir     ;2455612.96799;    -4.94; 1.10
61 Vir     ;2455612.96871;    -3.35; 1.08
61 Vir     ;2455614.13149;    -1.09; 1.08
61 Vir     ;2455614.13207;    -4.05; 1.06
61 Vir     ;2455614.13265;     1.92; 1.10
61 Vir     ;2455615.05665;     0.15; 1.23
61 Vir     ;2455615.05731;    -4.95; 1.20
61 Vir     ;2455615.05860;    -4.22; 1.26
61 Vir     ;2455634.06603;     7.37; 1.13
61 Vir     ;2455634.06661;     0.51; 1.05
61 Vir     ;2455634.06720;     4.70; 1.22
61 Vir     ;2455635.09526;    -0.33; 1.21
61 Vir     ;2455635.09597;    -2.37; 1.18
61 Vir     ;2455635.09657;     5.27; 1.05
61 Vir     ;2455636.05448;    -1.31; 1.17
61 Vir     ;2455636.05507;    -5.61; 1.15
61 Vir     ;2455636.05566;    -0.42; 1.15
61 Vir     ;2455636.97706;     4.75; 1.17
61 Vir     ;2455636.97770;     4.71; 1.21
61 Vir     ;2455636.97830;     3.14; 1.13
61 Vir     ;2455637.91869;     1.47; 1.12
61 Vir     ;2455637.91933;     5.33; 1.08
61 Vir     ;2455637.92000;     3.63; 1.06
61 Vir     ;2455637.92066;     0.88; 1.07
61 Vir     ;2455637.92131;     4.00; 1.07
61 Vir     ;2455637.92196;     1.28; 1.09
61 Vir     ;2455639.06282;    -1.70; 1.11
61 Vir     ;2455639.06346;     2.84; 1.19
61 Vir     ;2455639.06410;     0.03; 1.07
61 Vir     ;2455639.06475;     2.91; 1.17
61 Vir     ;2455639.06551;     5.84; 1.05
61 Vir     ;2455639.06617;     2.24; 1.06
61 Vir     ;2455664.86566;    -7.66; 1.15
61 Vir     ;2455664.86627;    -3.64; 1.11
61 Vir     ;2455664.86689;    -6.28; 1.04
61 Vir     ;2455664.86750;    -3.87; 1.12
61 Vir     ;2455664.86813;    -7.43; 1.17
61 Vir     ;2455664.86874;    -4.27; 1.24
61 Vir     ;2455667.98978;    -0.17; 1.10
61 Vir     ;2455667.99034;    -1.60; 1.11
61 Vir     ;2455667.99093;     0.04; 1.08
61 Vir     ;2455669.99925;     1.21; 0.90
61 Vir     ;2455669.99985;     2.76; 1.05
61 Vir     ;2455670.00045;    -0.37; 1.03
61 Vir     ;2455670.00108;    -1.85; 0.95
61 Vir     ;2455670.00169;    -2.61; 1.07
61 Vir     ;2455670.00242;    -0.57; 1.01
61 Vir     ;2455671.00567;     1.86; 0.98
61 Vir     ;2455671.00655;     3.51; 1.07
61 Vir     ;2455671.00714;     2.61; 1.00
61 Vir     ;2455671.86352;     8.18; 1.16
61 Vir     ;2455671.86423;     9.31; 1.22
61 Vir     ;2455671.86492;     4.49; 1.13
61 Vir     ;2455671.86550;     4.70; 1.16
61 Vir     ;2455672.90444;     1.38; 1.13
61 Vir     ;2455672.90502;     4.14; 1.11
61 Vir     ;2455672.90560;     3.75; 1.13
61 Vir     ;2455673.84006;     1.68; 1.18
61 Vir     ;2455673.84134;     6.45; 1.17
61 Vir     ;2455673.84205;     1.89; 1.13
61 Vir     ;2455703.75760;    -1.93; 1.12
61 Vir     ;2455703.75818;     0.22; 1.14
61 Vir     ;2455703.75875;    -2.26; 1.19
61 Vir     ;2455705.83310;     5.40; 1.24
61 Vir     ;2455705.83368;     2.93; 1.18
61 Vir     ;2455705.83424;     5.31; 1.14
61 Vir     ;2455706.73104;    -0.15; 1.17
61 Vir     ;2455706.73163;     4.43; 1.00
