   MODELL       MASS                AGE     LOG_L    LOG_TE     LOG_R   LOG_RAT M_CORE_HE  M_CORE_C        H_CEN       HE_CEN        C_cen        O_cen          LX          LY          LC      LNEUTR      L_GRAV        H_SUP       HE_SUP        C_SUP        N_SUP        O_SUP          PHASE
        1    0.57000  0.00000000000E+00   1.42943   4.23698  10.60685 -30.00000   0.50371   0.00000  0.00000E+00  9.52290E-01  4.76100E-02  2.57400E-06     0.07250     0.95810     0.00000     0.00050    -0.03029  7.56200E-01  2.43700E-01  1.68800E-05  4.68400E-06  4.22200E-05   1.0000000000
        2    0.57000  1.53490000000E+04   1.43228   4.23666  10.60892 -30.00000   0.50371   0.00000  0.00000E+00  9.51950E-01  4.79400E-02  9.58400E-06     0.06430     0.95250     0.00000     0.00050    -0.01648  7.56200E-01  2.43700E-01  1.68800E-05  4.68400E-06  4.22200E-05   1.0004285970
        3    0.57000  3.45360000000E+04   1.43498   4.23632  10.61094 -30.00000   0.50371   0.00000  0.00000E+00  9.51540E-01  4.83400E-02  1.84200E-05     0.06800     0.94760     0.00000     0.00050    -0.01514  7.56200E-01  2.43700E-01  1.68800E-05  4.68400E-06  4.22200E-05   1.0009643642
        4    0.57000  5.85190000000E+04   1.43752   4.23597  10.61292 -30.00000   0.50371   0.00000  0.00000E+00  9.51020E-01  4.88500E-02  2.95700E-05     0.06950     0.94370     0.00000     0.00050    -0.01274  7.56200E-01  2.43700E-01  1.68800E-05  4.68400E-06  4.22200E-05   1.0016340523
        5    0.57000  8.84980000000E+04   1.43982   4.23568  10.61464 -30.00000   0.50371   0.00000  0.00000E+00  9.50370E-01  4.94800E-02  4.36900E-05     0.06890     0.94130     0.00000     0.00050    -0.00974  7.56200E-01  2.43700E-01  1.68800E-05  4.68400E-06  4.22200E-05   1.0024711693
        6    0.57000  1.25972000000E+05   1.44159   4.23547  10.61594 -30.00000   0.50371   0.00000  0.00000E+00  9.49560E-01  5.02800E-02  6.16400E-05     0.06840     0.94060     0.00000     0.00050    -0.00850  7.56200E-01  2.43700E-01  1.68800E-05  4.68400E-06  4.22200E-05   1.0035175726
        7    0.57000  1.72814000000E+05   1.44276   4.23533  10.61682 -30.00000   0.50371   0.00000  0.00000E+00  9.48540E-01  5.12700E-02  8.45200E-05     0.06790     0.94110     0.00000     0.00050    -0.00851  7.56200E-01  2.43700E-01  1.68800E-05  4.68400E-06  4.22200E-05   1.0048255628
        8    0.57000  2.31367000000E+05   1.44342   4.23523  10.61735 -30.00000   0.50371   0.00000  0.00000E+00  9.47260E-01  5.25200E-02  1.13800E-04     0.06760     0.94200     0.00000     0.00050    -0.00905  7.56200E-01  2.43700E-01  1.68800E-05  4.68400E-06  4.22200E-05   1.0064605644
        9    0.57000  3.04558000000E+05   1.44371   4.23516  10.61763 -30.00000   0.50371   0.00000  0.00000E+00  9.45660E-01  5.40800E-02  1.51500E-04     0.06730     0.94280     0.00000     0.00050    -0.00955  7.56200E-01  2.43700E-01  1.68800E-05  4.68400E-06  4.22200E-05   1.0085043095
       10    0.57000  3.96046000000E+05   1.44382   4.23508  10.61785 -30.00000   0.50371   0.00000  0.00000E+00  9.43660E-01  5.60400E-02  2.00300E-04     0.06700     0.94330     0.00000     0.00050    -0.00978  7.56200E-01  2.43700E-01  1.68800E-05  4.68400E-06  4.22200E-05   1.0110589700
       11    0.57000  5.10406000000E+05   1.44392   4.23496  10.61813 -30.00000   0.50371   0.00000  0.00000E+00  9.41160E-01  5.84700E-02  2.63800E-04     0.06660     0.94370     0.00000     0.00050    -0.00979  7.56200E-01  2.43700E-01  1.68800E-05  4.68400E-06  4.22200E-05   1.0142522955
       12    0.57000  6.53356000000E+05   1.44416   4.23479  10.61859 -30.00000   0.50371   0.00000  0.00000E+00  9.38030E-01  6.15100E-02  3.47000E-04     0.06620     0.94410     0.00000     0.00050    -0.00972  7.56200E-01  2.43700E-01  1.68800E-05  4.68400E-06  4.22200E-05   1.0182439524
       13    0.57000  8.32046000000E+05   1.44454   4.23456  10.61925 -30.00000   0.50371   0.00000  0.00000E+00  9.34570E-01  6.48700E-02  4.46300E-04     0.06560     0.94510     0.00000     0.00050    -0.01003  7.56200E-01  2.43700E-01  1.68800E-05  4.68400E-06  4.22200E-05   1.0232335934
       14    0.57000  1.03496600000E+06   1.44503   4.23429  10.62002 -30.00000   0.50371   0.00000  0.00000E+00  9.30450E-01  6.88700E-02  5.70200E-04     0.06500     0.94540     0.00000     0.00050    -0.00982  7.56200E-01  2.43700E-01  1.68800E-05  4.68400E-06  4.22200E-05   1.0288998195
       15    0.57000  1.22822600000E+06   1.44538   4.23412  10.62055 -30.00000   0.50371   0.00000  0.00000E+00  9.31510E-01  6.78200E-02  5.54000E-04     0.06460     0.94530     0.00000     0.00050    -0.00923  7.56200E-01  2.43700E-01  1.68800E-05  4.68400E-06  4.22200E-05   1.0342963051
       16    0.57000  1.46979600000E+06   1.44567   4.23389  10.62116 -30.00000   0.50371   0.00000  0.00000E+00  9.26450E-01  7.27200E-02  7.13300E-04     0.06400     0.94640     0.00000     0.00050    -0.00985  7.56200E-01  2.43700E-01  1.68800E-05  4.68400E-06  4.22200E-05   1.0410417725
       17    0.57000  1.65723600000E+06   1.44593   4.23373  10.62160 -30.00000   0.50371   0.00000  0.00000E+00  9.26080E-01  7.30600E-02  7.32800E-04     0.06360     0.94580     0.00000     0.00050    -0.00889  7.56200E-01  2.43700E-01  1.68800E-05  4.68400E-06  4.22200E-05   1.0462757436
       18    0.57000  1.89153600000E+06   1.44620   4.23352  10.62215 -30.00000   0.50371   0.00000  0.00000E+00  9.22510E-01  7.65200E-02  8.53400E-04     0.06310     0.94700     0.00000     0.00050    -0.00955  7.56200E-01  2.43700E-01  1.68800E-05  4.68400E-06  4.22200E-05   1.0528182075
