   MODELL       MASS                AGE     LOG_L    LOG_TE     LOG_R   LOG_RAT M_CORE_HE  M_CORE_C        H_CEN       HE_CEN        C_cen        O_cen          LX          LY          LC      LNEUTR      L_GRAV        H_SUP       HE_SUP        C_SUP        N_SUP        O_SUP          PHASE
        1    1.05000  0.00000000000E+00   1.86542   3.77704  11.74473 -30.00000   0.49221   0.00000  0.00000E+00  9.53990E-01  4.59100E-02  2.37800E-06     0.77240     0.32440     0.00000     0.00020    -0.09668  7.39600E-01  2.60300E-01  1.42000E-05  8.37800E-06  4.34300E-05   1.0000000000
        2    1.05000  1.53490000000E+04   1.86496   3.77634  11.74590 -30.00000   0.49221   0.00000  0.00000E+00  9.53660E-01  4.62300E-02  9.10100E-06     0.68720     0.32810     0.00000     0.00020    -0.01519  7.39600E-01  2.60300E-01  1.42000E-05  8.37800E-06  4.34300E-05   1.0004466491
        3    1.05000  3.45360000000E+04   1.86671   3.77545  11.74854 -30.00000   0.49221   0.00000  0.00000E+00  9.53250E-01  4.66300E-02  1.76200E-05     0.69550     0.32940     0.00000     0.00020    -0.02481  7.39600E-01  2.60300E-01  1.42000E-05  8.37800E-06  4.34300E-05   1.0010049823
        4    1.05000  5.85190000000E+04   1.86886   3.77459  11.75133 -30.00000   0.49221   0.00000  0.00000E+00  9.52760E-01  4.71100E-02  2.80500E-05     0.69400     0.33030     0.00000     0.00020    -0.02411  7.39600E-01  2.60300E-01  1.42000E-05  8.37800E-06  4.34300E-05   1.0017028769
        5    1.05000  8.84980000000E+04   1.87094   3.77377  11.75402 -30.00000   0.49221   0.00000  0.00000E+00  9.52130E-01  4.77300E-02  4.15000E-05     0.68580     0.33180     0.00000     0.00020    -0.01742  7.39600E-01  2.60300E-01  1.42000E-05  8.37800E-06  4.34300E-05   1.0025752525
        6    1.05000  1.25972000000E+05   1.87307   3.77305  11.75654 -30.00000   0.49221   0.00000  0.00000E+00  9.51330E-01  4.85100E-02  5.86600E-05     0.68030     0.33280     0.00000     0.00020    -0.01291  7.39600E-01  2.60300E-01  1.42000E-05  8.37800E-06  4.34300E-05   1.0036657292
        7    1.05000  1.72814000000E+05   1.87500   3.77248  11.75862 -30.00000   0.49221   0.00000  0.00000E+00  9.50320E-01  4.95000E-02  8.06100E-05     0.67680     0.33310     0.00000     0.00020    -0.00967  7.39600E-01  2.60300E-01  1.42000E-05  8.37800E-06  4.34300E-05   1.0050288106
        8    1.05000  2.31367000000E+05   1.87640   3.77212  11.76005 -30.00000   0.49221   0.00000  0.00000E+00  9.49060E-01  5.07300E-02  1.08800E-04     0.67500     0.33260     0.00000     0.00020    -0.00739  7.39600E-01  2.60300E-01  1.42000E-05  8.37800E-06  4.34300E-05   1.0067326769
        9    1.05000  3.04558000000E+05   1.87723   3.77192  11.76088 -30.00000   0.49221   0.00000  0.00000E+00  9.47470E-01  5.22800E-02  1.45000E-04     0.67420     0.33200     0.00000     0.00020    -0.00593  7.39600E-01  2.60300E-01  1.42000E-05  8.37800E-06  4.34300E-05   1.0088625024
       10    1.05000  3.96046000000E+05   1.87767   3.77179  11.76135 -30.00000   0.49221   0.00000  0.00000E+00  9.45500E-01  5.42000E-02  1.91900E-04     0.67380     0.33150     0.00000     0.00020    -0.00510  7.39600E-01  2.60300E-01  1.42000E-05  8.37800E-06  4.34300E-05   1.0115247626
