   MODELL       MASS                AGE     LOG_L    LOG_TE     LOG_R   LOG_RAT M_CORE_HE  M_CORE_C        H_CEN       HE_CEN        C_cen        O_cen          LX          LY          LC      LNEUTR      L_GRAV        H_SUP       HE_SUP        C_SUP        N_SUP        O_SUP          PHASE
        1    0.78000  0.00000000000E+00   1.69526   3.89848  11.41677 -30.00000   0.50363   0.00000  0.00000E+00  9.52280E-01  4.76100E-02  2.59400E-06     0.67720     0.54180     0.00000     0.00030    -0.21899  7.56200E-01  2.43700E-01  1.68800E-05  4.68400E-06  4.22200E-05   1.0000000000
        2    0.78000  8.02940000000E+03   1.69833   3.89594  11.42338 -30.00000   0.50363   0.00000  0.00000E+00  9.52100E-01  4.77900E-02  6.43800E-06     0.51080     0.53980     0.00000     0.00030    -0.05060  7.56200E-01  2.43700E-01  1.68800E-05  4.68400E-06  4.22200E-05   1.0002513772
        3    0.78000  1.75158000000E+04   1.70405   3.89380  11.43052 -30.00000   0.50363   0.00000  0.00000E+00  9.51880E-01  4.80000E-02  1.10100E-05     0.50850     0.53360     0.00000     0.00030    -0.04209  7.56200E-01  2.43700E-01  1.68800E-05  4.68400E-06  4.22200E-05   1.0005483689
        4    0.78000  2.93738000000E+04   1.70881   3.89211  11.43627 -30.00000   0.50363   0.00000  0.00000E+00  9.51610E-01  4.82700E-02  1.67500E-05     0.50840     0.52880     0.00000     0.00030    -0.03711  7.56200E-01  2.43700E-01  1.68800E-05  4.68400E-06  4.22200E-05   1.0009196084
        5    0.78000  4.41968000000E+04   1.71152   3.89064  11.44057 -30.00000   0.50363   0.00000  0.00000E+00  9.51270E-01  4.86000E-02  2.39900E-05     0.49980     0.52770     0.00000     0.00030    -0.02738  7.56200E-01  2.43700E-01  1.68800E-05  4.68400E-06  4.22200E-05   1.0013836735
        6    0.78000  6.27248000000E+04   1.71325   3.88904  11.44463 -30.00000   0.50363   0.00000  0.00000E+00  9.50840E-01  4.90200E-02  3.31200E-05     0.49200     0.52920     0.00000     0.00030    -0.02098  7.56200E-01  2.43700E-01  1.68800E-05  4.68400E-06  4.22200E-05   1.0019637314
        7    0.78000  8.58848000000E+04   1.71518   3.88727  11.44914 -30.00000   0.50363   0.00000  0.00000E+00  9.50310E-01  4.95500E-02  4.47000E-05     0.48460     0.53150     0.00000     0.00030    -0.01589  7.56200E-01  2.43700E-01  1.68800E-05  4.68400E-06  4.22200E-05   1.0026888038
        8    0.78000  1.14834800000E+05   1.71750   3.88554  11.45377 -30.00000   0.50363   0.00000  0.00000E+00  9.49630E-01  5.02100E-02  5.94200E-05     0.47810     0.53390     0.00000     0.00030    -0.01171  7.56200E-01  2.43700E-01  1.68800E-05  4.68400E-06  4.22200E-05   1.0035951443
        9    0.78000  1.51022800000E+05   1.71978   3.88412  11.45774 -30.00000   0.50363   0.00000  0.00000E+00  9.48770E-01  5.10400E-02  7.82100E-05     0.47310     0.53600     0.00000     0.00030    -0.00877  7.56200E-01  2.43700E-01  1.68800E-05  4.68400E-06  4.22200E-05   1.0047280855
       10    0.78000  1.96257800000E+05   1.72153   3.88319  11.46047 -30.00000   0.50363   0.00000  0.00000E+00  9.47780E-01  5.20200E-02  1.00500E-04     0.47000     0.53760     0.00000     0.00030    -0.00723  7.56200E-01  2.43700E-01  1.68800E-05  4.68400E-06  4.22200E-05   1.0061442621
       11    0.78000  2.52800800000E+05   1.72258   3.88277  11.46184 -30.00000   0.50363   0.00000  0.00000E+00  9.46460E-01  5.33100E-02  1.30500E-04     0.46850     0.53820     0.00000     0.00030    -0.00636  7.56200E-01  2.43700E-01  1.68800E-05  4.68400E-06  4.22200E-05   1.0079144593
       12    0.78000  3.23479800000E+05   1.72302   3.88272  11.46216 -30.00000   0.50363   0.00000  0.00000E+00  9.44810E-01  5.49200E-02  1.69100E-04     0.46800     0.53830     0.00000     0.00030    -0.00593  7.56200E-01  2.43700E-01  1.68800E-05  4.68400E-06  4.22200E-05   1.0101272136
       13    0.78000  4.11828800000E+05   1.72305   3.88286  11.46189 -30.00000   0.50363   0.00000  0.00000E+00  9.42740E-01  5.69300E-02  2.19100E-04     0.46790     0.53820     0.00000     0.00030    -0.00574  7.56200E-01  2.43700E-01  1.68800E-05  4.68400E-06  4.22200E-05   1.0128931644
       14    0.78000  5.22268800000E+05   1.72291   3.88303  11.46149 -30.00000   0.50363   0.00000  0.00000E+00  9.40170E-01  5.94400E-02  2.84200E-04     0.46760     0.53830     0.00000     0.00030    -0.00567  7.56200E-01  2.43700E-01  1.68800E-05  4.68400E-06  4.22200E-05   1.0163507202
       15    0.78000  6.60318800000E+05   1.72279   3.88313  11.46123 -30.00000   0.50363   0.00000  0.00000E+00  9.36950E-01  6.25700E-02  3.69600E-04     0.46700     0.53900     0.00000     0.00030    -0.00567  7.56200E-01  2.43700E-01  1.68800E-05  4.68400E-06  4.22200E-05   1.0206726650
       16    0.78000  8.29128800000E+05   1.72274   3.88316  11.46114 -30.00000   0.50363   0.00000  0.00000E+00  9.33590E-01  6.58300E-02  4.66000E-04     0.46590     0.54030     0.00000     0.00030    -0.00569  7.56200E-01  2.43700E-01  1.68800E-05  4.68400E-06  4.22200E-05   1.0259576162
       17    0.78000  1.02680880000E+06   1.72276   3.88319  11.46109 -30.00000   0.50363   0.00000  0.00000E+00  9.33300E-01  6.61000E-02  4.84900E-04     0.46490     0.54120     0.00000     0.00030    -0.00578  7.56200E-01  2.43700E-01  1.68800E-05  4.68400E-06  4.22200E-05   1.0321464032
       18    0.78000  1.27390880000E+06   1.72277   3.88329  11.46090 -30.00000   0.50363   0.00000  0.00000E+00  9.29410E-01  6.98700E-02  6.02300E-04     0.46360     0.54230     0.00000     0.00030    -0.00567  7.56200E-01  2.43700E-01  1.68800E-05  4.68400E-06  4.22200E-05   1.0398823870
       19    0.78000  1.52295880000E+06   1.72278   3.88337  11.46074 -30.00000   0.50363   0.00000  0.00000E+00  9.26510E-01  7.26700E-02  6.97800E-04     0.46250     0.54330     0.00000     0.00030    -0.00544  7.56200E-01  2.43700E-01  1.68800E-05  4.68400E-06  4.22200E-05   1.0476794196
       20    0.78000  1.83426880000E+06   1.72278   3.88350  11.46049 -30.00000   0.50363   0.00000  0.00000E+00  9.21350E-01  7.76600E-02  8.69000E-04     0.46080     0.54500     0.00000     0.00030    -0.00550  7.56200E-01  2.43700E-01  1.68800E-05  4.68400E-06  4.22200E-05   1.0574256322
       21    0.78000  2.07012880000E+06   1.72277   3.88360  11.46029 -30.00000   0.50363   0.00000  0.00000E+00  9.17540E-01  8.13300E-02  1.00300E-03     0.45950     0.54640     0.00000     0.00030    -0.00556  7.56200E-01  2.43700E-01  1.68800E-05  4.68400E-06  4.22200E-05   1.0648097242
       22    0.78000  2.31276880000E+06   1.72277   3.88368  11.46011 -30.00000   0.50363   0.00000  0.00000E+00  9.13810E-01  8.49200E-02  1.14200E-03     0.45820     0.54770     0.00000     0.00030    -0.00552  7.56200E-01  2.43700E-01  1.68800E-05  4.68400E-06  4.22200E-05   1.0724060783
       23    0.78000  2.56710880000E+06   1.72278   3.88378  11.45992 -30.00000   0.50363   0.00000  0.00000E+00  9.09730E-01  8.88400E-02  1.30000E-03     0.45680     0.54910     0.00000     0.00030    -0.00554  7.56200E-01  2.43700E-01  1.68800E-05  4.68400E-06  4.22200E-05   1.0803687255
       24    0.78000  2.81013880000E+06   1.72278   3.88387  11.45973 -30.00000   0.50363   0.00000  0.00000E+00  9.05750E-01  9.26600E-02  1.46100E-03     0.45540     0.55040     0.00000     0.00030    -0.00549  7.56200E-01  2.43700E-01  1.68800E-05  4.68400E-06  4.22200E-05   1.0879772894
       25    0.78000  3.04794880000E+06   1.72278   3.88396  11.45956 -30.00000   0.50363   0.00000  0.00000E+00  9.01840E-01  9.64000E-02  1.62600E-03     0.45400     0.55180     0.00000     0.00030    -0.00549  7.56200E-01  2.43700E-01  1.68800E-05  4.68400E-06  4.22200E-05   1.0954224302
       26    0.78000  3.28507880000E+06   1.72279   3.88403  11.45943 -30.00000   0.50363   0.00000  0.00000E+00  8.98270E-01  9.98100E-02  1.78500E-03     0.45270     0.55310     0.00000     0.00030    -0.00546  7.56200E-01  2.43700E-01  1.68800E-05  4.68400E-06  4.22200E-05   1.1028462823
       27    0.78000  3.54337880000E+06   1.72282   3.88411  11.45929 -30.00000   0.50363   0.00000  0.00000E+00  8.94170E-01  1.03700E-01  1.97400E-03     0.45110     0.55470     0.00000     0.00030    -0.00551  7.56200E-01  2.43700E-01  1.68800E-05  4.68400E-06  4.22200E-05   1.1109329055
       28    0.78000  3.78832880000E+06   1.72283   3.88418  11.45915 -30.00000   0.50363   0.00000  0.00000E+00  8.90310E-01  1.07400E-01  2.15800E-03     0.44970     0.55620     0.00000     0.00030    -0.00553  7.56200E-01  2.43700E-01  1.68800E-05  4.68400E-06  4.22200E-05   1.1186015791
       29    0.78000  4.03422880000E+06   1.72285   3.88425  11.45901 -30.00000   0.50363   0.00000  0.00000E+00  8.86310E-01  1.11200E-01  2.35500E-03     0.44820     0.55760     0.00000     0.00030    -0.00545  7.56200E-01  2.43700E-01  1.68800E-05  4.68400E-06  4.22200E-05   1.1262999944
       30    0.78000  4.27240880000E+06   1.72286   3.88433  11.45887 -30.00000   0.50363   0.00000  0.00000E+00  8.82420E-01  1.14900E-01  2.55400E-03     0.44680     0.55900     0.00000     0.00030    -0.00545  7.56200E-01  2.43700E-01  1.68800E-05  4.68400E-06  4.22200E-05   1.1337567188
       31    0.78000  4.50986880000E+06   1.72288   3.88439  11.45875 -30.00000   0.50363   0.00000  0.00000E+00  8.78700E-01  1.18400E-01  2.75300E-03     0.44530     0.56050     0.00000     0.00030    -0.00554  7.56200E-01  2.43700E-01  1.68800E-05  4.68400E-06  4.22200E-05   1.1411909022
       32    0.78000  4.75620880000E+06   1.72289   3.88447  11.45860 -30.00000   0.50363   0.00000  0.00000E+00  8.74840E-01  1.22000E-01  2.96600E-03     0.44380     0.56220     0.00000     0.00030    -0.00565  7.56200E-01  2.43700E-01  1.68800E-05  4.68400E-06  4.22200E-05   1.1489030926
