5288.86467 15.929 0.007
5293.82944 15.725 0.006
5294.81492 15.724 0.006
5296.85738 15.975 0.006
5298.92816 15.706 0.007
5301.84345 15.898 0.007
5306.77822 15.721 0.006
5308.79520 15.886 0.006
5312.92902 15.854 0.007
5314.90351 15.831 0.007
5316.78762 15.807 0.007
5320.74979 15.757 0.006
5321.89098 15.932 0.007
5323.80419 15.751 0.006
5324.93331 15.734 0.007
5326.77925 16.004 0.007
5327.92032 15.789 0.006
5334.76980 15.916 0.006
5336.81180 15.727 0.006
5338.90682 15.907 0.008
5340.85418 15.768 0.007
5342.61372 15.806 0.007
5343.64455 15.962 0.008
5348.78489 15.979 0.007
5350.71116 15.753 0.007
5353.69350 15.788 0.006
5355.86592 15.868 0.007
5361.65811 15.965 0.007
5365.69999 15.992 0.007
5378.61267 15.969 0.007
5380.64555 15.737 0.006
5382.79588 16.010 0.009
5385.53344 15.809 0.006
5385.63290 15.833 0.006
5385.73525 15.857 0.006
5388.71866 15.717 0.006
5391.81360 15.928 0.007
5397.68142 15.726 0.007
5405.63517 15.712 0.007
5409.47504 15.810 0.007
5413.51129 15.869 0.006
5422.55336 15.767 0.006
5433.68107 15.957 0.007
5439.57304 15.797 0.007
5447.50709 15.970 0.006
5457.56428 15.709 0.006
5465.51868 15.751 0.007
5472.59298 15.965 0.007
5490.52586 15.935 0.009
5602.85534 15.772 0.006
5604.86323 15.852 0.006
5605.85939 15.977 0.006
5606.85942 15.844 0.006
5607.86253 15.704 0.006
5608.85353 15.822 0.007
5611.84913 15.698 0.007
5612.85839 15.775 0.006
5613.89320 15.912 0.008
5615.84993 15.726 0.006
5616.84405 15.723 0.007
5621.83505 15.834 0.006
5622.82303 15.958 0.006
5624.77941 15.698 0.005
5626.83826 15.949 0.007
5628.77941 15.718 0.007
5629.77486 15.750 0.006
5631.83974 15.998 0.007
5632.86888 15.776 0.006
5633.76804 15.717 0.006
5635.80093 15.991 0.007
5637.77970 15.715 0.007
5638.90941 15.804 0.006
5639.76577 15.952 0.007
5642.77764 15.741 0.006
5647.76423 15.841 0.006
5649.80015 15.846 0.006
5654.80555 15.709 0.006
5658.86353 15.727 0.006
5662.91655 15.771 0.006
5668.82001 15.800 0.006
5675.80353 15.789 0.006
5679.90118 15.832 0.006
5682.92774 15.941 0.006
5686.81896 15.901 0.006
5692.66980 15.862 0.006
5694.84352 15.830 0.006
5697.70296 15.724 0.006
5702.59209 15.737 0.007
5702.77092 15.760 0.008
5706.87832 15.746 0.007
5710.85230 15.722 0.006
5715.86630 15.764 0.006
5722.83738 15.841 0.006
5726.53338 15.957 0.008
5735.68399 15.857 0.007
5737.79594 15.812 0.006
5740.65308 15.741 0.006
5742.68363 15.905 0.006
5745.73050 15.755 0.006
5749.51905 15.719 0.006
5760.57807 15.993 0.007
5765.54428 15.912 0.006
5768.79727 15.942 0.007
5777.67539 15.947 0.006
5784.49153 15.746 0.007
5784.62270 15.765 0.006
5786.48299 15.972 0.007
5790.59378 15.967 0.007
5794.69431 15.940 0.006
5803.52872 15.967 0.007
5815.51048 15.871 0.006
5819.54579 15.825 0.006
5824.56155 15.933 0.006
5829.53885 15.958 0.007
5833.59544 15.957 0.007
5841.53274 15.902 0.007
5845.57438 15.888 0.007
5854.53130 15.919 0.007
5972.88525 15.679 0.005
5984.89529 15.805 0.005
5990.82992 15.770 0.005
5995.77155 15.873 0.006
5999.82413 15.834 0.006
6002.77424 15.709 0.007
6002.89557 15.708 0.006
6003.86088 15.812 0.007
6007.80078 15.762 0.005
6010.83663 15.760 0.005
6013.91522 15.974 0.006
6016.91780 15.826 0.006
6019.90191 15.696 0.005
6022.79452 15.980 0.006
6025.72063 15.874 0.007
6032.92224 15.696 0.005
6037.74632 15.746 0.006
6040.90095 15.751 0.006
6048.76926 15.963 0.006
