2072.60390 12.685 0.006
2072.61385 12.659 0.009
2072.62520 12.613 0.011
2072.63380 12.631 0.012
2072.64243 12.605 0.014
2072.65786 12.629 0.011
2072.66651 12.638 0.016
2072.67516 12.630 0.020
2072.68381 12.636 0.013
2072.69247 12.654 0.008
2072.70112 12.630 0.010
2072.73121 12.633 0.009
2072.73982 12.615 0.016
2072.74842 12.691 0.007
2072.75703 12.665 0.008
2072.76565 12.588 0.014
2072.78329 12.647 0.012
2072.79189 12.680 0.008
2072.80052 12.633 0.012
2072.81776 12.635 0.012
2072.82639 12.660 0.014
2072.83592 12.670 0.011
2072.85392 12.640 0.011
2072.86477 12.663 0.011
2072.87336 12.639 0.010
2072.88731 12.654 0.004
2072.89614 12.622 0.008
2072.90474 12.662 0.004
2072.91329 12.674 0.004
2073.58520 12.649 0.007
2073.60056 12.630 0.010
2073.60916 12.673 0.004
2073.61777 12.674 0.004
2073.62639 12.667 0.008
2073.63500 12.670 0.007
2073.64361 12.632 0.012
2073.65242 12.673 0.004
2073.66102 12.651 0.013
2073.67158 12.622 0.013
2073.68050 12.660 0.007
2073.68916 12.696 0.008
2073.72367 12.653 0.018
2073.73313 12.677 0.008
2073.74170 12.645 0.008
2073.75026 12.666 0.013
2073.75886 12.741 0.019
2073.78931 12.678 0.011
2073.81198 12.664 0.010
2073.82778 12.612 0.007
2073.85200 12.682 0.009
2073.86058 12.695 0.007
2073.86917 12.692 0.004
2073.87777 12.669 0.011
2073.88637 12.681 0.004
2073.89988 12.684 0.004
2073.90844 12.691 0.004
2074.57918 12.636 0.013
2074.58778 12.610 0.013
2074.59640 12.692 0.011
2074.60501 12.686 0.012
2074.61365 12.672 0.006
2074.62228 12.687 0.007
2074.63139 12.698 0.007
2074.64000 12.778 0.004
2074.64859 12.712 0.005
2074.65720 12.690 0.008
2074.66587 12.751 0.010
2074.67452 12.688 0.009
2074.68339 12.704 0.018
2074.70572 12.702 0.007
2074.71438 12.685 0.009
2074.72503 12.702 0.014
2074.73419 12.647 0.014
2074.74277 12.656 0.012
2074.76654 12.710 0.016
2074.77515 12.675 0.010
2074.78375 12.681 0.005
2074.79234 12.777 0.007
2074.81086 12.656 0.023
2074.81967 12.610 0.013
2074.82828 12.718 0.016
2074.83689 12.681 0.004
2074.86272 12.654 0.010
2074.87175 12.633 0.012
2074.88032 12.674 0.006
2074.88896 12.655 0.009
2074.89756 12.635 0.009
2074.90619 12.701 0.005
2075.61394 12.693 0.003
2075.62251 12.702 0.004
2075.63115 12.709 0.005
2075.63976 12.691 0.004
2075.65359 12.712 0.004
2075.66800 12.712 0.004
2075.67660 12.734 0.004
2075.68520 12.723 0.005
2075.69384 12.685 0.007
2075.70244 12.761 0.005
2075.71108 12.705 0.005
2075.72012 12.752 0.004
2075.72935 12.703 0.007
2075.73794 12.723 0.004
2075.74651 12.725 0.006
2075.77331 12.688 0.006
2075.78191 12.736 0.004
2075.79051 12.710 0.004
2075.79939 12.733 0.004
2075.80798 12.711 0.004
2075.81659 12.725 0.004
2075.82519 12.690 0.009
2075.83376 12.746 0.005
2075.84641 12.695 0.010
2075.85504 12.711 0.005
2075.86365 12.727 0.004
2075.87222 12.720 0.004
2075.88079 12.711 0.004
2075.88938 12.718 0.004
2076.69245 12.698 0.007
2076.70107 12.710 0.004
2076.70970 12.748 0.004
2076.72323 12.669 0.007
