BJD,RV,ERV
2452987.57705,-1148.0,3.0
2453339.55769,-1258.0,1.0
2453542.76959,-1293.0,1.0
2453542.93864,-1306.0,1.0
2453543.7505,-1357.0,1.0
2453543.8708,-1361.0,1.0
2453543.94632,-1363.0,1.0
2453544.74647,-1396.0,1.0
2453544.87437,-1400.0,1.0
2453544.94455,-1405.0,1.0
2453545.78504,-1443.0,2.0
2453546.73885,-1469.0,2.0
2453546.88,-1475.0,1.0
2453546.94738,-1479.0,1.0
2453547.73491,-1502.0,1.0
2453547.86712,-1505.0,1.0
2453547.94555,-1503.0,1.0
2453550.73512,-1547.0,1.0
2453550.8419,-1549.0,1.0
2453550.94392,-1551.0,1.0
2453572.8534,-1380.0,1.0
2453573.77291,-1382.0,1.0
2453576.74516,-1381.0,1.0
2453577.71674,-1359.0,1.0
2453577.89513,-1358.0,1.0
2453579.8657,-1319.0,1.0
2453669.6648,-1501.0,1.0
2453670.50887,-1505.0,1.0
2453670.71111,-1513.0,1.0
2453671.50963,-1531.0,1.0
2453671.71358,-1531.0,1.0
2453672.51327,-1531.0,1.0
2453672.7049,-1537.0,1.0
2453673.51828,-1553.0,1.0
2453673.70526,-1552.0,1.0
2453674.50616,-1548.0,1.0
2453674.69603,-1555.0,1.0
2453675.51016,-1566.0,1.0
2453975.72341,-1499.0,1.0
2453979.8111,-1534.0,1.0
2454228.89045,-1448.0,1.0
2454260.9324,-1009.0,1.0
2454291.86547,-1440.0,1.0
2454295.79232,-1494.0,1.0
2454298.80155,-1516.0,1.0
2454339.71897,-1452.0,1.0
2454344.75827,-1484.0,1.0
2454392.6242,-1262.0,1.0
2454422.54302,-1510.0,1.0
2454429.56649,-1403.0,1.0
2454446.56696,-1097.0,1.0
2454704.71839,-1421.0,1.0
2450602.09311,302.37,1.67
2450603.10836,316.35,1.54
2450604.11807,308.14,1.65
2450605.1101,309.28,2.0
2450606.11129,287.36,1.54
2450607.0845,260.46,1.59
2450609.11637,168.71,1.98
2450666.05032,314.14,1.65
2450690.00713,-139.48,1.76
2450715.96471,173.03,1.51
2450785.70436,339.74,2.72
2450983.04582,-89.62,1.7
2450984.09389,-107.54,1.77
2451010.04457,-64.08,1.73
2451011.09448,-48.61,2.01
2451011.10785,-50.48,1.72
2451011.98127,-23.25,1.55
2451011.98937,-24.67,1.56
2451013.08905,1.66,1.7
2451013.96335,27.96,1.98
2451013.96797,28.93,1.81
2451043.02045,-67.03,1.56
2451044.00022,-93.54,1.54
2451050.92784,-136.54,1.87
2451052.00302,-120.04,1.8
2451068.87655,-116.46,1.82
2451069.98405,-84.3,1.75
2451070.96594,-83.53,1.72
2451071.87782,-51.55,1.83
2451072.93848,-40.1,1.72
2451170.70376,-111.19,2.12
2451171.69171,-120.61,1.9
2451172.70252,-104.48,1.82
2451173.70148,-102.84,1.89
2451312.12727,-130.77,1.84
2451313.11723,-128.05,1.72
2451343.04074,39.61,1.79
2451368.00106,-173.67,1.73
2451369.00183,-180.69,2.03
2451370.05951,-161.2,1.64
2451372.05858,-149.75,2.65
2451409.9867,-71.71,1.56
2451410.94861,-70.03,1.82
2451411.92171,-81.32,1.65
2451438.802,-48.42,1.83
2451543.70165,-133.77,2.14
2451550.70152,-180.18,1.98
2451704.10273,129.33,1.77
2451706.10773,80.66,2.1
2451755.98025,281.84,2.39
2451757.03786,260.8,2.29
2451792.82213,-202.32,1.75
2451883.72512,202.49,1.81
2451897.68199,64.66,2.22
