BJD,RV,ERV
2452899.7648,-10052.8,1.1
2452900.7412,-10054.9,1.0
2452901.7596,-10056.0,0.9
2452902.7191,-10058.5,1.0
2452903.7775,-10056.6,1.0
2452937.6699,-10062.8,1.1
2452942.6907,-10058.8,1.0
2452946.7119,-10057.6,1.1
2453202.9094,-10063.6,0.3
2453203.897,-10062.8,0.3
2453204.8831,-10060.2,0.4
2453216.8799,-10061.7,0.4
2453217.8455,-10058.3,0.4
2453262.795,-10058.8,0.3
2453264.7455,-10053.5,0.3
2453265.7976,-10057.9,0.4
2453267.7273,-10057.0,0.4
2453272.7395,-10064.6,0.4
2453273.7144,-10060.5,0.4
2453274.8129,-10058.9,0.4
2453287.6716,-10062.1,0.6
2453291.6729,-10054.4,0.6
2453336.6522,-10059.6,0.6
2453339.6722,-10061.2,0.4
2453343.6176,-10055.7,0.4
2453607.7291,-10055.8,0.4
2453608.8581,-10054.1,0.4
2453722.5596,-10060.5,0.3
2453757.5439,-10061.1,0.4
2453946.8074,-10061.2,0.7
2454054.6665,-10053.7,0.4
2454080.5985,-10057.3,0.4
2454082.5917,-10054.1,0.4
2454117.5526,-10052.5,0.5
2454340.7554,-10060.5,0.5
2454341.8223,-10059.2,0.4
2454342.7466,-10052.0,0.5
2454343.8505,-10052.7,0.4
2454344.7875,-10058.2,0.3
2454346.814,-10056.2,0.5
2454348.7762,-10056.2,0.4
2454349.7839,-10057.7,0.4
2454350.8066,-10062.4,0.4
2454385.6991,-10061.3,0.6
2454388.6725,-10056.2,0.4
2454389.6944,-10056.0,0.7
2454394.6644,-10055.7,0.5
2454673.9339,-10060.1,0.5
2454678.8605,-10057.9,0.4
2454682.8337,-10055.6,0.5
2454709.8365,-10060.8,0.5
2454730.7308,-10060.3,0.5
2454731.7092,-10063.1,0.4
2454734.7128,-10059.5,0.6
2454737.6719,-10059.7,0.5
2454738.6912,-10058.8,0.6
2454739.6726,-10059.7,0.4
2454992.9354,-10064.3,0.4
2454993.9396,-10060.9,0.4
2454994.9272,-10059.6,0.4
2454995.9439,-10058.9,0.5
2454998.9394,-10064.0,0.4
2455001.9369,-10060.5,0.4
2455020.8632,-10063.7,0.4
2455021.9281,-10063.0,0.5
2455022.8615,-10058.8,0.4
2455024.878,-10060.0,0.4
2455036.8884,-10060.3,0.4
2455037.8596,-10062.1,0.3
2455038.8815,-10065.4,0.4
2455039.8664,-10063.7,0.4
2455040.8019,-10062.5,0.4
2455042.8401,-10063.3,0.4
2455043.8864,-10063.9,0.5
2455044.8621,-10064.5,0.5
2455045.8363,-10062.6,0.4
2455046.8111,-10059.6,0.4
2455064.8108,-10059.3,0.5
2455066.8111,-10063.0,0.4
2455067.7864,-10064.9,0.4
2455068.7851,-10062.4,0.4
2455069.8498,-10061.9,0.4
2455070.7744,-10061.1,0.4
2455071.7619,-10061.1,0.5
2455072.8068,-10062.9,0.4
2455073.7583,-10060.1,0.5
2455074.7614,-10058.7,0.4
2455075.731,-10055.4,0.5
2455076.7557,-10056.8,0.5
2455095.7257,-10063.3,0.7
2455096.766,-10064.6,0.4
2455097.7286,-10059.7,0.4
2455099.7339,-10061.2,0.4
2455100.6599,-10060.5,0.4
2455104.7958,-10058.6,0.4
2455106.6555,-10062.8,0.4
2455108.7339,-10063.2,0.5
2455110.6892,-10062.6,0.4
2455111.7366,-10061.3,0.4
2455113.6862,-10062.4,0.4
2455115.7297,-10058.0,0.6
2455116.7073,-10056.9,0.4
2455121.7178,-10059.8,0.4
2455122.6418,-10059.9,0.4
2455124.6549,-10063.2,0.4
2455126.6329,-10061.6,0.4
2455128.6423,-10058.5,0.4
2455129.6234,-10061.0,0.4
2455133.6928,-10058.7,0.4
2455135.5894,-10061.5,0.3
2455136.6446,-10063.6,0.4
2455137.5764,-10063.1,0.5
2455138.6778,-10058.9,0.4
2455139.5757,-10057.2,0.4
2455140.6506,-10057.9,0.3
2455141.5705,-10060.3,0.3
2455142.6103,-10060.2,0.6
2455151.6485,-10060.7,0.4
2455153.6136,-10063.9,0.4
2455155.5681,-10061.3,0.4
2455156.6218,-10057.1,0.6
2455158.5914,-10061.7,0.4
2455160.5989,-10062.3,0.5
2455372.9052,-10061.8,0.4
2455373.9121,-10060.6,0.5
2455374.9123,-10059.7,0.6
2455375.8759,-10057.6,0.6
2455396.8763,-10059.6,0.7
2455399.8573,-10057.7,0.4
2455400.9019,-10058.0,0.4
2455402.8284,-10059.3,1.0
2455408.9006,-10060.2,0.5
2455410.7636,-10057.1,0.5
2455412.8554,-10059.5,0.4
