BJD,RV,ERV
2455312.07854,-5.59,2.39
2455373.8301,-0.92,2.4
2455402.92243,-4.08,2.31
2455414.82456,2.83,2.3
2455428.77677,-0.6,2.33
2455431.76649,-4.13,2.3
2455439.77455,0.28,2.27
2455440.88442,3.01,2.31
2455752.08267,-1.28,2.41
2455752.92363,-0.57,2.54
2455752.94061,-0.33,2.6
2455759.88803,1.25,2.33
2455760.82541,-2.1,2.32
2455787.78263,7.8,2.32
2455788.79632,8.08,2.32
2455794.98929,-5.42,2.47
2455795.87097,-1.38,2.32
2455809.76834,-1.66,2.31
2455810.76614,-0.21,2.29
2455811.84683,0.54,2.28
2455814.77516,2.23,2.31
2456110.04909,2.21,2.41
2456110.87766,1.3,2.33
2456111.8852,-1.67,2.32
2456112.9106,4.16,2.36
2456113.89241,4.91,2.38
2456115.09788,3.01,2.6
2456133.87734,-3.08,2.34
2456134.91329,-9.37,2.37
2456141.04545,1.27,2.4
2456144.83518,0.78,2.37
2456145.83582,3.49,2.27
2456166.82231,-10.67,2.46
2456172.78089,-1.06,2.42
2456208.79748,9.06,2.41
