BJD,RV,ERV
2452989.83506,18167.7,1.7
2452996.84398,18164.8,1.3
2453511.57479,18161.2,1.0
2453516.59219,18160.4,1.4
2453516.59703,18160.0,1.7
2453520.60157,18170.6,2.2
2453809.75143,18164.0,0.9
2453810.72953,18160.6,0.8
2453817.77082,18162.4,1.0
2454134.82729,18163.0,0.9
2454200.67573,18165.5,1.0
2454229.64276,18165.5,1.5
2454256.55446,18170.1,1.0
2454257.5314,18171.8,1.1
2454258.49597,18168.8,1.0
2454296.56342,18167.8,1.4
2454299.53602,18167.4,1.7
2454459.84982,18161.7,0.9
2454460.85173,18159.5,1.2
2454526.74554,18161.2,0.9
2454549.67328,18168.2,1.4
2454552.69403,18168.9,1.0
2454556.63974,18166.9,1.1
2454562.68515,18163.1,0.8
2454566.64945,18169.1,0.8
2454570.61107,18161.3,1.1
2454639.54789,18165.0,1.2
2454640.53638,18169.4,1.0
2454641.50822,18168.6,0.9
2454642.53164,18166.3,1.0
2454643.54108,18164.3,1.1
2454645.51016,18164.3,1.2
2454646.51032,18169.9,1.1
2454647.47055,18171.2,1.0
2454648.50725,18171.5,1.0
2454658.46229,18164.9,1.0
2454660.46008,18166.3,1.3
2454661.46291,18166.9,1.1
2454662.47379,18168.9,1.1
2454663.46167,18167.6,0.9
2454664.4669,18166.1,1.6
2454665.47099,18163.6,1.0
2454666.46527,18166.1,0.9
2454672.51492,18163.8,1.2
2454674.47082,18160.4,1.3
2454677.47755,18166.5,1.2
2454678.47304,18171.1,2.0
2454679.47625,18165.3,1.1
2454681.469,18166.6,1.2
2454682.47436,18167.6,0.9
2455041.49169,18165.3,1.0
2455046.46376,18168.7,1.1
2455047.48272,18169.1,1.3
2455048.4806,18165.0,1.4
2455049.48661,18162.9,1.3
2455050.4783,18162.2,2.5
2455053.47608,18163.1,1.2
2455054.48113,18165.8,1.7
2455055.46532,18164.5,1.3
2455056.45863,18162.7,1.2
2455057.47496,18161.8,1.3
2455234.72421,18162.1,1.1
2455887.86131,18167.6,1.2
2455889.84638,18160.3,1.7
2455891.84438,18164.2,1.1
2455892.85713,18165.5,1.1
2455893.83811,18164.2,1.1
2451200.04476,1.72,1.63
2451310.84498,3.91,1.8
2451580.96788,-0.77,1.61
2451582.93839,1.04,2.22
2451981.97676,-0.95,2.17
2452098.76338,-0.09,1.99
2452333.09346,-3.87,2.67
2452653.04946,-6.29,2.6
2452803.79537,-1.45,2.04
2453018.04675,-2.59,1.59
2453369.10941,-3.08,1.45
2453483.82199,3.26,1.71
2453748.08057,4.9,1.34
2454086.14896,-0.54,1.78
2454139.07949,4.23,1.53
2454455.10049,-0.4,1.59
2454456.15126,6.08,1.59
2454493.11669,7.42,1.8
2454547.94951,-2.47,2.05
2454548.96211,-0.47,1.87
2454865.0789,-1.79,1.63
2455198.10955,-1.75,1.88
2455289.93706,2.91,1.45
2455580.01173,0.23,1.73
2455633.88008,5.85,1.58
2455905.13586,-4.49,1.5
2456318.99109,5.12,1.75
2456344.99947,2.77,1.57
2456638.13962,2.57,1.48
2456641.11728,-4.38,1.29
2456641.12773,0.0,1.23
2456676.04572,0.94,1.37
2456676.05324,1.76,1.33
