BJD,RV,ERV
2456439.55832,-3.66,0.96
2456439.65014,-4.09,0.84
2456441.56648,3.22,0.94
2456442.54349,-0.15,0.82
2456443.53644,2.61,1.32
2456443.63985,4.88,1.86
2456444.49963,9.7,0.78
2456444.72822,3.67,1.04
2456483.60939,-2.99,2.56
2456485.59901,-2.05,1.31
2456536.50393,-0.32,1.18
2456693.77578,6.17,1.14
2456696.78604,0.73,1.82
2456697.76988,1.86,1.72
2456698.75906,2.98,1.14
2456699.73995,-5.96,1.38
2456700.76184,-2.03,1.1
2456701.72684,-2.39,1.11
2456702.74632,-5.14,1.05
2456751.75401,1.99,1.01
2456786.68698,0.21,1.86
2456787.6784,-0.01,1.05
2456792.55372,-8.22,1.14
2456811.61597,-1.42,1.03
2456817.50088,7.99,0.73
2456818.51085,6.46,0.84
2456819.54712,1.27,0.94
2456820.60166,2.05,1.04
2456821.5847,-1.34,1.15
2456854.47373,0.19,0.86
2456855.46144,-0.17,0.94
2456857.51093,1.23,0.89
2456858.48015,-3.81,0.83
2456859.48805,-1.02,0.77
2456860.46642,1.17,0.77
2456861.47978,-3.03,0.78
2456874.49707,-0.51,0.83
2456875.43028,2.32,1.67
2456877.46015,-0.25,0.79
2456878.46919,-0.62,0.91
2456879.40909,-1.05,0.89
2456880.40231,1.08,0.98
2456881.39121,1.37,1.39
2456892.38371,-3.96,0.62
2456893.38677,-2.92,0.88
2456894.38698,3.12,0.89
2456897.4371,7.58,1.05
2456898.39592,-1.55,1.06
2456899.36885,2.6,0.95
2456905.37587,2.65,0.81
2456907.37031,3.48,0.81
2456909.40942,1.81,0.78
2456918.37437,-10.36,0.95
2456920.37594,-7.26,0.74
2456928.34905,0.0,3.38
2456932.35439,-0.03,1.76
2456937.34656,5.88,0.76
2456938.34606,5.47,0.94
2456940.33204,4.84,0.95
2456942.33011,5.76,0.96
2456943.32501,1.59,1.18
2457070.75888,-9.02,1.23
2457090.74239,5.92,1.06
2457091.72752,-0.16,1.04
2457091.763,0.02,0.83
2457092.73829,-1.9,0.89
2457093.72821,0.56,0.93
2457094.73327,-6.98,1.08
2457096.75497,-10.23,1.39
2457097.72784,-10.43,0.88
2457098.72675,-7.59,0.83
2457099.72238,-6.79,1.51
2457108.72655,-0.18,1.02
2457109.68659,-0.01,1.8
2457112.64273,1.3,1.76
2457113.63422,-4.57,1.05
2457114.68664,1.58,3.28
2457139.6905,-6.54,1.01
2457140.60385,-3.59,1.31
2457142.69371,-2.46,0.93
2457143.64481,1.6,1.05
2457144.63786,2.2,0.85
2457145.66091,2.84,1.71
2457146.6715,5.78,0.99
2457147.7096,2.62,0.8
2457148.72267,1.32,0.78
2457150.59928,-0.04,1.32
2457153.50327,-1.84,1.87
2457156.53267,-0.77,1.42
2457159.52968,5.06,1.05
2457166.53149,-7.14,0.84
2457169.52737,-5.95,0.89
2457170.53362,-4.95,0.76
2457172.6149,-3.19,0.92
2457173.61586,-2.18,1.08
2457174.48447,-2.55,1.03
2457175.54539,1.87,1.05
2457178.59796,-5.16,1.58
2457203.51926,-2.14,0.99
2457203.52964,-1.97,1.19
2457204.51742,0.57,0.78
2457205.49679,-3.73,0.89
2457206.49746,-0.56,1.06
2457207.5109,-2.58,0.99
2457208.50352,-5.02,1.09
2457209.57184,2.67,1.37
2457210.56713,1.06,1.53
2457239.4387,6.15,0.98
2457240.4387,5.49,0.93
2457241.43527,8.96,1.43
2457242.43572,6.37,1.14
2457249.46629,4.09,1.22
2457250.44664,0.65,1.11
2457251.42295,-0.14,0.75
2457259.40267,-3.88,1.06
2457260.42448,-3.05,0.81
2457261.40688,-6.28,0.91
2457262.40283,-5.12,1.01
2457263.40319,-5.16,1.03
2457264.40216,-1.99,0.93
2457274.38523,3.12,0.95
2457275.38502,1.22,1.0
2457276.38362,6.41,1.02
2457277.38152,2.59,0.73
2457278.41821,4.32,0.94
2457282.39647,5.23,0.78
2457285.39851,3.5,1.39
2457286.38285,2.85,0.98
2457287.38443,1.57,0.99
2457289.41433,0.84,1.89
2457291.42784,-5.26,1.01
2457293.38288,-8.07,1.25
2457297.38013,5.29,1.62
2457306.34245,-0.48,0.98
2457307.33712,1.79,0.79
2457308.33682,4.99,0.71
