BJD,RV,ERV
2455133.89735,9.29,4.06
2455373.95842,6.52,3.03
2455379.00145,1.61,3.29
2455380.0256,-7.92,2.98
2455433.91856,-3.61,3.02
2455439.87643,-2.17,3.07
2455441.02352,-4.05,3.23
2455734.08538,0.06,3.14
2455752.89473,6.75,3.2
2455759.99248,-0.07,3.27
2456111.9101,2.89,3.16
2456113.98715,1.15,3.32
2456115.94911,4.1,3.11
2456133.9445,5.29,3.24
2456138.9819,-5.09,3.04
2456144.97532,4.26,3.35
2456145.85892,4.94,3.06
2456147.83446,-0.29,3.3
2456151.04348,-4.99,3.19
2456152.04141,-14.82,3.46
2456153.04957,-3.34,3.56
2456166.79053,-4.91,3.15
2456173.82537,0.14,3.12
2456178.78452,-8.28,3.07
2456207.80556,8.16,3.34
