BJD,RV,ERV
2452986.72175,42447.49,2.12
2452997.68184,42449.01,3.33
2453343.72867,42456.23,2.34
2454174.51265,42455.16,1.67
2454732.81993,42452.34,3.03
2454754.81111,42449.29,2.01
2454766.80186,42448.64,1.98
2456565.79542,42454.09,2.18
2456570.83679,42449.37,2.33
2456576.84199,42450.69,1.9
2456584.76194,42447.47,2.16
2456600.77899,42450.08,2.38
2456601.81707,42451.44,1.77
2456602.79236,42452.16,2.12
2456603.82117,42455.74,2.01
2456604.77515,42453.15,2.26
2456612.81272,42453.24,2.72
2456613.6964,42453.57,2.58
2456617.63477,42448.07,2.53
2456617.84116,42447.21,2.32
2456618.64545,42450.63,2.52
2456618.77893,42450.5,1.69
2456619.68402,42448.82,2.32
2456619.81387,42452.61,1.96
2456622.66858,42446.67,2.43
2456624.75981,42450.33,1.88
2456626.68533,42453.56,2.4
2456628.6754,42448.65,4.03
2456632.63028,42450.57,2.07
2456673.65147,42455.23,2.87
2456677.63156,42454.15,2.61
2456678.65821,42455.96,2.13
2456680.64987,42454.54,1.78
2456687.59857,42452.76,2.51
2456688.57392,42450.62,2.13
2456689.56783,42454.5,2.02
2456690.56234,42455.27,1.83
2456712.59951,42450.74,2.04
2456713.58042,42449.14,2.93
2456716.59856,42454.96,2.13
2456719.55659,42449.93,2.61
2456720.53921,42449.16,2.2
2456721.54564,42456.91,2.26
2456722.54489,42455.27,2.3
2456726.52132,42452.05,2.04
2456727.53635,42454.96,2.24
2456728.52966,42456.13,2.2
2456729.52121,42450.05,1.96
2456730.52677,42453.72,2.41
2456731.53032,42445.9,3.3
2456732.53084,42463.78,3.55
2456738.49986,42452.91,2.32
2456739.51532,42451.7,2.18
2456740.50942,42447.4,1.87
2456741.49534,42447.32,1.84
2456742.49064,42448.91,1.92
2456744.48406,42451.52,2.17
2456874.92288,42449.67,2.87
2456921.89745,42447.9,2.55
2456922.87599,42452.51,2.05
2456924.85731,42452.38,2.21
2456925.86128,42456.99,2.03
2456927.86032,42453.41,1.92
2456928.84495,42453.07,1.86
2456929.86964,42452.88,2.28
2456930.88659,42453.62,2.14
2456931.87265,42456.43,2.15
2456948.75096,42448.88,1.97
2456951.8494,42450.77,2.04
2456989.79039,42453.26,1.98
2456990.7572,42452.72,2.52
2456992.63576,42444.78,2.11
2456992.76858,42446.73,1.91
2456993.73966,42446.28,2.52
2456994.65167,42448.43,2.82
2456994.80353,42449.34,2.82
2456995.81627,42455.68,2.66
2456996.79907,42453.32,1.98
2456997.73356,42448.52,1.91
2456998.62671,42448.91,2.09
2456999.76023,42452.16,1.84
2457000.73534,42452.85,2.01
2457000.84884,42452.18,2.61
2457002.81084,42453.18,2.08
2457003.67752,42448.37,2.04
2457008.62113,42452.28,2.67
2457009.61799,42455.04,2.2
2457018.67365,42452.27,2.15
2457019.67502,42450.7,2.55
2457020.67958,42450.23,2.51
2457021.70833,42452.02,2.46
2457022.73391,42455.74,1.69
2457044.58998,42453.83,2.12
2457045.61393,42450.85,1.9
2457046.58441,42451.06,1.84
2457048.60087,42450.65,2.07
2457049.60204,42451.74,2.08
2457050.60549,42453.03,2.15
2457054.65726,42454.23,2.27
2457055.6007,42452.0,1.98
2457056.60301,42451.54,1.96
2457057.5829,42447.65,1.74
2457058.59901,42451.24,1.71
2457061.63119,42448.63,2.18
2457062.61841,42451.37,1.97
2457064.58929,42450.39,2.34
2457065.59107,42452.3,1.83
2457076.56587,42455.97,1.88
2457077.57681,42448.95,2.21
2457100.53015,42450.29,2.48
2457101.51585,42449.31,2.87
2457102.51047,42458.61,2.88
2457103.52232,42453.82,2.06
2457104.51873,42450.94,2.0
2457114.49691,42455.17,1.74
2457115.49435,42451.78,1.99
2457116.49181,42456.58,2.97
2457117.49237,42452.44,2.32
2457255.92079,42445.08,2.83
2457257.91253,42445.64,1.8
2457260.91043,42446.46,2.8
2457263.89339,42453.14,2.34
2457264.91543,42448.65,3.03
2457265.89551,42446.41,2.82
2457266.86729,42445.0,2.64
2457267.87411,42445.9,2.79
2457268.91871,42450.51,2.08
2457269.89792,42449.54,1.89
2457274.88772,42449.32,1.98
2457277.87661,42447.7,2.09
2457278.88774,42445.43,2.33
2457291.89106,42452.7,2.19
2457292.87429,42449.37,2.12
2457293.82121,42453.05,2.18
2457294.83936,42451.79,1.96
2457295.85649,42454.59,2.13
2457306.85455,42449.76,2.31
2457308.82996,42447.44,2.33
2457311.83639,42450.32,2.09
2457312.81895,42450.62,1.85
2457318.76172,42447.53,1.78
2457319.78853,42445.15,3.34
