BJD,RV,ERV
2454989.01095,-4.46,3.73
2455042.0153,-11.82,3.81
2455042.02282,-9.46,3.86
2455042.03007,-6.02,3.77
2455042.84245,-3.45,3.63
2455042.84978,8.9,3.75
2455044.04445,5.07,3.73
2455044.05187,3.3,3.77
2455044.0593,0.62,3.73
2455048.90998,-7.17,3.93
2455073.84687,-1.39,3.7
2455074.84407,0.39,3.59
2455075.86886,3.61,3.67
2455076.75681,6.56,3.65
2455077.89467,-9.78,3.64
2455078.93477,-3.54,3.71
2455079.96297,-0.23,3.71
2455081.00251,-3.08,3.55
2455082.98267,2.99,3.77
2455312.06075,-1.25,2.78
2455400.91609,2.42,2.62
2455760.06453,-1.11,2.51
2455760.95865,3.39,2.56
2455761.87612,5.12,2.48
2455762.91225,6.33,2.42
2455763.87018,5.01,2.45
2455791.87164,-1.99,2.47
2455793.99657,-2.77,2.55
2455795.01274,-12.15,3.13
2455796.79307,1.87,2.42
2455797.85351,5.06,2.41
2455798.77319,1.43,2.37
2455807.74176,2.21,2.55
2455808.84022,-5.33,2.61
2455809.74993,2.75,2.45
2455810.74922,4.68,2.42
2455811.86532,6.67,2.4
2455814.7572,2.23,2.47
2456109.97999,4.3,2.46
2456110.85616,0.99,2.59
2456111.86731,0.32,2.56
2456112.88829,4.29,2.49
2456113.85119,1.74,2.65
2456114.9001,3.51,2.56
2456115.89711,7.42,2.53
2456173.88987,-1.85,2.47
2456177.92936,-7.3,3.07
2456178.80585,1.6,2.44
2456209.72568,-0.93,2.55
