BJD,RV,ERV
2454805.68424,13287.13,5.05
2454825.64027,13309.74,1.68
2454826.63445,13310.91,1.89
2454827.64845,13306.08,1.91
2454828.6606,13303.06,2.31
2454829.7699,13303.42,2.46
2454830.66322,13299.75,2.19
2454831.6587,13298.11,2.12
2454832.67287,13297.03,3.52
2454833.66016,13296.6,2.64
2454834.71626,13293.6,1.95
2454848.62098,13304.62,1.83
2454850.61453,13302.38,2.11
2454852.63392,13305.58,1.82
2454854.62659,13302.06,2.21
2454879.59166,13303.99,2.19
2454881.62441,13300.19,2.54
2454883.52494,13301.09,2.08
2454885.56408,13299.58,2.19
2455045.92231,13292.03,3.52
2455047.91349,13284.96,3.32
2455049.92289,13285.01,2.08
2455052.90367,13286.72,1.99
2455121.83805,13298.15,2.51
2455126.73175,13299.01,2.14
2455129.71232,13299.39,1.93
2455132.80321,13294.88,2.16
2455135.70052,13290.45,2.08
2455137.70695,13284.65,1.76
2455139.73873,13283.15,3.22
2455141.71517,13281.7,2.36
2455143.68335,13282.91,2.56
2455168.59826,13289.56,2.04
2455169.62393,13291.92,2.0
2455230.608,13292.38,2.49
2455403.92062,13297.36,3.75
2455411.88037,13293.98,7.14
2455428.88535,13308.41,2.95
2455437.86529,13302.8,1.94
2455444.8238,13297.98,2.17
2455450.88896,13298.84,2.22
2455453.89333,13300.52,2.28
2455454.82171,13302.34,2.29
2455455.8463,13304.04,3.22
2455456.83313,13301.44,2.08
2455457.86351,13303.4,2.26
2455493.82107,13309.54,2.42
2455494.76977,13306.36,2.67
2455495.88051,13304.4,1.91
2455497.75076,13299.62,2.27
2455500.80695,13293.95,2.33
2455501.75111,13290.91,2.16
2455505.64461,13285.13,2.54
2455514.68731,13283.32,2.09
2455521.72609,13296.87,2.31
2455523.71392,13299.07,1.98
2455547.63328,13299.14,2.09
2455548.59915,13300.39,2.76
2455549.69948,13301.87,1.89
2455576.59973,13296.2,2.63
2455579.6929,13301.24,2.27
2455586.57901,13313.56,2.24
2455612.54944,13305.45,2.12
2455615.50571,13306.39,1.75
2455621.49969,13293.74,2.0
2455817.89452,13297.46,2.66
2455822.87888,13306.78,1.94
2455825.8991,13309.65,2.07
2455828.89202,13309.12,1.93
2455829.85421,13309.2,2.07
2455830.87234,13308.73,2.3
2455831.83366,13306.66,1.9
2455834.83622,13304.0,2.35
2455835.76068,13303.29,2.37
2455837.83127,13302.81,1.73
2455839.82111,13298.54,2.54
2455840.87205,13293.32,2.01
2455841.75022,13291.28,2.79
2455843.85888,13289.8,2.0
2455870.76889,13285.64,2.33
2455887.68503,13295.34,3.52
2455890.67297,13304.0,2.02
2455893.65958,13300.66,2.38
2455924.64545,13305.24,2.27
2455925.65007,13307.29,2.21
2455926.63066,13304.29,2.09
2455927.63859,13305.34,2.62
2455928.68246,13304.47,2.4
2455929.61471,13303.7,2.38
2455930.63306,13304.86,2.36
2455931.61582,13303.57,2.55
2455932.61626,13300.63,2.13
2455933.6309,13301.11,2.13
2455940.55035,13291.38,3.26
2455941.64214,13297.2,1.97
2455942.69832,13294.1,2.62
2455943.63946,13297.2,2.76
2455944.63016,13300.33,2.54
