BJD,RV,ERV
2455313.0864,3.47,2.46
2455319.11652,1.15,2.61
2455376.94984,0.14,2.45
2455396.01997,2.18,2.53
2455400.96814,8.98,2.39
2455425.93425,1.79,2.27
2455433.93296,-0.32,2.28
2455723.05249,-1.5,2.46
2455723.10013,-1.99,2.41
2455768.86214,3.46,2.29
2455769.81706,1.64,2.35
2455770.8588,2.72,2.36
2455782.04683,-1.33,2.38
2455782.90084,-1.14,2.38
2455787.75437,-4.12,2.34
2455788.99454,-5.71,2.4
2455789.88255,0.5,2.4
2455790.74725,-4.64,2.34
2455791.74866,-2.62,2.39
2455792.75945,-0.45,2.34
2455794.93817,-0.7,2.37
2455795.75858,-2.35,2.47
2455796.78111,-3.02,2.38
2455797.78352,-3.02,2.32
2455798.75107,-10.9,2.4
2456098.0816,3.2,2.52
2456115.05787,-0.46,2.46
2456148.95627,2.18,2.29
2456163.78657,3.9,2.38
2456164.74585,5.34,2.36
2456166.81025,-2.7,2.46
2456168.00763,2.9,2.5
2456174.95238,0.01,2.4
