BJD,RV,ERV
2455073.88571,-5.86,3.78
2455074.86114,-2.94,3.74
2455075.90668,1.09,3.75
2455076.88379,2.57,3.84
2455077.90788,11.08,3.82
2455081.95264,-1.51,3.83
2455082.83259,-9.53,3.78
2455083.88814,-7.17,3.84
2455084.89363,4.59,3.88
2455134.76613,-14.15,3.88
2455314.02787,2.05,2.54
2455320.08539,-9.47,2.59
2455321.07232,-4.55,2.56
2455345.01121,-8.71,2.82
2455351.07322,0.41,2.7
2455352.04311,-1.84,2.5
2455372.89843,1.71,2.62
2455374.96714,-16.2,2.62
2455378.0074,-2.59,2.53
2455380.9501,-0.62,2.55
2455403.05576,7.59,2.96
2455407.90313,-10.15,2.64
2455411.95942,-13.79,2.65
2455413.89429,-2.6,2.59
2455433.8188,4.81,2.46
2455435.84106,10.04,2.58
2455440.79212,-10.94,2.5
2455500.81744,-2.94,3.34
2455522.72585,-6.56,2.63
2455724.05572,-2.35,2.64
2456764.71614,-20933.75,4.52
2456765.64231,-20932.51,3.86
2456769.64998,-20917.87,3.76
2456783.58531,-20934.24,4.03
2456784.6111,-20925.09,3.98
2456798.55253,-20924.39,3.41
2456799.54348,-20925.57,2.93
2456801.69458,-20929.22,4.5
2456813.61187,-20933.34,2.62
2456814.55945,-20923.84,4.66
2456815.61537,-20927.91,2.46
2456816.61727,-20932.95,2.73
2456829.49068,-20919.43,4.17
2456830.49977,-20919.77,3.82
2456832.55944,-20923.28,3.58
2456845.55434,-20927.57,3.63
2456846.52616,-20925.28,2.8
2456848.51566,-20921.41,4.55
2456849.47242,-20931.28,4.44
2456851.52075,-20934.75,3.89
2456852.47495,-20932.4,4.77
2456853.52307,-20934.8,4.39
2456862.52361,-20928.68,2.96
2456863.42864,-20938.21,3.77
2456864.4225,-20939.13,2.94
2456865.42536,-20936.31,3.99
2456866.41211,-20916.49,3.33
2456883.4334,-20929.9,3.41
2456883.45513,-20937.0,3.29
2456884.38345,-20932.06,3.93
2456884.40417,-20931.16,3.86
2456885.40472,-20939.73,4.95
2456886.38147,-20937.94,3.94
2456886.40236,-20934.56,3.64
2456887.38226,-20939.89,4.11
2456887.40227,-20926.68,4.12
2456888.37881,-20929.34,3.94
2456903.3818,-20918.87,3.79
2456903.40282,-20910.68,3.34
2456919.36036,-20936.66,3.27
2456919.38292,-20936.09,4.75
2456922.36125,-20919.78,4.08
2456923.36359,-20922.99,3.49
2456924.417,-20918.87,2.87
2456929.40801,-20925.64,3.1
2456934.43487,-20923.9,3.1
2456936.33047,-20915.8,2.52
2456939.34855,-20920.01,3.05
2456961.41015,-20934.28,3.39
2456967.32533,-20913.85,3.79
2456968.33161,-20912.74,2.83
2456969.33397,-20912.62,3.56
2457107.70342,-20929.26,4.12
2457115.72527,-20936.19,4.1
2457116.67338,-20928.61,3.06
2457117.65786,-20925.69,3.56
2457118.66251,-20928.55,3.53
2457121.65941,-20925.44,3.81
2457159.57557,-20928.6,4.39
2457160.57345,-20926.06,3.76
2457161.56169,-20918.02,4.17
2457180.54674,-20920.93,3.93
2457181.57268,-20919.91,3.07
2457182.51876,-20924.07,3.19
2457183.55038,-20915.19,3.47
2457185.51728,-20932.34,3.73
2457185.53906,-20928.72,4.04
2457186.49245,-20933.91,4.45
2457186.51493,-20936.07,3.83
2457189.53842,-20936.23,4.71
2457190.55145,-20936.22,3.61
2457190.57257,-20933.89,3.73
2457191.55166,-20924.72,2.9
2457191.57263,-20927.65,3.04
2457192.5486,-20935.01,2.85
2457192.56948,-20931.97,2.77
2457193.55033,-20936.8,3.11
2457193.57232,-20930.77,2.87
2457195.50698,-20924.53,4.33
2457195.52815,-20924.0,3.5
2457221.46103,-20924.51,3.0
2457222.68532,-20930.86,3.86
2457227.51839,-20934.13,3.78
2457228.47711,-20927.69,4.16
2457229.4736,-20935.8,4.59
2457230.59421,-20939.6,3.75
2457254.42308,-20930.21,4.31
2457256.45214,-20944.51,4.16
2457257.39077,-20929.1,2.91
2457267.391,-20931.89,3.92
2457267.41194,-20936.93,4.17
2457268.44802,-20932.29,4.36
2457269.39585,-20928.69,3.65
2457270.38497,-20926.4,2.74
2457271.38558,-20933.09,2.56
2457273.40404,-20936.6,2.98
2457301.36112,-20928.44,2.91
2457302.36027,-20927.03,2.89
2457324.40602,-20904.62,3.93
2457330.37185,-20924.76,3.87
2457331.39559,-20922.23,4.9
2457333.34945,-20936.06,3.7
2457334.35259,-20934.39,3.0
2457336.35046,-20922.21,3.92
