BJD,RV,ERV
2456148.67026,-18418.84,0.46
2456148.67406,-18417.84,0.45
2456148.67788,-18418.18,0.46
2456150.66567,-18421.48,0.64
2456151.62064,-18421.16,0.63
2456151.72952,-18418.96,0.48
2456151.73251,-18419.24,0.48
2456151.73546,-18418.84,0.49
2456151.73841,-18418.8,0.48
2456152.67209,-18421.82,0.44
2456152.67506,-18421.82,0.45
2456152.678,-18421.93,0.45
2456152.68096,-18422.12,0.45
2456153.62702,-18420.25,0.42
2456153.62972,-18420.85,0.42
2456153.63244,-18421.15,0.43
2456153.70447,-18421.31,0.42
2456153.70716,-18421.02,0.42
2456153.70988,-18420.66,0.42
2456160.64432,-18412.11,0.49
2456160.64762,-18417.21,0.49
2456160.65092,-18416.57,0.49
2456161.49321,-18419.76,0.52
2456161.49645,-18421.65,0.49
2456162.62915,-18419.57,0.48
2456162.63182,-18421.3,0.47
2456162.63447,-18422.1,0.52
2456166.51603,-18413.16,0.44
2456166.5199,-18413.09,0.44
2456166.63429,-18412.22,0.46
2456166.63697,-18412.51,0.46
2456176.52896,-18416.7,0.43
2456176.53143,-18417.18,0.43
2456176.5339,-18416.77,0.43
2456176.5364,-18417.12,0.43
2456177.53386,-18420.26,0.44
2456177.53633,-18419.78,0.43
2456177.53881,-18420.0,0.44
2456177.5413,-18420.22,0.43
2456178.52102,-18418.78,0.49
2456178.52348,-18418.81,0.52
2456178.52595,-18418.68,0.49
2456178.52844,-18418.73,0.47
2456179.47673,-18413.52,0.44
2456179.47918,-18413.52,0.44
2456179.48168,-18413.82,0.44
2456179.48417,-18413.6,0.45
2456180.443,-18415.01,0.46
2456180.4455,-18415.25,0.47
2456180.44798,-18415.38,0.46
2456180.45046,-18415.23,0.47
2456181.47663,-18414.52,0.54
2456181.4791,-18414.31,0.54
2456181.4816,-18414.46,0.54
2456181.48406,-18413.85,0.54
2456182.48011,-18411.59,0.46
2456182.4826,-18412.66,0.48
2456182.48503,-18412.73,0.47
2456182.48746,-18411.91,0.48
2456183.59369,-18416.99,0.45
2456183.59613,-18416.04,0.44
2456183.59862,-18417.25,0.44
2456183.60112,-18417.12,0.45
2456183.6713,-18417.71,0.45
2456183.67375,-18417.78,0.45
2456183.67623,-18417.35,0.45
2456183.67873,-18417.4,0.44
2456245.48522,-18422.25,0.43
2456245.48921,-18421.57,0.43
2456245.49309,-18420.72,0.44
2456251.56113,-18418.56,0.45
2456251.56501,-18419.2,0.48
2456251.56887,-18419.04,0.53
2456252.41303,-18419.28,0.48
2456252.41698,-18419.81,0.49
2456252.42099,-18419.77,0.5
2456268.40834,-18411.6,0.49
2456268.41022,-18411.75,0.5
2456268.412,-18411.2,0.52
2456268.41379,-18411.46,0.51
2456268.41559,-18411.5,0.51
2456268.4174,-18411.82,0.49
2456268.41922,-18411.92,0.49
2456268.42103,-18412.02,0.49
2456268.42282,-18411.68,0.48
2456268.42461,-18412.5,0.48
2456285.31354,-18415.17,0.54
2456285.36179,-18415.65,0.56
2456285.41796,-18415.68,0.45
2456285.42358,-18415.95,0.46
2456482.71382,-18417.11,0.54
2456482.71637,-18417.04,0.55
2456482.71902,-18418.08,0.52
2456482.72167,-18417.31,0.54
2456482.72426,-18417.74,0.52
2456499.73015,-18415.41,0.42
2456499.73395,-18415.23,0.42
2456499.73776,-18415.05,0.42
2456510.69481,-18414.47,0.43
2456510.70031,-18414.0,0.43
2456527.4909,-18424.01,0.74
2456527.49614,-18425.99,2.63
2456527.54613,-18423.92,0.51
2456527.55171,-18424.06,0.49
2456527.63112,-18424.36,0.49
2456527.63663,-18423.58,0.48
2456529.49603,-18419.17,0.43
2456529.4998,-18419.37,0.43
2456529.50362,-18419.49,0.43
2456529.63107,-18417.57,0.44
2456529.63488,-18417.04,0.43
2456529.63871,-18416.81,0.44
2456563.53309,-18417.99,0.42
2456563.53845,-18418.44,0.43
2456569.53471,-18419.44,0.44
2456569.53821,-18420.2,0.44
2456569.54193,-18421.23,0.45
2456570.38427,-18423.5,0.53
2456570.38603,-18423.2,0.5
2456570.38758,-18422.99,0.49
2456570.38931,-18423.62,0.52
2456570.39096,-18423.67,0.5
2456570.51521,-18424.34,0.49
2456570.5169,-18424.5,0.48
2456570.5186,-18424.18,0.48
2456570.52028,-18424.89,0.49
2456570.52193,-18425.43,0.49
2456573.53314,-18419.89,0.43
2456573.53688,-18420.2,0.42
2456573.54057,-18420.0,0.43
2456573.61561,-18421.83,0.43
2456573.61932,-18421.48,0.43
2456573.62312,-18421.25,0.43
2456604.30431,-18419.46,0.45
2456604.30692,-18419.12,0.55
2456604.30947,-18418.79,0.45
2456604.31218,-18419.63,0.46
2456604.31473,-18419.89,0.47
2456604.40211,-18419.14,0.46
2456604.40466,-18420.0,0.46
2456604.40732,-18419.49,0.45
2456604.40988,-18419.73,0.45
2456604.41247,-18419.73,0.46
2456606.30638,-18414.76,0.75
2456606.31012,-18416.09,0.72
2456606.31373,-18416.26,0.69
2456606.38381,-18414.5,0.99
2456606.38752,-18416.46,1.01
2456606.39065,-18416.84,0.95
2456608.30448,-18422.1,0.55
2456608.308,-18422.12,0.48
2456608.31227,-18422.3,0.47
2456608.39999,-18418.43,0.43
2456608.40374,-18417.33,0.54
2456608.4075,-18419.05,0.43
2456611.38257,-18421.79,0.44
2456611.38639,-18422.38,0.44
2456611.39006,-18422.12,0.44
2456611.497,-18422.47,0.53
2456611.50057,-18422.09,0.49
2456611.50427,-18421.9,0.49
2456670.31524,-18424.71,0.46
2456670.31899,-18423.85,0.46
2456670.32285,-18423.43,0.47
2456671.30546,-18421.03,0.43
2456671.30917,-18420.34,0.43
2456671.31293,-18420.75,0.43
2456672.30775,-18423.36,0.51
2456672.31171,-18422.92,0.49
2456672.31535,-18422.53,0.54
2456673.31792,-18421.75,0.53
2456673.32146,-18421.82,0.5
2456816.71801,-18419.91,0.4
2456816.72173,-18420.0,0.4
2456816.72552,-18420.41,0.41
2456829.70173,-18414.48,0.42
2456829.70411,-18414.41,0.42
2456829.70643,-18414.4,0.43
2456829.70879,-18414.71,0.42
2456830.7146,-18420.75,0.44
2456830.7166,-18420.82,0.44
2456830.7186,-18420.85,0.44
2456830.72065,-18421.43,0.45
2456832.7129,-18419.06,0.43
2456832.71529,-18419.46,0.43
2456832.71765,-18419.16,0.43
2456833.7143,-18422.53,0.45
2456833.71668,-18422.89,0.44
2456833.71903,-18422.98,0.44
2456834.71819,-18418.8,0.49
2456834.72054,-18418.27,0.49
2456834.72289,-18418.66,0.48
2456835.7214,-18418.35,0.47
2456835.72387,-18418.09,0.48
2456836.70762,-18421.61,0.44
2456836.71182,-18421.62,0.45
2456836.71654,-18421.9,0.45
2456846.71492,-18421.74,0.41
2456847.70807,-18419.73,0.41
2456847.71179,-18419.77,0.41
2456847.71558,-18419.23,0.41
2456848.70389,-18422.96,0.42
2456848.70755,-18423.05,0.41
2456848.71145,-18423.23,0.43
2456850.7214,-18420.46,0.41
2456850.72517,-18420.49,0.41
2456851.71958,-18425.7,0.4
2456851.72338,-18426.28,0.4
2456851.72716,-18426.14,0.41
2456852.72216,-18425.89,0.43
2456852.72585,-18425.47,0.44
2456853.71258,-18424.93,0.41
2456853.71633,-18425.28,0.41
2456862.58447,-18423.1,0.42
2456862.58837,-18422.79,0.41
2456862.59207,-18422.58,0.41
2456862.71123,-18421.57,0.44
2456862.71324,-18421.99,0.44
2456862.71529,-18421.48,0.44
2456862.7173,-18420.8,0.43
2456862.71931,-18421.34,0.43
2456862.72136,-18421.42,0.43
2456863.56908,-18420.92,0.48
2456863.57116,-18420.68,0.48
2456863.5732,-18420.82,0.48
2456863.57525,-18420.01,0.47
2456863.57725,-18420.78,0.46
2456863.57926,-18420.6,0.46
2456863.73283,-18421.38,0.44
2456863.73487,-18421.84,0.44
2456863.73687,-18422.31,0.44
2456863.73891,-18421.9,0.44
2456863.74092,-18421.88,0.44
2456863.74294,-18422.14,0.44
2456864.57508,-18425.73,0.48
2456864.57716,-18426.28,0.47
