BJD,RV,ERV
2455073.99453,-2.19,6.81
2455075.94662,3.9,6.8
2455076.7697,-0.63,6.72
2455079.91978,2.64,6.81
2455080.93064,-8.02,6.81
2455081.9299,-4.97,6.79
2455082.94254,-7.91,6.78
2455083.86517,-3.44,6.76
2455084.84218,-3.48,6.71
2455313.06425,-9.4,2.5
2455318.09892,4.62,2.67
2455377.02031,8.4,2.53
2455400.94405,-0.41,2.8
2455405.93901,3.36,2.57
2455411.00255,5.55,2.49
2455411.89664,11.0,2.65
2455427.83916,-2.81,2.59
2455428.80067,0.84,2.49
2455434.79812,-2.08,2.44
2455439.83467,-2.72,2.42
2455486.80623,-2.87,2.86
2455697.08152,4.67,2.68
2455698.06933,2.09,2.6
2455699.06616,-1.67,2.63
2455700.09638,1.79,2.65
2455738.81745,-3.66,2.67
2455791.76349,4.17,2.48
2455797.01326,1.95,2.77
2455809.92735,-2.3,2.47
2455814.89856,3.18,2.52
2456152.01101,1.33,2.64
