BJD,RV,ERV
2452797.86544,40199.17,1.13
2452802.8599,40202.27,1.16
2452804.84003,40202.79,1.01
2452809.87071,40203.56,1.05
2452811.78742,40205.68,0.96
2452942.56654,40209.41,0.95
2453153.85493,40223.63,0.49
2453202.69645,40227.36,0.55
2453204.67449,40229.64,0.43
2453217.71181,40226.16,0.53
2453229.65203,40223.52,0.54
2453230.6856,40227.88,0.46
2453232.64333,40228.38,0.96
2453237.73082,40225.71,0.96
2453265.56261,40221.58,0.38
2453266.54601,40219.76,0.54
2453267.55763,40219.73,0.46
2453268.57529,40223.26,0.46
2453269.57992,40227.19,0.91
2453271.5452,40225.63,0.62
2453272.55226,40224.76,0.62
2453273.56639,40221.64,0.45
2453274.5461,40223.85,0.59
2453340.52541,40207.89,0.43
2453465.89979,40199.26,0.42
2453466.89181,40199.59,0.56
2453468.86848,40199.31,0.39
2453484.87672,40198.2,0.44
2453491.86912,40192.23,0.44
2453492.85771,40195.87,0.43
2453511.86498,40195.63,0.49
2453542.71667,40195.42,0.45
2453543.72206,40196.82,0.51
2453544.77493,40196.64,0.48
2453545.8216,40197.7,1.1
2453547.75035,40189.37,0.52
2453549.82048,40197.47,1.33
2453550.69452,40197.8,0.55
2453551.72523,40196.85,0.64
2453572.78012,40197.67,0.85
2453575.70397,40190.47,0.42
2453576.67957,40191.32,0.43
2453577.75843,40194.46,0.48
2453578.7327,40194.45,0.46
2453604.6567,40189.21,2.13
2453606.67931,40194.13,0.64
2453607.63178,40195.76,0.44
2453608.67637,40196.39,0.4
2453609.60901,40196.39,0.48
2453668.53352,40193.96,0.54
2453670.58735,40192.2,0.58
2453671.57257,40196.66,0.48
2453672.58635,40196.78,0.48
2453673.59598,40195.81,0.55
2453674.55888,40196.46,0.4
2453675.59932,40194.88,0.45
2453694.50478,40195.02,0.39
2453810.90026,40196.08,0.4
2453813.89414,40200.44,0.4
2453815.90144,40199.49,0.39
2453833.91339,40199.76,0.45
2453835.91447,40198.88,0.4
2453861.83976,40201.99,0.44
2453863.85258,40201.93,0.43
2453865.8527,40199.48,0.37
2453867.87461,40199.43,0.4
2453870.82281,40203.81,0.51
2453882.85095,40203.14,0.61
2453883.83515,40202.14,0.61
2453886.86707,40201.97,0.63
2453887.81637,40203.19,0.63
2453917.81053,40209.29,0.73
2453919.79936,40209.36,0.81
2453921.74104,40208.84,0.86
2453944.67109,40206.52,1.16
2453950.70411,40204.81,0.68
2453976.58348,40211.9,0.65
2453980.63197,40213.03,0.73
2453981.66303,40214.11,0.63
2453982.66112,40214.7,0.68
2453983.6252,40216.27,1.19
2454049.51371,40221.02,0.46
2454051.53703,40221.51,0.43
2454053.52956,40219.23,0.42
2454199.88726,40237.11,0.42
2454254.8274,40237.33,0.6
2454255.75459,40236.37,0.59
2454291.7952,40234.48,0.69
2454296.78082,40227.32,0.44
2454314.73552,40229.37,0.76
2454316.59151,40224.32,0.56
2454320.7783,40231.17,0.51
2454342.65548,40227.35,0.54
2454343.72407,40223.88,0.74
2454344.7057,40223.01,0.58
2454345.68419,40225.46,0.51
2454346.7152,40228.61,0.69
2454348.68004,40227.24,0.53
2454349.61971,40228.4,0.51
2454350.63331,40227.74,0.51
2454388.58439,40223.88,0.64
2454389.58709,40225.53,0.8
2454391.56659,40223.16,1.11
2454392.54769,40220.0,0.41
2454393.56845,40222.14,0.42
2454394.57102,40224.04,0.63
2454554.89327,40212.65,0.44
