BJD,RV,ERV
2455313.08185,-5.32,2.49
2455319.10946,-9.27,2.64
2455322.05055,-11.9,2.34
2455372.98274,-10.49,2.32
2455377.92904,-9.56,2.33
2455381.00021,-17.12,2.39
2455396.96276,-14.26,2.5
2455412.92253,-18.2,2.33
2455426.91337,-15.93,2.35
2455431.78406,-10.2,2.32
2455434.87009,-22.55,2.33
2455434.87649,-23.68,2.33
2455435.93126,-19.07,2.41
2455436.96846,-14.79,2.62
2455436.97455,-20.13,2.65
2455437.94036,-14.42,2.42
2455437.94979,-13.86,2.38
2455438.99142,-15.34,2.38
2455439.00262,-15.28,2.42
2455439.92352,-18.65,2.34
2455439.93156,-20.54,2.39
2455440.97123,-17.33,2.34
2455440.9803,-21.55,2.37
2455455.80996,-22.09,2.36
2455490.82964,-17.75,2.44
2455672.02642,18.02,2.27
2455672.9984,14.69,2.38
2455673.99577,18.86,2.42
2455696.97393,21.76,2.39
2455697.96443,23.88,2.46
2455698.9623,17.22,2.37
2455722.99497,22.64,2.42
2455724.03363,27.33,2.48
2455728.90095,23.73,2.48
2455734.06407,25.42,2.4
2455734.95105,26.01,2.38
2455735.97474,24.78,2.37
2455739.03418,24.27,2.46
2455751.79696,18.81,2.47
2455752.1047,17.96,2.4
2455752.77896,15.83,2.42
2455759.97517,18.93,2.4
2455761.07647,22.02,2.3
2455761.84185,15.82,2.35
2455763.03275,19.13,2.36
2455763.85104,14.98,2.36
2455782.90786,15.44,2.4
2455795.02425,7.43,2.53
2455814.73596,13.15,2.34
2456077.04518,-15.87,2.41
2456098.0938,-11.87,2.46
2456098.82899,-12.59,2.44
2456102.0079,-5.88,2.37
2456114.87188,-15.41,2.37
2456145.87541,-9.89,2.45
2456148.92877,-3.85,2.33
2456151.06087,-10.87,2.41
2456153.98304,-9.16,2.36
2456174.82658,-1.05,2.45
2456345.15521,17.4,2.44
2456475.84359,10.26,2.45
2456498.07016,3.0,2.43
2456513.04411,-2.18,2.45
2456519.91956,-0.24,2.39
