BJD,RV,ERV
2453239.0822,-3.0,0.91
2453338.79766,3.83,1.08
2453400.80453,-0.61,1.04
2453400.80876,-2.23,1.05
2453692.82094,-2.63,0.99
2453692.82755,-3.84,1.06
2453692.8367,-2.7,1.03
2453693.00721,-4.76,0.96
2453693.00955,-3.21,0.94
2453693.01199,-3.36,0.98
2453693.78027,-4.0,0.97
2453693.78234,-4.05,1.02
2453693.78431,-1.68,1.0
2453693.95378,-2.92,0.91
2453693.95574,-3.72,0.98
2453693.95768,-2.64,0.93
2453694.82144,-1.2,1.0
2453694.8234,-1.51,0.97
2453694.82536,-1.61,1.03
2453694.93003,-2.11,1.3
2453694.9309,-1.31,1.23
2453694.93177,-1.1,1.26
2453695.01137,1.62,1.04
2453695.01344,-0.28,0.98
2453695.01559,-1.0,0.97
2453695.8613,2.58,0.99
2453695.86322,4.34,0.93
2453695.86505,4.62,0.99
2453695.93506,4.13,0.99
2453695.93685,2.48,0.99
2453695.93862,3.23,0.99
2453696.93077,0.25,1.0
2453696.93273,0.24,1.08
2453696.93464,2.5,1.01
2453724.85174,-4.33,1.11
2453724.85365,-4.98,1.04
2453746.8004,2.37,1.04
2453746.80358,4.44,1.06
2453748.79105,3.94,1.03
2453748.79329,3.0,1.06
2453749.78637,4.62,0.95
2453749.78889,6.19,1.0
2453750.79706,-2.51,1.04
2453750.79892,-0.72,1.01
2453751.83184,-2.15,1.12
2453751.83543,-5.39,1.02
2453752.83492,-4.86,0.97
2453752.83972,-5.14,0.97
2453753.80281,-4.37,0.95
2453753.80514,-4.07,0.99
2453775.76676,3.42,1.02
2453775.7693,2.93,0.99
2453776.80483,5.52,1.01
2453776.80706,6.82,0.99
2453777.8047,4.44,1.0
2453777.80695,4.19,1.09
2453778.79964,0.93,1.02
2453778.80212,-3.11,1.04
2453779.82258,-3.45,1.1
2453779.82636,-3.35,1.0
2453933.12162,4.01,0.91
2453933.12336,5.35,0.91
2453959.12866,0.58,0.73
2453959.1303,2.15,0.76
2453961.0694,6.07,0.71
2453961.07117,6.25,0.8
2453962.06552,4.88,0.8
2453962.06762,2.79,0.81
2453963.10194,-4.38,0.84
2453963.10402,-4.47,0.84
2453964.1344,-1.88,0.8
2453982.02672,8.35,0.74
2453982.02827,8.31,0.73
2453983.0833,5.93,0.8
2453983.085,5.13,0.78
2453983.98721,-0.74,0.87
2453983.989,-2.16,0.87
2453985.00512,0.92,0.81
2453985.00717,0.45,0.8
2454083.89683,5.76,1.16
2454083.90041,5.14,1.22
2454084.83798,7.84,1.22
2454084.84197,7.51,1.19
2454129.91675,-4.3,1.15
2454129.92096,-1.48,1.12
2454130.71484,-1.73,1.2
2454130.7184,-4.7,1.14
2454131.78056,0.43,1.15
2454131.78503,1.8,1.16
2454138.76453,-1.08,1.09
2454138.76615,-1.11,1.01
2454295.1296,1.26,1.0
2454295.13115,1.5,1.05
2454305.13308,-2.25,1.04
2454305.13467,-0.85,1.08
2454306.13484,-1.97,0.92
2454306.13636,1.24,0.99
2454307.11985,-1.58,0.9
2454307.12125,-3.99,0.98
2454307.12264,-2.93,1.0
2454308.11608,-7.23,0.94
2454309.10605,-9.33,0.82
2454309.10808,-7.44,0.92
2454310.10597,-4.27,0.88
2454310.10782,-1.48,0.93
2454311.09068,-1.54,0.92
2454311.09237,0.23,0.89
2454312.08701,-1.15,0.82
2454312.08878,1.13,0.87
2454313.08193,-7.27,0.96
2454313.08372,-4.77,0.88
2454314.08796,-5.99,0.92
2454314.09013,-5.31,0.89
2454315.10417,-0.78,0.8
2454315.10554,-0.14,0.85
2454319.12374,-8.41,0.74
2454319.12609,-7.2,0.75
2454336.08368,-6.88,0.9
2454336.08522,-8.05,0.93
2454337.1435,1.77,0.94
2454339.11279,3.34,0.86
2454344.04798,4.29,0.86
2454345.14805,-3.69,0.83
2454396.86697,-0.74,1.07
2454397.92395,3.07,1.02
2454398.93546,-0.05,1.09
2454399.88022,3.58,1.11
2454427.83197,0.16,1.01
2454427.83374,-0.19,1.06
2454427.83551,-1.03,1.04
2454429.89812,2.75,1.0
2454429.89983,4.39,1.04
2454430.93762,3.5,1.24
2454453.74608,-2.69,1.12
2454454.77731,-6.16,1.74
2454454.78208,-6.71,1.45
2454454.79113,-7.59,1.53
2454454.79603,-5.12,1.21
2454455.78577,-4.64,1.14
2454455.78974,-2.24,1.45
2454455.79438,-2.45,1.27
2454455.79638,-5.22,1.22
2454456.77216,-0.94,1.16
2454456.77416,1.2,1.03
2454458.92574,-10.23,1.31
2454460.77039,-3.8,1.25
2454460.77196,-1.97,1.3
2454492.79398,-6.1,1.1
2454492.79564,-7.3,1.04
2454492.79742,-9.24,1.09
2454675.10863,-8.06,0.97
2454675.10975,-5.72,1.09
2454675.1109,-3.05,0.97
2454690.1119,-4.31,1.0
2454690.11316,-6.81,0.99
2454718.02142,-1.7,1.06
2454718.02278,-4.07,1.0
2454718.02421,-3.31,1.05
2454719.06339,-2.46,0.99
2454719.0645,-3.09,1.03
2454719.06566,-2.07,0.99
2454720.07655,-0.7,1.01
2454720.07786,-0.78,0.98
2454720.07912,-3.8,0.97
2454721.0688,5.67,0.93
2454721.06997,2.52,0.96
2454721.07113,1.92,1.01
2454722.11751,-0.57,1.01
2454722.11908,3.71,1.03
2454722.12059,-0.75,1.08
2454723.03842,-0.58,1.13
2454723.03966,-4.15,1.06
2454723.041,-4.87,0.96
2454724.0067,-6.0,0.99
2454724.00814,-3.85,0.99
2454724.01017,-5.67,1.08
2454725.0504,-1.79,1.03
2454725.05158,-2.18,0.99
2454725.0528,0.5,0.98
2454727.06763,4.22,1.02
2454727.06889,1.64,1.0
2454727.07018,1.28,0.99
2454727.9902,-1.97,0.99
2454727.9915,-1.9,0.98
2454727.99279,-2.71,1.03
2454777.93655,-2.98,1.28
2454777.93778,-4.02,1.35
2454777.93897,-6.21,1.27
2454778.90328,-6.84,1.31
2454778.90563,-7.36,1.29
2454778.90749,-8.01,1.24
2454779.92326,-5.79,1.17
2454779.92473,-5.78,1.22
2454779.9263,-5.45,1.23
2454790.81625,8.03,1.18
2454790.81751,4.38,1.15
2454790.81876,1.65,1.17
2454805.84716,-4.14,1.3
2454805.84891,-5.23,1.24
2454805.85083,-6.93,1.21
2454806.79504,-1.52,1.24
2454806.7962,-2.62,1.12
2454806.79732,-3.2,1.16
2454807.95325,-2.5,1.27
2454807.95499,-1.13,1.2
2454807.95634,2.57,1.26
2454808.90322,-3.14,1.17
2454808.90437,-2.16,1.07
2454808.90542,-4.86,1.18
2454809.83423,-11.46,1.25
2454809.83536,-4.45,1.13
2454809.83661,-4.08,1.1
2454810.81555,-8.8,1.21
2454810.81696,-9.02,1.28
2454810.81853,-6.7,1.26
2454838.86874,2.08,1.16
2454838.87006,-0.57,1.22
2454838.87145,0.56,1.2
2454864.86906,-1.08,1.2
2454864.8714,-2.66,1.24
2454864.87356,-3.69,1.18
2455042.12185,-9.19,1.02
2455042.12308,-8.61,0.97
2455042.1243,-6.41,1.07
2455043.10651,-8.72,1.2
2455074.12518,-5.26,0.99
2455074.12632,-2.82,1.0
2455074.12745,-4.73,1.0
2455075.14133,-8.29,1.02
2455075.14251,-2.1,1.01
2455075.14366,-5.28,1.03
2455076.04545,-2.14,0.91
2455076.04654,-1.8,1.0
2455076.04762,-4.0,1.0
2455077.03643,0.01,1.06
2455077.03764,5.59,0.99
2455077.03884,1.79,1.0
2455078.05215,4.79,0.97
2455078.05335,2.19,0.97
2455078.05458,1.91,0.84
2455079.0644,-2.94,0.95
2455079.06555,0.8,0.9
2455079.06673,-2.5,0.99
2455080.05312,-1.44,1.13
2455080.05431,-1.06,1.1
2455080.05555,-2.06,0.95
2455081.06294,-5.51,0.89
2455081.06414,-4.29,0.97
2455081.06532,-4.09,0.94
2455082.13504,1.2,0.91
2455082.13615,1.07,0.94
2455082.13724,1.26,0.89
2455083.13528,0.34,1.0
