BJD,RV,ERV
2452942.80392,58599.73,2.14
2452991.72576,58591.19,2.54
2452998.64589,58585.46,2.44
2452999.69182,58585.92,2.77
2453000.59407,58593.52,2.05
2453000.72208,58591.6,2.37
2453002.61701,58595.6,2.8
2453007.60424,58585.18,1.39
2453788.5446,58608.56,1.62
2453980.88027,58598.33,1.84
2453989.8945,58600.97,2.61
2454384.86524,58601.83,2.75
2454430.69836,58595.52,1.93
2454437.71874,58594.39,1.79
2454438.65339,58591.81,1.95
2454478.6507,58606.18,1.77
2454487.57309,58601.49,1.84
2454520.60937,58596.92,1.98
2454719.89611,58588.71,2.2
2454731.8886,58589.75,1.41
2454733.81638,58586.63,1.49
2454751.81085,58581.44,2.9
2454812.61601,58587.26,1.94
2454825.56635,58589.81,1.38
2454826.57893,58586.03,1.52
2454827.608,58580.61,1.48
2454828.62017,58581.44,1.8
2454829.58609,58583.98,1.93
2454830.61307,58588.02,1.9
2454831.6075,58592.09,1.56
2454832.61839,58597.76,2.35
2454833.60933,58593.57,2.07
2454834.65246,58597.34,1.51
2454840.62729,58594.87,1.68
2454848.54361,58590.98,1.98
2454849.55288,58592.31,1.36
2454850.5661,58593.26,1.79
2454851.61088,58592.16,1.46
2454852.61939,58586.66,1.6
2454854.60026,58586.58,1.74
2454871.56248,58587.17,1.67
2454878.55525,58592.4,1.81
2454879.57724,58586.43,1.86
2454880.55543,58586.32,1.57
2454881.61113,58589.18,2.09
2454882.55718,58595.33,1.82
2454883.54916,58600.01,1.74
2454884.57656,58602.03,2.04
2454885.52811,58603.83,1.59
2454886.53336,58595.72,1.97
2454914.55045,58591.03,2.69
2454916.50856,58597.25,1.74
2454918.50266,58603.85,1.68
2454920.52843,58599.96,1.43
2454939.46907,58591.07,1.71
2454940.47879,58586.38,2.22
2454941.47641,58590.16,1.43
2454946.47896,58597.63,1.66
2455041.91834,58600.49,2.9
2455042.88673,58592.84,1.68
2455044.89671,58591.39,2.7
2455045.91134,58596.45,2.61
2455046.89456,58592.39,3.6
2455047.90246,58596.59,2.63
2455048.88548,58595.59,2.63
2455049.88641,58601.89,1.96
2455052.88,58586.76,1.66
2455053.91337,58589.37,2.64
2455054.91248,58591.74,2.2
2455063.91753,58595.69,1.89
2455065.91535,58602.48,1.3
2455067.91846,58601.27,1.31
2455071.88983,58597.58,1.88
2455072.8941,58599.88,1.66
2455073.90772,58605.93,1.63
2455074.91964,58601.45,1.88
2455075.89501,58602.35,2.3
2455077.89299,58593.7,2.39
2455091.90397,58604.36,2.05
2455095.87962,58594.08,1.42
2455097.88769,58595.46,1.95
2455100.90205,58601.32,1.62
2455101.88026,58598.84,2.44
2455105.79017,58591.18,2.23
2455106.87173,58594.66,2.08
2455113.82073,58598.1,1.5
2455116.82225,58605.62,1.92
2455121.80247,58592.79,2.07
2455122.78718,58591.13,2.6
2455123.73696,58594.08,2.06
2455124.85254,58599.67,1.57
2455126.82258,58601.53,2.1
2455128.84232,58594.72,1.55
2455129.82539,58591.95,1.47
2455132.8594,58597.68,2.43
2455133.77787,58600.44,2.35
2455134.8418,58602.52,1.68
2455135.64881,58602.44,1.75
2455137.6563,58592.42,1.93
2455138.74651,58587.79,1.98
2455139.66181,58589.48,2.44
2455140.74845,58594.5,1.42
2455141.68697,58595.51,1.75
2455142.69943,58601.17,2.82
2455160.66292,58600.72,1.77
2455161.64655,58599.38,2.65
2455162.64418,58601.21,1.93
2455163.65107,58597.57,1.9
2455164.6164,58590.34,1.58
2455165.58006,58593.16,1.62
2455166.60808,58597.38,1.44
2455167.60321,58603.41,1.41
2455168.57065,58603.14,1.61
2455169.59657,58609.97,1.55
2455217.67557,58590.56,1.55
2455218.66768,58597.25,1.62
2455230.56821,58611.43,2.17
2455233.52397,58588.13,2.21
2455236.51784,58591.81,1.9
2455260.52722,58581.07,1.78
2455261.56045,58589.77,2.04
2455423.83105,58595.14,3.04
2455437.82443,58595.18,1.56
2455453.90658,58606.98,1.81
2455454.88121,58601.11,2.1
2455456.88179,58594.54,1.74
2455458.89816,58589.29,2.1
2455483.77991,58581.7,3.22
2455484.7604,58582.86,2.18
2455485.77937,58587.36,1.98
2455487.78087,58589.24,1.94
2455489.70535,58592.34,1.7
2455538.58884,58593.77,2.22
2455541.61498,58600.55,1.66
2455545.6817,58588.5,1.81
2455580.62294,58594.24,1.72
2455629.50439,58595.66,2.01
2455824.89602,58595.58,2.37
2455829.82938,58592.02,1.55
2455837.81846,58595.56,1.46
2455844.83798,58596.69,1.87
2455872.66929,58589.61,2.19
2455874.7524,58594.0,2.05
2455880.75793,58589.48,1.48
2455889.65977,58586.68,1.95
2455891.66181,58591.38,1.75
2455894.67325,58598.94,1.52
2455924.61267,58583.44,1.59
2455930.6427,58592.06,1.98
2455941.53649,58588.74,1.76
2455999.49255,58593.71,1.72
2456002.48673,58583.66,2.48
2456010.50082,58586.34,1.75
