BJD,RV,ERV
2455377.84191,-65.5,2.75
2455378.93429,-54.36,2.96
2455379.96166,-66.73,3.07
2455433.76124,-11.72,2.6
2455434.92788,-16.61,2.8
2455438.85211,1.55,3.2
2455438.88151,9.99,2.98
2455465.82985,28.56,3.26
2455521.72985,56.9,3.14
2455697.04911,99.24,2.93
2455698.03702,80.44,2.8
2455699.0347,97.68,3.26
2455699.99723,93.7,2.79
2455723.98001,85.68,2.97
2455733.96082,77.25,2.9
2455734.92079,82.12,2.76
2455738.84931,77.7,2.87
2455759.91227,66.97,3.05
2455760.88208,58.78,2.79
2455789.92247,43.45,2.89
2455790.93991,28.25,2.81
2455798.9694,26.8,2.79
2455809.95668,33.38,2.82
2455810.84589,26.81,2.67
2456077.02509,-285.15,2.79
2456115.87591,-184.39,2.73
2456135.06686,-166.59,3.17
2456147.94619,-136.85,3.03
2456176.76209,-90.03,2.85
