BJD,RV,ERV
2455379.03375,3.62,2.57
2455380.10909,-5.92,2.66
2455403.97941,3.99,2.68
2455411.83454,-6.94,2.54
2455412.89876,2.87,2.63
2455434.82537,-0.53,2.52
2455435.90917,-1.98,2.82
2455751.81331,-4.74,2.76
2455752.85288,-0.94,2.96
2455752.86847,0.29,2.73
2455759.83997,6.17,2.66
2455760.93639,-4.23,2.58
2455769.85947,6.6,2.56
2455788.83955,-1.72,2.59
2455789.98442,1.17,2.63
2455810.79143,-1.37,2.51
2455811.92082,-11.11,2.59
2455843.81188,-7.55,3.01
2456073.92543,-1.96,3.05
2456075.91733,0.6,3.09
2456076.9923,3.17,2.75
2456098.85545,-3.04,2.44
2456099.98545,0.1,2.62
2456101.02973,-1.44,2.59
2456101.87276,1.69,2.61
2456103.05012,4.15,2.68
2456104.05944,1.79,2.72
2456105.06414,10.72,2.8
2456109.95503,-7.5,2.49
2456111.02247,1.2,2.73
2456111.94118,1.24,2.53
2456115.99961,4.75,2.51
2456133.83292,8.11,2.57
2456134.88854,-1.09,2.63
2456138.00892,0.39,2.66
2456140.86384,-1.4,2.69
2456163.84332,-0.84,2.72
2456164.77499,4.4,2.57
2456166.00396,-1.82,2.71
2456171.98312,-1.63,2.94
2456177.83669,-6.64,2.67
2456179.7636,-2.02,2.56
