BJD,RV,ERV
2455314.09154,-7.08,2.97
2455373.88471,-5.21,3.08
2455376.89619,-9.7,3.07
2455378.9017,-4.04,3.05
2455381.02029,-8.27,3.16
2455428.82839,-6.66,3.0
2455435.8046,10.57,3.16
2455437.84608,-7.31,3.55
2455437.88287,-10.84,3.39
2455697.11058,20.09,3.43
2455698.00488,17.39,3.05
2455699.00229,4.43,3.27
2455700.06666,15.06,3.2
2455735.00257,-3.16,3.13
2455752.83094,-4.22,3.23
2455761.0585,8.01,2.99
2455789.95297,-4.86,3.2
2455792.01785,-0.8,2.95
2455796.87242,11.64,3.06
2455811.8168,7.82,3.02
2456110.98336,-5.14,3.32
2456112.97342,-15.97,3.34
2456144.03741,-0.53,3.27
2456147.01404,-4.98,3.29
