BJD,RV,ERV
2454807.69849,47797.78,4.48
2454825.66746,47806.33,1.39
2454826.64838,47803.69,1.66
2454827.66095,47801.52,1.56
2454828.67307,47802.2,1.84
2454829.78186,47802.21,1.82
2454830.6513,47793.94,1.91
2454831.64673,47795.84,1.86
2454832.65658,47796.47,2.88
2454833.64792,47800.05,2.37
2454834.77493,47798.13,1.96
2454849.56753,47802.53,1.33
2454851.62802,47804.55,1.63
2454881.63742,47805.99,1.85
2454882.59568,47806.55,1.52
2454885.54247,47799.99,1.49
2454932.48536,47803.36,1.41
2454934.48545,47801.11,1.83
2454937.48457,47802.46,1.71
2454940.49248,47807.22,1.98
2454941.4878,47805.97,1.46
2454949.46243,47802.47,1.64
2454950.46139,47802.59,1.48
2454954.46978,47808.61,1.74
2454955.46854,47805.41,1.49
2455220.56224,47803.38,2.85
2455225.54498,47806.42,1.89
2455229.69119,47799.52,4.19
2455423.91008,47810.54,2.41
2455425.90482,47809.6,1.93
2455427.92239,47801.06,1.92
2455428.9039,47802.68,2.21
2455434.88752,47805.64,1.88
2455437.84917,47802.58,1.59
2455444.85801,47797.74,1.74
2455480.81601,47800.86,2.0
2455483.80314,47799.88,2.03
2455486.76213,47796.58,2.02
2455492.87155,47806.89,2.04
2455495.8929,47800.79,1.41
2455497.80927,47800.42,1.88
2455499.87347,47800.78,2.37
2455501.8102,47800.21,1.96
2455505.70282,47798.06,1.82
2455506.78,47797.56,1.68
2455509.76158,47800.96,1.58
2455510.73594,47798.45,1.52
2455512.72825,47799.01,1.52
2455513.74985,47802.32,2.16
2455514.75421,47798.13,1.63
2455518.69233,47803.77,2.15
2455519.63904,47801.24,2.2
2455521.74963,47802.37,1.97
2455522.70507,47802.59,1.95
2455523.75227,47804.95,1.97
2455539.63328,47798.42,1.95
2455542.69632,47797.89,1.93
2455544.69892,47800.78,1.46
2455546.6074,47799.05,1.83
2455547.68313,47806.89,1.81
2455817.91683,47804.15,1.63
2455871.72296,47802.64,1.89
2455875.75986,47804.43,1.66
2455887.80195,47800.0,2.12
2455889.67389,47801.56,2.12
2455891.67563,47807.5,1.85
2455893.67046,47800.62,1.94
2455895.71856,47803.4,2.25
2455924.65743,47801.18,1.56
2455925.60322,47798.04,1.82
2455926.68814,47798.81,1.82
2455927.67658,47798.24,2.25
2455928.789,47794.44,2.75
2455929.67904,47801.36,2.09
2455930.68755,47805.49,3.75
2455931.6383,47801.53,1.83
2455932.6633,47800.4,1.53
2455933.7023,47805.1,1.94
2455940.6616,47802.19,2.45
2455941.73303,47801.74,1.92
2455942.65135,47802.09,1.65
2455943.74352,47802.67,1.87
2455944.7486,47807.99,1.98
2455945.74749,47803.85,2.01
2455946.74356,47807.63,1.96
2455947.72814,47809.86,1.75
2455948.72736,47807.82,1.82
2455949.72113,47809.33,2.03
2455950.73282,47803.62,1.99
2455997.54782,47801.45,2.23
2455999.5062,47803.63,1.7
2456001.57468,47806.02,2.35
2456004.48819,47807.54,1.81
2456006.56154,47801.92,2.06
2456008.5202,47798.42,1.74
2456013.54468,47797.17,2.15
2456021.50098,47804.81,2.33
2456024.48555,47800.81,1.65
2456025.49723,47806.0,2.36
2456026.50327,47805.42,2.58
2456029.52945,47799.52,2.41
2456030.51172,47807.7,2.92
2456031.51835,47809.23,4.5
2456180.85874,47802.21,2.87
2456181.87228,47806.18,2.09
2456182.87143,47798.06,2.99
2456186.84912,47807.68,1.71
2456187.86191,47807.31,5.34
2456190.88488,47807.61,2.26
2456192.86732,47803.42,2.72
2456193.85343,47806.15,2.04
2456194.87392,47803.9,2.14
2456195.83731,47801.8,2.11
2456196.84078,47803.32,1.82
2456198.85435,47803.69,3.59
2456199.85744,47806.01,2.99
2456200.82093,47802.71,2.39
2456201.82289,47800.65,2.27
2456202.87283,47808.2,2.31
2456235.67528,47804.31,2.29
2456236.68649,47802.5,2.12
2456237.65447,47798.27,2.11
2456238.71167,47801.57,2.05
2456245.6243,47807.71,2.31
2456247.61995,47805.08,1.95
2456248.70192,47800.76,3.03
2456250.6516,47793.64,3.02
2456251.70851,47796.28,1.68
2456252.66497,47796.95,1.69
2456254.67894,47796.73,1.7
2456255.61817,47800.03,1.96
2456258.65243,47805.33,1.96
2456259.65469,47804.98,2.06
2456262.81151,47806.99,1.87
2456263.64804,47802.53,2.87
