BJD,RV,ERV
2452986.71303,26409.7,2.4
2453336.79723,26413.3,1.8
2453367.70345,26408.0,1.0
2453371.67944,26414.6,1.2
2453372.67229,26415.0,1.1
2453373.69868,26414.9,1.6
2453375.70826,26407.4,1.1
2453376.64443,26407.4,1.1
2453377.63789,26407.2,1.0
2453378.66745,26411.4,1.3
2453674.79001,26401.2,1.0
2453693.72451,26412.0,1.1
2453695.67908,26416.7,0.9
2453697.76206,26421.7,1.6
2453699.62904,26415.4,1.1
2453721.72548,26412.0,1.4
2453725.60001,26408.2,1.4
2453727.61752,26406.9,1.2
2453784.53324,26405.6,1.1
2453786.52666,26406.8,1.0
2453809.52945,26417.6,1.1
2453810.51506,26418.4,1.0
2453811.51028,26421.1,1.1
2453812.50611,26420.0,1.3
2453813.50789,26414.8,1.1
2453814.50727,26412.3,1.1
2453815.50182,26410.6,1.2
2453817.50249,26411.0,1.0
2454048.82678,26418.4,1.0
2454050.76892,26411.4,0.9
2454052.74897,26406.7,1.1
2454054.81278,26409.3,1.0
2454078.69872,26400.5,0.9
2454080.71303,26406.5,1.2
2454082.7128,26412.3,1.2
2454084.73734,26413.6,1.4
2454114.59734,26405.1,1.4
2454117.63129,26412.2,1.0
2454122.58411,26409.7,1.0
2454135.54896,26414.1,1.0
2454140.55239,26404.0,1.0
2454142.58525,26409.5,1.0
2454166.5088,26409.9,1.1
2454168.506,26414.1,1.0
2454170.50182,26419.4,1.1
2454174.49942,26409.2,1.2
2454342.88838,26406.8,1.1
2454345.86604,26408.7,1.0
2454385.84298,26398.9,1.3
2454386.8036,26401.5,1.5
2454387.8404,26404.4,1.2
2454390.83824,26408.7,1.2
2454392.80357,26403.0,1.1
2454393.82013,26404.4,1.1
2454394.81728,26402.9,1.2
2454423.73998,26404.5,1.3
2454428.72984,26409.6,1.0
2450839.76031,-4.95,1.61
2451051.08299,-9.46,1.59
2451073.10914,-8.82,1.79
2451170.90053,-0.49,1.72
2451228.77992,-3.82,2.3
2451411.12905,-14.48,1.68
2451550.86668,-10.68,1.73
2451581.85422,4.45,1.87
2451882.99568,-6.1,1.83
2451900.99535,-13.29,1.92
2452235.8419,-3.72,2.0
2452307.80966,-6.08,2.38
2452334.77115,-5.5,2.55
2452516.1328,3.55,1.86
2452536.08103,-11.0,1.45
2452573.94332,5.92,1.68
2452575.03938,3.48,1.96
2452898.12376,3.09,1.66
2453302.09021,1.63,1.58
2453398.89439,6.35,1.49
2453724.95683,5.98,1.58
2453841.74311,-7.68,2.03
2453982.05691,-6.36,1.18
2454084.04611,4.12,2.12
2454138.89545,-3.45,1.46
2454396.8826,-1.75,1.68
2454397.93137,4.4,1.36
2454398.97333,7.75,1.71
2454399.98666,8.98,1.61
2454430.01507,1.51,1.69
2454454.91899,3.63,1.77
2454455.91742,-0.8,1.76
2454460.83069,5.01,1.9
2454461.8916,-1.7,2.2
2454464.89132,-6.33,1.67
2454490.83801,1.87,1.57
2454491.85262,5.53,1.89
2454544.78424,-2.03,1.44
2454544.79056,0.21,1.59
2454545.76096,3.19,1.54
2454545.77039,3.61,1.34
2454689.11789,14.92,1.7
2454690.1294,13.19,1.8
2454934.72826,-0.4,2.08
2455134.99274,3.49,1.68
2455170.8123,3.24,1.91
2455170.81852,7.98,1.76
2455171.86032,3.02,1.63
2455172.98188,-5.43,1.5
2455174.00581,-1.48,1.63
2455187.73473,7.51,1.79
2455188.79354,5.62,1.81
2455189.75957,1.12,1.57
2455190.74071,2.31,2.14
2455191.94532,-5.64,1.64
2455193.02498,-2.23,2.09
2455196.91881,-1.61,1.62
2455231.93573,-0.43,1.6
2455284.76455,3.68,2.1
2455427.13642,-2.63,1.62
2455434.06789,5.6,1.46
2455435.12593,7.46,1.19
2455437.11639,3.81,1.44
2455438.11322,-1.13,1.38
2455439.08037,0.07,1.37
2455440.06095,0.0,1.78
2455456.00543,-6.41,1.43
2455465.01611,-3.78,1.59
2455486.99152,3.91,1.6
2455549.0398,5.62,1.85
2455549.04801,9.26,2.14
2455638.74297,-3.02,1.86
2455638.75032,-3.02,1.51
2455664.73722,1.61,1.48
2455664.74476,0.9,1.5
2455669.73406,0.12,1.83
2455669.74155,-1.95,1.84
2455809.06367,1.35,1.55
2455825.11824,-2.11,1.66
2455826.02311,-2.33,1.7
2455826.03054,-4.65,1.56
2455840.0139,-5.4,1.62
2455840.02145,-6.72,1.74
2455841.02999,-5.65,2.44
2455841.03649,-7.46,2.25
2455875.02171,-2.12,1.6
2455875.0292,-2.81,1.58
2455876.00953,-6.35,1.64
2455910.85034,-5.03,1.58
2455910.85771,-3.11,1.6
2455911.78605,-7.74,1.49
2455911.79349,-7.56,1.54
2455912.81221,-12.57,1.64
2455912.8197,-10.38,1.58
2455970.8017,7.84,1.39
2455970.80918,9.47,1.37
2455971.80423,8.69,1.55
2455971.81168,8.88,1.49
2456169.11022,8.06,1.7
2456169.11744,4.85,1.54
2456174.14505,7.91,1.88
2456328.89201,1.35,1.91
2456328.89952,4.43,1.69
2456329.80959,4.15,1.51
2456329.81703,4.34,1.74
2456551.98149,-3.12,1.59
2456551.98892,-3.62,1.62
2456613.9387,1.72,1.49
2456675.87998,-5.32,1.46
2456675.88744,-3.26,1.51
