BJD,RV,ERV
2451034.08733,7.5,2.2
2451119.01595,14.6,6.0
2451411.1222,11.4,3.3
2451683.26276,18.0,2.8
2451743.14564,19.0,2.7
2451767.08125,25.0,2.3
2452062.24434,19.8,2.2
2452092.16771,9.0,2.5
2452128.1273,2.2,4.0
2452455.23394,0.5,1.6
2452477.14549,10.0,2.6
2452859.08771,-4.1,2.1
2452943.03605,-5.4,2.7
2452946.97093,0.5,1.9
2453214.20683,-9.5,2.5
2453217.21195,-13.9,2.4
2453243.05806,-2.1,2.4
2453245.15092,-15.4,2.5
2453281.04691,-17.3,2.0
2453485.3009,-13.1,2.0
2453523.30055,-4.9,1.6
2453576.14194,-11.5,1.6
2453628.06985,-0.4,5.2
2453629.05458,-15.2,2.1
2453943.10723,-6.3,1.3
2454009.0377,-10.4,1.6
2454036.95562,-7.2,1.5
2454254.19997,3.2,1.8
2454371.06683,0.2,1.6
2454375.04476,2.5,1.7
2454552.29135,8.7,4.0
2454553.3043,17.0,2.8
2455102.99894,6.4,2.6
2455376.26506,9.2,2.5
2455430.16511,15.4,2.5
2456087.23879,16.1,2.4
2456139.24349,14.5,4.6
2456467.2432,1.6,3.0
2456499.09217,-6.3,4.0
2455785.64157,0.0,0.9
2455787.61821,0.0,0.8
2455790.61508,0.3,0.8
2455793.63258,0.8,0.9
2455795.70095,1.2,0.8
2455796.71462,2.5,0.9
2455804.66221,0.2,0.9
2455844.6044,3.1,0.9
2455851.62322,-0.5,0.9
2456085.87962,-1.4,0.9
2456141.67188,-7.3,0.8
2456504.79755,-12.1,1.1
2456506.76826,-13.7,1.0
2456550.60574,-14.8,0.9
2456556.65127,-18.3,1.0
2456603.5501,-18.7,0.9
2452985.51975,-5.1,0.5
2453158.90619,-3.1,0.6
2453205.74533,-5.4,0.7
2453217.7439,-8.7,0.4
2453218.70745,-9.3,0.2
2453229.72411,-6.7,0.4
2453342.54349,-9.6,0.6
2453490.92722,-12.1,0.8
2453491.91352,-7.7,1.3
2453492.92944,-8.4,1.0
2453551.85358,-7.8,0.3
2453573.80021,-11.2,0.3
2453574.73313,-12.1,0.3
2453575.73634,-10.4,0.3
2453576.78382,-11.1,0.3
2453577.79171,-11.0,0.3
2453578.74684,-11.9,0.3
2453579.72975,-11.3,0.3
2453580.76546,-10.4,0.3
2453950.81187,-8.6,0.4
2453974.63508,-6.6,0.4
2454055.52259,-4.0,0.4
2454227.91203,-1.2,0.4
2454228.91277,-1.2,0.4
2454230.88177,-0.3,0.4
2454233.92916,-0.1,0.7
2454234.92383,0.0,0.4
2454255.84319,1.7,0.4
2454257.88296,1.7,0.4
2454258.91849,0.8,0.4
2454291.81785,2.6,0.5
2454293.78153,3.4,0.3
2454295.82951,4.4,0.4
2454299.83521,6.9,0.7
2454314.77282,2.4,0.4
2454316.60452,1.0,0.2
2454319.80379,0.7,0.4
2454339.64829,5.2,0.2
2454341.7627,5.9,0.3
2454342.67095,3.0,0.1
2454347.71453,0.0,0.3
2454349.7292,0.8,0.4
2454387.61499,4.0,0.1
2454393.6045,3.6,0.4
2454420.51798,2.4,0.3
2454426.5176,3.4,0.3
2454446.53786,9.5,0.5
2454451.53099,9.5,0.5
2454453.53428,7.1,0.2
2454464.53844,6.2,0.5
2454639.91552,10.7,0.3
2454658.87484,15.7,0.6
2454662.86973,14.5,0.2
2454704.70377,11.6,0.5
