BJD,RV,ERV
2455405.03017,2.55,2.47
2455405.88994,2.32,2.34
2455413.97652,0.62,2.48
2455431.79456,3.78,2.3
2455436.98691,5.95,2.35
2455437.96092,3.0,2.26
2455437.97175,7.19,2.3
2455438.8293,3.66,2.31
2455439.85563,-3.95,2.31
2455455.8196,2.3,2.38
2455486.83399,1.19,2.42
2455542.71465,0.82,2.46
2455544.70344,-5.41,2.55
2455723.09258,0.86,2.58
2455787.90336,-3.39,2.5
2455795.03597,-4.74,2.41
2455795.83598,-3.78,2.57
2456099.03384,5.65,2.59
2456111.92529,-12.19,2.59
2456145.9076,-6.48,2.52
2456148.98164,5.12,2.64
2456152.06722,-1.91,2.53
2456163.80576,2.65,2.43
2456164.8462,2.79,2.45
2456175.87728,-4.53,2.47
2456176.89466,-8.24,2.49
