BJD,RV,ERV
2457056.54051,13596.6,1.85
2457057.53427,13596.22,1.9
2457058.54593,13602.77,1.72
2457061.53719,13601.35,3.01
2457062.53414,13598.69,1.62
2457064.53939,13600.48,2.28
2457065.5324,13601.2,2.13
2457066.52998,13602.99,2.99
2457248.91344,13599.53,5.99
2457249.8819,13596.67,1.83
2457251.90064,13593.95,3.35
2457252.89916,13594.31,1.71
2457253.92329,13594.65,1.52
2457255.84312,13595.7,2.36
2457256.80808,13595.77,2.41
2457257.84329,13597.06,1.27
2457258.81108,13582.63,1.67
2457260.83859,13596.36,2.26
2457263.82631,13602.48,1.94
2457264.84082,13602.45,1.38
2457265.82918,13603.03,2.41
2457269.83525,13599.49,1.77
2457270.89745,13597.3,1.49
2457273.82002,13593.52,1.82
2457274.82913,13601.02,1.51
2457276.77698,13604.8,2.65
2457277.80717,13601.06,1.84
2457278.84349,13596.58,1.77
2457291.84997,13600.73,1.65
2457292.85125,13598.15,1.54
2457293.70235,13595.87,1.98
2457293.84981,13598.29,1.56
2457306.67713,13597.81,1.78
2457306.84411,13599.0,1.73
2457307.67459,13598.69,1.45
2457307.83614,13592.66,6.03
2457308.74724,13595.66,2.28
2457311.70642,13600.54,1.82
2457311.86548,13600.88,1.53
2457312.6122,13596.65,1.55
2457312.83369,13596.24,1.74
2457318.60773,13599.42,1.75
2457318.81785,13597.55,1.51
2457319.72732,13594.13,2.97
2457319.81039,13589.75,2.9
2457321.61454,13598.68,1.66
2457324.62635,13599.48,1.64
2457324.85323,13595.28,2.18
2457325.60274,13600.49,1.39
2457325.81271,13600.15,1.47
2457328.66492,13601.44,2.84
