BJD,RV,ERV
2456000.14603,-2.45,2.2
2456019.05531,-6.34,2.29
2456020.09917,1.57,2.23
2456028.04195,1.66,2.2
2456073.94974,-2.48,2.23
2456075.09443,-1.92,2.25
2456075.97703,-1.84,2.23
2456076.9464,0.74,2.27
2456098.05709,-5.45,2.3
2456098.83826,-0.55,2.2
2456099.90972,-1.19,2.21
2456100.93005,-0.06,2.16
2456101.98255,0.93,2.2
2456102.95696,-1.21,2.21
2456103.96391,-0.88,2.22
2456104.98193,2.73,2.18
2456113.02096,2.76,2.21
2456113.83118,1.2,2.23
2456114.83989,1.39,2.24
2456115.86056,6.37,2.21
2456133.9233,0.39,2.31
2456134.96207,-5.06,2.39
2456138.03593,3.13,2.32
2456148.86621,-3.7,2.3
2456174.85724,5.59,2.36
