BJD,RV,ERV
2453205.69965,-91890.4,1.25
2453268.55607,-91892.23,0.9
2453493.91458,-91890.85,2.82
2453512.80414,-91889.83,1.08
2453515.83597,-91891.78,1.88
2453974.58968,-91889.14,1.23
2453976.55959,-91889.3,0.82
2454903.86504,-91889.36,0.76
2454904.88001,-91890.04,0.7
2454905.89568,-91888.68,0.8
2454906.90161,-91889.79,1.15
2454907.88754,-91890.45,0.85
2454908.90914,-91889.71,0.78
2454909.88007,-91888.18,0.6
2454910.87954,-91888.07,0.74
2454911.88745,-91887.51,0.71
2454912.90284,-91888.32,0.65
2455288.91532,-91885.95,0.75
2455289.8985,-91885.04,0.78
2455290.90605,-91885.42,0.9
2455301.906,-91890.89,1.19
2455303.89404,-91890.62,1.16
2455304.86919,-91889.58,0.92
2455305.90359,-91889.06,0.79
2455309.90043,-91886.54,0.81
2455328.78585,-91892.01,0.98
2455334.7197,-91888.59,1.04
2455335.71096,-91887.56,1.15
2455349.75802,-91882.96,1.31
2455351.64257,-91887.57,0.97
2455352.89011,-91888.46,0.85
2455353.6165,-91889.56,0.91
2455355.60785,-91888.58,1.13
2455358.82224,-91891.81,1.11
2455359.88561,-91890.44,1.23
2455387.74301,-91893.63,0.77
2455388.61837,-91893.57,0.79
2455389.62267,-91891.08,0.9
2455390.77799,-91890.37,0.89
2455391.6598,-91894.95,0.94
2455392.65872,-91891.79,0.87
2455393.75833,-91890.64,2.5
2455396.61918,-91889.78,1.12
2455397.59072,-91891.53,1.07
2455399.78196,-91888.65,1.05
2455401.68958,-91885.46,1.44
2455402.76687,-91883.85,2.14
2455403.69719,-91891.99,1.3
2455404.72459,-91887.46,0.85
2455434.58705,-91886.71,0.96
2455435.64845,-91889.84,0.83
2455436.65495,-91888.93,0.87
2455437.62927,-91889.26,0.9
2455438.66836,-91887.09,0.8
2455439.63568,-91887.88,0.99
2455443.65642,-91893.03,1.23
2455444.64216,-91891.51,1.21
2455445.54421,-91891.76,1.23
2455458.63028,-91889.61,0.77
2455464.57673,-91888.9,0.79
2455465.51432,-91886.72,1.23
2455480.49528,-91891.33,0.87
2455481.53261,-91891.05,1.05
2455484.52066,-91893.52,1.07
2455487.52183,-91890.71,0.89
2455492.5149,-91888.58,1.06
2455493.49653,-91889.55,0.95
2455494.52412,-91889.05,0.98
2455495.50891,-91889.39,0.83
2455497.49061,-91888.85,1.06
2455498.48453,-91892.65,1.53
2455499.52527,-91894.47,1.64
2455500.51899,-91893.66,0.84
2455501.49853,-91891.42,0.75
2455640.90622,-91891.15,0.83
2455643.87229,-91892.37,0.91
2456205.52633,-91893.09,0.77
2456209.51843,-91885.84,1.62
2456210.49515,-91886.17,1.63
2456212.48614,-91885.68,0.88
2456219.5103,-91892.22,0.87
2456224.54348,-91891.66,1.24
2456225.5463,-91891.25,1.29
2456226.51296,-91889.94,1.28
2456227.49913,-91889.91,1.61
2456229.51135,-91890.47,1.33
2456230.49977,-91894.28,1.27
2456231.50404,-91893.14,1.05
2456235.49698,-91893.22,1.06
2456236.49097,-91893.11,1.0
2456237.50172,-91896.29,0.95
2456238.49694,-91893.76,0.92
2456239.49355,-91888.56,1.12
2456384.88512,-91888.81,1.0
2456385.90791,-91889.16,1.01
2456388.88615,-91886.68,1.07
2456391.92201,-91886.74,1.07
2456395.88762,-91886.4,0.98
2456398.91201,-91887.49,1.04
2456408.80221,-91890.96,1.36
2456436.88959,-91891.58,1.08
2456454.7738,-91887.88,0.87
2456458.91782,-91889.46,1.11
2456477.80912,-91885.82,1.01
2456480.65446,-91883.47,1.81
2456481.61037,-91881.81,1.43
2456499.55853,-91884.94,1.22
2456501.63349,-91882.96,0.81
2456585.51134,-91887.29,0.8
2456595.53483,-91885.98,1.13
