BJD,RV,ERV
2452832.92339,-0.22,1.62
2453074.10403,-7.25,1.68
2453196.86988,-2.84,1.72
2453478.97768,-0.4,0.94
2453547.90964,-3.41,1.0
2453604.8389,-4.58,1.0
2453807.14411,2.92,1.09
2453932.91866,1.32,1.0
2453960.91401,3.64,0.88
2453961.80956,-0.28,0.98
2453981.77064,4.11,0.89
2453982.87659,1.94,0.92
2453983.81911,5.6,0.89
2453984.90602,7.07,0.95
2454247.01846,2.68,1.04
2454247.02188,0.76,0.93
2454248.00711,2.71,1.09
2454249.92154,2.31,1.23
2454252.01612,3.61,1.06
2454255.84674,-0.18,1.09
2454255.84891,-2.71,1.04
2454277.79111,-2.83,1.02
2454278.80991,-1.43,0.89
2454285.81562,0.75,1.09
2454294.89361,3.87,1.1
2454304.94867,-0.92,1.12
2454304.95201,-0.48,1.16
2454305.95013,-1.47,1.08
2454305.95352,-2.87,1.05
2454306.9253,-2.53,1.02
2454306.92887,-0.52,1.13
2454307.97582,-1.75,1.14
2454307.97973,-1.06,1.09
2454308.94701,1.93,1.03
2454309.93845,3.39,1.04
2454309.94338,-0.03,1.05
2454310.9331,-0.37,0.98
2454310.93654,-0.54,1.06
2454311.92615,-1.08,1.02
2454311.92979,0.72,1.03
2454312.92788,1.72,1.09
2454312.93135,2.05,1.05
2454313.92547,4.36,0.99
2454313.92868,3.06,1.1
2454314.96879,-1.29,1.03
2454335.8688,0.02,0.99
2454335.88171,-1.2,1.02
2454343.79865,-3.13,1.0
2454396.70306,-3.43,0.97
2454397.70527,-4.46,1.02
2454398.73491,-6.9,1.22
2454549.06163,-5.52,1.04
2454636.95177,-4.36,1.21
2454717.74461,3.76,1.11
2454718.895,1.34,1.03
2454719.78911,-3.79,1.15
2454720.82821,3.82,1.02
2454721.81321,6.41,1.0
2454722.75844,1.22,1.06
2454723.75113,1.04,0.96
2454724.77287,-1.48,1.11
2454725.74632,1.54,1.13
2454726.80657,4.31,1.03
2454727.81096,3.84,1.0
2454777.68651,3.5,1.08
2454779.6919,-2.78,1.2
2454927.05569,0.13,1.26
2454930.09564,3.31,1.21
2454935.05529,2.88,1.16
2454955.10678,5.29,1.12
2454955.97159,-1.58,1.17
2454957.05565,-0.94,1.08
2454983.97707,-1.7,1.1
2454984.96665,-2.91,1.19
2454985.92186,1.65,1.13
2454986.99173,3.41,1.13
2454987.99574,1.69,1.24
2454988.89618,-0.93,1.17
2455016.97485,-3.43,1.15
2455019.04148,1.72,1.18
2455041.97022,1.67,1.15
2455042.89409,2.24,1.23
2455043.90466,-2.08,1.22
2455044.94394,-2.27,1.15
2455048.86672,-3.54,1.38
2455073.76736,0.97,1.07
2455074.75962,2.0,0.97
2455075.73739,0.95,1.05
2455075.7397,0.92,0.96
2455076.74346,-0.65,1.0
2455076.74577,-1.11,1.1
2455077.74489,-0.15,1.06
2455078.76561,1.42,1.12
2455079.73775,-1.15,1.03
2455079.74107,-1.21,1.02
2455080.7425,2.69,1.03
2455080.74495,0.63,1.08
2455081.73473,-2.11,0.99
2455081.73757,-0.97,1.1
2455082.72821,1.13,1.1
2455083.73443,3.39,1.01
2455083.73662,2.99,1.07
2455084.74428,2.05,1.08
2455106.76608,-1.89,1.12
2455109.75425,-1.25,1.39
2455111.72523,-2.25,1.04
2455111.7302,0.37,1.2
2455134.6959,-1.77,1.16
2455134.69863,-1.23,1.15
2455135.70133,-2.3,1.16
2455135.70423,-2.74,1.19
2455229.13511,0.96,1.02
2455229.13757,0.51,1.04
2455229.14006,1.84,1.1
2455232.10934,2.33,1.07
2455232.11296,2.71,1.18
2455232.11648,1.21,1.13
2455252.15969,-1.27,1.06
2455252.16212,0.28,1.14
2455252.16484,-1.05,1.14
2455256.14787,-3.22,1.09
2455256.15059,-1.92,1.12
2455256.15333,-1.48,1.08
2455257.10484,-3.68,1.04
2455257.10738,-3.43,1.15
2455257.10992,-1.83,1.14
2455261.08804,-4.45,1.15
2455261.09047,-2.87,1.08
2455261.09293,-4.73,1.12
2455285.02134,-2.69,1.13
2455285.0241,-3.23,1.12
2455285.02701,-2.9,1.01
2455286.06312,-7.6,1.06
2455286.06609,-6.48,1.11
2455286.06891,-1.9,1.05
2455290.08071,-1.12,1.07
2455290.08315,-2.58,1.02
2455290.08549,-0.22,0.98
2455312.00244,-2.74,1.02
2455312.0054,-2.74,1.11
2455312.00899,-3.02,1.19
2455312.899,-2.95,1.05
2455312.90155,-2.54,0.98
2455312.90408,-1.45,1.02
2455313.12498,-2.15,1.07
2455313.12738,-2.13,1.05
2455313.12967,-3.43,0.98
2455313.8909,-5.47,1.1
2455313.89337,-7.27,1.16
2455313.89581,-5.14,1.04
2455314.13094,-1.94,1.0
2455314.13336,-2.95,1.08
2455314.13565,-3.45,1.08
2455315.03641,-1.2,1.16
2455315.04056,-2.1,1.16
2455315.04474,-2.57,1.21
2455318.01357,-4.42,1.09
2455318.01603,-1.39,1.12
2455318.01848,-4.98,1.06
2455318.97895,-6.98,1.22
2455318.98209,-5.12,1.21
2455318.98488,-3.87,1.17
2455319.92542,-2.42,1.34
2455319.9278,-0.42,1.17
2455319.92951,-5.33,1.25
2455320.1295,-0.01,1.06
2455320.13203,2.58,1.08
2455320.13434,2.13,1.05
2455320.885,2.03,1.14
2455320.88797,-3.47,1.09
2455320.89071,-2.69,1.08
2455321.14221,0.33,1.18
2455321.14479,-0.96,1.14
2455321.88406,-4.52,1.09
2455321.88724,-2.26,1.13
2455321.89051,-4.48,1.11
2455322.1127,-2.5,1.09
2455322.11539,-3.35,1.06
2455322.11784,-0.97,1.1
2455342.81934,-0.78,1.06
2455342.82189,-2.87,1.06
2455342.82431,-0.85,1.04
2455342.82677,-0.94,1.21
2455342.82924,0.04,1.09
2455343.10176,1.57,1.09
2455343.10506,1.15,1.21
2455343.10819,-1.23,1.08
2455343.1112,-0.94,1.13
2455343.11419,1.82,1.1
2455343.87842,-2.14,1.17
2455343.88119,-0.5,1.11
2455343.88383,-2.23,1.11
2455343.88636,-1.15,1.05
2455343.88892,0.46,1.05
2455344.82783,-0.94,1.21
2455344.83093,2.17,1.17
2455344.83388,-0.02,1.21
2455344.83738,0.23,1.15
2455344.84041,2.3,1.29
2455345.10243,-2.43,1.18
2455345.10568,-2.38,1.22
2455350.79488,-4.95,1.1
2455350.7977,-2.86,1.15
2455350.80032,-1.83,1.2
2455350.80307,-3.9,1.19
2455350.80589,-4.24,1.1
2455351.12165,-3.84,1.06
2455351.12409,-3.85,1.13
2455351.12652,-5.18,1.15
2455351.82156,-1.02,1.07
2455351.82387,-2.75,1.03
2455351.82612,-5.01,0.98
2455351.82838,-2.86,1.02
2455351.83062,-3.0,1.08
2455352.10973,-2.22,1.03
2455352.11251,-0.87,1.05
2455352.11525,-2.47,1.08
2455352.11795,0.09,1.1
2455352.12072,1.41,1.2
2455372.79492,-2.77,1.08
2455372.79735,-2.28,1.01
2455372.79975,-2.26,1.11
2455372.80211,-3.32,0.99
2455372.80448,-2.7,1.13
2455373.11516,-4.36,0.95
2455373.77167,-3.82,1.09
2455373.77384,-3.01,1.04
2455373.77603,-6.41,1.01
2455373.77818,-4.09,1.06
2455373.78035,-4.46,1.0
2455374.07228,-5.65,1.08
2455374.07494,-3.69,1.04
2455374.07759,-9.67,1.16
2455374.08038,-5.39,1.05
2455374.08311,-4.98,1.09
2455376.77001,-2.33,0.95
2455376.77235,-3.8,1.04
2455376.77473,-2.32,0.98
2455376.77711,-3.36,1.02
2455376.77946,0.71,1.02
2455377.05931,-2.04,1.06
2455377.062,1.2,1.12
2455377.06474,0.22,1.12
2455377.06755,-2.39,1.08
2455377.0702,-0.88,1.06
2455377.80453,-2.01,1.1
2455377.80677,-0.1,1.04
2455377.80903,-1.83,1.04
2455377.8112,-0.57,1.08
2455377.81336,-0.31,1.03
2455378.05512,-4.68,1.21
2455378.05842,-4.79,1.15
2455378.06134,1.22,1.13
2455378.06391,-4.79,1.08
2455378.06655,-5.37,1.05
2455379.77487,-4.04,1.15
2455379.77757,-6.42,1.03
2455379.7801,-2.25,1.06
2455379.78257,-0.49,1.16
2455379.78567,-3.14,1.02
2455380.0763,-2.01,1.13
2455380.07972,-2.71,1.19
2455380.08339,-3.41,1.1
2455380.08716,-3.37,1.18
2455380.09089,-2.67,1.21
2455396.85229,-2.28,1.09
2455396.8547,-5.97,1.1
2455396.85713,-4.61,1.06
2455396.85942,-1.57,1.03
2455396.86174,-4.41,1.14
2455396.98825,-2.53,1.05
2455396.99061,-1.16,1.08
2455396.99286,-2.89,1.03
2455396.9952,-3.25,1.12
2455396.99764,-4.18,1.1
2455406.77636,0.78,0.97
2455406.77851,-0.11,1.03
2455406.7807,-1.09,0.94
2455407.8444,1.29,0.99
2455407.84684,3.21,1.05
2455407.84926,3.43,1.06
2455410.79969,4.01,1.12
2455410.80179,2.85,1.01
2455410.80393,1.72,0.99
2455411.76839,-0.58,1.0
2455411.77061,-0.4,1.05
2455411.77281,-0.32,0.96
2455412.76762,2.42,1.01
2455412.77,1.75,0.94
2455412.77254,2.74,1.07
2455413.75718,0.47,1.13
2455413.76046,2.58,1.03
2455413.76354,4.04,1.06
2455414.78174,0.9,1.05
2455414.78429,0.76,1.12
2455414.78678,-0.19,1.02
2455425.75387,-5.97,1.06
2455425.75657,-7.72,1.1
2455425.75925,-3.66,1.17
2455426.75068,-1.48,0.99
2455426.75278,0.13,0.93
2455426.75497,2.34,0.95
2455428.75676,-2.83,1.05
2455428.75927,0.03,1.01
2455428.76168,-2.33,1.0
2455431.73261,3.21,0.97
2455431.73533,3.79,1.01
2455431.73779,1.45,1.0
2455432.72743,7.71,1.15
2455432.73011,8.87,1.05
2455432.73265,10.59,1.12
2455434.72621,-0.77,1.0
2455434.72852,-1.2,1.06
2455434.73073,0.47,0.99
2455436.72861,1.94,1.05
2455436.73251,-1.61,0.98
2455436.73592,4.03,0.94
2455437.72787,3.01,1.09
2455437.73119,1.84,1.1
2455437.73476,3.49,1.08
2455438.72519,-4.01,1.05
2455438.72846,0.6,0.96
2455438.73253,0.5,1.08
2455440.72406,4.94,1.05
2455440.72675,2.87,1.04
2455440.72946,6.36,1.0
2455455.76688,5.25,1.0
2455455.76975,5.5,1.05
2455455.77234,3.35,0.95
2455464.71855,-0.66,1.01
2455464.72097,0.44,0.92
2455464.72343,-2.31,0.94
2455465.70784,-2.12,1.02
2455465.7102,2.45,1.04
2455465.71254,-0.54,1.0
2455467.70344,-4.51,1.03
2455467.70574,-5.35,1.04
2455467.70794,-2.87,0.97
2455468.70402,-1.65,1.06
2455468.7063,-1.91,0.95
2455468.70858,-0.58,1.01
2455469.70845,-3.25,1.07
2455469.71131,-4.87,1.09
2455469.71416,-3.64,1.06
2455471.72992,-6.05,1.04
2455471.73225,-6.66,1.07
2455471.73459,-9.0,1.01
2455486.71631,1.94,1.06
2455486.71942,1.94,1.19
2455486.72234,2.12,1.05
2455489.71808,0.87,1.12
2455489.72166,-1.12,1.24
2455500.70428,1.03,1.05
2455500.70725,-1.89,1.11
2455500.71045,-1.42,1.12
2455606.16014,0.11,1.01
2455606.16239,-1.61,1.08
2455606.16471,-0.05,1.1
2455606.16711,-0.35,1.01
2455606.16945,-1.25,1.07
2455612.16709,1.22,1.23
2455612.16959,0.27,1.1
2455612.17215,2.44,1.16
2455612.17466,0.41,1.12
2455612.17709,0.55,1.12
2455636.08878,3.42,1.01
2455636.0911,7.96,1.04
2455636.09347,2.9,1.02
2455637.10111,4.7,1.05
2455637.10423,2.58,1.07
2455637.10719,6.0,1.08
2455668.0193,1.68,1.07
2455668.02154,-1.17,1.09
2455668.02375,1.15,1.06
2455671.9723,0.96,1.01
2455671.97462,0.07,1.04
2455671.9768,3.02,1.13
2455672.97094,2.88,0.99
2455672.97336,3.61,1.06
2455672.97572,4.85,1.04
2455673.93359,2.51,1.04
2455673.93613,3.96,1.06
2455673.93868,3.63,1.04
2455697.8538,3.12,1.14
2455697.8569,5.08,1.14
