BJD,RV,ERV
2455697.8602,3.12,1.19
2455698.86704,-0.82,1.2
2455698.87122,0.38,1.16
2455698.87553,-2.06,1.41
2455699.86013,2.52,1.16
2455699.863,1.84,1.09
2455699.86573,1.77,1.14
2455700.8723,7.76,1.13
2455700.87453,6.08,1.1
2455700.87681,7.27,1.18
2455703.87857,-0.86,1.02
2455703.8809,1.89,1.01
2455703.88315,2.78,1.1
2455704.84638,3.37,1.12
2455704.84899,3.26,1.14
2455704.85168,3.95,1.15
2455706.84179,5.3,1.19
2455706.84453,4.15,1.11
2455706.84711,2.27,1.09
2455707.85562,2.04,1.11
2455707.85852,1.52,1.17
2455707.86174,1.12,1.11
2455723.86351,3.22,1.17
2455723.86597,6.7,1.14
2455723.8687,7.38,1.22
2455728.87416,3.73,1.18
2455728.8781,3.15,1.18
2455728.88216,3.77,1.16
2455730.98385,1.57,1.09
2455730.9863,4.32,1.09
2455730.98871,1.15,1.13
2455733.84572,5.42,1.09
2455733.8496,6.38,1.18
2455733.85165,7.24,1.12
2455734.87389,6.02,1.08
2455734.87601,6.21,1.07
2455734.87814,4.1,1.03
2455738.7954,4.35,1.06
2455738.7979,5.26,1.09
2455738.80029,7.28,1.07
2455751.76353,3.14,1.13
2455751.76583,6.06,1.26
2455751.76818,5.8,1.14
2455752.75698,5.03,1.21
2455752.7594,8.36,1.14
2455752.76176,8.15,1.12
2455759.76303,-2.26,1.05
2455759.76543,2.07,1.04
2455759.76785,-1.9,1.11
2455760.75473,1.18,1.0
2455760.75678,2.41,1.06
2455760.75881,2.08,0.99
2455761.76547,3.52,0.99
2455761.7675,4.37,0.99
2455761.76959,3.37,1.14
2455782.88127,0.34,1.12
2455782.88502,-4.25,1.11
2455782.88824,-2.95,1.18
2455792.75073,0.35,1.04
2455792.75283,0.68,0.93
2455792.75489,1.84,1.02
2455795.77671,-0.54,1.09
2455795.78046,1.78,1.09
2455795.78412,-0.34,1.0
2455798.7353,7.85,0.99
2455798.73731,5.38,1.03
2455798.7394,6.26,0.99
2455809.72051,1.78,1.01
2455809.72261,2.86,0.96
2455809.72472,1.35,1.04
2455850.70021,2.76,0.98
2455850.70228,1.34,1.04
2455850.70439,1.16,0.97
2455853.69663,1.59,1.01
2455853.69933,3.16,1.05
2455853.70185,2.82,1.07
2455945.17835,-5.76,1.28
2455961.12637,3.16,1.08
2455961.12858,-1.05,1.19
2455961.13081,1.92,1.01
2455973.15846,-5.31,1.12
2455973.16132,-4.64,1.14
2455973.16437,-1.7,1.22
2455992.03375,-9.48,1.2
2455992.03701,-5.5,1.18
2455992.04009,-6.6,1.23
2455997.1107,-15.51,2.04
2455997.11735,-8.04,2.11
2455997.12776,-5.09,1.21
2456018.97904,-5.24,1.19
2456018.98465,-5.89,1.14
2456018.99019,-6.39,1.22
2456027.9949,-4.6,1.08
2456027.99725,-1.91,1.07
2456027.99955,-5.31,1.04
2456076.85473,-2.55,1.14
2456076.8572,1.7,1.19
2456076.85974,1.73,1.11
2456115.77679,-1.65,1.11
2456115.77898,-0.48,1.08
2456115.78101,0.85,1.13
2456134.80306,-4.22,1.17
2456134.80556,-2.77,1.17
2456134.80798,-4.07,1.19
2456148.77312,-9.53,1.2
2456148.77911,-7.83,1.19
2456148.78542,-8.04,1.13
2456172.7319,-8.32,1.16
2456172.73439,-4.84,1.12
2456172.73673,-7.23,1.11
2456319.173,-1.25,1.18
2456319.17557,1.5,1.15
2456319.17836,0.96,1.14
2456437.12963,-1.11,1.31
2456437.13191,2.22,1.21
2456437.1342,-0.12,1.21
2456452.0513,3.37,1.13
2456452.05619,5.4,1.18
2456452.06151,2.31,1.17
2456524.72852,-1.13,0.96
2456524.73048,3.37,1.13
2456524.73251,-0.99,1.13
2456585.70099,-4.77,1.28
2456585.70345,-5.54,1.25
2456585.70589,-2.67,1.39
2456613.6865,-6.73,1.07
2456613.69076,-5.97,1.2
2456709.07141,-0.5,1.1
2456829.9326,-3.7,1.13
2456829.93479,-4.69,1.17
2456865.7454,-1.65,1.0
2456865.74755,-4.52,1.12
2456865.7497,0.33,1.03
2456891.72723,-6.7,0.98
2456891.7296,-2.65,1.01
2456891.73203,-6.33,0.99
2456910.73661,-9.77,1.25
2456910.74107,-5.58,1.06
2456910.74505,-5.38,1.16
2457059.14247,-4.5,1.14
2457059.14666,-3.54,1.09
2457059.15188,-4.04,1.22
