BJD,RV,ERV
2453152.71289,-9218.79,1.1
2453158.66346,-9227.3,1.2
2453511.77334,-9215.49,1.2
2453520.74475,-9198.66,1.3
2453573.51204,-9208.74,1.2
2453574.52233,-9199.22,1.1
2453575.48075,-9204.66,1.0
2453576.53605,-9215.36,1.0
2453577.5926,-9219.27,1.2
2453578.51071,-9208.89,0.9
2453578.6296,-9206.28,1.1
2453579.46256,-9195.85,0.9
2453579.62105,-9194.14,1.0
2453585.46177,-9202.43,1.0
2453586.46516,-9211.96,0.7
2453587.4647,-9225.56,1.4
2453588.53806,-9216.78,2.3
2453589.46202,-9203.22,0.7
2453590.4639,-9195.62,0.8
2453591.46648,-9201.38,0.7
2453592.46481,-9214.24,0.8
2453606.55168,-9193.97,1.9
2453607.50753,-9198.49,1.0
2453608.48264,-9212.73,1.2
2453609.48845,-9222.25,1.5
2453757.87732,-9204.35,1.0
2453760.87548,-9211.09,1.3
2453761.85922,-9201.77,1.3
2453811.84694,-9203.33,1.2
2453813.82702,-9218.74,0.9
2453830.83696,-9210.13,0.9
2453862.70144,-9208.62,0.9
2453864.71366,-9194.47,1.0
2453867.75217,-9217.47,1.1
2453870.6966,-9202.99,1.1
2453882.65776,-9219.56,0.9
2453887.69074,-9213.32,0.9
2453918.62175,-9200.79,1.1
2453920.59495,-9226.08,1.0
2453945.54312,-9198.2,1.0
2453951.48593,-9202.54,0.9
2453975.4716,-9215.67,1.0
2453979.54397,-9216.06,1.2
2454166.87418,-9222.84,1.1
2454170.85396,-9200.59,0.9
2454194.87235,-9221.7,1.1
2454196.75038,-9193.45,1.2
2454197.84504,-9192.64,1.2
2454198.85551,-9211.29,1.2
2454199.73287,-9213.93,1.0
2454200.91091,-9208.29,1.0
2454201.86855,-9198.97,1.0
2454202.88259,-9194.75,1.0
2454228.74156,-9199.64,1.1
2454229.70048,-9197.22,1.4
2454230.76214,-9209.82,1.0
2454234.64592,-9194.21,1.1
2454253.63317,-9217.33,1.0
2454254.66481,-9212.38,1.0
2454291.56885,-9215.2,1.3
2454292.59081,-9208.07,0.9
2454293.62587,-9198.04,1.0
2454295.63945,-9218.52,1.1
2454296.60611,-9229.15,1.2
2454297.64194,-9215.56,1.0
2454298.5676,-9200.23,1.1
2454299.62219,-9197.42,1.5
2454300.61911,-9207.92,1.0
2454315.50749,-9194.71,1.6
2454317.48085,-9216.47,1.0
2454319.49053,-9205.83,1.3
2454320.54407,-9196.2,1.0
2454323.50705,-9219.28,3.2
2454340.55578,-9209.57,0.9
2454342.4862,-9189.58,1.0
2454349.51516,-9219.82,1.0
2454530.85566,-9201.87,1.0
2454550.83127,-9201.88,0.9
2454553.80372,-9221.33,0.8
2454563.838,-9211.36,0.9
2454566.76115,-9207.87,1.1
2454567.79167,-9199.72,1.0
2454569.7933,-9222.25,1.0
2454570.80425,-9223.75,1.0
2454571.81838,-9204.49,1.1
2454587.86197,-9205.05,1.5
2454588.8388,-9199.85,1.1
2454589.82749,-9202.86,1.1
2454590.81963,-9213.98,1.0
2454591.81712,-9228.48,1.5
2454592.82734,-9216.85,0.9
2454610.74293,-9189.19,1.1
2454611.71348,-9199.94,0.9
2454616.71303,-9199.47,1.3
2454639.68674,-9218.81,1.1
2454640.65441,-9218.58,1.3
2454641.63171,-9205.99,1.0
2454643.645,-9205.81,1.3
2454644.58703,-9218.3,1.2
2454646.62536,-9215.15,1.2
2454647.57912,-9200.87,1.1
2454648.48482,-9198.42,1.1
