BJD,RV,ERV
2452942.8215,31337.2,0.9
2452999.7639,31334.0,1.1
2453000.7606,31337.5,1.2
2453001.6684,31339.7,1.2
2453002.6686,31339.3,1.1
2453054.5912,31334.5,1.1
2453692.7333,31335.5,0.2
2453693.6377,31335.7,0.2
2453694.7298,31337.0,0.3
2453695.6997,31338.3,0.2
2453696.7069,31337.5,0.2
2453697.7323,31333.0,0.4
2453698.7371,31330.9,0.3
2453699.7361,31331.2,0.3
2453700.7686,31331.1,0.2
2453721.7446,31333.9,0.2
2453722.7439,31335.1,0.2
2453724.7067,31332.6,0.2
2453725.7143,31334.3,0.2
2453726.7106,31333.6,0.2
2453727.6892,31330.4,0.2
2453728.7664,31327.8,0.3
2453729.7554,31332.1,0.2
2453757.5916,31332.1,0.3
2453758.5762,31328.6,0.3
2453759.5854,31330.5,0.3
2453760.6669,31333.9,0.4
2453761.6032,31333.1,0.3
2453762.5932,31332.3,0.4
2453763.5947,31330.4,0.3
2453764.6167,31331.7,0.3
2453765.6021,31330.2,0.3
2453782.559,31336.6,0.3
2453784.5865,31328.3,0.4
2453786.6115,31329.7,0.3
2453788.6003,31329.0,0.3
2453790.5911,31335.7,0.3
2453810.5838,31333.5,0.3
2453811.5846,31335.8,0.3
2453812.559,31336.9,0.4
2453814.6012,31330.4,0.3
2453817.5938,31336.8,0.4
2453829.5208,31337.2,0.4
2453831.5178,31333.2,0.3
2453835.52,31334.5,0.4
2453861.4619,31335.0,0.4
2453862.4676,31330.8,0.3
2453863.4623,31330.1,0.3
2453864.4569,31333.1,0.4
2453865.4551,31330.3,0.3
2453866.4564,31330.6,0.3
2453867.4745,31332.6,0.3
2453868.455,31335.8,0.4
2453869.4563,31334.3,0.3
2453870.4549,31331.6,0.4
2453871.4559,31330.5,0.4
2453882.4655,31336.3,0.5
2453974.9226,31335.1,0.5
2453980.9124,31337.6,0.4
2453981.9228,31336.4,0.4
2454047.8047,31329.4,0.4
2454049.8006,31334.8,0.4
2454051.8153,31332.7,0.5
2454053.8252,31332.4,0.4
2454055.8301,31329.2,0.4
2454077.7374,31331.0,0.3
2454079.7067,31340.4,0.4
2454081.7148,31335.7,0.5
2454083.7635,31337.7,0.5
2454115.6153,31331.8,0.7
2454120.6782,31335.0,0.4
2454121.6436,31334.4,0.4
2454136.6111,31335.4,0.3
2454137.6026,31333.9,0.3
2454141.609,31333.0,0.4
2454143.5605,31335.6,0.4
2454167.5436,31335.2,0.3
2454169.5179,31331.6,0.3
2454171.5389,31328.7,0.3
2454173.5437,31330.6,0.3
2454194.5009,31331.5,0.3
2454196.5009,31338.1,0.4
2454197.497,31333.6,0.4
2454198.5098,31329.7,0.3
2454199.4972,31331.4,0.3
2454200.485,31334.3,0.3
2454202.4962,31334.3,0.4
2454225.4888,31340.3,0.6
2454228.4821,31333.4,0.5
2454229.4847,31332.9,0.5
2454231.4644,31334.8,0.4
2454232.4735,31333.0,0.4
2454233.4609,31335.4,0.7
2454234.4906,31335.9,0.5
2454315.8883,31328.2,1.0
2454319.9088,31332.0,0.5
2454342.8743,31334.6,0.4
2454346.9095,31338.5,0.4
2454347.8897,31339.1,0.4
2454349.8774,31336.6,0.4
2454385.7935,31336.2,0.4
2454386.7498,31337.2,0.4
2454387.7896,31336.9,0.4
2454390.7976,31336.9,0.4
2454392.7352,31331.2,0.4
2454393.7681,31333.2,0.4
2454394.76,31335.9,0.4
2454419.7942,31330.1,0.4
2454420.7671,31329.7,0.4
2454421.7266,31328.2,0.3
2454422.7412,31327.8,0.4
2454423.7683,31331.7,0.4
2454424.7418,31336.6,0.4
2454425.7368,31336.3,0.4
2454426.7164,31334.3,0.3
2454427.746,31336.7,0.4
2454428.7555,31338.6,0.4
2454429.7291,31338.2,0.5
2454445.734,31338.8,0.4
2454451.7602,31336.1,0.4
2454454.7705,31337.9,0.4
2454478.6654,31327.9,0.4
2454479.6221,31327.8,0.4
2454480.585,31331.1,0.4
2454481.6881,31330.9,0.4
2454483.5935,31334.8,0.4
2454484.6271,31336.5,0.4
2454486.5871,31333.6,0.4
2454529.5416,31336.1,0.4
2454555.4916,31333.9,0.4
2454556.4833,31330.9,0.5
2454557.4845,31334.6,0.4
2454562.4792,31334.0,0.3
2454566.4761,31332.3,0.4
2454570.4748,31338.8,0.4
2454736.8753,31334.3,0.5
2454852.6937,31333.5,0.4
2454854.6131,31332.5,0.3
2454932.5043,31332.7,0.3
2454934.475,31337.2,0.4
2454935.4878,31335.6,0.4
2454937.4739,31337.7,0.4
2454939.4838,31333.2,0.4
2454941.5025,31333.9,0.3
2454947.462,31334.6,0.3
2454950.4825,31333.1,0.3
2454951.4656,31333.3,0.4
2454952.4697,31332.2,0.4
2454953.4638,31334.2,0.3
2454954.4592,31335.0,0.4
2454955.4582,31340.6,0.3
2454959.5019,31338.5,0.5
2455096.8913,31334.8,0.5
2455098.8873,31334.5,0.4
2455100.8406,31338.6,0.4
2455103.8566,31334.3,0.6
2455106.8475,31337.9,0.5
2455112.8464,31331.1,0.4
2455134.864,31332.1,0.4
2455138.7954,31336.7,0.5
2455141.8085,31336.6,0.4
2455166.6311,31341.5,0.4
2455168.6519,31334.3,0.3
2455169.6449,31336.4,0.4
2455272.5594,31340.3,0.4
2455279.5027,31339.4,0.5
2455284.5392,31337.6,0.3
2455424.8913,31337.9,0.7
2455456.8925,31338.2,0.4
2455484.8377,31339.8,0.4
2455487.8252,31337.2,0.4
2455519.6932,31334.0,0.4
2455523.7622,31338.3,0.4
2455538.6289,31333.1,0.4
2455544.6485,31335.3,0.4
2455549.7331,31338.2,0.3
2455579.7549,31336.5,0.4
2455581.7226,31335.9,0.3
2455585.7401,31333.4,0.4
2455612.5951,31334.9,0.4
2455635.5731,31341.7,0.4
2455637.5622,31343.3,0.8
2455640.5691,31341.8,0.6
2455653.5479,31335.5,0.4
2455662.5239,31336.6,0.4
2455835.816,31335.6,0.4
2455844.8008,31333.7,0.5
2455871.767,31337.9,0.4
2455879.8273,31339.7,0.6
2455894.7106,31338.7,0.3
2455895.7287,31340.4,0.3
2455896.7342,31338.2,0.3
2455897.7444,31339.8,0.3
2455902.6204,31338.8,0.4
2455923.6724,31333.6,0.4
2455926.6657,31336.4,0.3
2455933.7134,31337.0,0.3
2456026.541,31332.6,0.4
2456030.542,31331.9,0.8
2456173.8658,31333.6,0.6
2456198.8785,31340.4,0.7
2456224.8548,31337.7,0.6
2456226.8659,31340.9,0.6
2456229.8033,31335.5,0.6
2456258.7458,31330.5,0.6
2456271.592,31340.8,0.6
2456285.7219,31334.7,0.5
2456292.7043,31338.0,0.5
2456320.6434,31335.7,0.5
2456322.6348,31340.5,0.6
2456370.5372,31340.7,0.7
2456371.5657,31335.8,0.5
2456373.514,31336.8,0.5
2456399.5113,31335.6,0.5
2456402.4894,31332.1,0.5
2456403.4869,31333.3,0.6
2456596.8245,31335.0,0.5
2456602.871,31337.4,0.4
2456613.7968,31338.4,0.6
2456617.7439,31334.9,0.6
2456677.5277,31338.7,0.5
2456698.5976,31337.1,0.4
2456702.524,31330.6,0.6
2456713.6045,31340.2,0.5
2456748.5,31337.9,0.6
2456753.5467,31342.7,0.7
