BJD,RV,ERV
2453202.559,-25616.56,1.35
2453579.4972,-25622.42,1.36
2453811.837,-25620.26,1.46
2453813.8047,-25621.71,1.22
2454196.7394,-25621.53,1.44
2454202.7156,-25621.61,1.3
2454340.4836,-25623.7,1.3
2454525.8756,-25618.15,1.28
2454528.8393,-25622.49,1.31
2454591.7914,-25625.21,1.56
2454703.4993,-25621.85,1.68
2455226.8854,-25621.18,1.46
2455281.7491,-25623.19,1.39
2455305.7265,-25617.92,1.32
2455306.714,-25617.43,1.37
2455307.7196,-25616.76,1.26
2455308.7013,-25614.77,1.32
2455309.6925,-25615.35,1.3
2456385.6469,-25626.39,1.38
2456386.7448,-25624.91,1.26
2456387.7815,-25624.73,1.15
2456388.7254,-25623.39,1.36
2456389.7264,-25621.36,1.3
2456390.7371,-25620.47,1.69
2456391.7497,-25620.87,1.33
2456393.7913,-25623.18,1.29
2456394.775,-25624.48,1.29
2456395.7,-25626.02,1.28
2456396.7103,-25623.11,1.41
2456397.6863,-25621.09,1.3
2456398.6799,-25618.83,1.43
2456399.6958,-25619.51,1.33
2456400.6899,-25617.61,1.33
2456401.6532,-25624.71,1.22
2456402.6436,-25623.96,1.52
2456403.6245,-25622.1,1.33
2456404.6425,-25623.05,1.45
2456410.6262,-25626.01,1.57
2456414.6393,-25623.06,1.49
2456415.5922,-25622.48,2.81
2456415.7332,-25621.06,1.65
2456416.6954,-25620.12,1.27
2456451.58,-25616.39,1.34
2456452.5545,-25618.66,1.38
2456454.5556,-25623.83,1.39
2456455.5374,-25628.98,1.5
2456458.5877,-25622.22,1.29
2456460.5668,-25621.78,1.65
2456481.4839,-25619.02,1.37
2456508.4718,-25627.13,1.81
2456514.4694,-25623.28,1.3
2456521.4589,-25619.84,1.27
2456690.878,-25624.1,1.19
2456691.8339,-25624.61,1.35
2456692.8139,-25625.08,1.29
2456694.864,-25624.02,1.14
2456695.879,-25622.2,1.19
2456696.8539,-25622.87,1.33
2456697.7981,-25625.25,1.35
2456712.8127,-25613.57,1.34
2456713.8033,-25613.26,1.33
2456715.7953,-25620.96,1.36
2456720.8502,-25616.01,1.26
2456723.854,-25622.04,1.29
2456724.7853,-25624.45,1.23
2456725.7743,-25624.19,1.3
2456725.8844,-25626.54,1.38
2456726.7959,-25625.9,1.15
2456727.8296,-25620.92,1.14
2456728.8039,-25621.71,1.12
2456729.7718,-25616.42,1.43
2456730.8216,-25619.6,1.31
2456732.798,-25622.95,1.44
2456737.8572,-25620.57,1.36
2456738.8726,-25622.56,1.23
2456739.8058,-25622.17,1.15
2456740.8311,-25624.48,1.1
2456741.7462,-25623.92,1.17
2456742.8207,-25623.16,1.1
2456743.7632,-25622.78,1.2
2456745.7321,-25617.26,1.16
2456746.8203,-25613.05,1.29
2456752.8315,-25621.48,1.38
2456754.8603,-25617.11,2.08
2456755.843,-25617.08,2.06
2456755.853,-25614.77,1.93
2456756.8521,-25616.68,1.09
2456757.8085,-25617.48,1.4
2456758.8266,-25622.48,2.21
2456759.8277,-25621.48,1.38
2456760.8142,-25620.26,1.31
2456763.7243,-25620.41,1.05
2456764.7765,-25618.16,1.23
2456765.7208,-25619.09,1.36
2456766.7265,-25621.23,1.09
2456767.6534,-25623.98,1.57
2456768.6678,-25625.36,1.21
2456778.6271,-25624.29,1.37
2456779.756,-25623.02,1.56
2456781.6011,-25621.52,1.57
2456782.6156,-25621.62,1.38
2456784.6137,-25625.68,1.25
2456785.5546,-25623.93,1.54
2456786.6679,-25628.08,1.12
2456814.7183,-25618.44,1.38
2456822.5823,-25625.7,1.63
2456823.5834,-25627.68,1.33
2456824.5777,-25623.27,1.42
2456825.652,-25622.31,1.36
2456826.5764,-25621.93,1.23
2456827.5754,-25624.33,1.15
2456828.6006,-25624.54,1.19
2456838.5568,-25626.18,1.17
2456839.5704,-25622.49,1.42
2456840.5286,-25620.46,1.42
2456841.6035,-25614.81,2.52
2456842.4896,-25617.98,1.32
2456857.5388,-25625.27,1.74
2456858.5182,-25622.69,1.43
2456863.5169,-25622.69,1.39
2456864.5176,-25624.9,1.11
2456874.4791,-25620.61,1.66
2457047.8603,-25624.75,1.22
2457053.8561,-25621.74,1.44
2457057.8269,-25622.01,1.46
2457058.8515,-25617.65,1.9
2457079.8236,-25619.76,1.28
2457080.85,-25621.64,1.41
2457082.8651,-25623.59,1.14
2457085.7333,-25621.73,1.28
2457114.8209,-25625.58,1.46
2457115.715,-25627.59,1.33
2457116.7852,-25627.32,1.28
2457142.7719,-25625.36,1.23
2457147.7808,-25616.39,1.35
2457148.7468,-25620.9,1.27
2457202.5939,-25616.15,1.66
2457204.6007,-25623.7,1.4
2457211.5712,-25624.6,1.32
2457212.6084,-25624.93,5.62
2457214.5883,-25625.94,2.01
2457238.522,-25620.56,1.49
2457249.4828,-25623.82,1.8
2457448.862,-25628.45,1.41
2457473.8467,-25621.62,1.11
2457476.8649,-25621.89,1.18
2457508.4799,-25624.95,1.08
2457508.5698,-25621.92,1.08
2457509.4759,-25625.12,1.27
2457509.5684,-25626.82,1.41
2457510.4709,-25621.95,1.31
2457510.5488,-25620.33,1.28
2457535.425,-25625.44,2.17
2457536.432,-25624.64,1.14
2457537.4339,-25619.01,1.3
2457537.5223,-25618.8,1.2
2457538.4145,-25618.5,1.09
2457538.5184,-25615.37,1.04
2451410.73041,-2.3,1.6
2451583.15752,-7.59,2.2
2451703.83351,4.89,1.59
2451984.03458,-1.76,3.07
2452062.85762,5.99,2.3
2452101.83097,-5.52,1.63
2452335.06501,-4.56,2.23
2452364.09773,-2.53,2.53
2452683.04718,1.0,2.28
2452805.89944,-7.01,1.66
2453071.95107,-3.43,2.31
2453240.7791,0.15,1.73
2453427.06238,3.08,1.41
2453604.74006,8.73,1.29
2453777.13215,13.55,1.47
2453982.73086,-1.83,1.48
2453983.73162,1.52,1.47
2453984.73741,0.0,1.53
2454085.17222,1.87,2.16
2454139.13359,-1.41,1.36
2454633.83899,-1.43,1.31
2454634.83152,-1.8,1.29
2454635.8512,0.25,1.28
2454636.78568,-2.13,1.24
2454637.8555,0.63,1.34
2454638.91528,1.82,1.3
2454639.84557,1.75,1.28
2454640.87492,0.54,1.49
2454641.84421,0.25,1.43
2454643.8489,-2.18,1.66
2454666.81892,-3.88,2.86
2454671.83403,-5.35,1.35
2454673.82559,-1.85,1.3
2454686.79703,-5.19,1.53
2454702.7724,5.74,1.63
2454703.7797,-3.4,2.33
2454704.75866,-5.75,2.56
2454821.15469,5.56,1.24
2454822.13338,6.95,1.3
2454873.15376,4.01,1.36
2455021.86116,-1.09,1.72
2455022.89902,4.91,1.47
2455024.85708,6.49,1.13
2455053.76932,-1.83,1.39
2455201.13354,-2.77,1.76
2455202.14546,-3.92,1.53
2455203.09763,-1.98,1.34
2455260.09661,6.08,1.42
2455320.83202,-1.77,1.45
2455371.89014,-0.07,1.6
2455409.81778,-5.6,1.45
2455549.16421,-0.69,1.59
2455580.08557,1.28,1.61
2455609.0439,0.58,1.45
2455636.99074,5.79,1.51
