BJD,RV,ERV
2455404.04345,3.25,2.69
2455405.84013,3.15,2.47
2455406.91087,4.38,2.58
2455410.92308,-4.28,2.49
2455736.0699,4.67,2.69
2455751.90738,-7.05,2.59
2455760.98099,3.95,2.55
2455790.87829,0.93,2.57
2455792.96821,1.01,2.57
2455795.05687,2.2,2.9
2455797.87615,-1.21,2.52
2456102.0274,-7.74,2.62
2456112.94351,3.17,2.97
2456116.07183,-5.38,2.58
2456140.89074,4.76,2.59
2456145.02974,1.35,2.72
2456147.89271,-7.78,2.5
2456163.88472,9.32,2.7
2456172.82973,-1.39,2.69
2456192.86845,-10.73,2.57
2456195.85435,0.27,2.51
