BJD,RV,ERV
2453917.748,-39102.32,1.46
2453919.73517,-39095.52,1.77
2454167.89786,-39003.57,1.24
2454169.89585,-39005.83,1.16
2454171.90444,-39002.17,1.23
2454232.81801,-39003.59,1.12
2454391.49181,-39165.87,1.11
2454393.48993,-39170.02,1.19
2454529.90085,-39246.18,1.3
2454547.91502,-39243.38,1.13
2454559.8157,-39236.46,1.26
2454569.90364,-39243.92,1.4
2454571.88946,-39244.43,0.95
2454582.82029,-39235.4,1.16
2454618.75558,-39225.97,1.49
2454660.66164,-39202.78,1.11
2454661.77223,-39204.04,1.07
2454662.67524,-39207.46,1.28
2454663.81159,-39204.15,1.02
2454664.79004,-39199.74,1.38
2454665.78638,-39204.87,1.03
2454666.69606,-39207.14,0.97
2454670.6726,-39204.1,1.36
2454671.60333,-39203.46,1.23
2454687.56196,-39202.17,1.24
2454721.55487,-39185.86,1.35
2454751.49069,-39173.49,2.45
2454773.50238,-39161.44,1.07
2454916.8198,-39098.82,0.88
2454921.89297,-39101.67,1.38
2454930.90685,-39094.56,1.19
2454931.7951,-39093.95,1.21
2454935.81779,-39092.34,0.84
2455013.68662,-39051.59,1.2
2455013.74372,-39052.85,1.38
2455074.52006,-39025.66,1.2
2455090.50703,-39023.07,1.18
2455091.5288,-39023.92,2.8
2455098.49414,-39024.05,0.86
2455100.54095,-39018.95,0.98
2455101.49047,-39018.34,1.38
2455102.50286,-39018.33,1.84
2455104.54026,-39017.12,1.31
2455105.52363,-39018.66,2.31
2455106.51997,-39016.99,1.24
2455111.50934,-39014.89,0.98
2455113.49788,-39015.14,1.0
2455115.515,-39008.44,2.25
2455116.48753,-39012.07,0.95
2455117.49305,-39008.94,1.34
2455121.52665,-39003.15,1.36
2455122.50532,-39006.7,1.26
2455124.49783,-39006.19,0.88
2455127.51679,-39005.43,0.87
2455128.51396,-39001.36,0.87
2455129.4954,-39002.29,0.93
2455132.49576,-39001.63,0.99
2455133.49319,-39002.84,1.06
2455259.90728,-38962.45,1.29
2455260.86441,-38962.75,1.13
2455284.89314,-38968.41,1.71
2455340.7085,-38986.18,1.3
2455355.79544,-39002.45,1.23
2455375.61073,-39026.92,1.41
2455387.65669,-39041.77,1.57
2455396.53798,-39053.04,1.44
2455400.64287,-39061.49,0.98
2455401.59479,-39057.63,1.2
2455402.59093,-39051.98,3.53
2455402.70277,-39056.95,2.28
2455404.62516,-39064.34,1.33
2455404.64556,-39064.37,2.18
2455407.57676,-39068.75,1.39
2455424.57545,-39094.02,2.44
2455437.61843,-39109.21,1.2
2455439.62395,-39112.04,0.97
2455443.60747,-39124.79,1.15
2455648.90695,-39181.17,1.02
2455662.92221,-39173.76,1.04
2455711.71908,-39150.02,2.28
2455783.58425,-39118.19,1.02
2455816.54119,-39105.71,1.05
2455839.5194,-39097.14,1.07
2455988.88432,-39019.81,0.84
2456023.833,-39011.01,1.06
2456115.52506,-38957.55,1.02
2456116.51473,-38961.19,1.09
2456117.50369,-38957.39,1.06
2456118.51259,-38957.51,1.02
2456119.52184,-38957.7,1.17
2456120.6641,-38959.46,1.3
2456121.77972,-38952.8,1.54
2456149.64973,-38944.46,1.84
2456150.52225,-38944.48,1.08
2456152.68201,-38943.54,1.94
2456154.46999,-38939.2,1.01
2456160.48683,-38940.39,0.97
2456161.66705,-38937.34,1.16
2456166.5144,-38939.61,1.03
2456167.50106,-38936.1,1.13
2456168.52247,-38936.11,1.21
2456171.48638,-38936.31,0.99
2456172.50659,-38934.65,1.02
2456175.61297,-38930.53,1.16
2456181.49372,-38929.48,1.1
2456182.53659,-38931.39,1.2
2456186.56838,-38925.52,1.09
2456187.53573,-38920.52,1.45
2456188.54278,-38924.28,3.94
2456190.54416,-38924.69,1.2
2456191.50294,-38923.34,0.96
2456192.53583,-38926.33,1.04
2456193.54069,-38925.74,0.96
2456194.53834,-38923.36,1.0
2456195.55007,-38926.2,1.11
2456196.54509,-38922.84,1.13
2456198.54242,-38916.38,1.45
2456199.54885,-38918.96,1.94
2456201.54047,-38915.85,1.37
2456202.55889,-38915.17,2.09
2456358.9029,-38887.58,6.42
2456364.87491,-38893.99,1.65
2456365.90149,-38899.39,0.97
2456496.64569,-39042.71,1.24
2456805.86721,-39066.36,1.15
2456931.52958,-38999.42,1.36
2457148.82018,-38903.23,1.51
