BJD,RV,ERV
2456072.68238,-98742.55,1.76
2456072.70477,-98742.89,1.86
2456087.57572,-98741.52,2.19
2456087.5969,-98735.48,1.98
2456103.66164,-98740.4,2.39
2456103.68979,-98744.32,2.19
2456115.69195,-98743.3,1.74
2456115.71315,-98747.4,2.04
2456116.70475,-98737.79,3.71
2456116.719,-98742.41,4.07
2456125.56825,-98746.91,2.82
2456125.58945,-98747.91,2.17
2456126.4479,-98742.68,1.56
2456126.66495,-98740.39,3.78
2456127.42243,-98753.06,9.33
2456127.44164,-98739.44,1.5
2456128.43499,-98737.69,1.57
2456128.56048,-98742.62,1.55
2456128.66292,-98741.55,1.91
2456148.40812,-98732.4,2.04
2456148.51178,-98729.4,1.77
2456148.61782,-98736.37,1.76
2456151.39639,-98740.33,2.2
2456152.40789,-98738.84,1.36
2456152.64028,-98739.26,2.25
2456153.39511,-98737.74,1.64
2456153.4934,-98745.76,4.14
2456153.64701,-98735.4,1.61
2456160.47349,-98740.86,3.44
2456160.62635,-98743.13,3.1
2456161.39719,-98744.63,2.34
2456161.57318,-98744.91,2.66
2456162.3944,-98748.08,2.21
2456162.48796,-98746.82,2.13
2456162.56797,-98749.2,2.42
2456164.38526,-98737.98,2.11
2456165.38084,-98736.74,2.12
2456166.38481,-98736.11,2.38
2456166.53442,-98743.92,2.25
2456166.601,-98744.69,2.43
2456175.41061,-98735.67,1.35
2456175.52189,-98736.72,1.62
2456178.37389,-98744.96,1.83
2456178.49464,-98734.02,1.72
2456179.37346,-98736.32,1.5
2456179.52105,-98735.64,1.7
2456180.40035,-98734.72,1.36
2456180.54383,-98736.91,1.61
2456181.43571,-98740.69,1.3
2456181.52957,-98756.37,9.0
2456181.53451,-98736.14,1.63
2456182.39829,-98738.07,1.4
2456182.5351,-98741.04,1.64
2456183.37354,-98739.85,2.05
2456183.56015,-98735.69,1.8
2456245.33252,-98746.97,1.53
2456252.34146,-98738.99,1.64
2456379.67743,-98737.74,2.19
2456379.75048,-98738.48,2.09
2456380.66345,-98741.42,1.97
2456380.73986,-98742.77,1.78
2456381.68562,-98744.47,1.55
2456381.75076,-98745.88,1.55
2456382.6719,-98745.4,1.45
2456382.75352,-98745.04,1.67
2456396.60874,-98733.38,1.4
2456396.72449,-98733.43,1.36
2456398.61485,-98731.68,2.32
2456398.7277,-98735.55,1.83
2456400.59433,-98746.84,11.34
2456402.59048,-98727.31,5.26
2456402.70771,-98734.67,7.55
2456418.58871,-98739.8,2.12
2456418.68919,-98738.76,1.99
2456420.58504,-98736.07,2.99
2456420.69846,-98742.06,1.73
2456421.58972,-98739.82,1.52
2456421.6863,-98738.91,1.16
2456432.5595,-98740.77,1.3
2456432.70481,-98745.02,1.24
2456433.5625,-98744.46,1.25
2456433.70881,-98748.08,1.18
2456434.52317,-98748.86,1.87
2456434.68979,-98743.83,1.37
2456436.53921,-98742.84,1.34
2456436.69836,-98740.09,1.28
2456437.53706,-98743.65,1.39
2456437.69887,-98742.3,1.23
2456462.44091,-98737.25,1.75
2456462.59533,-98735.68,1.74
2456463.49967,-98733.38,1.79
2456463.6734,-98739.83,1.56
2456464.51508,-98733.16,4.16
2456464.67568,-98738.73,2.2
2456465.52353,-98739.92,1.9
2456466.47765,-98739.79,1.56
2456466.69868,-98737.46,1.59
2456478.42237,-98739.98,1.81
2456478.60722,-98736.91,1.5
2456479.4683,-98736.72,1.3
2456479.60626,-98739.68,1.3
2456480.55093,-98740.78,1.24
2456480.70258,-98742.35,1.38
2456481.4434,-98742.86,1.56
2456481.57823,-98742.65,2.06
2456482.44415,-98739.88,1.92
2456482.62878,-98737.37,2.69
2456495.43934,-98734.37,1.31
2456495.60647,-98736.41,1.58
2456496.38568,-98732.64,1.51
2456496.63901,-98733.96,1.43
2456497.49819,-98738.58,1.27
2456497.67948,-98735.37,1.46
2456498.49493,-98730.56,1.35
2456498.67162,-98733.25,1.77
2456499.44478,-98731.21,1.44
2456499.6691,-98730.53,1.62
2456500.45004,-98732.31,1.37
2456500.63489,-98736.67,1.8
2456501.42551,-98740.23,1.8
2456501.65852,-98736.61,1.8
2456510.39567,-98734.06,2.25
2456510.40634,-98731.23,2.14
2456511.54777,-98738.34,1.62
2456512.49135,-98738.11,1.35
2456513.48302,-98737.76,1.33
2456528.45989,-98738.24,1.81
2456528.56495,-98737.69,1.94
2456529.48076,-98737.63,1.34
2456529.61478,-98735.02,2.07
2456530.44419,-98735.98,1.32
2456530.53025,-98735.28,1.43
2456554.37335,-98734.76,1.69
2456554.46788,-98738.94,1.63
2456557.37108,-98738.32,1.2
2456557.50307,-98738.98,1.85
2456562.43589,-98740.3,2.61
2456563.37324,-98740.56,1.47
2456563.4728,-98742.5,1.74
2456565.35294,-98743.14,1.61
2456565.48258,-98736.96,1.31
2456567.34757,-98734.99,1.21
2456571.34474,-98739.93,2.27
2456571.45502,-98739.17,2.23
2456580.34233,-98738.32,1.46
2456580.43589,-98741.9,1.53
2456582.32927,-98740.92,1.28
2456582.37676,-98738.06,1.59
