BJD,RV,ERV
2452983.59985,87953.69,1.0
2452990.60114,87952.6,1.02
2452997.55867,87956.58,1.0
2452999.62555,87952.26,1.01
2453004.60376,87953.45,0.97
2453009.53498,87950.23,1.0
2453010.53091,87951.57,0.98
2453012.60802,87951.74,0.97
2453032.53398,87951.47,0.91
2453034.58113,87954.84,0.94
2453036.53379,87952.74,0.94
2453038.56369,87951.61,0.91
2453045.51244,87953.81,0.9
2453054.53793,87956.01,0.94
2453055.52278,87954.31,0.89
2453230.90296,87951.97,0.21
2453262.87095,87948.84,0.2
2453310.82398,87953.18,0.2
2453312.75915,87950.71,0.26
2453315.80215,87952.42,0.22
2453316.82406,87951.97,0.23
2453341.69171,87951.58,0.2
2453377.57919,87951.27,0.2
2453400.59371,87954.17,0.27
2453408.54253,87952.19,0.28
2453668.74176,87950.86,0.22
2453673.82234,87952.9,0.2
2453674.733,87954.11,0.21
2453691.58617,87953.45,0.22
2453693.59399,87954.58,0.19
2453694.64411,87953.75,0.2
2453695.60193,87953.7,0.2
2453696.59316,87953.13,0.19
2453697.65874,87953.57,0.2
2453698.66139,87953.97,0.2
2453699.65395,87952.24,0.2
2453700.66166,87952.35,0.2
2453721.63169,87951.76,0.19
2453722.62981,87952.73,0.19
2453724.60414,87951.34,0.19
2453725.62725,87953.19,0.2
2453726.6222,87952.59,0.19
2453727.57248,87951.36,0.19
2453728.61245,87952.57,0.2
2453729.61929,87952.59,0.19
2453757.56424,87952.21,0.21
2453759.56948,87953.29,0.23
2453761.56306,87952.63,0.21
2453783.55739,87953.15,0.22
2453789.52406,87952.46,0.21
2454049.7186,87952.38,0.23
2454053.72517,87951.76,0.23
2454055.71354,87952.81,0.23
2454076.73714,87954.19,0.24
2454079.66089,87953.41,0.23
2454296.95311,87952.39,0.29
2454300.93052,87951.23,0.29
2454314.85228,87954.74,0.31
2454342.80318,87950.46,0.28
2454343.89478,87951.36,0.29
2454344.82884,87950.43,0.28
2454347.82197,87952.32,0.27
2454420.73061,87950.78,0.28
2454422.70972,87952.52,0.27
2454425.71338,87954.04,0.29
2454427.71952,87953.37,0.27
2454429.70374,87955.35,0.27
2454445.62258,87954.01,0.28
2454449.66272,87952.43,0.28
2454454.66159,87950.96,0.29
2454479.55226,87952.19,0.28
2454483.54825,87954.24,0.29
2454487.55631,87952.66,0.28
2454521.53584,87953.35,0.28
2454530.5298,87954.3,0.29
2454701.91799,87954.32,0.27
2454706.88531,87952.5,0.32
2454709.87464,87951.27,0.27
2454710.86323,87951.61,0.27
2454736.74586,87954.3,0.26
2454739.81083,87953.85,0.26
2454745.70941,87950.99,0.25
2455095.80819,87951.69,0.23
2455096.77926,87950.26,0.24
2455097.80335,87951.16,0.24
2455098.82758,87950.72,0.23
2455099.84495,87951.38,0.23
2455100.83441,87950.93,0.23
2455101.84642,87953.84,0.25
2455104.85554,87951.2,0.24
2455111.77509,87951.48,0.23
2455113.77912,87951.97,0.23
2455116.75122,87951.11,0.23
2455135.75213,87952.89,0.23
2455136.71007,87953.27,0.25
2455137.64328,87953.71,0.24
2455138.72902,87954.67,0.23
2455139.66322,87955.06,0.23
2455140.7041,87954.12,0.23
2455141.73381,87953.79,0.23
2455142.58293,87954.88,0.3
2455143.74307,87954.62,0.23
2455151.68952,87951.98,0.23
2455152.67278,87952.67,0.23
2455153.67143,87954.04,0.23
2455155.62444,87953.17,0.23
2455156.54685,87953.95,0.24
2455157.61948,87953.4,0.23
2455158.60584,87953.47,0.23
2455159.62025,87953.06,0.23
2455160.62309,87952.8,0.23
2455161.59915,87952.45,0.23
2455162.60496,87952.97,0.23
2455163.60346,87953.03,0.24
2455164.58388,87952.56,0.23
2455165.58028,87952.93,0.23
2455166.58731,87952.76,0.23
2455167.59975,87952.85,0.23
2455168.59163,87950.67,0.23
2455169.62623,87952.69,0.23
2455184.55853,87950.98,0.24
2455480.76643,87952.97,0.22
2455481.7751,87953.44,0.23
2455482.79892,87952.63,0.23
2455483.73453,87952.18,0.23
2455484.79695,87953.08,0.22
2455485.75309,87953.49,0.22
2455486.74072,87954.02,0.22
2455487.76319,87953.81,0.22
2455488.7814,87954.01,0.22
2455489.75982,87954.29,0.22
2455492.84807,87953.52,0.25
2455493.78666,87953.6,0.22
2455494.752,87953.41,0.22
2455495.80337,87952.11,0.22
2455497.77613,87952.76,0.22
2455498.63596,87955.36,0.27
2455499.76687,87952.6,0.22
2455500.75864,87951.56,0.22
2455501.72505,87951.47,0.21
2455505.70337,87953.93,0.22
2455506.67246,87952.76,0.22
2455507.68594,87953.38,0.22
2455509.69422,87953.8,0.22
2455510.70277,87951.57,0.22
2455511.6678,87952.7,0.22
2455512.68518,87951.09,0.22
2455513.68695,87952.76,0.23
2455514.63478,87952.59,0.23
2455515.70302,87952.31,0.22
2455516.69083,87951.92,0.22
2455517.70084,87952.02,0.22
2455518.64645,87953.48,0.22
2455519.66299,87952.4,0.23
2455521.69697,87952.8,0.23
2455522.6996,87952.12,0.22
2455523.66093,87952.43,0.22
2455524.69069,87952.46,0.22
2455537.71361,87951.22,0.23
2455538.65423,87952.25,0.23
2455539.66631,87951.17,0.23
2455540.74792,87950.09,0.3
2455541.67098,87950.82,0.24
2455542.6476,87952.85,0.23
2455543.63818,87953.1,0.24
2455544.65942,87951.28,0.23
2455545.77917,87952.72,0.25
2455546.59726,87953.12,0.24
2455547.66501,87951.0,0.24
2455548.67324,87949.69,0.23
2455549.65873,87949.01,0.23
2455550.6387,87949.7,0.23
2455551.61445,87950.44,0.22
2455574.60052,87952.03,0.23
2455575.59305,87953.73,0.24
2455576.58086,87952.69,0.24
2455577.56955,87952.72,0.22
2455578.60908,87954.06,0.25
2455579.57468,87954.06,0.22
2455580.57976,87953.25,0.23
2455581.69056,87953.95,0.23
2455582.62975,87952.77,0.22
2455585.58481,87952.7,0.24
2455586.56995,87951.8,0.23
2455590.53572,87952.27,0.25
2455591.52327,87952.19,0.24
2455593.53135,87952.24,0.27
