BJD,RV,ERV
2457576.70031,19526.75,0.75
2457576.96772,-8.69,0.93
2457578.69042,19521.29,1.51
2457578.95901,-12.99,1.05
2457579.6741,19519.0,1.58
2457579.94894,-5.76,1.33
2457580.11952,-5.44,0.56
2457580.7198,19520.1,1.2
2457581.10524,-0.98,0.52
2457581.92629,-9.64,0.84
2457582.10629,-0.94,0.56
2457582.91284,1.35,1.1
2457583.09193,1.44,0.69
2457583.12091,-1.69,0.9
2457584.00624,-4.15,1.01
2457584.04779,-0.54,1.0
2457584.09959,1.12,0.95
2457584.91449,0.75,0.97
2457584.99283,-3.53,0.62
2457585.08087,0.32,0.55
2457585.9114,-5.53,1.03
2457586.00247,-5.78,0.6
2457586.09707,-7.37,0.6
2457586.91863,-5.34,0.83
2457586.99395,-6.36,0.59
2457587.09472,-2.88,0.57
2457587.9098,-3.85,0.93
2457587.99286,-6.79,0.62
2457588.10562,-0.8,0.59
2457588.93098,-0.12,0.87
2457589.86498,6.56,1.11
2457589.88594,9.16,1.66
2457591.9103,5.06,0.86
2457591.98903,2.4,0.56
2457592.12763,-1.72,0.57
2457592.87856,5.01,1.33
2457592.89846,8.0,1.68
2457596.9733,-0.84,0.61
2457597.12069,-1.99,0.85
2457597.97321,-0.52,0.6
2457598.11394,-0.21,0.63
2457598.98781,-2.24,0.57
2457599.11464,0.37,0.57
2457599.97628,-2.42,0.6
2457599.98683,3.64,0.91
2457600.85553,1.81,1.33
2457600.97662,-3.57,0.65
2457600.98655,-0.26,1.16
2457601.12199,-0.31,0.67
2457602.03162,-1.99,0.63
2457602.99004,-9.22,0.93
2457603.86094,-1.67,1.38
2457604.86696,-3.79,1.06
2457604.88856,-0.16,1.44
2457605.86592,-6.7,1.51
2457605.97769,-7.01,1.2
2457606.87953,-1.85,1.07
2457606.90071,-8.4,1.37
2457607.84014,-7.13,1.3
2457607.97574,-1.54,1.28
2457608.8336,-3.5,1.32
2457609.85173,0.53,1.0
2457610.84419,-3.3,1.4
2457611.00215,0.77,1.2
2457612.84429,-0.41,1.2
2457612.86448,0.48,1.65
2457612.91944,-2.42,0.67
2457613.84311,1.29,1.53
2457613.95479,-4.02,0.68
2457613.95727,1.97,1.31
2457614.1228,-2.04,0.65
2457614.64503,19525.89,0.72
2457614.73534,19528.97,0.75
2457614.84845,3.42,1.45
2457615.00174,-3.61,1.41
2457615.83178,11.02,1.39
2457615.85169,0.83,1.76
2457615.91043,-3.45,0.73
2457616.60331,19533.71,1.3
2457616.73635,19532.82,1.08
2457616.82661,6.84,1.6
2457616.91133,2.66,0.71
2457616.98308,3.62,1.19
2457617.67281,19534.88,0.73
2457617.74531,19534.34,0.69
2457617.90489,2.2,0.65
2457618.64469,19533.95,0.72
2457618.7213,19532.77,0.66
2457618.82425,10.57,1.46
2457618.91404,2.51,0.64
2457623.79165,-1.78,1.45
2457624.79298,6.75,1.48
2457626.00258,-0.14,1.37
2457626.77543,-1.51,1.52
2457626.79642,-3.45,1.97
2457627.80835,2.75,1.39
2457628.80391,1.06,1.36
2457629.7856,0.51,1.8
2457630.01505,0.97,1.68
2457630.74903,5.61,2.19
2457632.00564,6.18,1.82
2457632.78213,9.33,1.65
2457633.77119,1.03,1.39
2457634.747,3.22,1.45
2457634.77726,-1.38,1.2
2457634.80265,-2.51,1.06
2457635.77503,-3.91,1.74
2457635.99181,-2.18,1.54
2457636.75881,-6.32,1.41
2457637.77314,-1.11,1.38
2457638.00756,-1.94,1.47
2457641.74706,7.03,1.56
2457642.00064,-4.78,1.46
2457642.79124,0.96,1.3
2457642.81118,4.57,1.71
2457643.77438,4.86,1.3
2457646.71597,-3.83,1.59
2457646.74635,-2.7,1.3
2457646.77429,-12.67,1.16
2457646.80352,-6.89,1.14
2457646.95778,-6.96,1.0
2457647.73967,-8.14,1.35
2457647.99641,-8.76,1.52
2457650.98718,-1.0,1.32
2457651.01009,5.78,1.88
2457651.44186,19533.11,0.79
2457651.54,19532.97,0.76
2457651.81578,2.99,0.63
2457652.09704,6.36,0.63
2457652.44117,19533.04,0.75
2457652.54241,19528.57,0.8
2457652.81617,2.01,0.66
2457653.10038,5.51,0.65
2457653.44534,19531.51,0.92
2457653.54182,19526.65,0.78
2457653.85211,2.69,0.61
2457654.07139,5.15,0.65
2457654.44551,19528.41,0.94
2457654.54496,19525.0,0.84
2457655.54012,19526.49,0.96
2457655.68944,19524.18,1.05
2457656.57969,19524.07,1.42
2457657.58199,19525.27,1.44
2457657.68197,19527.79,1.51
2457658.59894,19527.16,0.95
2457658.70261,19528.9,1.09
2457659.58668,19528.24,0.72
2457659.68761,19529.16,0.8
2457661.57299,19529.12,0.74
2457661.68705,19529.8,0.7
2457668.67766,3.68,1.28
2457668.77118,0.73,0.68
2457668.96727,-8.78,1.51
2457669.06331,-9.72,0.68
2457669.44047,19526.64,0.84
2457669.59489,19529.94,1.04
2457669.6915,3.35,1.69
2457669.97075,-7.56,1.29
2457670.43866,19529.9,1.11
2457670.52621,19531.32,0.7
2457670.66625,-5.28,1.22
2457671.43393,19526.2,0.74
2457671.52091,19528.05,0.75
2457671.76292,-5.71,0.87
