BJD,RV,ERV
2457045.79578,30475.7,2.4
2457045.81698,30475.2,2.3
2457046.78545,30476.2,2.3
2457046.86523,30480.8,2.3
2457047.76153,30478.4,2.9
2457047.88154,30476.7,2.3
2457048.78774,30484.5,3.2
2457048.88489,30476.6,2.6
2457049.78645,30480.0,3.3
2457049.88177,30477.5,2.4
2457050.80633,30484.3,2.6
2457051.74172,30477.5,3.4
2457051.86273,30484.1,3.7
2457052.74007,30483.5,2.7
2457052.87016,30486.5,2.8
2457053.72031,30489.8,3.7
2457053.84175,30485.0,2.9
2457054.72718,30480.6,3.6
2457054.85409,30479.3,2.9
2457055.70984,30476.2,3.2
2457055.84643,30475.5,2.6
2457056.72436,30476.3,3.2
2457056.8422,30472.9,2.6
2457057.71378,30478.9,2.9
2457057.84929,30472.0,3.6
2457062.71316,30481.1,2.3
2457062.73397,30479.6,2.2
2457063.75309,30474.9,2.8
2457064.74827,30473.9,2.8
2457064.79624,30475.0,2.7
2457065.76266,30471.3,2.8
2457065.80782,30472.1,3.0
2457066.75193,30469.0,3.6
2457066.85352,30468.3,3.0
2457075.70036,30479.6,3.3
2457075.86458,30479.3,2.9
2457076.69466,30474.0,3.0
2457076.84185,30481.7,2.2
2457077.68732,30473.5,3.1
2457077.85266,30477.1,3.4
2457078.70254,30482.9,2.8
2457078.86548,30479.8,2.5
2457079.66139,30480.2,3.8
2457079.83999,30488.4,3.0
2457080.86737,30481.8,3.9
2457082.77367,30480.0,3.0
2457085.7733,30472.6,2.5
2457085.8103,30479.7,2.4
2457100.61417,30487.4,3.3
2457100.82242,30480.9,3.0
2457101.66004,30489.0,3.4
2457104.60755,30479.5,3.5
2457085.7733,30472.6,2.5
2457085.8103,30479.7,2.4
2457100.61417,30487.4,3.3
2457100.82242,30480.9,3.0
2457101.66004,30489.0,3.4
2457104.60755,30479.5,3.5
2457117.54384,30480.9,3.2
2457135.51734,30478.2,2.4
2457135.67396,30484.8,2.1
2457136.4869,30482.8,2.4
2457137.51812,30484.9,3.2
2457137.67935,30481.9,2.7
2457138.52332,30482.2,2.9
2457138.67671,30485.8,3.0
2457139.51834,30476.5,2.9
2457139.67947,30478.4,2.8
2457146.54991,30474.9,2.0
2457146.66822,30474.5,3.4
2457148.54155,30469.1,3.0
2457148.6625,30471.7,3.3
