BJD,RV,ERV
2453287.61407,49320.0,1.9
2453580.90868,49300.5,1.4
2453723.55731,49307.2,1.5
2453861.93537,49321.2,1.3
2453869.90962,49318.5,1.3
2453919.89652,49301.7,0.8
2453921.91022,49307.1,1.8
2453950.85458,49297.6,1.2
2453974.68727,49298.1,1.7
2453976.71161,49303.2,1.7
2453980.70069,49307.9,1.4
2453981.77216,49303.8,1.5
2453982.78525,49301.0,1.6
2454081.53272,49300.0,1.1
2454083.52053,49306.3,2.1
2454228.91936,49307.6,1.1
2454231.93073,49306.8,1.6
2454388.64263,49322.9,1.8
2454389.63135,49325.9,2.6
2454393.62426,49321.5,1.5
2454395.68371,49316.4,1.6
2454422.51935,49314.6,1.6
2454425.54858,49318.9,1.5
2454428.5598,49320.6,1.2
2454438.54292,49316.7,1.4
2454446.58795,49312.3,1.2
2454449.53036,49314.6,0.7
2454452.54217,49314.8,2.9
2454478.5316,49304.8,1.2
2454589.92547,49304.1,1.6
2454591.92766,49298.8,1.8
2454609.80708,49301.5,1.0
2454643.93117,49301.9,0.9
2454657.81166,49304.3,1.0
2454670.7493,49298.9,1.5
2454671.74643,49300.5,1.3
2454675.84728,49303.4,1.2
2454681.85286,49302.1,1.1
2454686.68688,49297.3,1.4
2454687.76464,49300.3,1.9
2454703.81898,49302.6,1.8
2454709.74748,49304.5,1.1
2454719.70957,49306.6,1.1
2454720.70046,49303.1,1.0
2454721.63212,49300.6,1.8
2454722.67916,49304.4,1.1
2454730.73721,49299.8,2.2
2454736.62845,49307.5,1.1
2454742.62357,49306.9,1.2
2454751.57699,49306.8,1.3
2454757.51061,49300.9,0.9
2454800.50631,49301.3,1.4
2454801.50428,49307.3,1.2
2454802.51947,49307.3,1.3
2454803.50609,49310.9,1.6
2454804.50453,49303.7,1.2
2454805.50286,49305.9,1.2
2454992.91819,49320.5,1.1
2454993.92235,49320.5,1.5
2454994.90816,49322.2,1.4
2454995.89856,49321.0,1.4
2455013.90496,49314.7,1.0
2455017.78908,49309.8,0.9
2455018.83241,49313.9,1.2
2455025.81694,49312.7,1.1
2455079.78626,49299.5,0.9
2455090.54556,49305.4,1.1
2455091.63529,49303.5,3.2
2455095.70024,49297.0,1.6
2455096.65454,49301.8,1.7
2455097.69131,49302.4,1.1
2455098.66097,49302.8,1.2
2455099.69641,49297.2,1.5
2455100.63596,49302.3,1.4
2455101.6695,49302.2,2.1
2455103.64712,49296.8,2.6
2455104.62721,49298.5,1.5
2455105.65794,49301.9,1.7
2455106.59566,49304.1,1.9
2455107.65233,49299.0,2.7
2455107.66213,49305.3,3.2
2455108.66905,49300.6,1.0
2455109.56374,49302.3,2.3
2455109.57373,49306.2,3.8
2455110.61553,49299.7,2.0
2455110.63614,49299.0,1.5
2455111.61066,49298.1,1.1
2455112.61602,49302.9,1.3
2455113.60528,49300.2,0.9
2455114.59664,49304.4,2.9
2455115.58043,49301.8,1.4
2455116.68218,49300.8,1.2
2455117.59278,49305.0,1.2
2455122.54626,49296.1,0.8
2455124.54015,49301.0,0.5
2455125.61893,49304.2,0.6
2455127.58266,49295.7,0.4
2455128.58674,49299.4,0.4
2455129.58031,49302.7,0.5
