BJD,RV,ERV
2454527.54388,31181.8,1.5
2454530.60432,31173.2,1.5
2454550.5033,31197.2,2.1
2454775.81912,31188.1,2.2
2454776.75845,31184.8,2.8
2454777.76168,31181.7,2.0
2454778.75459,31173.4,1.6
2454779.75068,31175.0,2.2
2454780.75479,31180.5,2.6
2454789.82987,31187.8,1.6
2454790.80299,31191.4,2.1
2454791.81099,31199.0,1.9
2454792.80999,31193.3,1.8
2454793.82773,31185.5,1.8
2454794.80063,31190.1,1.7
2454795.80903,31183.5,2.2
2454796.83649,31175.6,1.7
2454797.80341,31178.7,1.7
2454798.80609,31192.5,2.5
2454799.77699,31192.6,1.9
2454799.86454,31197.7,2.5
2454800.75909,31188.0,2.1
2454800.84616,31185.7,1.6
2454801.75304,31183.2,1.5
2454801.83965,31185.1,1.5
2454802.74839,31185.4,2.0
2454802.84331,31183.5,1.6
2454803.75261,31181.5,1.8
2454803.83418,31178.9,2.0
2454804.75547,31178.2,2.5
2454804.83425,31184.7,1.9
2454805.77747,31197.0,2.1
2454805.85049,31203.9,2.4
2454806.76473,31204.4,1.8
2454806.84441,31203.6,2.2
2454807.72812,31193.7,1.8
2454807.82635,31196.5,1.7
2454825.73681,31191.6,1.3
2454826.73945,31194.3,1.4
2454827.72616,31201.8,1.4
2454828.73607,31216.0,1.7
2454829.73539,31205.7,2.0
2454830.72439,31188.1,1.8
2454831.71029,31178.8,6.6
2454831.72876,31175.3,1.9
2454832.72523,31186.5,3.0
2454833.73417,31189.2,2.1
2454834.75395,31200.3,1.5
2454847.5968,31189.0,1.7
2454847.69389,31190.8,1.8
2454847.75682,31190.9,1.5
2454848.60071,31184.6,1.5
2454848.68224,31179.2,1.3
2454848.75906,31175.8,1.6
2454849.59402,31183.5,1.4
2454849.67189,31178.6,1.5
2454849.74906,31179.1,1.9
2454850.59516,31186.9,1.8
2454850.66418,31187.8,1.6
2454850.75035,31190.7,1.4
2454851.59268,31191.4,1.7
2454851.66644,31192.6,1.8
2454851.74758,31192.3,1.8
2454852.59858,31189.2,1.8
2454852.67397,31186.1,1.5
2454852.74125,31191.8,1.6
2454853.57395,31196.1,1.5
2454853.69813,31200.4,1.5
2454853.74614,31200.8,1.6
2454854.58025,31206.2,1.7
2454854.65784,31207.4,1.6
2454854.74168,31200.1,1.9
2454855.67546,31200.3,1.4
2454856.65275,31194.2,1.3
2454857.64682,31209.1,1.3
2454858.66346,31213.0,1.9
2454859.64988,31201.3,2.2
2454860.75215,31190.7,6.0
2454861.68445,31199.1,1.4
2454862.66272,31189.8,2.1
2454863.65503,31178.4,1.5
2454864.63019,31174.7,5.6
2454865.59778,31187.1,2.7
2454865.71591,31182.9,2.0
2454866.66022,31176.8,2.7
2454867.56038,31163.3,2.2
2454867.67064,31164.6,2.2
2454868.59183,31167.5,2.4
2454868.68755,31169.5,2.8
2454869.60021,31184.8,1.6
2454869.68803,31189.0,1.7
2454870.60126,31186.8,1.6
2454870.71574,31187.2,2.1
2454871.53798,31192.3,1.5
2454872.56476,31203.0,2.3
2454872.64964,31198.0,1.7
2454872.72732,31192.8,2.3
2454873.53755,31195.0,2.2
2454873.65015,31192.9,1.5
2454873.72007,31190.2,2.0
2454879.53655,31201.7,2.0
2454879.67615,31199.0,2.2
2454880.61375,31205.4,2.2
2454881.59105,31203.8,1.7
2454882.52566,31198.7,1.6
2454882.65602,31203.4,1.6
2454883.58801,31204.3,1.5
2454884.52626,31198.5,1.6
2454884.64641,31190.3,2.0
