recno,LC,TBest,TBest2,Mbest,Mbest2,SolID,Source,Pf,e_Pf,P1O,e_P1O,P2O,e_P2O,P3O,e_P3O,EpG,e_EpG,EpBP,e_EpBP,EpRP,e_EpRP,Gmag,e_Gmag,BPmag,e_BPmag,RPmag,e_RPmag,AmpG,e_AmpG,AmpBP,e_AmpBP,AmpRP,e_AmpRP,[Fe/H],e_[Fe/H],R21G,e_R21G,R31G,e_R31G,phi21G,e_phi21G,phi31G,e_phi31G,o_EpG,o_EpBP,o_EpRP,RA_ICRS,DE_ICRS,_RA.icrs,_DE.icrs
8014,LC,DCEP,,FUNDAMENTAL,,369295549951641967,4685908555219777792,2.58345117,3.16E-6,nan,nan,nan,nan,nan,nan,1694.02190894,4.47E-6,1693.99976863,4.47E-6,1694.00810934,4.47E-6,16.0913,4.0E-4,16.2521,0.0021,15.7058,0.0025,0.975037,0.001521,1.025056,0.010721,0.737238,0.009072,-0.45,0.22,0.53094,0.0026,0.38768,0.00237,3.93233,0.00568,1.54303,0.00739,30,27,26,13.83857787228,-73.25815107609,13.83857787228,-73.25815107609
8015,LC,DCEP,,FIRST_OVERTONE,,369295549951641967,4685909998270822144,nan,nan,1.74638133,1.535E-5,nan,nan,nan,nan,1697.42950098,2.171E-5,1697.42950098,2.171E-5,1697.42950098,2.171E-5,16.5388,5.0E-4,nan,nan,nan,nan,0.38961,0.00146,nan,nan,nan,nan,nan,nan,0.13862,0.00529,nan,nan,4.31333,0.02675,nan,nan,25,18,15,14.26607538323,-73.17398836898,14.26607538323,-73.17398836898
8016,LC,DCEP,,FUNDAMENTAL,,369295549951641967,4685911200919081728,2.14463575,4.92E-6,nan,nan,nan,nan,nan,nan,1697.06259112,6.96E-6,1697.07102444,6.96E-6,1697.19305678,6.96E-6,16.7066,0.001,17.0289,0.0116,16.3515,0.0073,1.323045,0.00595,0.708087,0.110253,0.400197,0.032888,-0.66,0.22,0.59545,0.00271,0.41637,0.00189,3.8956,0.00496,1.65371,0.00793,26,20,21,14.38168128204,-73.10577826653,14.38168128204,-73.10577826653
8017,LC,DCEP,,FUNDAMENTAL,,369295549951641967,4685911269638520320,1.50095388,9.54E-6,nan,nan,nan,nan,nan,nan,1698.29576185,1.349E-5,1698.29004728,1.349E-5,1698.36965818,1.349E-5,17.5344,8.0E-4,17.534,0.0056,17.0187,0.0074,0.693069,0.004821,0.732573,0.023311,0.392998,0.034938,-0.19,0.22,0.44957,0.00505,0.29622,0.00527,3.99552,0.01579,1.91375,0.02525,28,25,24,14.37931899222,-73.09539483418,14.37931899222,-73.09539483418
8018,LC,DCEP,,MULTI,F/1O,369295549951641967,4685914499453813632,4.93767545,3.7726E-4,3.7179122,6.816E-5,nan,nan,nan,nan,1692.55460747,4.849E-5,1692.55460747,4.849E-5,1692.55460747,4.849E-5,16.1894,0.0018,nan,nan,nan,nan,0.956546,0.002513,nan,nan,nan,nan,nan,nan,0.48573,0.00404,0.28728,0.00456,4.30094,0.00949,2.54676,0.01639,24,19,18,14.36320911493,-73.05775153171,14.36320911493,-73.05775153171
8019,LC,DCEP,,FIRST_OVERTONE,,369295549951641967,4685915976922439424,nan,nan,1.7311136,6.237E-5,nan,nan,nan,nan,1697.16526072,8.82E-5,1697.11114416,8.82E-5,1697.12266645,8.82E-5,15.8831,5.0E-4,15.9897,0.0028,15.5833,0.0023,0.230442,0.005483,0.262444,0.00789,0.18157,0.008279,nan,nan,0.13554,0.0072,0.05902,0.02921,4.31618,0.05392,2.94062,2.0665,25,21,21,14.34329660667,-72.99756798505,14.34329660667,-72.99756798505
8020,LC,DCEP,,MULTI,F/2O,369295549951641967,4685916389241732736,1.10691135,1.203E-5,nan,nan,0.65270094,5.983E-5,nan,nan,1699.34573643,9.93E-6,1699.34573643,9.93E-6,1699.34573643,9.93E-6,17.7617,0.002,nan,nan,nan,nan,0.452867,0.002781,nan,nan,nan,nan,nan,nan,0.39065,0.0107,0.14287,0.00959,3.76568,0.03057,1.94532,0.10171,24,18,15,14.81172700627,-73.08417798913,14.81172700627,-73.08417798913
8021,LC,DCEP,,FIRST_OVERTONE,,369295549951641967,4685916526624412544,nan,nan,1.11738303,6.19E-6,nan,nan,nan,nan,1698.65582486,8.76E-6,1698.65582486,8.76E-6,1698.65582486,8.76E-6,17.7935,7.0E-4,nan,nan,nan,nan,0.450465,0.003891,nan,nan,nan,nan,nan,nan,0.37777,0.00773,nan,nan,3.68384,0.02731,nan,nan,22,15,16,14.69183543321,-73.08462163862,14.69183543321,-73.08462163862
8022,LC,DCEP,,FUNDAMENTAL,,369295549951641967,4685917381320700672,3.0563861,2.762E-5,nan,nan,nan,nan,nan,nan,1693.32197357,3.906E-5,1693.52845092,3.906E-5,1693.45931618,3.906E-5,16.1364,8.0E-4,16.3543,0.0029,15.6473,0.0025,0.696453,0.002993,0.67069,0.008651,0.503101,0.014066,-0.29,0.22,0.48162,0.00425,0.29726,0.00399,4.17825,0.03586,2.42654,0.0137,25,22,23,14.69150038194,-73.05956711713,14.69150038194,-73.05956711713
8023,LC,DCEP,,FUNDAMENTAL,,369295549951641967,4685917523112993024,8.68461798,7.442E-5,nan,nan,nan,nan,nan,nan,1679.14344784,1.0525E-4,1679.14344784,1.0525E-4,1679.14344784,1.0525E-4,15.1351,8.0E-4,nan,nan,nan,nan,0.737428,0.003042,nan,nan,nan,nan,nan,nan,0.24744,0.00264,0.07738,0.00211,4.33622,0.00754,2.95659,0.03287,23,21,19,14.79549597899,-73.03342167477,14.79549597899,-73.03342167477
8024,LC,DCEP,,FIRST_OVERTONE,,369295549951641967,4685917832350597504,nan,nan,0.82863836,3.75E-6,nan,nan,nan,nan,1700.005777,5.31E-6,1699.92143657,5.31E-6,1699.95911883,5.31E-6,17.8065,6.0E-4,17.8962,0.0076,17.2782,0.0056,0.428412,0.002326,0.595524,0.025406,0.282553,0.023427,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,23,20,20,14.70690072523,-73.01461200653,14.70690072523,-73.01461200653
8025,LC,DCEP,,FIRST_OVERTONE,,369295549951641967,4685918966221320576,nan,nan,1.03853191,2.72E-6,nan,nan,nan,nan,1698.98394425,3.85E-6,1698.98430927,3.85E-6,1699.02072372,3.85E-6,16.7338,4.0E-4,16.8408,0.0028,16.3378,0.0027,0.603646,0.002014,0.69707,0.013821,0.426075,0.012693,nan,nan,0.30556,0.00289,0.11534,0.00334,4.14283,0.01192,2.04131,0.03187,25,25,24,15.23651369458,-72.94423093525,15.23651369458,-72.94423093525
8026,LC,DCEP,,FUNDAMENTAL,,369295549951641967,4685919344178445440,1.24818854,9.4E-6,nan,nan,nan,nan,nan,nan,1698.29476063,1.329E-5,1698.29476063,1.329E-5,1698.29476063,1.329E-5,17.566,5.0E-4,nan,nan,nan,nan,0.87011,0.002722,nan,nan,nan,nan,-0.22,0.22,0.4612,0.0046,0.26246,0.00475,3.79929,0.01119,1.32691,0.03155,27,7,7,15.25844865531,-72.94871860913,15.25844865531,-72.94871860913
8027,LC,DCEP,,FUNDAMENTAL,,369295549951641967,4685921435806831232,1.48316531,2.307E-5,nan,nan,nan,nan,nan,nan,1698.33696212,3.262E-5,1698.3807177,3.262E-5,1698.2692144,3.262E-5,17.6495,5.0E-4,17.7735,0.0053,17.0638,0.0071,0.330251,0.003106,0.261214,0.025944,0.195003,0.019759,0.09,0.22,0.36594,0.00968,nan,nan,4.04271,0.02196,nan,nan,27,20,21,14.9761700793,-72.9249672402,14.9761700793,-72.9249672402
8028,LC,DCEP,,FIRST_OVERTONE,,369295549951641967,4685922638362423040,nan,nan,1.22799346,5.56E-6,nan,nan,nan,nan,1698.31917976,7.86E-6,1698.31917976,7.86E-6,1698.31917976,7.86E-6,17.1444,5.0E-4,nan,nan,nan,nan,0.488648,0.002445,nan,nan,nan,nan,nan,nan,0.2597,0.00339,0.10384,0.00525,4.00709,0.03988,2.4016,0.04014,27,19,19,14.76663205934,-72.8923741764,14.76663205934,-72.8923741764
8029,LC,DCEP,,FUNDAMENTAL,,369295549951641967,4685926074344284416,6.56630488,5.601E-5,nan,nan,nan,nan,nan,nan,1688.21141711,7.921E-5,1688.50493566,7.921E-5,1688.71029823,7.921E-5,15.3314,5.0E-4,15.6123,0.0018,14.7874,0.0012,0.795914,0.001159,0.879878,0.00593,0.616833,0.004125,nan,nan,0.42429,0.00249,0.16207,0.00154,4.45813,0.00374,2.38994,0.01359,33,27,28,12.31458728672,-73.38560225758,12.31458728672,-73.38560225758
8030,LC,DCEP,,FUNDAMENTAL,,369295549951641967,4685926113048254592,1.43178288,3.86E-6,nan,nan,nan,nan,nan,nan,1698.76042847,5.46E-6,1698.76042847,5.46E-6,1698.76042847,5.46E-6,17.4365,8.0E-4,nan,nan,nan,nan,1.144061,0.002549,nan,nan,nan,nan,-0.48,0.22,0.53995,0.00284,0.35471,0.00271,3.8128,0.00775,1.52843,0.0156,31,12,12,12.35254389265,-73.37017132632,12.35254389265,-73.37017132632
8031,LC,DCEP,,FUNDAMENTAL,,369295549951641967,4685927762274200960,1.3241201,4.569E-5,nan,nan,nan,nan,nan,nan,1698.08049066,6.461E-5,1698.10676981,6.461E-5,1739.21438388,6.461E-5,17.8422,0.0029,17.8533,0.0247,17.088,0.0061,0.642293,0.004906,0.500265,0.10318,0.27762,0.082699,-0.57,0.22,0.56727,0.01185,0.40904,0.01911,3.74471,0.01643,1.02123,0.04094,31,26,22,12.59238735412,-73.32645712482,12.59238735412,-73.32645712482
8032,LC,DCEP,,FUNDAMENTAL,,369295549951641967,4685928896187772800,3.19036118,1.095E-5,nan,nan,nan,nan,nan,nan,1695.05544748,1.548E-5,1695.0326355,1.548E-5,1695.31384961,1.548E-5,16.4654,6.0E-4,16.5464,0.0037,15.8511,0.0021,1.010454,0.002403,1.005239,0.016972,0.228202,0.007707,-0.46,0.22,0.53275,0.00275,0.34014,0.00291,4.29814,0.00821,2.51148,0.01116,29,24,22,12.64863798385,-73.29849494914,12.64863798385,-73.29849494914
8033,LC,DCEP,,FUNDAMENTAL,,369295549951641967,4685930953427503232,9.66211838,5.1846E-4,nan,nan,nan,nan,nan,nan,1673.26398237,7.3322E-4,1673.91256991,7.3322E-4,1673.70534337,7.3322E-4,16.224,8.0E-4,16.7378,0.025,15.3928,0.0024,0.282826,0.002942,0.213786,0.103055,0.135525,0.010553,nan,nan,0.15901,0.00434,nan,nan,6.39438,0.02935,nan,nan,29,21,23,12.03432686777,-73.29629805543,12.03432686777,-73.29629805543
8034,LC,DCEP,,FIRST_OVERTONE,,369295549951641967,4685931297080494208,nan,nan,2.75015937,8.658E-5,nan,nan,nan,nan,1694.92252505,1.2244E-4,1695.08100704,1.2244E-4,1694.90935422,1.2244E-4,16.1788,4.0E-4,16.4179,0.0026,15.6553,0.0023,0.171028,0.001812,0.163413,0.013529,0.131507,0.007239,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,32,26,26,12.22376951671,-73.2621354462,12.22376951671,-73.2621354462
8035,LC,DCEP,,FUNDAMENTAL,,369295549951641967,4685932091644751616,1.15185079,1.252E-5,nan,nan,nan,nan,nan,nan,1699.38546903,1.771E-5,1699.36544313,1.771E-5,1699.37054587,1.771E-5,17.9579,0.0011,17.9576,0.0052,17.3634,0.0062,0.644141,0.007882,0.654854,0.026619,0.406079,0.024245,0.0,0.22,0.39195,0.01009,0.30929,0.01393,3.79534,0.03585,1.31778,0.03258,30,26,23,12.50462941345,-73.24518273035,12.50462941345,-73.24518273035
8036,LC,DCEP,,FUNDAMENTAL,,369295549951641967,4685932606996568576,1.13417236,7.41E-6,nan,nan,nan,nan,nan,nan,1698.67311691,1.048E-5,1698.81696986,1.048E-5,1698.94831534,1.048E-5,17.8853,0.0014,17.7973,0.0103,17.0334,0.0048,0.588889,0.004847,0.445527,0.027991,0.267658,0.035462,0.03,0.22,0.38483,0.01098,0.23844,0.00649,3.52954,0.02085,0.95645,0.03156,29,24,23,12.71155872505,-73.20680259773,12.71155872505,-73.20680259773
8037,LC,DCEP,,FUNDAMENTAL,,369295549951641967,4685932778839636352,15.67332207,1.8618E-4,nan,nan,nan,nan,nan,nan,1669.74443457,2.633E-4,1670.44891327,2.633E-4,1702.76740335,2.633E-4,14.4118,2.0E-4,14.7195,0.001,13.6821,0.0023,0.640042,8.26E-4,0.745063,0.0067,0.336944,0.006364,nan,nan,0.34678,0.00299,0.13539,0.00123,4.06225,0.00406,0.32505,0.01601,29,27,24,12.42065440915,-73.23530057361,12.42065440915,-73.23530057361
8038,LC,DCEP,,FUNDAMENTAL,,369295549951641967,4685933225516192512,1.78257907,1.33E-5,nan,nan,nan,nan,nan,nan,1698.06424151,1.881E-5,1698.06424151,1.881E-5,1698.06424151,1.881E-5,17.4389,8.0E-4,nan,nan,nan,nan,0.949031,0.003416,nan,nan,nan,nan,-0.24,0.22,0.46684,0.00385,0.35614,0.00415,3.9555,0.01057,1.79632,0.01577,28,19,18,12.41841687189,-73.19825298313,12.41841687189,-73.19825298313
8039,LC,DCEP,,FUNDAMENTAL,,369295549951641967,4685934462467275904,3.1724742,5.965E-5,nan,nan,nan,nan,nan,nan,1694.66991554,8.435E-5,1694.72689929,8.435E-5,1694.89797235,8.435E-5,16.648,4.0E-4,16.922,0.0057,16.0761,0.0031,0.609402,0.00202,0.665774,0.010028,0.388218,0.009446,-0.32,0.22,0.49065,0.00436,0.30954,0.00395,4.23898,0.00876,2.77349,0.01351,29,26,28,13.07753862657,-73.23689594567,13.07753862657,-73.23689594567
8040,LC,DCEP,,FUNDAMENTAL,,369295549951641967,4685935836818028800,1.59468106,6.98E-6,nan,nan,nan,nan,nan,nan,1698.38489562,9.87E-6,1698.41231068,9.87E-6,1698.23387736,9.87E-6,17.1158,0.0013,17.2415,0.0039,16.5635,0.0029,0.518889,0.001558,0.493225,0.008353,0.27695,0.008369,-0.1,0.22,0.42329,0.01065,0.18574,0.00705,3.84041,0.03153,1.16054,0.07427,28,24,25,13.00385611999,-73.17568775961,13.00385611999,-73.17568775961
8041,LC,DCEP,,MULTI,F/1O,369295549951641967,4685935939896853760,1.14071429,1.158E-5,0.7999195,4.574E-5,nan,nan,nan,nan,1699.05581727,1.63E-5,1773.03663072,1.63E-5,1698.67409312,1.63E-5,17.2556,5.0E-4,17.3137,0.0046,16.697,0.004,0.230799,6.48E-4,0.261637,0.006472,0.050517,0.005612,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,28,21,21,13.20540975263,-73.15322927117,13.20540975263,-73.15322927117
8042,LC,DCEP,,MULTI,1O/2O,369295549951641967,4685936489652561920,nan,nan,0.719318,2.04E-6,0.57934372,8.71E-6,nan,nan,1699.8983642,2.87E-6,1699.93760874,2.87E-6,1699.97164197,2.87E-6,17.6457,6.0E-4,17.8074,0.0073,17.2134,0.0052,0.524537,8.02E-4,0.533157,0.01031,0.413226,0.007373,nan,nan,0.28855,0.00438,nan,nan,4.06381,0.0188,nan,nan,29,24,26,13.41406408465,-73.15588680777,13.41406408465,-73.15588680777
8043,LC,DCEP,,FUNDAMENTAL,,369295549951641967,4685937554844229760,14.56615561,2.0664E-4,nan,nan,nan,nan,nan,nan,1663.10029797,2.9223E-4,1662.4237235,2.9223E-4,1663.19727144,2.9223E-4,14.3739,2.0E-4,14.6819,0.0013,13.8527,0.0054,0.590401,6.86E-4,0.783913,0.005956,0.488451,0.008722,nan,nan,0.2649,0.00114,nan,nan,5.05906,0.00345,nan,nan,29,25,26,13.32615715765,-73.11522965275,13.32615715765,-73.11522965275
8044,LC,DCEP,,FIRST_OVERTONE,,369295549951641967,4685938104600228224,nan,nan,2.26733128,1.451E-5,nan,nan,nan,nan,1695.87532407,2.052E-5,1695.87532407,2.052E-5,1695.87532407,2.052E-5,15.9926,3.0E-4,nan,nan,nan,nan,0.364937,0.001694,nan,nan,nan,nan,nan,nan,0.11045,0.00274,nan,nan,4.71555,0.04004,nan,nan,22,21,18,13.56048480289,-73.07250250223,13.56048480289,-73.07250250223
8045,LC,DCEP,,FUNDAMENTAL,,369295549951641967,4685938237676383744,1.50837669,3.15E-6,nan,nan,nan,nan,nan,nan,1697.92777068,4.46E-6,1697.98160842,4.46E-6,1698.07940937,4.46E-6,17.5995,5.0E-4,17.774,0.0114,16.9816,0.0073,1.166515,0.003518,0.894268,0.16608,0.446859,0.043671,-0.6,0.22,0.57672,0.00309,nan,nan,4.45665,0.00737,nan,nan,29,23,25,12.82707495714,-73.20546344454,12.82707495714,-73.20546344454
8046,LC,DCEP,,FUNDAMENTAL,,369295549951641967,4685940406703325824,4.08933721,1.663E-5,nan,nan,nan,nan,nan,nan,1691.35854265,2.352E-5,1691.57111585,2.352E-5,1691.41863035,2.352E-5,16.3449,6.0E-4,16.5928,0.0025,15.7392,0.0156,0.749353,0.001104,0.729649,0.011382,0.507402,0.024028,-0.62,0.23,0.58173,0.00391,0.22666,0.00328,4.05349,0.01162,2.47328,0.01238,30,26,26,13.08903028366,-73.05096494008,13.08903028366,-73.05096494008
8047,LC,DCEP,,MULTI,1O/2O,369295549951641967,4685942429570665728,nan,nan,1.41210079,1.084E-5,1.14176904,1.9977E-4,nan,nan,1697.78524171,1.221E-5,1697.68011441,1.221E-5,1697.98158272,1.221E-5,17.27,6.0E-4,17.383,0.0049,16.7036,0.0037,0.327073,9.04E-4,0.352015,0.006945,0.125481,0.005208,nan,nan,0.21649,0.00533,nan,nan,4.54012,0.03064,nan,nan,30,26,26,13.38497530843,-72.98741398199,13.38497530843,-72.98741398199
8048,LC,DCEP,,FIRST_OVERTONE,,369295549951641967,4685943567800380672,nan,nan,0.95753457,2.05E-6,nan,nan,nan,nan,1699.16981513,2.89E-6,1699.19025115,2.89E-6,1699.20098723,2.89E-6,17.3177,4.0E-4,17.4405,0.0034,16.8363,0.0035,0.602663,0.001864,0.642235,0.016866,0.449203,0.02192,nan,nan,0.30545,0.00352,0.0833,0.00291,4.08701,0.01195,1.77612,0.04326,27,25,25,12.12436048009,-73.21240800473,12.12436048009,-73.21240800473
8049,LC,DCEP,,FUNDAMENTAL,,369295549951641967,4685944426793711488,4.96417178,4.943E-5,nan,nan,nan,nan,nan,nan,1688.30998498,6.99E-5,1688.23944663,6.99E-5,1688.30038781,6.99E-5,16.5412,3.0E-4,16.9438,0.0038,15.843,0.0029,0.519617,0.001437,0.610607,0.015831,0.39677,0.010214,-0.29,0.23,0.48453,0.00417,nan,nan,4.70138,0.00794,nan,nan,28,25,25,12.20363540489,-73.17826345484,12.20363540489,-73.17826345484
8050,LC,DCEP,,FIRST_OVERTONE,,369295549951641967,4685945178417489920,nan,nan,4.1595791,9.43E-5,nan,nan,nan,nan,1692.98280263,1.3336E-4,1692.94789384,1.3336E-4,1692.98363003,1.3336E-4,15.8546,2.0E-4,16.189,0.0016,15.2836,0.0015,0.253441,9.47E-4,0.295819,0.006362,0.189191,0.005125,nan,nan,0.15486,0.00325,nan,nan,4.16882,0.03026,nan,nan,28,28,28,12.26683687234,-73.17505025924,12.26683687234,-73.17505025924
8051,LC,DCEP,,FUNDAMENTAL,,369295549951641967,4685945595025505152,1.43713451,1.643E-5,nan,nan,nan,nan,nan,nan,1698.73473621,2.323E-5,1697.44622586,2.323E-5,1697.46287779,2.323E-5,17.8081,0.0016,17.8644,0.0131,17.126,0.0092,0.562646,0.009495,0.462849,0.105267,0.127552,0.022569,-0.37,0.22,0.50446,0.01535,0.31475,0.01005,3.91747,0.03392,1.67395,0.0478,26,22,20,12.60366184602,-73.1253208946,12.60366184602,-73.1253208946
8052,LC,DCEP,,FIRST_OVERTONE,,369295549951641967,4685948137646998528,nan,nan,1.35501113,8.7E-6,nan,nan,nan,nan,1698.73477943,1.231E-5,1698.65408509,1.231E-5,1698.82368891,1.231E-5,17.7355,5.0E-4,17.737,0.0043,16.8824,0.0032,0.33442,0.002525,0.312405,0.023458,0.180133,0.015197,nan,nan,0.19054,0.00616,nan,nan,4.29895,0.02775,nan,nan,33,27,28,11.77641369756,-73.16919536126,11.77641369756,-73.16919536126
8053,LC,DCEP,,FUNDAMENTAL,,369295549951641967,4685948167679123712,1.31155888,9.26E-6,nan,nan,nan,nan,nan,nan,1698.88549294,1.309E-5,1698.8730477,1.309E-5,1698.83450312,1.309E-5,18.0744,6.0E-4,18.0219,0.0076,17.2946,0.006,0.391198,0.003695,0.433032,0.025708,0.216771,0.032022,-0.57,0.22,0.56764,0.01037,nan,nan,3.28288,0.03274,nan,nan,33,30,28,11.82412653012,-73.15112352806,11.82412653012,-73.15112352806
8054,LC,DCEP,,FUNDAMENTAL,,369295549951641967,4685948996640141952,6.44699339,3.5929E-4,nan,nan,nan,nan,nan,nan,1686.05563829,5.0811E-4,1686.09459274,5.0811E-4,1686.31732768,5.0811E-4,16.2332,0.0015,16.6731,0.0042,15.5086,0.0022,0.680669,0.002163,0.923504,0.027687,0.532658,0.021267,nan,nan,0.47801,0.00589,0.19518,0.00426,4.80465,0.01772,3.03513,0.02443,30,28,26,12.06214436953,-73.07184916114,12.06214436953,-73.07184916114
8055,LC,DCEP,,FUNDAMENTAL,,369295549951641967,4685949305878731904,4.9714933,1.2356E-4,nan,nan,nan,nan,nan,nan,1691.73510064,1.7474E-4,1691.69438831,1.7474E-4,1691.77508453,1.7474E-4,16.3817,6.0E-4,16.7405,0.0029,15.7346,0.0051,0.261275,0.001892,0.191316,0.019731,0.180165,0.023915,0.49,0.23,0.25746,0.00726,nan,nan,4.65807,0.01582,nan,nan,30,26,26,12.26350841239,-73.09533728069,12.26350841239,-73.09533728069
8056,LC,DCEP,,FIRST_OVERTONE,,369295549951641967,4685949340198580864,nan,nan,1.15593493,8.58E-6,nan,nan,nan,nan,1699.54048878,1.213E-5,1699.44335616,1.213E-5,1699.57640386,1.213E-5,17.2295,6.0E-4,17.2514,0.0073,16.5314,0.0032,0.547143,0.003331,0.483604,0.020443,0.28598,0.029799,nan,nan,0.37207,0.00432,nan,nan,4.16788,0.01549,nan,nan,29,26,27,12.26683179599,-73.09407498034,12.26683179599,-73.09407498034
8057,LC,DCEP,,FIRST_OVERTONE,,369295549951641967,4685951230023754752,nan,nan,0.98138964,1.343E-5,nan,nan,nan,nan,1699.92645086,1.899E-5,1699.92645086,1.899E-5,1699.92645086,1.899E-5,17.2467,8.0E-4,nan,nan,nan,nan,0.163291,0.002078,nan,nan,nan,nan,nan,nan,0.07754,0.04066,nan,nan,4.56676,2.33101,nan,nan,25,18,19,12.42258359981,-72.98817700462,12.42258359981,-72.98817700462
8058,LC,DCEP,,FUNDAMENTAL,,369295549951641967,4685951298702746496,1.36961467,4.1E-6,nan,nan,nan,nan,nan,nan,1698.24007267,5.8E-6,1698.25542328,5.8E-6,1698.17972234,5.8E-6,17.625,7.0E-4,17.6315,0.0047,16.8603,0.0068,0.819085,0.003429,0.956718,0.018929,0.57279,0.021384,0.09,0.22,0.36433,0.00419,nan,nan,4.17719,0.01098,nan,nan,27,23,23,12.53161264446,-72.96782690968,12.53161264446,-72.96782690968
8059,LC,DCEP,,FUNDAMENTAL,,369295549951641967,4685951809778197504,2.44489233,3.103E-5,nan,nan,nan,nan,nan,nan,1695.72616269,4.388E-5,1695.97688325,4.388E-5,1695.88708632,4.388E-5,16.9326,0.0016,17.1364,0.0041,16.3593,0.0042,1.065861,0.009751,0.684448,0.018773,0.475682,0.021838,-0.27,0.22,0.47531,0.00395,0.34545,0.00284,3.95515,0.00899,1.92705,0.01405,25,23,20,12.77282940773,-73.06695293814,12.77282940773,-73.06695293814
8060,LC,DCEP,,FUNDAMENTAL,,369295549951641967,4685952020298439040,2.42156172,1.27E-5,nan,nan,nan,nan,nan,nan,1695.73620601,1.796E-5,1695.77978605,1.796E-5,1695.77784584,1.796E-5,16.7093,0.0012,16.765,0.01,16.1354,0.0075,1.370313,0.004248,1.583891,0.028832,1.019705,0.026346,nan,nan,0.70581,0.00249,0.3262,0.00265,4.17392,0.007,2.31528,0.01571,30,27,26,13.02229192043,-73.04622439021,13.02229192043,-73.04622439021
8061,LC,DCEP,,FUNDAMENTAL,,369295549951641967,4685952982336752000,1.4649142,4.6E-6,nan,nan,nan,nan,nan,nan,1697.50159364,6.51E-6,1697.50159364,6.51E-6,1697.50159364,6.51E-6,17.6503,0.0015,nan,nan,nan,nan,0.647595,0.007377,nan,nan,nan,nan,-0.23,0.22,0.46428,0.00572,0.26685,0.00397,3.78674,0.01541,1.04675,0.0247,23,19,18,12.84155836637,-73.01168023395,12.84155836637,-73.01168023395
8062,LC,DCEP,,FIRST_OVERTONE,,369295549951641967,4685953016696508160,nan,nan,2.99383139,5.037E-5,nan,nan,nan,nan,1693.47050427,7.123E-5,1693.2310141,7.123E-5,1693.6373525,7.123E-5,16.2697,3.0E-4,16.5239,0.0034,15.6877,0.0022,0.161595,0.001148,0.177774,0.009716,0.109536,0.008137,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,25,24,24,12.75925274747,-73.0103765795,12.75925274747,-73.0103765795
8063,LC,DCEP,,FUNDAMENTAL,,369295549951641967,4685953635207053440,1.84751995,5.07E-6,nan,nan,nan,nan,nan,nan,1696.76995847,7.18E-6,1696.79086917,7.18E-6,1696.74882336,7.18E-6,17.2842,6.0E-4,17.5297,0.0141,16.8062,0.0139,0.732921,0.002701,0.467439,0.022415,0.333427,0.026237,-0.26,0.22,0.4737,0.00337,0.35359,0.003,3.79558,0.00811,1.80382,0.01507,29,23,23,13.18160648162,-73.02046212971,13.18160648162,-73.02046212971
8064,LC,DCEP,,FIRST_OVERTONE,,369295549951641967,4685953837001117184,nan,nan,0.71386691,4.99E-6,nan,nan,nan,nan,1699.98596691,7.06E-6,1699.98582634,7.06E-6,1699.98749774,7.06E-6,17.7059,7.0E-4,17.9224,0.0106,17.3122,0.0207,0.483339,0.003521,0.177515,0.028547,0.256141,0.092029,nan,nan,0.28932,0.00652,nan,nan,3.3181,0.02232,nan,nan,26,20,20,13.23094332019,-72.98857938672,13.23094332019,-72.98857938672
8065,LC,DCEP,,FUNDAMENTAL,,369295549951641967,4685955829868242048,1.49414582,5.11E-6,nan,nan,nan,nan,nan,nan,1697.65599279,7.23E-6,1697.65599279,7.23E-6,1697.65599279,7.23E-6,17.4464,6.0E-4,nan,nan,nan,nan,1.0708,0.003128,nan,nan,nan,nan,-0.2,0.22,0.45509,0.00586,0.36346,0.00256,3.90593,0.01075,1.49159,0.01123,25,18,18,12.66782985951,-73.02723990381,12.66782985951,-73.02723990381
8066,LC,DCEP,,FUNDAMENTAL,,369295549951641967,4685956727583974144,7.22779828,3.753E-5,nan,nan,nan,nan,nan,nan,1681.24014552,5.308E-5,1681.23043737,5.308E-5,1681.45806774,5.308E-5,15.3515,3.0E-4,15.669,0.0023,14.7931,0.0011,0.79299,0.001011,0.957027,0.007758,0.58857,0.005369,nan,nan,0.37651,9.8E-4,0.19272,0.00136,4.78501,0.00731,2.7369,0.00474,28,27,27,12.85281314958,-72.94528235318,12.85281314958,-72.94528235318
8067,LC,DCEP,,FUNDAMENTAL,,369295549951641967,4685957036821691392,27.41219714,4.5707E-4,nan,nan,nan,nan,nan,nan,1634.39366089,6.4639E-4,1634.1984095,6.4639E-4,1635.02501507,6.4639E-4,13.931,2.0E-4,14.4243,0.0061,13.3018,0.0018,0.815771,5.58E-4,0.995695,0.051206,0.79975,0.012061,nan,nan,0.38745,9.2E-4,0.26628,9.2E-4,4.79156,0.00219,3.23934,0.00328,27,21,21,12.66076119908,-72.95925068263,12.66076119908,-72.95925068263
