HIP,RAhms,DEdms,Vmag,Plx,e_Plx,Type,Period,u_Period,distance
19008,04 04 21.64,+53 19 44.6,8.17,-0.71,0.97,BE,nan,,-1408.4508
19009,04 04 21.67,+24 06 21.7,5.46,3.42,0.9,,nan,,292.39764
19011,04 04 22.71,-12 47 32.4,5.62,8.12,0.84,VAR:,nan,,123.15271
19039,04 04 43.07,+32 34 16.4,6.87,4.19,0.97,,nan,,238.66348
19057,04 04 58.46,+58 39 35.2,7.74,1.14,0.84,DCEP,7.912024,,877.193
19062,04 05 06.33,-31 10 10.8,8.58,6.79,1.08,EA,0.901378,,147.2754
19072,04 05 15.38,+23 47 50.1,8.26,9.57,1.19,DSCT,0.20251,,104.49321
19094,04 05 36.98,+50 45 34.1,8.68,5.93,1.25,roAp,0.116,,168.63406
19105,04 05 42.35,+57 07 37.1,9.09,2.14,1.29,SR:,12.682,,467.2897
19115,04 05 53.85,+61 47 40.0,7.59,0.17,0.98,SRB,294.0,nan,5882.353
19116,04 05 54.08,-10 17 44.9,7.03,2.87,1.0,SRB,25.0,,348.43207
19122,04 05 58.49,+61 37 58.0,7.91,4.1,0.97,,nan,,243.90245
19128,04 06 03.00,-69 52 17.0,7.45,5.59,0.58,,nan,,178.89087
19129,04 06 03.17,+68 40 47.9,5.88,5.23,0.62,VAR,358.42294,,191.20459
19137,04 06 04.69,+24 43 55.7,8.75,1.03,1.21,SRB,26.834725,,970.87384
19171,04 06 36.40,+27 36 00.1,5.18,6.6,0.85,ACV,7.227424,,151.51515
19176,04 06 38.80,+20 18 11.3,9.57,6.43,1.84,IB,1.079,,155.521
19178,04 06 39.04,+32 23 06.3,7.05,2.78,0.95,E:,0.912087,,359.71222
19201,04 06 55.82,+33 26 47.0,6.7,3.89,1.31,EA/DM,2.02870904,,257.0694
19202,04 06 58.12,-21 59 38.5,6.65,7.18,1.11,VAR:,nan,,139.27577
19231,04 07 19.60,-60 26 50.2,9.24,0.41,0.91,SRB,100.0,nan,2439.0244
19238,04 07 23.79,-39 29 55.0,8.84,1.94,0.92,SRB,50.0,,515.4639
19242,04 07 25.24,-42 55 00.5,6.59,7.48,0.78,VAR,0.09504,,133.68983
19260,04 07 41.74,-01 37 18.0,9.07,1.71,1.27,VAR,8.98069,,584.7953
19270,04 07 49.29,+62 19 58.6,7.08,3.03,5.6,EA+BCEP,2.6983845,,330.03302
19272,04 07 51.39,+62 19 48.4,6.95,0.48,7.69,VAR,2.87076,,2083.3335
19275,04 07 51.76,-73 13 40.6,11.53,0.77,1.99,MISC,178.0,,1298.7013
19296,04 08 11.82,+26 35 53.7,10.96,-0.89,2.3,SRA,40.1,,-1123.5956
19299,04 08 14.25,+22 01 16.5,8.88,6.04,1.3,VAR,3.803844,,165.56291
19306,04 08 18.24,+32 27 36.0,7.52,7.46,0.91,E,2.334,,134.04826
19314,04 08 24.22,+60 52 36.0,7.46,0.77,0.81,GCAS,nan,,1298.7013
19321,04 08 27.83,+62 24 23.7,9.58,-2.68,3.55,CST,nan,,-373.1343
19332,04 08 33.87,+26 50 35.0,11.0,-1.32,2.69,SRA,120.0,,-757.57574
19340,04 08 38.75,+53 21 39.4,7.3,-1.04,0.9,RCB:,nan,,-961.5385
19343,04 08 39.67,+47 42 45.3,3.96,5.89,0.72,GCAS,72.0,nan,169.7793
19359,04 08 49.60,+10 27 49.4,8.76,3.45,1.78,EA,1.85925,,289.85507
19362,04 08 52.67,+14 32 48.3,10.2,-0.28,1.88,VAR,14.252957,,-3571.4285
19363,04 08 53.50,+23 05 55.1,6.87,4.08,2.06,,nan,,245.09804
19376,04 09 01.56,+13 23 53.9,5.94,7.32,0.92,EB,9.16422,,136.61201
19379,04 09 05.15,-04 42 26.2,8.83,2.81,1.47,VAR,3.63016,,355.8719
19380,04 09 06.72,-48 28 33.9,8.53,3.15,0.79,EA,2.3833,,317.4603
19391,04 09 11.86,+36 25 39.1,7.73,0.81,0.98,SRS,7.2776,,1234.5679
19395,04 09 16.99,+30 46 33.4,9.45,5.4,1.7,VAR:,nan,,185.18518
19398,04 09 17.84,-16 23 09.2,5.45,4.49,0.78,SPB,1.87336,,222.71716
19404,04 09 23.24,+57 05 28.2,8.01,1.36,0.92,ACYG,12.39,,735.2941
19408,04 09 24.46,+58 33 36.5,7.08,15.19,0.8,GDOR,0.79139,,65.83279
19424,04 09 35.70,-81 51 18.2,8.81,nan,nan,RS:,19.167,,nan
19431,04 09 40.87,-07 53 35.2,7.03,17.8,0.97,RS,nan,,56.17978
19445,04 09 51.08,-79 01 04.5,8.39,2.31,0.63,VAR,0.20152,,432.90045
19456,04 10 00.82,+66 48 50.0,9.47,4.92,4.05,VAR,0.64441,,203.25203
19463,04 10 03.39,-34 29 51.8,7.22,1.73,0.75,LB:,nan,,578.03467
19464,04 10 04.99,+24 06 53.8,9.55,7.87,3.82,VAR,8.510763,,127.064804
19484,04 10 23.13,+22 50 02.2,9.83,7.12,1.58,VAR,6.877883,,140.44945
19487,04 10 25.06,+42 10 26.4,7.76,3.53,1.11,LB,nan,,283.28613
19488,04 10 28.66,+57 51 04.9,9.47,1.48,1.17,,nan,,675.67566
19513,04 10 49.88,+26 28 51.7,5.39,16.72,0.93,DSCT,0.14497,,59.808617
19517,04 10 51.92,+42 12 34.7,8.83,3.71,1.54,SRB,78.5,nan,269.54178
19530,04 11 03.77,-63 09 38.1,9.22,2.48,0.73,DSCTC,0.122781,,403.2258
19533,04 11 04.55,-20 03 05.2,8.91,3.25,1.25,SRB,150.0,,307.69232
19534,04 11 04.87,+35 13 33.2,9.27,9.55,1.59,VAR,0.08971,,104.712036
19535,04 11 05.24,-18 25 36.0,8.05,10.41,1.56,CST,nan,,96.06148
19545,04 11 09.36,+02 19 06.4,7.01,1.68,0.88,VAR:,nan,,595.2381
19567,04 11 31.03,-25 08 02.2,9.36,2.98,1.67,M,376.63,,335.57047
19571,04 11 36.18,-20 21 22.6,5.8,13.06,0.72,EA,3.6586,,76.56968
19578,04 11 43.70,-21 25 00.0,8.96,5.63,1.23,MISC,2.38254,,177.61989
19587,04 11 51.93,-06 50 16.0,4.04,25.98,1.04,DSCTC,0.0815,,38.491146
19607,04 12 05.10,+68 59 31.1,8.85,5.05,1.01,DSCT,0.1250207,,198.01979
19628,04 12 20.64,+42 54 28.1,8.1,11.03,0.99,EA,1.3492,,90.661835
19647,04 12 36.46,+42 07 06.4,8.01,5.49,1.29,GCAS,nan,,182.14937
19666,04 12 48.04,-23 49 16.2,6.61,3.97,0.73,,nan,,251.88916
19672,04 12 51.25,+22 24 48.5,6.14,3.16,0.83,ACV:,15.75066,,316.4557
19675,04 12 52.96,-33 08 25.9,9.1,2.36,1.07,*,nan,,423.72882
19694,04 13 07.22,-36 32 42.3,8.25,1.55,0.84,SRB,36.0,,645.1613
19700,04 13 12.52,-03 53 05.6,7.51,0.81,1.03,SRB:,nan,,1234.5679
19702,04 13 14.00,+22 57 31.7,9.05,2.83,1.95,DSCT,0.045532,,353.3569
19714,04 13 24.41,+03 54 08.0,8.1,0.57,1.27,SRB,24.792049,,1754.386
19715,04 13 24.44,+29 07 22.6,7.92,1.91,1.0,,nan,,523.56024
19717,04 13 29.62,-10 23 13.5,7.23,3.35,1.12,SR,559.0,,298.50748
19722,04 13 36.77,-50 35 10.2,8.9,1.29,0.74,SRB,52.0,,775.19385
19724,04 13 37.92,-41 23 19.8,8.52,4.09,0.83,VAR:,nan,,244.49876
19725,04 13 38.15,-01 08 59.0,6.45,2.33,0.91,SPB,1.3253,,429.18457
19752,04 14 03.55,-15 59 35.3,7.19,0.87,1.11,,nan,,1149.4253
19762,04 14 12.92,+28 12 12.5,10.71,9.88,2.71,INB+BY,3.0802,,101.21458
19763,04 14 14.95,+18 53 38.5,8.14,10.63,1.44,VAR,0.3589,,94.07338
19764,04 14 15.15,+66 32 52.5,8.27,3.15,1.12,LB:,nan,,317.4603
19770,04 14 20.31,+69 30 24.2,7.3,2.24,0.74,VAR,3.70975,,446.42856
19775,04 14 22.54,-38 19 01.6,9.15,12.1,1.1,TTS/ROT,2.332,,82.64462
19790,04 14 30.84,-75 48 29.2,7.24,2.79,0.58,,nan,,358.42294
19812,04 14 53.86,+48 24 33.7,4.12,4.51,0.76,,nan,,221.72948
19823,04 15 01.80,+57 27 37.3,6.06,2.49,0.7,VAR:,nan,,401.6064
19826,04 15 05.39,-53 00 32.6,8.78,-0.47,0.85,SRB,80.0,nan,-2127.6597
19853,04 15 24.12,+24 04 42.5,7.9,3.79,1.05,LB:,80.5,,263.85223
19889,04 15 58.55,-24 00 29.9,8.62,9.7,1.64,VAR,0.15041,,103.09279
19891,04 15 59.24,+39 16 29.3,9.45,2.01,1.43,,nan,,497.51245
19903,04 16 10.61,+34 52 07.7,7.57,4.13,1.01,VAR,0.08675,,242.13074
19906,04 16 13.66,+01 14 26.8,8.57,1.91,1.1,VAR,nan,,523.56024
19917,04 16 20.92,-60 56 54.8,6.34,8.41,0.53,ACV,2.83507,,118.90607
19918,04 16 22.39,+82 27 46.5,9.77,0.41,1.38,SR,260.3,,2439.0244
19931,04 16 33.19,+50 37 34.6,9.73,2.3,2.44,SRA,474.0,,434.78262
19938,04 16 35.97,-10 05 09.0,7.46,4.83,1.34,DSCT,0.0689,,207.03934
19945,04 16 39.30,-64 18 56.4,7.97,5.5,0.63,DSCTC,nan,,181.81818
19969,04 16 54.33,+57 14 28.3,8.18,2.92,0.91,VAR,1.84294,,342.46576
19978,04 17 06.07,+41 43 54.6,11.22,-1.59,2.96,DCEP,4.289967,,-628.9308
19986,04 17 12.31,+50 51 57.0,6.59,1.35,1.02,,nan,,740.7407
19988,04 17 14.46,+18 56 57.5,10.89,-0.29,2.63,VAR,13.597659,,-3448.276
19990,04 17 15.69,+20 34 43.5,4.93,34.87,0.8,,nan,,28.677948
19991,04 17 16.37,+46 13 50.0,8.02,-0.64,1.09,BE,nan,,-1562.5
19992,04 17 16.89,+46 41 48.2,7.38,1.53,0.98,SRD,107.9,,653.5948
19993,04 17 17.20,+47 24 00.7,10.53,1.84,1.64,RRAB/BL:,0.42554892,,543.4783
20004,04 17 21.10,+57 10 41.8,6.71,6.94,0.69,ACV,3.8031,,144.09222
20015,04 17 35.48,-71 58 39.1,9.17,3.91,0.83,BY:,15.615,,255.75447
20020,04 17 40.27,-63 15 19.8,5.88,7.05,0.58,,nan,,141.84396
20027,04 17 43.95,+62 20 47.9,7.15,3.44,0.82,LB,nan,,290.69766
20036,04 17 50.72,-34 11 11.6,7.45,9.35,0.67,VAR,2.84819,,106.951866
20045,04 17 55.36,-18 30 25.5,11.01,0.48,1.42,M,299.0,,2083.3335
20046,04 17 55.71,+58 47 26.8,7.09,7.55,1.15,,nan,,132.45033
20049,04 17 59.18,-80 12 51.1,5.67,8.0,0.5,,nan,,125.0
20063,04 18 08.09,+42 08 28.5,6.22,8.39,0.81,SPB,0.38029,,119.18951
20070,04 18 14.58,+50 17 44.3,4.6,10.25,0.87,EA+ELL,704.9,,97.560974
20075,04 18 16.07,-20 42 55.1,6.0,3.12,0.72,SR,nan,,320.51282
20095,04 18 30.46,+49 51 52.9,8.56,3.97,1.24,LB:,nan,,251.88916
20097,04 18 31.10,+28 27 16.4,10.78,7.31,2.07,WTTS/ROT,1.87197,,136.7989
20146,04 19 07.94,+17 31 29.4,8.47,21.24,1.32,BY:,nan,,47.08098
20160,04 19 15.83,+29 06 27.1,11.96,18.98,4.65,CTTS/ROT,8.1,,52.68704
20171,04 19 26.08,+21 08 32.7,5.5,12.2,0.76,ACV,nan,,81.96722
20173,04 19 28.58,+74 38 09.9,7.45,8.27,0.67,DSCT,0.039932,,120.918976
20186,04 19 36.69,+21 46 24.9,5.34,10.32,0.76,ACV,1.56896,,96.89923
20202,04 19 46.86,+48 57 11.8,9.7,0.56,1.84,DCEP,4.972516,,1785.7142
20210,04 19 53.33,-17 27 50.8,7.52,0.89,0.86,VAR,6.92281,,1123.5956
20231,04 20 09.95,+31 57 11.5,6.16,3.98,0.92,VAR,17.67721,,251.25629
20234,04 20 11.51,+50 55 15.4,5.55,2.74,0.75,HB,9.89572,,364.9635
20235,04 20 12.02,+37 12 02.6,7.91,2.67,1.19,SRB,nan,,374.53183
20243,04 20 15.29,-02 37 42.8,6.89,4.2,1.1,SRB,30.0,nan,238.09525
20245,04 20 16.77,+42 18 51.9,9.68,3.43,1.45,EA/D,13.198904,,291.5452
20259,04 20 31.79,+43 14 17.4,7.23,2.25,1.02,VAR,326.79739,,444.44446
20262,04 20 37.77,+28 53 31.5,7.93,4.91,1.06,ACV,2.77929,,203.666
20263,04 20 38.59,-06 14 45.1,6.15,15.83,0.77,BY,617.6,,63.171196
20267,04 20 40.98,-01 44 23.0,8.61,8.59,1.36,EA,6.47649,,116.41444
20269,04 20 41.33,-16 49 48.0,6.97,1.76,0.9,SRB,82.0,,568.1818
20271,04 20 42.83,-07 35 33.0,5.85,4.31,0.75,SPB,3.8,,232.01857
20276,04 20 46.73,+56 06 09.0,8.24,0.05,1.0,VAR,nan,,20000.0
20296,04 20 57.50,+50 15 17.4,7.13,2.75,1.09,,nan,,363.63635
20304,04 21 02.36,-59 09 50.5,8.61,3.3,0.83,LB,nan,,303.0303
20315,04 21 07.30,+81 25 42.8,8.03,6.48,0.74,DSCTC,0.0736646,,154.32098
20347,04 21 31.29,-25 43 42.4,6.08,18.4,1.16,,nan,,54.347828
20354,04 21 33.15,+46 29 56.3,4.8,7.03,0.79,SPB,2.1692,,142.24751
20370,04 21 45.47,+50 02 06.7,7.11,2.15,1.9,RS:,nan,,465.11627
20387,04 21 57.40,+28 26 35.8,10.2,7.49,2.18,CTTS/ROT,5.6,,133.51135
20388,04 21 58.84,+28 18 06.7,9.02,7.81,1.3,CTTS/ROT,1.5215,,128.04097
20390,04 21 59.42,+19 32 06.5,9.81,5.66,1.58,CTTS/ROT,2.81,,176.67845
20428,04 22 34.79,-55 05 46.9,8.46,2.85,0.75,VAR:,nan,,350.8772
20429,04 22 34.83,-05 30 04.1,9.07,0.49,1.65,SRA,91.4,,2040.8163
20430,04 22 34.93,+25 37 45.7,5.38,12.19,1.0,,nan,,82.034454
20436,04 22 39.89,+47 39 36.1,7.85,1.05,1.09,LB,nan,,952.381
20455,04 22 56.03,+17 32 33.3,3.77,21.29,0.93,,nan,,46.970406
20465,04 23 05.66,-24 53 31.6,5.81,7.18,0.7,,nan,,139.27577
20480,04 23 22.27,+21 22 45.1,8.84,20.63,1.34,,nan,,48.4731
20482,04 23 22.79,+19 39 31.5,9.39,15.82,1.44,BY,10.0254,,63.21113
20492,04 23 32.27,+14 40 13.9,9.11,21.23,1.8,BY:,nan,,47.103157
20493,04 23 32.36,+20 58 55.7,6.0,6.77,0.76,SPB,0.62039,,147.7105
20497,04 23 35.19,+35 54 11.1,7.16,2.4,0.95,VAR,0.4242,,416.66666
20506,04 23 40.40,-27 49 49.5,7.92,0.37,0.98,SRB,60.0,,2702.7026
20507,04 23 40.88,-03 44 43.2,5.17,15.66,0.8,DSCTC,0.09196079,,63.85696
20513,04 23 44.18,+22 57 53.4,7.03,1.02,0.9,LB:,nan,,980.39215
20515,04 23 45.80,+06 22 44.2,8.69,7.21,1.02,VAR,0.102,,138.69626
20527,04 23 54.34,+14 03 07.7,10.89,22.57,2.78,VAR:,nan,,44.306602
20553,04 24 12.40,+14 45 29.8,7.58,22.25,1.52,BY,7.168,,44.94382
20568,04 24 23.80,-35 16 49.8,8.24,1.8,0.88,MISC,48.384,,555.55554
20570,04 24 24.84,+34 18 53.4,7.3,-6.73,3.0,EB:,5.6866,,-148.58841
20577,04 24 28.26,+16 53 10.4,7.79,20.73,1.29,BY,7.951,,48.23927
20587,04 24 32.97,+04 07 24.2,9.73,3.04,1.45,CWB,1.583535,,328.9474
20619,04 25 05.36,-61 14 17.7,5.94,5.08,0.48,VAR:,nan,,196.8504
20630,04 25 19.10,-44 09 39.8,6.38,27.0,0.57,VAR:,nan,,37.037037
20632,04 25 19.26,+23 47 46.1,10.46,-4.14,10.85,,nan,,-241.5459
20648,04 25 29.32,+17 55 40.8,4.3,22.05,0.77,ACV:,57.25,,45.351475
20657,04 25 35.42,-60 45 25.1,8.69,3.67,0.7,EA,2.0847,,272.47955
20661,04 25 37.25,+15 56 27.9,6.44,21.47,0.97,BY:,nan,,46.57662
20665,04 25 38.70,-38 03 34.4,9.95,1.11,1.14,EW,0.640619,,900.9009
20670,04 25 40.34,-39 50 09.6,8.18,1.93,0.78,SRS,25.1,,518.1347
20712,04 26 18.43,+21 28 13.9,7.36,21.54,0.97,,nan,,46.425255
20715,04 26 21.10,+08 35 25.0,6.06,5.46,1.02,SPB,1.2641,,183.15018
20725,04 26 27.14,-00 30 40.1,7.17,2.93,1.07,VAR,2.58445,,341.2969
20729,04 26 31.48,+68 02 23.6,8.18,0.36,0.95,VAR,0.68827,,2777.7776
20762,04 26 54.28,+13 08 17.6,10.48,21.83,2.29,,nan,,45.80852
20777,04 27 02.79,+25 42 22.6,11.96,25.72,6.36,CTTS/ROT,7.18,,38.88025
20779,04 27 03.49,+71 46 53.0,7.57,3.41,0.79,EA+SPB,17.1052,,293.25513
20780,04 27 04.86,+18 12 27.3,6.94,8.04,1.53,TTS/ROT,0.6962,,124.37811
20789,04 27 17.45,+22 59 46.9,5.53,7.86,0.75,VAR,0.50347,,127.22646
20806,04 27 31.86,-17 06 31.2,8.4,20.9,2.04,CST,nan,,47.84689
20815,04 27 35.83,+15 35 21.3,7.41,21.83,1.01,BY,nan,,45.80852
20816,04 27 35.96,+06 36 43.2,9.12,3.87,2.44,ACV,24.743,,258.39795
20827,04 27 46.97,+14 25 04.1,9.48,17.29,2.23,BY:,nan,,57.836895
20837,04 27 56.39,-13 27 52.3,8.44,1.69,1.22,ACV:,nan,,591.71594
20850,04 28 04.37,+13 52 04.7,9.02,21.29,1.91,BY:,nan,,46.970406
20856,04 28 09.48,-41 57 35.4,6.41,3.04,0.6,SR,nan,,328.9474
20860,04 28 13.30,+83 48 27.9,5.51,4.76,0.63,GCAS:,nan,,210.08403
20873,04 28 23.34,+14 44 27.7,5.9,18.42,1.93,,nan,,54.288815
20877,04 28 26.37,+16 21 34.7,4.96,16.78,1.02,,nan,,59.594753
20888,04 28 36.49,-32 27 56.7,7.88,8.14,0.78,VAR,3.07163,,122.85012
20896,04 28 42.27,+79 42 07.2,7.76,10.14,0.67,EA,4.1659,,98.61932
20903,04 28 50.57,-14 58 45.6,8.21,1.26,1.25,LB:,nan,,793.6508
20904,04 28 51.98,+30 21 41.5,6.38,18.42,1.61,E,0.46125,,54.288815
20914,04 28 56.32,-64 33 56.9,8.08,2.27,0.66,,nan,,440.52863
20922,04 29 06.93,-13 02 54.1,5.61,2.07,0.82,GCAS,nan,,483.0918
20930,04 29 16.65,-84 48 18.4,8.41,1.91,0.71,SRB,50.8,,523.56024
20943,04 29 24.79,-33 34 34.3,10.07,2.05,2.61,EB,0.6342,,487.8049
20949,04 29 30.71,+26 40 18.0,9.19,17.08,1.18,,nan,,58.548008
20958,04 29 38.93,+05 09 51.5,6.93,4.27,0.95,SRC,nan,,234.19203
20961,04 29 40.87,-48 22 20.6,8.77,1.36,0.83,SRB:,nan,,735.2941
20962,04 29 41.54,+38 47 49.8,8.65,-2.4,1.69,,nan,,-416.66666
20963,04 29 42.86,+10 31 18.7,6.77,4.71,1.02,SPB,1.4823,,212.31422
20974,04 29 51.92,+69 22 42.2,6.63,2.67,0.69,VAR,4.1029,,374.53183
20979,04 29 57.61,-28 52 46.7,7.71,5.37,0.9,DSCT,0.0696,,186.21974
20977,04 29 57.62,-33 32 43.5,8.58,2.13,0.94,,nan,,469.48355
20978,04 29 57.66,+16 40 22.5,9.08,24.71,1.27,BY:,nan,,40.469448
20990,04 30 03.99,+18 13 49.6,11.03,-6.68,4.04,CTTS/ROT,2.7,,-149.7006
20992,04 30 06.91,-08 03 10.3,9.76,-0.65,1.74,LB:,197.0,,-1538.4615
20993,04 30 07.92,+45 57 02.1,8.28,-0.26,1.27,LB:,16.879,,-3846.154
20994,04 30 07.99,+20 52 35.6,9.73,9.16,1.75,,nan,,109.17031
21006,04 30 16.68,+00 58 48.2,10.45,35.53,2.74,ROT,9.109,,28.145231
21029,04 30 33.57,+16 11 38.7,4.78,22.54,0.77,DSCT:,nan,,44.36557
21039,04 30 38.83,+15 41 31.0,5.47,22.55,1.09,VAR:,nan,,44.345898
21044,04 30 41.20,+52 18 22.5,8.41,1.17,1.25,,nan,,854.70087
21046,04 30 41.68,+57 24 42.2,8.06,3.01,0.97,SRB,101.0,,332.22592
21050,04 30 45.11,-07 14 27.8,8.51,6.32,1.1,EB,0.512638,,158.22784
21052,04 30 46.22,+40 08 47.8,7.82,4.83,1.13,,nan,,207.03934
21057,04 30 48.59,-45 35 47.4,7.91,1.09,0.7,VAR,1.03585,,917.43115
21059,04 30 50.05,+64 26 30.5,8.41,1.71,0.94,SRB,135.75,,584.7953
21060,04 30 50.10,-44 57 13.5,5.07,4.59,0.51,VAR:,nan,,217.86491
21063,04 30 53.32,-41 10 27.2,7.02,6.51,0.62,DSCTC,0.154101,,153.60983
21080,04 31 05.15,-36 14 36.2,8.29,1.19,0.92,SRB:,27.08,,840.3361
21082,04 31 07.16,+15 06 18.6,6.28,7.16,1.06,LB:,7.9594,,139.66481
21087,04 31 09.85,-78 37 58.6,7.87,7.93,0.95,DSCT,nan,,126.10341
21108,04 31 24.10,+40 00 36.8,6.25,1.91,1.46,CST,nan,,523.56024
21144,04 31 56.94,+36 44 34.3,6.35,8.47,0.87,RS:,21.3,,118.06375
21148,04 32 01.84,+53 54 39.0,5.78,-1.53,1.02,BCEP:,0.22132,nan,-653.5948
21149,04 32 02.34,-57 09 44.4,8.52,3.16,0.71,VAR,0.60078,,316.4557
21153,04 32 06.37,+46 59 02.4,8.54,1.55,1.61,,nan,,645.1613
21179,04 32 25.59,+13 06 47.8,11.0,17.55,2.97,BY,1.482,,56.98006
21190,04 32 35.36,-40 12 29.9,8.37,2.86,0.89,LB:,nan,,349.65036
21192,04 32 37.54,-03 12 34.2,5.76,7.61,0.83,SXARI,1.374,,131.40604
21213,04 33 01.53,-38 17 00.3,7.63,7.45,0.97,EA,2.486955,,134.2282
21225,04 33 09.85,-25 33 35.6,7.26,8.31,0.88,VAR,1.16943,,120.33694
21233,04 33 16.88,+52 48 18.0,7.22,1.99,0.96,LB,nan,,502.51257
21241,04 33 24.85,-23 56 19.6,8.66,2.21,1.13,EB,0.62358484,,452.48868
21247,04 33 30.62,+72 31 43.8,5.94,8.74,0.61,EA,4.19796,,114.41648
21252,04 33 32.81,-63 01 45.1,9.23,0.65,1.23,M,281.0,,1538.4615
21273,04 33 50.86,+14 50 40.2,4.65,21.39,1.24,DSCTC,0.067,,46.75082
21274,04 33 50.96,+56 43 29.6,8.6,1.92,1.09,EA,nan,,520.8334
21276,04 33 54.37,+64 37 59.1,7.75,36.32,1.07,BY,7.604,,27.53304
21278,04 33 54.73,-06 44 20.0,5.71,4.18,0.88,ACV,3.82,,239.23447
21280,04 33 58.48,+15 09 49.3,8.48,24.02,1.68,BY:,nan,,41.631973
21281,04 33 59.72,-55 02 42.0,3.3,18.56,0.46,ACV,2.94247,,53.87931
21292,04 34 05.33,+61 53 03.5,8.38,4.3,0.96,PULS,0.061237,,232.55814
21296,04 34 11.64,-08 13 52.9,5.2,4.05,0.72,SR,nan,,246.91357
21304,04 34 22.37,+08 11 13.9,8.32,3.2,1.22,VAR,0.0493,,312.5
21317,04 34 35.25,+15 30 16.9,7.9,23.19,1.3,BY,8.557,,43.122036
21323,04 34 37.99,+28 57 40.3,5.88,7.0,0.86,ACV,1.9773,,142.85715
21334,04 34 43.31,+15 15 54.4,12.09,6.01,6.32,EA,1.0773555,,166.38934
21339,04 34 44.94,-42 01 45.5,8.19,1.64,0.89,LB:,nan,,609.7561
21402,04 35 39.23,+10 09 39.3,4.25,21.68,0.82,E:,nan,,46.12546
21405,04 35 41.01,+39 44 04.2,8.23,8.69,1.36,E,3.361,,115.07481
21423,04 35 57.92,-71 56 42.9,9.06,2.82,0.73,,nan,,354.60992
21428,04 36 01.67,-03 36 41.8,6.34,3.73,0.89,VAR:,nan,,268.09653
21444,04 36 19.14,-03 21 08.8,3.93,5.56,0.88,BCEP+SPB,0.173512221,,179.85611
21464,04 36 33.93,-27 34 43.2,9.77,3.48,1.5,SRB,340.0,,287.35632
21467,04 36 37.68,+18 45 17.9,10.31,5.74,1.85,EW/KW,0.4156747,,174.21603
21474,04 36 40.66,+15 52 09.8,6.64,22.99,0.95,,nan,,43.497173
21486,04 36 50.94,-30 43 00.5,6.28,8.28,0.63,VAR,0.62978,,120.77295
21495,04 37 00.41,-51 50 26.5,8.39,6.89,0.69,RS,76.1,,145.13788
21499,04 37 02.36,+82 41 24.9,9.34,0.21,0.96,LB:,nan,,4761.905
21515,04 37 13.68,+00 59 54.0,5.32,3.85,0.78,,nan,,259.74026
21517,04 37 14.78,+18 32 35.0,6.49,3.12,0.82,DCEPS,3.14873,,320.51282
21543,04 37 31.93,+15 08 47.4,7.53,23.54,1.29,BY,nan,,42.48088
21547,04 37 36.11,-02 28 24.2,5.22,33.6,0.91,VAR,0.65081,,29.761906
21563,04 37 44.50,-31 24 38.0,8.13,4.6,0.95,ROT,8.315,,217.39131
21575,04 37 54.33,+07 19 03.5,7.0,1.48,0.99,ELL:,1.06066,,675.67566
21588,04 38 09.38,+16 02 00.2,5.78,21.96,1.04,,nan,,45.537342
21600,04 38 14.57,+08 20 09.4,10.86,-2.62,20.8,M,337.0,,-381.6794
21604,04 38 15.84,+20 41 05.1,5.85,9.03,0.84,EA/SD:,2.0562997,,110.741974
21605,04 38 16.17,-24 39 30.8,8.6,0.98,1.04,GCAS,nan,,1020.40814
21619,04 38 29.49,+26 56 21.9,6.56,14.29,1.64,,nan,,69.979004
21621,04 38 31.06,+18 44 01.5,8.45,1.98,1.15,EA,4.9074,,505.0505
21626,04 38 36.24,+08 10 30.7,7.64,1.66,0.97,BE,nan,,602.40967
21628,04 38 38.71,+38 26 55.1,7.61,3.15,1.27,VAR,8.59,,317.4603
21632,04 38 43.91,-27 02 01.7,8.47,18.27,1.02,TTS/ROT,2.32,,54.734535
21633,04 38 46.21,+06 49 13.2,7.95,2.34,1.37,LB:,7.69,,427.35043
21636,04 38 51.03,+82 29 10.9,8.27,1.51,0.79,VAR,3.15547,,662.25165
21644,04 38 53.59,-12 07 23.1,4.99,14.34,0.78,VAR,1.61298,,69.73501
21648,04 38 55.74,-13 20 47.7,8.33,0.66,1.03,SRD:,nan,,1515.1515
21688,04 39 22.81,-30 27 23.9,8.23,1.84,1.0,LB:,46.9,,543.4783
21697,04 39 30.99,+34 07 45.0,9.62,8.9,2.96,WTTS/ROT,0.7333,,112.35956
21708,04 39 39.11,+69 05 37.8,7.93,1.44,0.93,,nan,,694.4444
21715,04 39 43.91,-16 57 47.1,7.52,1.94,1.03,,nan,,515.4639
21727,04 39 54.69,+53 04 46.5,5.07,6.58,0.78,RS:,0.16,,151.9757
21735,04 40 03.42,+12 11 51.5,5.45,9.46,0.78,VAR:,nan,,105.708244
21763,04 40 26.49,-19 40 16.5,4.32,9.03,0.69,SRB,30.0,,110.741974
21766,04 40 30.09,-38 14 06.9,11.01,-1.83,1.46,M,389.0,,-546.44806
21768,04 40 32.64,+24 26 31.4,10.42,2.53,1.82,ELL/RS,17.690348,,395.25693
21810,04 41 06.10,+06 37 52.8,8.88,1.14,1.6,SRB:,45.53729,,877.193
21813,04 41 08.04,+25 59 34.0,8.31,5.64,1.11,VAR:,nan,,177.30496
21814,04 41 12.39,-65 18 43.5,9.4,0.93,0.89,,nan,,1075.2688
