wav,rprs
 0.27333,0.1486381
 0.27410,0.1486226
 0.27487,0.1486072
 0.27564,0.1485918
 0.27641,0.1485765
 0.27718,0.1485612
 0.27795,0.1485460
 0.27872,0.1485308
 0.27949,0.1485157
 0.28026,0.1485005
 0.28103,0.1484855
 0.28180,0.1484704
 0.28257,0.1484554
 0.28334,0.1484405
 0.28411,0.1484256
 0.28488,0.1484107
 0.28565,0.1483959
 0.28642,0.1483811
 0.28719,0.1483663
 0.28796,0.1483516
 0.28873,0.1483370
 0.28950,0.1483223
 0.29027,0.1483078
 0.29104,0.1482932
 0.29181,0.1482787
 0.29258,0.1482642
 0.29335,0.1482498
 0.29412,0.1482354
 0.29489,0.1482210
 0.29566,0.1482067
 0.29643,0.1481924
 0.29720,0.1481781
 0.29797,0.1481639
 0.29874,0.1481497
 0.29951,0.1481356
 0.30028,0.1481215
 0.30105,0.1481074
 0.30182,0.1480934
 0.30259,0.1480794
 0.30336,0.1480654
 0.30413,0.1480515
 0.30490,0.1480376
 0.30567,0.1480238
 0.30644,0.1480099
 0.30721,0.1479962
 0.30798,0.1479824
 0.30875,0.1479687
 0.30952,0.1479550
 0.31029,0.1479414
 0.31106,0.1479277
 0.31183,0.1479142
 0.31260,0.1479006
 0.31337,0.1478871
 0.31414,0.1478736
 0.31491,0.1478602
 0.31568,0.1478467
 0.31645,0.1478334
 0.31722,0.1478200
 0.31799,0.1478067
 0.31876,0.1477934
 0.31953,0.1477802
 0.32030,0.1477669
 0.32107,0.1477537
 0.32184,0.1477406
 0.32261,0.1477275
 0.32338,0.1477144
 0.32415,0.1477013
 0.32492,0.1476883
 0.32569,0.1476753
 0.32646,0.1476623
 0.32723,0.1476493
 0.32800,0.1476364
 0.32877,0.1476236
 0.32954,0.1476107
 0.33031,0.1475979
 0.33108,0.1475851
 0.33185,0.1475723
 0.33262,0.1475596
 0.33339,0.1475469
 0.33416,0.1475342
 0.33493,0.1475216
 0.33570,0.1475090
 0.33647,0.1474964
 0.33724,0.1474838
 0.33801,0.1474713
 0.33878,0.1474588
 0.33955,0.1474463
 0.34032,0.1474339
 0.34109,0.1474215
 0.34186,0.1474091
 0.34263,0.1473967
 0.34340,0.1473844
 0.34417,0.1473721
 0.34494,0.1473598
 0.34571,0.1473476
 0.34648,0.1473353
 0.34725,0.1473231
 0.34802,0.1473110
 0.34879,0.1472988
 0.34956,0.1472867
 0.35031,0.1472766
 0.35104,0.1472650
 0.35177,0.1472534
 0.35250,0.1472425
 0.35323,0.1472316
 0.35397,0.1472206
 0.35471,0.1472095
 0.35544,0.1471983
 0.35618,0.1471871
 0.35692,0.1471757
 0.35766,0.1471642
