wav,rprs
0.28575103,0.12013872
0.28583270,0.12012780
0.28591443,0.12012078
0.28599620,0.12011577
0.28607801,0.12011219
0.28615988,0.12010935
0.28624179,0.12010691
0.28632375,0.12010506
0.28640575,0.12010329
0.28648780,0.12010162
0.28656990,0.12010037
0.28665205,0.12009885
0.28673424,0.12009775
0.28681648,0.12009664
0.28689877,0.12009547
0.28698110,0.12009471
0.28706348,0.12013544
0.28714591,0.12014072
0.28722839,0.12009177
0.28731091,0.12014665
0.28739348,0.12009010
0.28747610,0.12014843
0.28755877,0.12008803
0.28764148,0.12015350
0.28772425,0.12008584
0.28780705,0.12015620
0.28788991,0.12008417
0.28797282,0.12008318
0.28805577,0.12015921
0.28813877,0.12008153
0.28822182,0.12008058
0.28830491,0.12016136
0.28838805,0.12007920
0.28847125,0.12007780
0.28855449,0.12007697
0.28863777,0.12016352
0.28872111,0.12007564
0.28880449,0.12007422
0.28888793,0.12007342
0.28897141,0.12007291
0.28905493,0.12016676
0.28913851,0.12007100
0.28922214,0.12006992
0.28930581,0.12006915
0.28938953,0.12006836
0.28947330,0.12020137
0.28955712,0.12007357
0.28964099,0.12006571
0.28972491,0.12006485
0.28980887,0.12006395
0.28989288,0.12006312
0.28997695,0.12006246
0.29006106,0.12022900
0.29014522,0.12006182
0.29022943,0.12005978
0.29031368,0.12005882
0.29039799,0.12005789
0.29048235,0.12005715
0.29056675,0.12005628
0.29065120,0.12005552
0.29073571,0.12005704
0.29082026,0.12025681
0.29090486,0.12005312
0.29098951,0.12005194
0.29107421,0.12005128
0.29115896,0.12005040
0.29124376,0.12004950
0.29132860,0.12004843
0.29141350,0.12004777
0.29149845,0.12004707
0.29158344,0.12004663
0.29166849,0.12028466
0.29175358,0.12004616
0.29183873,0.12004373
0.29192392,0.12004256
0.29200917,0.12004182
0.29209446,0.12004090
0.29217981,0.12004006
0.29226520,0.12003924
0.29235065,0.12003842
0.29243614,0.12003750
0.29252168,0.12003671
0.29260728,0.12003607
0.29269292,0.12003535
0.29277862,0.12003953
0.29286436,0.12030676
0.29295015,0.12003313
0.29303600,0.12003163
0.29312189,0.12003076
0.29320784,0.12002986
0.29329384,0.12002898
0.29337988,0.12002816
0.29346598,0.12002716
0.29355213,0.12002634
0.29363833,0.12002555
0.29372457,0.12002480
0.29381087,0.12002367
0.29389722,0.12002299
0.29398363,0.12002231
0.29407008,0.12002129
0.29415658,0.12002065
0.29424313,0.12002037
0.29432974,0.12031994
0.29441639,0.12002126
0.29450310,0.12001746
0.29458986,0.12001631
0.29467667,0.12001534
0.29476353,0.12001453
0.29485044,0.12001365
0.29493740,0.12001267
0.29502441,0.12001173
0.29511148,0.12001099
0.29519859,0.12001022
0.29528576,0.12000928
0.29537298,0.12000847
0.29546025,0.12000768
0.29554758,0.12000663
0.29563495,0.12000583
0.29572238,0.12000496
0.29580985,0.12000427
0.29589738,0.12000329
0.29598496,0.12000243
0.29607260,0.12000158
0.29616028,0.12000077
0.29624802,0.12000028
0.29633581,0.12000302
0.29642365,0.12033565
0.29651154,0.11999850
0.29659949,0.11999671
0.29668748,0.11999565
0.29677553,0.11999475
0.29686364,0.11999373
0.29695179,0.11999297
0.29704000,0.11999206
0.29712826,0.11999106
0.29721657,0.11999029
0.29730493,0.11998945
0.29739335,0.11998874
0.29748182,0.11998762
0.29757034,0.11998685
0.29765891,0.11998607
0.29774754,0.11998515
0.29783622,0.11998430
0.29792495,0.11998340
0.29801374,0.11998255
0.29810258,0.11998172
0.29819147,0.11998088
0.29828041,0.11997985
0.29836941,0.11997922
0.29845846,0.11997819
0.29854757,0.11997753
0.29863672,0.11997662
0.29872593,0.11997571
0.29881520,0.11997514
0.29890451,0.11997422
0.29899389,0.11997362
0.29908331,0.11997347
0.29917279,0.11997545
0.29926232,0.12044770
0.29935190,0.12001215
0.29944154,0.11997168
0.29953123,0.11996885
0.29962098,0.11996743
0.29971078,0.11996643
0.29980063,0.11996546
0.29989054,0.11996449
0.29998050,0.11996365
0.30007052,0.11996255
0.30016059,0.11996183
0.30025071,0.11996084
0.30034089,0.11995999
0.30043112,0.11995915
0.30052140,0.11995818
0.30061174,0.11995731
0.30070214,0.11995644
0.30079259,0.11995562
0.30088309,0.11995487
0.30097365,0.11995386
0.30106426,0.11995285
0.30115493,0.11995210
0.30124565,0.11995129
0.30133643,0.11995022
0.30142726,0.11994946
0.30151814,0.11994865
0.30160908,0.11994763
0.30170008,0.11994684
0.30179113,0.11994604
0.30188224,0.11994497
0.30197340,0.11994432
0.30206461,0.11994341
0.30215588,0.11994250
0.30224721,0.11994148
0.30233859,0.11994069
0.30243003,0.11993983
0.30252152,0.11993887
0.30261306,0.11993825
0.30270467,0.11993717
0.30279632,0.11993629
0.30288804,0.11993547
0.30297981,0.11993474
0.30307163,0.11993390
0.30316351,0.11993309
0.30325545,0.11993217
0.30334744,0.11993180
0.30343949,0.11993248
0.30353159,0.12037403
0.30362375,0.11996534
0.30371596,0.11992918
0.30380824,0.11992737
0.30390056,0.11992591
0.30399295,0.11992502
0.30408539,0.11992409
0.30417788,0.11992310
0.30427044,0.11992224
0.30436304,0.11992138
0.30445571,0.11992056
0.30454843,0.11991964
0.30464121,0.11991875
0.30473404,0.11991796
0.30482693,0.11991705
0.30491988,0.11991594
0.30501289,0.11991511
0.30510595,0.11991436
0.30519907,0.11991325
0.30529224,0.11991250
0.30538547,0.11991164
0.30547876,0.11991087
0.30557211,0.11990979
0.30566551,0.11990895
0.30575897,0.11990814
0.30585249,0.11990708
0.30594606,0.11990639
0.30603969,0.11990527
0.30613338,0.11990450
0.30622713,0.11990364
0.30632093,0.11990268
0.30641479,0.11990186
0.30650871,0.11990102
0.30660269,0.11990009
0.30669672,0.11989941
0.30679081,0.11989845
0.30688496,0.11989740
0.30697917,0.11989650
0.30707344,0.11989571
0.30716776,0.11989478
0.30726214,0.11989396
0.30735658,0.11989304
0.30745108,0.11989212
0.30754563,0.11989125
0.30764025,0.11989036
0.30773492,0.11988937
0.30782965,0.11988854
0.30792444,0.11988778
0.30801928,0.11988677
0.30811419,0.11988586
0.30820915,0.11988493
0.30830417,0.11988407
0.30839925,0.11988323
0.30849439,0.11988221
0.30858959,0.11988145
0.30868485,0.11988057
0.30878016,0.11987960
0.30887554,0.11987893
0.30897097,0.11987785
0.30906646,0.11987692
0.30916202,0.11987630
0.30925763,0.11987522
0.30935330,0.11987464
0.30944903,0.11987356
0.30954481,0.11987277
0.30964066,0.11987198
0.30973657,0.11987131
0.30983254,0.11987055
0.30992856,0.11987039
0.31002465,0.11987106
0.31012079,0.11987545
0.31021700,0.12017684
0.31031326,0.12034184
0.31040959,0.11987488
0.31050597,0.11986699
0.31060241,0.11986446
0.31069892,0.11986276
0.31079548,0.11986150
0.31089210,0.11986030
0.31098879,0.11985932
0.31108553,0.11985847
0.31118234,0.11985734
0.31127920,0.11985651
0.31137613,0.11985554
0.31147311,0.11985459
0.31157016,0.11985378
0.31166726,0.11985273
0.31176443,0.11985176
0.31186166,0.11985096
0.31195895,0.11984990
0.31205629,0.11984918
0.31215370,0.11984818
0.31225117,0.11984731
0.31234871,0.11984634
0.31244630,0.11984546
0.31254395,0.11984468
0.31264167,0.11984363
0.31273944,0.11984276
0.31283728,0.11984193
0.31293518,0.11984108
0.31303313,0.11984009
0.31313115,0.11983925
0.31322924,0.11983826
0.31332738,0.11983728
0.31342558,0.11983650
0.31352385,0.11983538
0.31362218,0.11983471
0.31372057,0.11983382
0.31381902,0.11983282
0.31391753,0.11983199
0.31401611,0.11983108
0.31411475,0.11983014
0.31421345,0.11982919
0.31431221,0.11982838
0.31441103,0.11982750
0.31450991,0.11982640
0.31460886,0.11982546
0.31470787,0.11982466
0.31480694,0.11982384
0.31490608,0.11982284
0.31500528,0.11982193
0.31510454,0.11982105
0.31520386,0.11982013
0.31530324,0.11981927
0.31540269,0.11981832
0.31550220,0.11981760
0.31560177,0.11981658
0.31570141,0.11981577
0.31580111,0.11991552
0.31590087,0.11987659
0.31600070,0.11981304
0.31610058,0.11981203
0.31620053,0.11981108
0.31630055,0.11981016
0.31640063,0.11980920
0.31650077,0.11980835
0.31660097,0.11980749
0.31670124,0.11980657
0.31680157,0.11980559
0.31690197,0.11980475
0.31700243,0.11980376
0.31710295,0.11980291
0.31720353,0.11980197
0.31730418,0.11980103
0.31740490,0.11980022
0.31750568,0.11979924
0.31760652,0.11979844
0.31770742,0.11979743
0.31780839,0.11979665
0.31790943,0.11979566
0.31801053,0.11979483
0.31811169,0.11979386
0.31821292,0.11979298
0.31831421,0.11979199
0.31841556,0.11979100
0.31851698,0.11979020
0.31861847,0.11978922
0.31872002,0.11978851
0.31882164,0.11978752
0.31892331,0.11978663
0.31902506,0.11978570
0.31912687,0.11978480
0.31922874,0.11978388
0.31933068,0.11978304
0.31943269,0.11978209
0.31953476,0.11978120
0.31963689,0.11978023
0.31973909,0.11977941
0.31984136,0.11977840
0.31994369,0.11977761
0.32004609,0.11977678
0.32014855,0.11977576
0.32025108,0.11977498
0.32035367,0.11977410
0.32045633,0.11977322
0.32055905,0.11977239
0.32066185,0.11977144
0.32076470,0.11977085
0.32086763,0.11976993
0.32097062,0.11976914
0.32107367,0.11976858
0.32117679,0.11976789
0.32127998,0.11976752
0.32138323,0.11976776
0.32148655,0.11976890
0.32158994,0.11977334
0.32169339,0.11979694
0.32179691,0.12048096
0.32190050,0.12009135
0.32200415,0.11977560
0.32210787,0.11976514
0.32221166,0.11976143
0.32231551,0.11975905
0.32241944,0.11975751
0.32252342,0.11975638
0.32262748,0.11975541
0.32273160,0.11975452
0.32283579,0.11986297
0.32294005,0.11976546
0.32304437,0.11982880
0.32314876,0.11975355
0.32325322,0.11976550
0.32335775,0.12062630
0.32346234,0.11976122
0.32356700,0.11974949
0.32367173,0.11974715
0.32377653,0.11974547
0.32388139,0.11974447
0.32398633,0.11974361
0.32409133,0.11974249
0.32419640,0.11974160
0.32430154,0.11974068
0.32440674,0.11973994
0.32451202,0.11973893
0.32461736,0.11973827
0.32472277,0.11973739
0.32482825,0.11973659
0.32493379,0.11973589
0.32503941,0.11973500
0.32514510,0.11973433
0.32525085,0.11973359
0.32535667,0.11973287
0.32546256,0.11973214
0.32556852,0.11973121
0.32567455,0.11973071
0.32578065,0.11973002
0.32588682,0.11972932
0.32599306,0.11972866
0.32609936,0.11972801
0.32620574,0.11972753
0.32631218,0.11972694
0.32641870,0.11972647
0.32652528,0.11972595
0.32663193,0.11972547
0.32673866,0.11972503
0.32684545,0.11972465
0.32695231,0.11972427
0.32705925,0.11972406
0.32716625,0.11972405
0.32727332,0.11972386
0.32738047,0.11972383
0.32748768,0.11972389
0.32759496,0.11972410
0.32770232,0.11972446
0.32780974,0.11972498
0.32791723,0.11972567
0.32802480,0.11972649
0.32813243,0.11972764
0.32824014,0.11972914
0.32834792,0.11973101
0.32845577,0.11973312
0.32856368,0.11973590
0.32867167,0.11973931
0.32877973,0.11974342
0.32888787,0.11974859
0.32899607,0.11975497
0.32910434,0.11976302
0.32921269,0.11977295
0.32932110,0.11978583
0.32942959,0.11980238
0.32953815,0.11982410
0.32964678,0.11985322
0.32975549,0.11989346
0.32986426,0.11995117
0.32997311,0.12003853
0.33008203,0.12018327
0.33019102,0.12047108
0.33030008,0.12176087
0.33040921,0.12160802
0.33051842,0.12042009
0.33062770,0.12015607
0.33073705,0.12002016
0.33084647,0.11993632
0.33095597,0.11987992
0.33106553,0.11983970
0.33117518,0.11980982
0.33128489,0.11978715
0.33139467,0.11976909
0.33150453,0.11975485
0.33161447,0.11974306
0.33172447,0.11973333
0.33183455,0.11972500
0.33194470,0.11971802
0.33205492,0.11971198
0.33216522,0.11970666
0.33227559,0.11970204
0.33238603,0.11969788
0.33249655,0.11969410
0.33260714,0.11969080
0.33271781,0.11968771
0.33282854,0.11968478
0.33293936,0.11968222
0.33305024,0.11967974
0.33316120,0.11967741
0.33327223,0.11967539
0.33338334,0.11967325
0.33349452,0.11967137
0.33360578,0.11966956
0.33371711,0.11966789
0.33382851,0.11966623
0.33393999,0.11966454
0.33405154,0.11966310
0.33416317,0.11966133
0.33427487,0.11966007
0.33438665,0.11965845
0.33449850,0.11965711
0.33461043,0.11965575
0.33472243,0.11965459
0.33483451,0.11968226
0.33494666,0.11980282
0.33505889,0.11965185
0.33517119,0.11974545
0.33528357,0.11964817
0.33539602,0.11964668
0.33550855,0.11964546
0.33562115,0.11964420
0.33573383,0.11964301
0.33584659,0.11964186
0.33595942,0.11964066
0.33607232,0.11963962
0.33618531,0.11963847
0.33629836,0.11963708
0.33641150,0.11963605
