wav,rprs
 0.88474,0.1390848
 0.88658,0.1390632
 0.88842,0.1390785
 0.89027,0.1391489
 0.89212,0.1395579
 0.89397,0.1391368
 0.89583,0.1391762
 0.89770,0.1392155
 0.89956,0.1391500
 0.90143,0.1393830
 0.90331,0.1392486
 0.90519,0.1391554
 0.90707,0.1391064
 0.90895,0.1394236
 0.91084,0.1391383
 0.91274,0.1391068
 0.91464,0.1393568
 0.91654,0.1392289
 0.91844,0.1394394
 0.92035,0.1391112
 0.92227,0.1393467
 0.92419,0.1396386
 0.92611,0.1393577
 0.92803,0.1402300
 0.92996,0.1396911
 0.93190,0.1399742
 0.93384,0.1398817
 0.93578,0.1398103
 0.93772,0.1398712
 0.93967,0.1397621
 0.94163,0.1397411
 0.94359,0.1396402
 0.94555,0.1398776
 0.94751,0.1399623
 0.94948,0.1394778
 0.95146,0.1394799
 0.95344,0.1396467
 0.95542,0.1400965
 0.95741,0.1399939
 0.95940,0.1397624
 0.96139,0.1397684
 0.96339,0.1397467
 0.96539,0.1399655
 0.96740,0.1396983
 0.96941,0.1398726
 0.97143,0.1400590
 0.97345,0.1398599
 0.97547,0.1396959
 0.97750,0.1400736
 0.97953,0.1397918
 0.98157,0.1398411
 0.98361,0.1398207
 0.98566,0.1396968
 0.98771,0.1396640
 0.98976,0.1398274
 0.99182,0.1398480
 0.99388,0.1396019
 0.99595,0.1397875
 0.99802,0.1397251
 1.00010,0.1396217
 1.00217,0.1396271
 1.00426,0.1395329
 1.00635,0.1396888
 1.00844,0.1398616
 1.01054,0.1396008
 1.01264,0.1396796
 1.01474,0.1396128
 1.01685,0.1393667
 1.01897,0.1394525
 1.02109,0.1394643
 1.02321,0.1393038
 1.02534,0.1392427
 1.02747,0.1393855
 1.02961,0.1393464
 1.03175,0.1393156
 1.03389,0.1392062
 1.03604,0.1391563
 1.03820,0.1393426
 1.04036,0.1391911
 1.04252,0.1392448
 1.04469,0.1391986
 1.04686,0.1392983
 1.04904,0.1392374
 1.05122,0.1391578
 1.05340,0.1392003
 1.05559,0.1391292
 1.05779,0.1392193
 1.05999,0.1391606
 1.06219,0.1390997
 1.06440,0.1391353
 1.06662,0.1391197
 1.06883,0.1391029
 1.07106,0.1391842
 1.07328,0.1391754
 1.07552,0.1389995
 1.07775,0.1391259
 1.07999,0.1390204
 1.08224,0.1389526
 1.08449,0.1390591
 1.08674,0.1391685
 1.08900,0.1393161
 1.09127,0.1393375
 1.09354,0.1399509
 1.09581,0.1395272
 1.09809,0.1398976
 1.10037,0.1400491
 1.10266,0.1401464
 1.10495,0.1397883
 1.10725,0.1400134
 1.10956,0.1397610
 1.11186,0.1400052
 1.11417,0.1397919
 1.11649,0.1401095
 1.11881,0.1396022
 1.12114,0.1400396
 1.12347,0.1399533
 1.12581,0.1402383
 1.12815,0.1403035
 1.13049,0.1402307
 1.13284,0.1400595
 1.13520,0.1401598
 1.13756,0.1398449
 1.13993,0.1402395
 1.14230,0.1403514
 1.14467,0.1402443
 1.14705,0.1401677
 1.14944,0.1398603
 1.15183,0.1402085
 1.15422,0.1399889
 1.15662,0.1398582
 1.15903,0.1399554
 1.16144,0.1404455
 1.16385,0.1399454
 1.16627,0.1399200
 1.16870,0.1399677
 1.17113,0.1398533
 1.17356,0.1404257
 1.17600,0.1398709
 1.17845,0.1398096
 1.18090,0.1401414
 1.18336,0.1399702
 1.18582,0.1397664
 1.18828,0.1401950
 1.19075,0.1401359
 1.19323,0.1399038
 1.19571,0.1398816
 1.19820,0.1402354
 1.20069,0.1400392
 1.20319,0.1397719
 1.20569,0.1397919
 1.20820,0.1398624
 1.21071,0.1398422
 1.21323,0.1399205
 1.21575,0.1397482
 1.21828,0.1397553
 1.22081,0.1396585
 1.22335,0.1396635
 1.22589,0.1399241
 1.22844,0.1399534
 1.23100,0.1396034
 1.23356,0.1395849
 1.23612,0.1398470
 1.23869,0.1396776
 1.24127,0.1395724
 1.24385,0.1396694
 1.24643,0.1396048
 1.24903,0.1395545
 1.25162,0.1396438
 1.25423,0.1397052
 1.25683,0.1393441
 1.25945,0.1396475
 1.26207,0.1396970
 1.26469,0.1395479
 1.26732,0.1393102
 1.26996,0.1394102
 1.27260,0.1393877
 1.27524,0.1395915
 1.27789,0.1393273
 1.28055,0.1394317
 1.28322,0.1394440
 1.28588,0.1399009
 1.28856,0.1395256
 1.29124,0.1393407
 1.29392,0.1391802
 1.29661,0.1393856
 1.29931,0.1394999
 1.30201,0.1395202
 1.30472,0.1395237
 1.30743,0.1397398
 1.31015,0.1397288
 1.31287,0.1398150
 1.31560,0.1399773
 1.31834,0.1397352
 1.32108,0.1398602
 1.32383,0.1395770
 1.32658,0.1396942
 1.32934,0.1403466
 1.33210,0.1408070
 1.33487,0.1407162
 1.33765,0.1409048
 1.34043,0.1406532
 1.34322,0.1410505
 1.34601,0.1409870
 1.34881,0.1408026
 1.35162,0.1413783
 1.35443,0.1410148
 1.35724,0.1407371
