wav,rprs
 0.27229,0.1475944
 0.27240,0.1475932
 0.27250,0.1475921
 0.27261,0.1475909
 0.27271,0.1475897
 0.27282,0.1475886
 0.27292,0.1475874
 0.27303,0.1475862
 0.27313,0.1475851
 0.27323,0.1475839
 0.27334,0.1475827
 0.27344,0.1475816
 0.27355,0.1475804
 0.27365,0.1475792
 0.27376,0.1475781
 0.27386,0.1475769
 0.27397,0.1475757
 0.27407,0.1475745
 0.27418,0.1475734
 0.27428,0.1475722
 0.27439,0.1475710
 0.27449,0.1475699
 0.27460,0.1475687
 0.27471,0.1475675
 0.27481,0.1475664
 0.27492,0.1475652
 0.27502,0.1475640
 0.27513,0.1475629
 0.27523,0.1475617
 0.27534,0.1475605
 0.27544,0.1475594
 0.27555,0.1475582
 0.27565,0.1475570
 0.27576,0.1475559
 0.27586,0.1475547
 0.27597,0.1475535
 0.27608,0.1475524
 0.27618,0.1475512
 0.27629,0.1475500
 0.27639,0.1475489
 0.27650,0.1475477
 0.27660,0.1475465
 0.27671,0.1475454
 0.27682,0.1475442
 0.27692,0.1475430
 0.27703,0.1475419
 0.27713,0.1475407
 0.27724,0.1475395
 0.27735,0.1475384
 0.27745,0.1475372
 0.27756,0.1475360
 0.27766,0.1475349
 0.27777,0.1475337
 0.27788,0.1475325
 0.27798,0.1475314
 0.27809,0.1475302
 0.27820,0.1475290
 0.27830,0.1475279
 0.27841,0.1475267
 0.27851,0.1475256
 0.27862,0.1475244
 0.27873,0.1475232
 0.27883,0.1475221
 0.27894,0.1475209
 0.27905,0.1475197
 0.27915,0.1475186
 0.27926,0.1475174
 0.27937,0.1475162
 0.27947,0.1475151
 0.27958,0.1475139
 0.27969,0.1475128
 0.27979,0.1475116
 0.27990,0.1475104
 0.28001,0.1475093
 0.28011,0.1475081
 0.28022,0.1475069
 0.28033,0.1475058
 0.28044,0.1475046
 0.28054,0.1475034
 0.28065,0.1475023
 0.28076,0.1475011
 0.28086,0.1475000
 0.28097,0.1474988
 0.28108,0.1474976
 0.28118,0.1474965
 0.28129,0.1474953
 0.28140,0.1474941
 0.28151,0.1474930
 0.28161,0.1474918
 0.28172,0.1474907
 0.28183,0.1474895
 0.28194,0.1474883
 0.28204,0.1474872
 0.28215,0.1474860
 0.28226,0.1474849
 0.28237,0.1474837
 0.28247,0.1474825
 0.28258,0.1474814
 0.28269,0.1474802
 0.28280,0.1474791
 0.28290,0.1474779
 0.28301,0.1474767
 0.28312,0.1474756
 0.28323,0.1474744
 0.28333,0.1474733
 0.28344,0.1474721
 0.28355,0.1474709
 0.28366,0.1474698
