wav,rprs
 0.30056,0.1246848
 0.30168,0.1246629
 0.30280,0.1246410
 0.30392,0.1246193
 0.30504,0.1245976
 0.30616,0.1245760
 0.30728,0.1245545
 0.30840,0.1245330
 0.30952,0.1245117
 0.31064,0.1244904
 0.31176,0.1244692
 0.31288,0.1244480
 0.31400,0.1244270
 0.31512,0.1244060
 0.31624,0.1243851
 0.31736,0.1243642
 0.31848,0.1243434
 0.31960,0.1243228
 0.32072,0.1243021
 0.32184,0.1242816
 0.32296,0.1242611
 0.32408,0.1242407
 0.32520,0.1242204
 0.32632,0.1242001
 0.32744,0.1241799
 0.32856,0.1241598
 0.32968,0.1241397
 0.33080,0.1241197
 0.33192,0.1240998
 0.33304,0.1240800
 0.33416,0.1240602
 0.33528,0.1240404
 0.33640,0.1240208
 0.33752,0.1240012
 0.33864,0.1239817
 0.33976,0.1239622
 0.34088,0.1239428
 0.34200,0.1239235
 0.34312,0.1239042
 0.34424,0.1238850
 0.34536,0.1238659
 0.34648,0.1238468
 0.34760,0.1238277
 0.34872,0.1238088
 0.34984,0.1237899
 0.35096,0.1237710
 0.35208,0.1237523
 0.35320,0.1237335
 0.35432,0.1237149
 0.35544,0.1236963
 0.35656,0.1236777
 0.35768,0.1236593
 0.35880,0.1236408
 0.35992,0.1236225
 0.36104,0.1236042
 0.36216,0.1235859
 0.36328,0.1235677
 0.36440,0.1235496
 0.36552,0.1235315
 0.36664,0.1235134
 0.36776,0.1234955
 0.36888,0.1234776
 0.37000,0.1234597
 0.37112,0.1234419
 0.37224,0.1234241
 0.37336,0.1234064
 0.37448,0.1233888
 0.37560,0.1233712
 0.37672,0.1233536
 0.37784,0.1233361
 0.37896,0.1233187
 0.38008,0.1233013
 0.38120,0.1232840
 0.38232,0.1232667
 0.38344,0.1232494
 0.38456,0.1232323
 0.38568,0.1232151
 0.38680,0.1231980
 0.38792,0.1231810
 0.38904,0.1231640
 0.39016,0.1231471
 0.39128,0.1231302
 0.39240,0.1231134
 0.39352,0.1230966
 0.39464,0.1230798
 0.39576,0.1230632
 0.39688,0.1230465
 0.39800,0.1230299
 0.39912,0.1230134
 0.40024,0.1229969
 0.40136,0.1229804
 0.40248,0.1229640
 0.40360,0.1229476
 0.40472,0.1229313
 0.40584,0.1229151
 0.40696,0.1228988
 0.40808,0.1228827
 0.40920,0.1228665
 0.41032,0.1228504
 0.41144,0.1228344
 0.41256,0.1228184
 0.41368,0.1228025
 0.41480,0.1227866
 0.41592,0.1227707
 0.41704,0.1227549
 0.41816,0.1227391
 0.41928,0.1227234
 0.42040,0.1227077
 0.42152,0.1226920
 0.42264,0.1226764
 0.42376,0.1226609
 0.42488,0.1226454
 0.42600,0.1226299
 0.42712,0.1226145
 0.42824,0.1225991
 0.42936,0.1225838
 0.43048,0.1225685
 0.43160,0.1225532
 0.43272,0.1225380
 0.43384,0.1225228
 0.43496,0.1225077
 0.43608,0.1224926
 0.43720,0.1224776
 0.43832,0.1224626
 0.43944,0.1224476
 0.44056,0.1224327
 0.44168,0.1224179
 0.44280,0.1224030
 0.44392,0.1223882
 0.44504,0.1223735
 0.44616,0.1223588
 0.44728,0.1223441
 0.44840,0.1223295
 0.44952,0.1223149
 0.45064,0.1223004
 0.45176,0.1222859
 0.45288,0.1222715
 0.45400,0.1222571
 0.45512,0.1222427
 0.45624,0.1222284
 0.45736,0.1222141
 0.45848,0.1221999
 0.45960,0.1221857
 0.46072,0.1221716
 0.46184,0.1221575
 0.46296,0.1221434
 0.46408,0.1221294
 0.46520,0.1221154
 0.46632,0.1221015
 0.46744,0.1220876
 0.46856,0.1220738
 0.46968,0.1220600
 0.47080,0.1220463
 0.47192,0.1220326
 0.47304,0.1220189
 0.47416,0.1220053
 0.47528,0.1219918
 0.47640,0.1219783
 0.47752,0.1219648
 0.47864,0.1219514
 0.47976,0.1219381
 0.48088,0.1219248
 0.48200,0.1219115
 0.48312,0.1218983
 0.48424,0.1218852
 0.48536,0.1218721
 0.48648,0.1218591
 0.48760,0.1218461
 0.48872,0.1218332
 0.48984,0.1218203
 0.49096,0.1218075
 0.49208,0.1217948
 0.49320,0.1217821
 0.49432,0.1217695
 0.49544,0.1217570
 0.49656,0.1217445
 0.49768,0.1217321
 0.49880,0.1217197
 0.49992,0.1217074
 0.50104,0.1216952
 0.50216,0.1216831
 0.50328,0.1216711
 0.50440,0.1216591
 0.50552,0.1216472
 0.50664,0.1216354
 0.50776,0.1216237
 0.50888,0.1216121
 0.51000,0.1216005
 0.51112,0.1215891
 0.51224,0.1215778
 0.51336,0.1215665
 0.51448,0.1215554
 0.51560,0.1215444
 0.51672,0.1215335
 0.51784,0.1215227
 0.51896,0.1215121
 0.52008,0.1215015
 0.52120,0.1214912
 0.52232,0.1214809
 0.52344,0.1214708
 0.52456,0.1214609
 0.52568,0.1214511
 0.52680,0.1214415
 0.52792,0.1214320
 0.52904,0.1214228
 0.53016,0.1214137
 0.53128,0.1214049
 0.53240,0.1213962
 0.53352,0.1213878
 0.53464,0.1213797
 0.53576,0.1213717
 0.53688,0.1213641
 0.53800,0.1213567
 0.53912,0.1213497
 0.54024,0.1213429
 0.54136,0.1213365
 0.54248,0.1213305
 0.54360,0.1213249
 0.54472,0.1213196
 0.54584,0.1213148
 0.54696,0.1213105
 0.54808,0.1213067
 0.54920,0.1213034
 0.55032,0.1213007
 0.55144,0.1212987
