id,starname,HD,HIP,TIC,letter,facility,n_stars,n_planets,discovery_method,year,period,a,planet_radius,planet_mass,density,e,insolation_flux,teff,i,b,K,spectral_type,star_temperature,star_radius,star_mass,star_met,star_luminosity,star_logg,star_age,star_density,star_prot,distance,RA,Dec
22,Kepler-237,,,TIC 258348597,c,Kepler,1,2,Transit,2014,8.103636,0.071,2.08,4.98,3.04,0.0,60.64,687.0,89.87,0.14,,,4861.0,0.72,0.7,0.03,-0.477,4.58,13.8,1.97075,,657.822,283.2213438,40.421762
30,Kepler-113,,,TIC 298834019,b,Kepler,1,2,Transit,2014,4.754,0.0502,1.82,11.7,10.73,0.0,105.33,775.0,86.54,0.08,5.4,,4725.0,0.69,0.75,0.05,-0.576,4.64,6.89,2.71,,262.351,287.9978721,50.9441847
32,Kepler-382,,,TIC 268612521,b,Kepler,1,2,Transit,2014,5.262155,0.055,1.32,2.3,5.5,0.0,381.46,1166.0,85.48,0.6,,,5600.0,0.94,0.88,0.082,0.146,4.4,11.3,0.37659,,935.446,299.1362435,45.8699582
36,Kepler-57,,,TIC 270615136,b,Kepler,1,2,Transit,2012,5.7293196,0.06,2.19,115.0,,0.0,124.35,850.0,88.9,0.9155,,,5145.0,0.73,0.83,0.117,-0.342,4.63,0.6,2.74529,,644.14,293.6413146,44.6570692
38,Kepler-255,,,TIC 272083669,c,Kepler,1,3,Transit,2014,9.946047,0.092,2.99,9.22,1.9,0.0,83.26,807.0,89.91,0.33,,,5573.0,0.93,0.87,0.339,-0.183,4.52,2.4,2.34688,,1052.53,296.0642702,45.9767647
42,Kepler-248,,,TIC 275493574,b,Kepler,1,2,Transit,2014,6.308205,0.066,3.02,9.38,1.87,0.0,79.31,819.0,89.9,0.38,,,5190.0,0.83,0.9,0.2,-0.418,4.57,2.34,1.6353,,738.792,293.0613138,43.5813577
154,Kepler-32,,,TIC 273590427,c,Kepler,1,5,Transit,2011,8.7522,0.09,2.0,158.9,,0.0,10.68,451.0,89.97,0.017,,M1 V,3900.0,0.53,0.58,0.0,-1.292,4.64,2.69,4.21511,,323.847,297.8423073,46.5743595
189,Kepler-1530,,,TIC 298892283,c,Kepler,1,3,Transit,2016,5.3227406,0.06,1.65,3.36,4.11,0.0,135.18,1167.0,85.11,0.0643,,,5477.0,0.88,0.92,0.03,-0.311,4.52,4.27,2.76538,,489.876,288.1624396,48.165153
206,Kepler-1322,,,TIC 275490412,c,Kepler,1,2,Transit,2021,6.45998001,0.0652,2.155,5.29,2.9,0.0,144.06,883.0,86.82,0.1106,,,5704.0,0.8,0.9,-0.3,-0.101,4.58,0.4,1.50481,,1350.32,293.2045009,45.4353919
219,Kepler-1530,,,TIC 298892283,d,Kepler,1,3,Transit,2021,9.20761013,0.0865,3.279,10.8,1.68,0.0,211.08,972.0,85.3,0.7434,,,5678.0,1.3,1.02,0.2,-0.311,4.21,4.27,0.29352,,489.876,288.1624396,48.165153
238,Kepler-1488,,,TIC 399825584,c,Kepler,1,2,Transit,2021,6.15826988,0.0658,1.652,3.37,4.11,0.0,510.35,1212.0,84.39,0.3217,,,5710.0,1.52,1.0,0.0,0.587,4.07,6.92,0.11245,,905.825,286.6464265,49.9377735
245,Kepler-1322,,,TIC 275490412,b,Kepler,1,2,Transit,2016,0.96286738,0.0183,1.61,3.22,4.24,0.0,2651.42,1666.0,76.66,0.329,,,5488.0,0.87,0.9,-0.07,-0.101,4.52,4.47,1.74298,,1350.32,293.2045009,45.4353919
249,Kepler-305,,,TIC 171879024,b,Kepler,1,4,Transit,2013,5.487,0.0571,3.6,10.5,1.24,0.0,112.91,836.0,84.98,0.806,,,5117.0,0.8,0.76,0.03,-0.423,4.51,4.37,0.68028,,868.477,299.2242557,40.343167
260,Kepler-616,,,TIC 271355361,b,Kepler,1,3,Transit,2016,9.99761851,0.0927,2.43,6.48,2.48,0.0,129.18,860.0,86.18,0.2341,,,5753.0,0.97,0.98,-0.02,-0.111,4.46,3.89,2.44673,,945.775,294.989137,46.8383058
263,Kepler-1669,,,TIC 169457234,b,Kepler,1,2,Transit,2020,9.51216,0.0745,2.78,8.15,2.08,0.0,18.66,530.0,89.7,0.133,,,4303.0,0.71,0.67,-0.23,-0.803,4.56,13.9,2.59347,,543.444,297.4303826,39.8478795
264,Kepler-716,,,TIC 159377404,c,Kepler,1,2,Transit,2020,3.96999,0.046,1.393,2.52,5.12,0.0,229.37,992.0,86.81,0.115,,,5012.0,0.74,0.83,0.18,-0.504,4.62,6.2,2.86227,,635.009,290.3931809,43.3638577
287,Kepler-1067,,,TIC 351910733,c,Kepler,1,2,Transit,2021,5.4258399,0.0601,1.747,3.7,3.81,0.0,211.66,973.0,89.65,0.1,,,5594.0,0.93,0.98,0.16,-0.147,4.49,0.5,2.89914,,667.693,285.3873706,45.0490265
306,Kepler-1073,,,TIC 138568416,c,Kepler,1,3,Transit,2016,4.02582254,0.0483,1.64,3.33,4.15,0.0,357.08,1169.0,89.92,0.017,,,5792.0,1.0,1.0,0.0,-0.01,4.44,3.72,1.61174,,809.897,294.1527259,38.2330886
320,Kepler-1321,,,TIC 271165895,d,Kepler,1,3,Transit,2021,5.72092009,0.0501,2.628,7.41,2.24,0.0,15.84,509.0,89.41,0.166,,,3640.0,0.5,0.51,0.21,-0.862,4.74,4.17,2.47495,,769.146,294.528597,46.6408737
327,Kepler-1312,,,TIC 137899873,b,Kepler,1,2,Transit,2016,5.44832529,0.0603,2.1,5.06,3.0,0.0,219.12,978.0,87.71,0.1007,,,5719.0,0.92,0.99,-0.02,-0.099,4.51,2.0,1.6438,,299.104,292.9712801,41.0357494
338,Kepler-495,,,TIC 120692092,b,Kepler,1,2,Transit,2016,3.41303622,0.0427,5.23,23.8,0.914,0.0,310.02,1200.0,89.75,0.046,,,5346.0,0.83,0.86,-0.07,-0.237,4.55,4.37,1.90183,,658.924,285.9307362,39.0981201
350,Kepler-487,,,TIC 139158696,d,Kepler,1,3,Transit,2021,2.41839004,0.0337,2.775,8.12,2.09,0.0,535.84,1226.0,89.89,0.556,,,5422.0,0.89,0.87,0.02,-0.173,4.48,3.4,2.46233,,872.343,295.2872318,41.2220033
370,Kepler-534,,,TIC 27847148,c,Kepler,1,2,Transit,2021,7.37868977,0.0761,1.227,2.02,6.01,0.0,178.68,933.0,88.0,0.52,,,5936.0,0.97,1.07,0.07,0.147,4.5,1.7,1.09657,,570.659,296.4185696,49.540148
380,KOI-984,,,TIC 122784501,b,Kepler,1,2,Transit,2022,4.2881785,0.0504,4.3,17.1,1.18,0.12,186.31,1022.0,88.93,0.83,,,5295.0,0.82,0.93,0.12,-0.324,4.54,1.3,2.3967,,252.667,291.0489438,36.8400772
383,Kepler-394,,,TIC 27777414,b,Kepler,1,3,Transit,2014,8.005013,0.083,1.6,3.19,4.28,0.0,164.78,1035.0,89.83,0.24,,,6402.0,1.13,1.13,0.02,0.053,4.41,0.25,1.91099,,1058.72,296.3019792,50.6723115
418,Kepler-913,,,TIC 169465273,c,Kepler,1,2,Transit,2021,5.93911982,0.0699,3.858,14.2,1.36,0.0,122.82,1357.0,89.7,0.107,,,6068.0,1.8,1.29,0.16,-0.282,4.04,5.62,4.37512,,991.618,297.5830564,41.9523531
438,Kepler-381,,,TIC 164884235,d,Kepler,1,3,Transit,2021,8.25629997,0.085,1.067,1.23,5.57,0.0,874.56,1387.0,87.44,0.9,,,6197.0,2.19,1.2,-0.32,0.514,3.84,2.57,1.68502,,267.323,285.1828685,43.8310283
460,Kepler-167,,,TIC 137686948,c,Kepler,2,4,Transit,2014,7.406106,0.0684,1.674,3.44,4.03,0.0,61.18,771.0,88.48,0.52,,K4,4884.0,0.75,0.78,0.02,-0.539,4.58,7.1,2.6,,341.908,292.6585253,38.3455558
462,Kepler-167,,,TIC 137686948,b,Kepler,2,4,Transit,2014,4.3931539,0.04825,1.718,3.6,3.9,0.0,122.5,918.0,88.3,0.41,,K4,4884.0,0.75,0.78,0.02,-0.539,4.58,7.1,2.6,,341.908,292.6585253,38.3455558
516,Kepler-305,,,TIC 171879024,e,Kepler,1,4,Transit,2020,3.20538,0.0399,1.794,3.87,3.68,0.0,236.11,1000.0,87.1,0.833,,,4974.0,0.83,0.82,0.04,-0.423,4.52,4.37,2.04185,,868.477,299.2242557,40.343167
539,Kepler-1312,,,TIC 137899873,c,Kepler,1,2,Transit,2021,1.11611998,0.0209,1.027,1.07,5.42,0.0,1797.63,1659.0,82.64,0.0569,,,5721.0,0.91,0.98,0.02,-0.099,4.52,0.4,1.96176,,299.104,292.9712801,41.0357494
545,Kepler-1130,,,TIC 164882482,b,Kepler,2,3,Transit,2016,5.45298175,0.0595,0.8,0.437,4.69,0.0,162.65,904.0,84.83,0.811,,,5403.0,0.81,0.9,-0.06,-0.26,4.57,1.58,1.9628,,249.343,285.207421,45.384333
551,Kepler-607,,,TIC 159579593,b,Kepler,1,2,Transit,2016,0.6381632,0.0135,0.87,0.59,4.92,0.0,2302.61,1874.0,88.69,0.2775,,,5196.0,0.8,0.84,-0.02,-0.382,4.56,4.9,3.02639,,519.122,291.0571451,44.632306
555,Kepler-1038,,,TIC 268483792,c,Kepler,1,2,Transit,2021,7.1276598,0.0692,1.416,2.59,5.01,0.0,89.24,784.0,89.67,0.1274,,,5159.0,0.82,0.87,0.16,-0.362,4.55,14.0,3.9606,,584.136,298.9721472,44.1323499
556,Kepler-589,,,TIC 123129910,c,Kepler,1,2,Transit,2021,3.52466011,0.0426,1.117,1.45,5.71,0.0,344.61,1098.0,71.95,0.0697,,,5372.0,0.92,0.83,-0.02,-0.347,4.43,14.0,0.04765,,612.803,280.6414331,47.7520581
559,Kepler-1266,,,TIC 158167159,c,Kepler,1,2,Transit,2021,4.86631012,0.052,1.68,3.46,4.01,0.0,142.39,881.0,84.73,0.2366,,,4996.0,0.83,0.79,0.14,-0.53,4.5,5.13,0.73807,,849.312,285.8693277,42.7279996
568,Kepler-352,,,TIC 269271535,d,Kepler,1,3,Transit,2021,6.88727999,0.0657,0.806,0.449,4.71,0.0,90.91,788.0,88.66,0.208,,,5208.0,0.77,0.8,-0.14,-0.432,4.56,3.47,3.6804,,252.733,299.8966237,46.0519022
585,Kepler-783,,,TIC 159642390,c,Kepler,1,2,Transit,2020,7.05395,0.0684,2.332,6.04,2.62,0.0,117.33,840.0,86.66,0.92,,,5411.49,0.87,0.94,-0.03,-0.231,4.53,9.7,1.99808,,516.09,291.0628615,47.484789
595,Kepler-1067,,,TIC 351910733,b,Kepler,1,2,Transit,2016,0.76212926,0.0162,0.8,0.437,4.69,0.0,2761.76,1872.0,84.88,0.399,,,5592.0,0.93,0.95,0.03,-0.147,4.49,4.79,4.56389,,667.693,285.3873706,45.0490265
605,Kepler-501,,,TIC 169176340,b,Kepler,1,2,Transit,2016,5.64067757,0.0627,4.3,17.1,1.18,0.0,324.86,1125.0,89.88,0.76,,,5904.0,1.04,1.03,-0.03,0.216,4.42,3.31,2.31253,,1125.24,297.2014919,41.7301534
607,Kepler-1130,,,TIC 164882482,d,Kepler,2,3,Transit,2021,4.27225018,0.0506,0.645,0.202,4.14,0.0,218.63,981.0,85.95,0.767,,,5450.0,0.84,0.94,0.1,-0.26,4.56,13.8,1.2086,,249.343,285.207421,45.384333
619,Kepler-381,,,TIC 164884235,b,Kepler,1,3,Transit,2014,5.629021,0.066,0.99,0.937,5.31,0.0,716.09,1576.0,88.8,0.29,,,6152.0,1.57,1.2,-0.202,0.514,4.12,2.57,0.57605,,267.323,285.1828685,43.8310283
637,Kepler-501,,,TIC 169176340,c,Kepler,1,2,Transit,2021,3.62276006,0.0467,1.681,3.47,4.01,0.0,683.84,1304.0,89.96,0.75,,,5794.0,1.22,1.03,0.14,0.216,4.28,0.3,1.47144,,1125.24,297.2014919,41.7301534
644,Kepler-1001,,,TIC 405719252,c,Kepler,1,2,Transit,2020,9.18186,0.084,1.578,3.11,4.35,0.0,98.61,804.0,79.49,0.88,,,5376.0,0.84,0.93,-0.16,-0.279,4.56,0.6,2.24021,,928.978,286.2739151,48.6186972
653,Kepler-1321,,,TIC 271165895,c,Kepler,1,3,Transit,2016,2.22649109,0.0267,2.4,6.35,2.52,0.0,115.91,697.0,89.73,0.0332,,,4094.0,0.53,0.54,-0.45,-0.862,4.73,4.17,4.17521,,769.146,294.528597,46.6408737
654,Kepler-1530,,,TIC 298892283,b,Kepler,1,3,Transit,2016,2.5904434,0.0371,1.64,3.33,4.15,0.0,353.56,1484.0,83.9,0.1071,,,5477.0,0.88,0.92,0.03,-0.311,4.52,4.27,2.25028,,489.876,288.1624396,48.165153
666,Kepler-529,,,TIC 158108219,b,Kepler,1,3,Transit,2016,1.98035766,0.0309,1.86,4.12,3.52,0.0,1808.41,1662.0,80.89,0.766,,,6087.0,1.14,1.07,-0.1,0.207,4.35,3.98,1.10938,,799.008,285.8884067,47.880364
667,Kepler-495,,,TIC 120692092,c,Kepler,1,2,Transit,2021,5.89660978,0.0614,1.219,1.98,6.0,0.0,108.13,1000.0,89.84,0.1272,,,5392.0,1.09,0.89,0.18,-0.237,4.31,0.6,1.63771,,658.924,285.9307362,39.0981201
668,Kepler-1468,,,TIC 138219758,c,Kepler,1,3,Transit,2016,3.54553021,0.0466,1.15,1.6,5.78,0.0,1479.57,1448.0,88.75,0.3174,,,5893.0,1.05,1.04,0.03,0.531,4.42,3.55,0.42542,,1899.24,293.5198289,41.2773671
672,Kepler-1468,,,TIC 138219758,b,Kepler,1,3,Transit,2016,8.23984869,0.0817,1.73,3.64,3.86,0.0,481.35,1093.0,89.94,0.1804,,,5893.0,1.05,1.04,0.03,0.531,4.42,3.55,0.39233,,1899.24,293.5198289,41.2773671
673,Kepler-324,,,TIC 243271716,b,Kepler,1,4,Transit,2014,4.385315,0.05,1.14,1.55,5.75,0.0,194.34,935.0,88.5,0.38,,,5194.0,0.84,0.87,0.03,-0.308,4.53,0.8,2.04467,,501.574,286.4714473,49.6490933
681,Kepler-1907,,,TIC 123130285,b,Kepler,1,2,Transit,2021,5.65245009,0.0565,0.87,0.589,4.92,0.0,127.1,856.0,85.0,0.1469,,,5159.0,0.8,0.75,-0.16,-0.625,4.51,14.0,0.62612,,292.111,280.7085829,47.3279236
692,Kepler-1073,,,TIC 138568416,d,Kepler,1,3,Transit,2021,2.50476003,0.0352,1.488,2.82,4.71,0.0,828.59,1369.0,89.08,0.13,,,5509.0,1.12,0.92,0.16,-0.01,4.31,3.72,1.60584,,809.897,294.1527259,38.2330886
737,Kepler-1315,,,TIC 271881331,c,Kepler,1,2,Transit,2021,6.56606007,0.064,1.844,4.06,3.56,0.0,86.27,777.0,88.08,0.3312,,,4818.0,0.86,0.81,0.56,-0.628,4.48,14.0,3.77376,,480.869,295.8215678,46.0530562
741,Kepler-1315,,,TIC 271881331,b,Kepler,1,2,Transit,2016,0.84338011,0.0163,1.38,2.48,5.19,0.0,897.9,1541.0,78.23,0.159,,,4861.0,0.75,0.8,0.07,-0.628,4.6,3.47,2.49769,,480.869,295.8215678,46.0530562
754,Kepler-1600,,,TIC 137151626,c,Kepler,1,2,Transit,2021,7.29804993,0.0689,1.942,4.43,3.32,0.0,90.04,786.0,88.63,0.411,,,5119.0,0.83,0.82,0.1,-0.339,4.51,4.68,1.80082,,1030.81,291.3993802,38.7877563
797,Kepler-1130,,,TIC 164882482,c,Kepler,2,3,Transit,2021,3.26663995,0.0423,0.792,0.422,4.66,0.0,312.85,1072.0,86.3,0.748,,,5450.0,0.84,0.94,0.1,-0.26,4.56,13.8,1.58888,,249.343,285.207421,45.384333
800,Kepler-1073,,,TIC 138568416,b,Kepler,1,3,Transit,2016,8.67888593,0.0805,2.3,5.9,2.66,0.0,128.55,905.0,89.38,0.7,,,5792.0,1.0,1.0,0.0,-0.01,4.44,3.72,1.84858,,809.897,294.1527259,38.2330886
801,Kepler-1311,,,TIC 159106207,c,Kepler,1,3,Transit,2016,2.53573424,0.0368,1.22,1.98,5.99,0.0,2144.55,1671.0,89.37,0.054,,,5748.0,1.4,1.05,0.09,0.472,4.16,7.59,0.26664,,866.331,289.6512597,43.8244445
802,Kepler-598,,,TIC 137969066,b,Kepler,1,2,Transit,2016,3.70175428,0.0438,1.5,2.86,4.66,0.0,265.41,1050.0,84.83,0.257,,,5307.0,0.86,0.87,0.02,-0.258,4.51,7.59,1.5731,,681.086,293.1234493,40.9348005
813,Kepler-394,,,TIC 27777414,d,Kepler,1,3,Transit,2021,5.61358023,0.0646,1.501,2.86,4.65,0.0,435.61,1165.0,89.54,0.2618,,,6398.0,1.1,1.14,-0.14,0.053,4.41,0.25,1.9638,,1058.72,296.3019792,50.6723115
818,Kepler-633,,,TIC 138969239,b,Kepler,1,2,Transit,2016,8.50340718,0.0815,1.63,3.29,4.17,0.0,257.22,1021.0,86.36,0.952,,,5899.0,1.15,1.02,-0.05,0.16,4.32,6.03,3.0417,,680.54,295.2173259,40.5921599
827,Kepler-1165,,,TIC 158326744,b,Kepler,1,2,Transit,2016,9.478522,0.0914,1.55,3.02,4.46,0.0,464.77,946.0,89.46,0.1291,,,6080.0,1.18,1.13,0.05,0.552,4.34,3.24,0.33691,,1575.2,286.9712284,44.7082669
828,Kepler-1693,,,TIC 406948151,c,Kepler,1,2,Transit,2021,5.36370993,0.0588,0.977,0.894,5.27,0.0,296.73,1059.0,89.97,0.008,,,5553.0,1.1,0.94,0.16,-0.218,4.33,0.8,1.83604,,760.065,290.2015581,48.1857799
834,Kepler-1669,,,TIC 169457234,c,Kepler,1,2,Transit,2021,1.60932005,0.0228,1.901,4.27,3.41,0.0,199.28,958.0,89.89,0.1042,,,4224.0,0.6,0.61,-0.2,-0.803,4.66,13.9,3.54074,,543.444,297.4303826,39.8478795
864,Kepler-27,,,TIC 137556626,d,Kepler,1,3,Transit,2021,6.54628992,0.0668,2.706,7.78,2.16,0.0,115.56,810.0,87.46,0.804,,,5251.0,0.82,0.93,0.21,-0.329,4.58,1.9,1.35056,,1044.36,292.2367608,41.085871
905,Kepler-305,,,TIC 171879024,c,Kepler,1,4,Transit,2013,8.291,0.0752,3.3,6.0,0.917,0.0,65.1,728.0,83.45,0.839,,,5117.0,0.8,0.76,0.03,-0.423,4.51,4.37,0.14861,,868.477,299.2242557,40.343167
921,Kepler-783,,,TIC 159642390,b,Kepler,1,2,Transit,2016,4.29264638,0.0491,0.78,0.399,4.62,0.0,229.1,991.0,87.62,0.64,,,5521.0,0.89,0.93,0.01,-0.231,4.51,3.89,0.90656,,516.09,291.0628615,47.484789
1041,Kepler-130,,,TIC 121603794,b,Kepler,2,3,Transit,2014,8.457458,0.079,1.02,1.04,5.39,0.15,221.73,982.0,88.36,0.12,,,5884.0,1.13,0.96,-0.199,0.198,4.3,5.89,0.93792,,316.663,288.4505905,40.2452006
1046,Kepler-162,,,TIC 273036401,b,Kepler,1,2,Transit,2014,6.919798,0.069,1.26,2.13,5.85,0.0,305.95,961.0,84.93,0.27,,,5816.0,0.96,0.95,0.03,0.155,4.44,3.02,1.64288,,855.641,297.2789115,43.7239693
1047,Kepler-183,,,TIC 138214374,b,Kepler,1,2,Transit,2014,5.687945,0.064,2.06,4.9,3.08,0.0,281.85,1088.0,87.45,0.25,,,5888.0,0.96,0.94,0.101,0.026,4.5,4.27,4.45432,,1050.64,293.5308112,39.3159329
1052,Kepler-286,,,TIC 290035455,b,Kepler,1,4,Transit,2014,1.796302,0.027,1.24,2.07,5.97,0.0,925.92,1367.0,89.88,0.06,,,5580.0,0.86,0.96,-0.12,-0.116,4.5,2.75,1.86513,,1226.85,290.6761874,48.2942362
1061,Kepler-732,,,TIC 164555597,c,Kepler,1,2,Transit,2016,0.89304124,0.0143,1.27,2.15,5.77,0.0,199.85,893.0,89.92,0.0468,,,3631.0,0.46,0.49,-0.01,-1.375,4.79,4.47,5.14049,,174.826,283.7317274,45.9585288
1077,Kepler-82,,,TIC 63372898,e,Kepler,1,5,Transit,2014,5.902206,0.063,2.47,6.66,2.43,0.0,144.34,926.0,89.23,0.0,,,5428.0,0.95,0.96,0.211,-0.185,4.47,4.68,2.27335,,904.326,292.8733696,42.9661583
1078,Kepler-247,,,TIC 158792051,b,Kepler,1,3,Transit,2014,3.33616,0.042,1.64,3.33,4.15,0.0,216.11,970.0,88.88,0.14,,,5100.0,0.77,0.84,0.05,-0.422,4.61,0.8,3.12818,,663.711,288.6425609,43.0393769
1079,Kepler-42,,,TIC 63126862,d,Kepler,1,3,Transit,2011,1.865169,0.0154,0.57,0.13,3.86,0.02,12.54,450.0,88.02,0.681,,M,3068.0,0.17,0.13,-0.33,-2.62,5.11,4.5,26.8,,40.0595,292.2196,44.6173667
1083,Kepler-303,,,TIC 164460208,b,Kepler,1,2,Transit,2014,1.937055,0.024,0.89,0.64,4.99,0.0,145.44,802.0,89.41,0.45,,M0 V,3944.0,0.48,0.57,-0.414,-1.066,4.77,3.31,5.28345,,209.738,283.1354742,43.6567036
1089,Kepler-325,,,TIC 267671250,b,Kepler,1,3,Transit,2014,4.544439,0.053,2.91,8.8,1.96,0.0,210.55,1017.0,86.99,0.18,,,5752.0,1.0,0.92,0.017,-0.255,4.41,8.2,7.88553,,823.242,289.8354219,49.825607
1097,Kepler-306,,,TIC 121660143,c,Kepler,1,4,Transit,2014,7.240193,0.067,2.35,6.12,2.59,0.0,70.45,716.0,88.29,0.83,,,4954.0,0.72,0.81,-0.08,-0.469,4.61,2.63,2.71033,,775.679,288.5387145,40.6160545
1104,Kepler-317,,,TIC 138890353,b,Kepler,1,2,Transit,2014,5.524242,0.061,2.09,109.8,66.1,0.0,151.65,976.0,87.89,0.3,,,5497.0,0.94,0.86,0.13,-0.208,4.49,3.72,1.48079,,940.584,294.9438822,39.0320499
1106,Kepler-299,,,TIC 48304460,c,Kepler,1,4,Transit,2014,6.885875,0.07,2.65,7.51,2.22,0.0,198.55,946.0,78.69,0.95,,,5617.0,1.03,0.95,-0.01,-0.044,4.39,0.4,0.63018,,1052.24,283.2070156,48.5805222
1108,Kepler-311,,,TIC 351898154,b,Kepler,1,2,Transit,2014,9.176092,0.087,1.7,3.53,3.95,0.0,201.36,960.0,89.63,0.01,,,5905.0,1.19,1.08,-0.01,0.193,4.31,1.95,1.01776,,778.654,282.0612731,47.0854984
1118,Kepler-329,,,TIC 268713285,b,Kepler,1,2,Transit,2014,7.416397,0.061,1.4,2.54,5.09,0.0,40.69,547.0,88.86,0.89,,,4257.0,0.52,0.6,-0.44,-0.971,4.74,3.47,4.72946,,439.719,299.2681646,45.2272852
1121,Kepler-337,,,TIC 159226052,b,Kepler,1,2,Transit,2014,3.292781,0.045,1.54,2.99,4.5,0.0,1589.01,1458.0,80.59,0.03,,,5684.0,1.76,1.05,0.11,0.481,4.0,8.2,0.23495,,677.975,290.0605123,47.1639533
1124,Kepler-446,,,TIC 123417850,b,Kepler,1,3,Transit,2015,1.565409,0.0182,1.5,2.86,4.66,0.0,16.21,648.0,87.42,0.601,7.0,M4,3359.0,0.24,0.22,-0.3,-2.248,5.03,3.72,25.35714,,96.339,282.2501047,44.921002
1139,Kepler-252,,,TIC 271769940,b,Kepler,1,2,Transit,2014,6.668391,0.058,1.23,2.04,6.02,0.0,39.26,587.0,88.24,0.78,,M0 V,4208.0,0.55,0.61,-0.13,-0.786,4.72,13.9,7.39154,,379.424,295.579329,44.5459052
1141,Kepler-85,,,TIC 159580705,b,Kepler,1,4,Transit,2012,8.306,0.0766,1.97,4.54,3.26,0.0,107.03,809.0,88.14,0.921,,,5499.0,1.24,0.92,0.0,-0.212,4.22,4.37,0.11974,,765.025,290.9734395,45.2902761
1143,Kepler-392,,,TIC 158796434,b,Kepler,1,2,Transit,2014,5.341853,0.059,1.0,0.972,5.34,0.0,450.65,1125.0,89.65,0.24,,,5938.0,1.13,1.07,-0.436,0.195,4.32,2.97,1.0041,,681.428,288.660826,43.3681938
1144,Kepler-185,,,TIC 123490444,b,Kepler,1,2,Transit,2014,1.6329,0.026,1.17,1.71,5.87,0.0,475.51,1237.0,89.04,0.34,,,5208.0,0.81,0.81,0.16,-0.504,4.54,11.9,2.85831,,466.735,282.4681674,43.8899464
1145,Kepler-755,,,TIC 239227652,c,Kepler,2,2,Transit,2016,2.85313364,0.0367,1.26,2.13,5.85,0.0,302.57,1016.0,86.37,0.82,,,5043.0,0.77,0.82,-0.01,-0.457,4.58,4.9,7.67757,,399.034,296.8609348,41.0973178
1150,Kepler-187,,,TIC 269264648,b,Kepler,1,2,Transit,2014,4.938864,0.059,1.41,2.57,5.04,0.0,902.24,1244.0,84.67,0.15,,,6105.0,1.29,1.11,-0.02,0.493,4.27,3.72,0.4131,,1143.0,299.7964955,44.0892448
1152,Kepler-345,,,TIC 271546191,b,Kepler,1,2,Transit,2014,7.415563,0.066,0.74,0.5,5.2,0.0,35.37,622.0,89.05,0.15,,,4504.0,0.62,0.61,0.191,-0.495,4.68,2.75,7.23834,,260.0,295.2288521,45.9710432
1155,Kepler-353,,,TIC 239229234,b,Kepler,2,2,Transit,2014,5.795278,0.051,0.89,0.64,4.99,0.0,27.19,534.0,87.11,0.27,,,3903.0,0.5,0.55,-0.12,-1.187,4.75,3.39,3.40975,,384.694,296.8565596,41.7580749
1156,Kepler-68,,,TIC 417676622,c,Kepler,2,3,Transit,2013,9.6051,0.09059,0.92,2.04,28.0,0.0,204.48,941.0,86.93,0.77,0.59,,5875.23,1.26,1.06,0.126,0.231,4.26,6.31,0.75112,,144.166,291.0323102,49.0402129
1157,Kepler-285,,,TIC 26416742,c,Kepler,1,2,Transit,2014,6.186676,0.064,1.12,1.46,5.71,0.0,137.07,851.0,89.95,0.08,,,5411.0,0.81,0.82,0.16,-0.279,4.58,0.6,1.99799,,824.31,291.3908469,48.0655392
1163,Kepler-825,,,TIC 378086008,c,Kepler,1,2,Transit,2016,8.1818246,0.0759,1.84,4.04,3.56,0.0,261.63,981.0,88.11,0.787,,,5976.0,1.08,1.03,-0.08,0.12,4.39,3.55,4.81885,,807.85,294.769825,39.3984081
1172,Kepler-400,,,TIC 122707140,b,Kepler,1,2,Transit,2014,9.024389,0.087,1.65,3.36,4.11,0.0,183.39,939.0,89.97,0.01,,,5886.0,1.15,1.08,0.084,0.152,4.35,3.63,2.38563,,845.97,290.9444679,40.4800528
1174,Kepler-206,,,TIC 137342279,b,Kepler,1,3,Transit,2014,7.781987,0.078,1.2,1.87,5.95,0.0,192.27,983.0,84.82,0.33,,,5764.0,1.19,1.05,0.021,0.084,4.31,7.0,0.86142,,594.447,291.6346564,41.8338415
1180,Kepler-250,,,TIC 159098652,b,Kepler,1,3,Transit,2014,4.148141,0.048,1.13,1.51,5.75,0.0,148.1,938.0,89.58,0.75,,,5160.0,0.81,0.83,0.02,-0.457,4.57,13.2,2.20456,,760.585,289.5947633,44.1418114
1191,Kepler-154,,,TIC 416282268,f,Kepler,1,5,Transit,2016,9.91935684,0.0871,1.5,2.86,4.66,0.0,139.88,838.0,89.47,0.163,,,5769.0,0.98,0.98,-0.04,0.033,4.45,4.47,1.03249,,915.212,289.7805393,49.8965624
1196,Kepler-121,,,TIC 120765800,b,Kepler,1,2,Transit,2014,3.177422,0.039,2.34,6.08,2.61,0.0,220.49,997.0,85.79,0.11,,,5311.0,0.7,0.86,-0.08,-0.474,4.65,0.5,9.36513,,510.523,286.1621273,39.6780204
1202,Kepler-1245,,,TIC 159449041,c,Kepler,1,2,Transit,2016,2.93658468,0.0372,1.44,2.67,4.91,0.0,328.98,1190.0,82.32,0.0999,,,5306.0,0.83,0.86,-0.01,-0.411,4.55,4.57,4.05093,,805.936,290.7443078,43.260753
