Zini,Age,Mini,Mass,logL,logTe,logg,label,McoreTP,C_O,period0,period1,pmode,Mloss,tau1m,X,Y,Xc,Xn,Xo,Cexcess,Z,mbolmag,Gmag,G_BPbrmag,G_BPftmag,G_RPmag
0.01520,1.00e+09,0.0900000036,0.090,-3.384,3.3657,5.191,0,0.000,0.545,0.00,0.00,-1,-4.43e-17,0.00,7.091e-01,2.756e-01,2.746e-03,7.408e-04,6.719e-03,-1.000,1.527e-02,13.230,14.918,17.517,17.543,13.492
0.01520,1.00e+09,0.1000000015,0.100,-3.222,3.3893,5.170,0,0.000,0.545,0.00,0.00,-1,-6.25e-17,0.00,7.091e-01,2.757e-01,2.746e-03,7.408e-04,6.719e-03,-1.000,1.527e-02,12.826,14.514,17.107,17.133,13.088
0.01520,1.00e+09,0.1200000122,0.120,-2.975,3.4228,5.135,0,0.000,0.545,0.00,0.00,-1,-1.05e-16,0.00,7.090e-01,2.757e-01,2.746e-03,7.408e-04,6.719e-03,-1.000,1.527e-02,12.208,13.818,16.287,16.314,12.411
0.01520,1.00e+09,0.1229623184,0.123,-2.948,3.4259,5.131,0,0.000,0.545,0.00,0.00,-1,-1.1e-16,0.00,7.090e-01,2.757e-01,2.746e-03,7.408e-04,6.719e-03,-1.000,1.527e-02,12.140,13.721,16.143,16.170,12.321
0.01520,1.00e+09,0.1400000006,0.140,-2.794,3.4430,5.102,0,0.000,0.545,0.00,0.00,-1,-1.52e-16,0.00,7.089e-01,2.758e-01,2.746e-03,7.408e-04,6.719e-03,-1.000,1.527e-02,11.755,13.164,15.345,15.375,11.809
0.01520,1.00e+09,0.1493837237,0.149,-2.726,3.4495,5.088,0,0.000,0.545,0.00,0.00,-1,-1.75e-16,0.00,7.089e-01,2.758e-01,2.746e-03,7.408e-04,6.719e-03,-1.000,1.527e-02,11.585,12.935,15.023,15.053,11.599
0.01520,1.00e+09,0.1599999964,0.160,-2.653,3.4565,5.073,0,0.000,0.545,0.00,0.00,-1,-2.03e-16,0.00,7.088e-01,2.759e-01,2.746e-03,7.408e-04,6.719e-03,-1.000,1.527e-02,11.403,12.692,14.682,14.713,11.376
0.01520,1.00e+09,0.2000000030,0.200,-2.438,3.4752,5.030,0,0.000,0.545,0.00,0.00,-1,-3.14e-16,0.00,7.087e-01,2.760e-01,2.746e-03,7.408e-04,6.719e-03,-1.000,1.527e-02,10.865,12.005,13.752,13.785,10.744
0.01520,1.00e+09,0.2500000000,0.250,-2.236,3.4916,4.991,0,0.000,0.545,0.00,0.00,-1,-4.67e-16,0.00,7.086e-01,2.761e-01,2.746e-03,7.408e-04,6.719e-03,-1.000,1.527e-02,10.360,11.378,12.943,12.977,10.165
0.01520,1.00e+09,0.3135805130,0.314,-2.035,3.5051,4.941,0,0.000,0.545,0.00,0.00,-1,-7.02e-16,0.00,7.089e-01,2.759e-01,2.746e-03,7.408e-04,6.719e-03,-1.000,1.527e-02,9.856,10.779,12.218,12.253,9.606
0.01520,1.00e+09,0.3194212019,0.319,-2.016,3.5062,4.935,0,0.000,0.545,0.00,0.00,-1,-7.31e-16,0.00,7.089e-01,2.758e-01,2.746e-03,7.408e-04,6.719e-03,-1.000,1.527e-02,9.810,10.725,12.154,12.189,9.555
0.01520,1.00e+09,0.3466122150,0.347,-1.938,3.5118,4.916,0,0.000,0.545,0.00,0.00,-1,-8.59e-16,0.00,7.091e-01,2.756e-01,2.746e-03,7.408e-04,6.719e-03,-1.000,1.527e-02,9.616,10.492,11.873,11.908,9.338
0.01520,1.00e+09,0.3500000238,0.350,-1.929,3.5125,4.914,0,0.000,0.545,0.00,0.00,-1,-8.75e-16,0.00,7.091e-01,2.756e-01,2.746e-03,7.408e-04,6.719e-03,-1.000,1.527e-02,9.593,10.465,11.839,11.874,9.313
0.01520,1.00e+09,0.4000000358,0.400,-1.781,3.5233,4.866,0,0.000,0.545,0.00,0.00,-1,-1.22e-15,0.00,7.092e-01,2.755e-01,2.746e-03,7.408e-04,6.719e-03,-1.000,1.527e-02,9.221,10.023,11.316,11.351,8.901
0.01520,1.00e+09,0.4500000477,0.450,-1.631,3.5353,4.815,0,0.000,0.545,0.00,0.00,-1,-1.72e-15,0.00,7.092e-01,2.755e-01,2.746e-03,7.408e-04,6.719e-03,-1.000,1.527e-02,8.847,9.572,10.776,10.812,8.484
0.01520,1.00e+09,0.5000000000,0.500,-1.476,3.5498,4.764,0,0.000,0.545,0.00,0.00,-1,-2.47e-15,0.00,7.092e-01,2.755e-01,2.746e-03,7.408e-04,6.719e-03,-1.000,1.527e-02,8.459,9.097,10.208,10.245,8.051
0.01520,1.00e+09,0.5093277693,0.509,-1.444,3.5535,4.755,0,0.000,0.545,0.00,0.00,-1,-2.66e-15,0.00,7.095e-01,2.753e-01,2.743e-03,7.401e-04,6.712e-03,-1.000,1.526e-02,8.381,8.999,10.088,10.124,7.962
0.01520,1.00e+09,0.5500000119,0.550,-1.315,3.5684,4.719,0,0.000,0.545,0.00,0.00,-1,-3.59e-15,0.00,7.115e-01,2.733e-01,2.725e-03,7.352e-04,6.668e-03,-1.000,1.518e-02,8.057,8.599,9.610,9.647,7.601
0.01520,1.00e+09,0.5591725707,0.559,-1.284,3.5728,4.713,0,0.000,0.545,0.00,0.00,-1,-3.85e-15,0.00,7.116e-01,2.733e-01,2.724e-03,7.350e-04,6.666e-03,-1.000,1.517e-02,7.981,8.510,9.510,9.546,7.517
0.01520,1.00e+09,0.6000000238,0.600,-1.153,3.5914,4.687,0,0.000,0.545,0.00,0.00,-1,-5.17e-15,0.00,7.119e-01,2.730e-01,2.722e-03,7.343e-04,6.660e-03,-1.000,1.513e-02,7.654,8.094,8.994,9.030,7.153
0.01520,1.00e+09,0.6159545183,0.616,-1.101,3.5998,4.680,0,0.000,0.545,0.00,0.00,-1,-5.8e-15,0.00,7.120e-01,2.728e-01,2.721e-03,7.340e-04,6.658e-03,-1.000,1.515e-02,7.523,7.890,8.702,8.738,6.999
0.01520,1.00e+09,0.6409611702,0.641,-1.021,3.6127,4.669,0,0.000,0.545,0.00,0.00,-1,-6.92e-15,0.00,7.122e-01,2.727e-01,2.719e-03,7.336e-04,6.654e-03,-1.000,1.516e-02,7.323,7.637,8.391,8.429,6.785
0.01520,1.00e+09,0.6499999762,0.650,-0.993,3.6174,4.666,0,0.000,0.545,0.00,0.00,-1,-7.36e-15,0.00,7.122e-01,2.726e-01,2.718e-03,7.335e-04,6.653e-03,-1.000,1.516e-02,7.253,7.548,8.281,8.319,6.710
0.01520,1.00e+09,0.7000000477,0.700,-0.839,3.6454,4.656,0,0.000,0.545,0.00,0.00,-1,-1.02e-14,0.00,7.125e-01,2.723e-01,2.716e-03,7.328e-04,6.647e-03,-1.000,1.514e-02,6.867,7.045,7.670,7.708,6.287
0.01520,1.00e+09,0.7033798099,0.704,-0.828,3.6474,4.656,0,0.000,0.544,0.00,0.00,-1,-1.05e-14,0.00,7.126e-01,2.723e-01,2.713e-03,7.326e-04,6.646e-03,-1.000,1.513e-02,6.841,7.011,7.629,7.667,6.259
0.01520,1.00e+09,0.7500000000,0.750,-0.692,3.6740,4.653,1,0.000,0.538,0.00,0.00,-1,-1.39e-14,0.00,7.129e-01,2.720e-01,2.677e-03,7.312e-04,6.641e-03,-1.000,1.511e-02,6.499,6.568,7.100,7.138,5.884
0.01520,1.00e+09,0.7531239390,0.753,-0.683,3.6753,4.651,1,0.000,0.538,0.00,0.00,-1,-1.42e-14,0.00,7.129e-01,2.720e-01,2.677e-03,7.311e-04,6.641e-03,-1.000,1.511e-02,6.478,6.542,7.071,7.108,5.861
0.01520,1.00e+09,0.8000000119,0.800,-0.560,3.6943,4.630,1,0.000,0.537,0.00,0.00,-1,-1.87e-14,0.00,7.134e-01,2.715e-01,2.673e-03,7.300e-04,6.632e-03,-1.000,1.509e-02,6.170,6.174,6.649,6.685,5.539
0.01520,1.00e+09,0.8025270104,0.803,-0.553,3.6952,4.629,1,0.000,0.537,0.00,0.00,-1,-1.9e-14,0.00,7.134e-01,2.715e-01,2.673e-03,7.300e-04,6.631e-03,-1.000,1.509e-02,6.153,6.155,6.627,6.663,5.522
0.01520,1.00e+09,0.8500000238,0.850,-0.434,3.7134,4.607,1,0.000,0.537,0.00,0.00,-1,-2.49e-14,0.00,7.140e-01,2.710e-01,2.669e-03,7.288e-04,6.620e-03,-1.000,1.500e-02,5.855,5.815,6.242,6.277,5.223
0.01520,1.00e+09,0.9000000358,0.900,-0.315,3.7309,4.582,1,0.000,0.537,0.00,0.00,-1,-3.28e-14,0.00,7.147e-01,2.703e-01,2.663e-03,7.272e-04,6.606e-03,-1.000,1.502e-02,5.557,5.484,5.871,5.903,4.930
0.01520,1.00e+09,0.9086850882,0.908,-0.294,3.7337,4.577,1,0.000,0.537,0.00,0.00,-1,-3.44e-14,0.00,7.148e-01,2.701e-01,2.661e-03,7.268e-04,6.603e-03,-1.000,1.502e-02,5.506,5.429,5.810,5.841,4.881
0.01520,1.00e+09,0.9500000477,0.950,-0.200,3.7467,4.554,1,0.000,0.537,0.00,0.00,-1,-4.29e-14,0.00,7.156e-01,2.694e-01,2.655e-03,7.251e-04,6.587e-03,-1.000,1.501e-02,5.271,5.178,5.531,5.560,4.658
0.01520,1.00e+09,1.0000000000,1.000,-0.090,3.7608,4.523,1,0.000,0.537,0.00,0.00,-1,-5.59e-14,0.00,7.169e-01,2.682e-01,2.644e-03,7.223e-04,6.562e-03,-1.000,1.492e-02,4.995,4.891,5.214,5.240,4.401
0.01520,1.00e+09,1.0192395449,1.019,-0.049,3.7657,4.510,1,0.000,0.537,0.00,0.00,-1,-6.01e-14,0.00,7.176e-01,2.675e-01,2.639e-03,7.207e-04,6.548e-03,-1.000,1.487e-02,4.892,4.783,5.096,5.122,4.305
0.01520,1.00e+09,1.0499999523,1.050,0.016,3.7734,4.488,1,0.000,0.537,0.00,0.00,-1,-6.73e-14,0.00,7.188e-01,2.664e-01,2.629e-03,7.181e-04,6.524e-03,-1.000,1.479e-02,4.729,4.617,4.915,4.939,4.155
0.01520,1.00e+09,1.1000000238,1.100,0.119,3.7848,4.451,1,0.000,0.537,0.00,0.00,-1,-8.03e-14,0.00,7.219e-01,2.634e-01,2.604e-03,7.114e-04,6.464e-03,-1.000,1.467e-02,4.472,4.355,4.631,4.653,3.919
0.01520,1.00e+09,1.1228656769,1.122,0.165,3.7897,4.434,1,0.000,0.537,0.00,0.00,-1,-8.66e-14,0.00,7.236e-01,2.618e-01,2.591e-03,7.078e-04,6.432e-03,-1.000,1.461e-02,4.357,4.240,4.506,4.528,3.814
0.01520,1.00e+09,1.1499999762,1.150,0.218,3.7952,4.413,1,0.000,0.537,0.00,0.00,-1,-9.45e-14,0.00,7.257e-01,2.597e-01,2.574e-03,7.034e-04,6.393e-03,-1.000,1.454e-02,4.224,4.105,4.361,4.382,3.692
0.01520,1.00e+09,1.2000000477,1.200,0.314,3.8050,4.375,1,0.000,0.537,0.00,0.00,-1,-1.1e-13,0.00,7.258e-01,2.596e-01,2.581e-03,7.056e-04,6.414e-03,-1.000,1.457e-02,3.984,3.865,4.103,4.122,3.474
0.01520,1.00e+09,1.2500000000,1.250,0.405,3.8142,4.338,1,0.000,0.537,0.00,0.00,-1,-1.24e-13,0.00,7.260e-01,2.594e-01,2.581e-03,7.056e-04,6.415e-03,-1.000,1.458e-02,3.756,3.638,3.859,3.877,3.267
0.01520,1.00e+09,1.2999999523,1.300,0.492,3.8228,4.304,1,0.000,0.536,0.00,0.00,-1,-1.38e-13,0.00,7.263e-01,2.591e-01,2.579e-03,7.050e-04,6.409e-03,-1.000,1.460e-02,3.541,3.423,3.628,3.645,3.072
0.01520,1.00e+09,1.3080345392,1.308,0.505,3.8243,4.299,1,0.000,0.536,0.00,0.00,-1,-1.39e-13,0.00,7.263e-01,2.591e-01,2.579e-03,7.051e-04,6.411e-03,-1.000,1.459e-02,3.507,3.389,3.592,3.609,3.043
0.01520,1.00e+09,1.3500001431,1.350,0.574,3.8315,4.272,1,0.000,0.537,0.00,0.00,-1,-1.48e-13,0.00,7.258e-01,2.596e-01,2.583e-03,7.062e-04,6.420e-03,-1.000,1.458e-02,3.335,3.218,3.409,3.425,2.889
0.01520,1.00e+09,1.4000000954,1.400,0.652,3.8402,4.245,1,0.000,0.537,0.00,0.00,-1,-1.54e-13,0.00,7.258e-01,2.596e-01,2.582e-03,7.058e-04,6.416e-03,-1.000,1.460e-02,3.139,3.024,3.200,3.215,2.716
0.01520,1.00e+09,1.4404820204,1.441,0.714,3.8479,4.227,1,0.000,0.537,0.00,0.00,-1,-1.54e-13,0.00,7.261e-01,2.593e-01,2.580e-03,7.052e-04,6.411e-03,-1.000,1.462e-02,2.986,2.873,3.037,3.051,2.583
0.01520,1.00e+09,1.4500000477,1.450,0.728,3.8497,4.222,1,0.000,0.537,0.00,0.00,-1,-1.54e-13,0.00,7.261e-01,2.592e-01,2.579e-03,7.051e-04,6.410e-03,-1.000,1.463e-02,2.950,2.838,2.999,3.013,2.553
0.01520,1.00e+09,1.4922132492,1.493,0.789,3.8580,4.207,1,0.000,0.536,0.00,0.00,-1,-1.48e-13,0.00,7.264e-01,2.590e-01,2.577e-03,7.046e-04,6.405e-03,-1.000,1.459e-02,2.797,2.687,2.835,2.848,2.422
0.01520,1.00e+09,1.5000000000,1.500,0.800,3.8594,4.203,1,0.000,0.536,0.00,0.00,-1,-1.47e-13,0.00,7.265e-01,2.590e-01,2.577e-03,7.045e-04,6.404e-03,-1.000,1.458e-02,2.769,2.660,2.806,2.818,2.399
0.01520,1.00e+09,1.5023090839,1.503,0.804,3.8599,4.203,1,0.000,0.536,0.00,0.00,-1,-1.46e-13,0.00,7.265e-01,2.589e-01,2.577e-03,7.044e-04,6.404e-03,-1.000,1.458e-02,2.761,2.652,2.797,2.810,2.392
0.01520,1.00e+09,1.5499999523,1.550,0.870,3.8683,4.184,1,0.000,0.536,0.00,0.00,-1,-1.3e-13,0.00,7.267e-01,2.588e-01,2.575e-03,7.038e-04,6.400e-03,-1.000,1.450e-02,2.595,2.490,2.622,2.634,2.251
0.01520,1.00e+09,1.5530842543,1.553,0.874,3.8688,4.182,1,0.000,0.536,0.00,0.00,-1,-1.28e-13,0.00,7.268e-01,2.587e-01,2.575e-03,7.038e-04,6.400e-03,-1.000,1.450e-02,2.585,2.479,2.611,2.623,2.242
0.01520,1.00e+09,1.5960856676,1.596,0.932,3.8755,4.163,1,0.000,0.536,0.00,0.00,-1,-1.04e-13,0.00,7.269e-01,2.586e-01,2.574e-03,7.036e-04,6.397e-03,-1.000,1.454e-02,2.440,2.338,2.459,2.470,2.118
0.01520,1.00e+09,1.6000000238,1.600,0.937,3.8760,4.161,1,0.000,0.536,0.00,0.00,-1,-1.02e-13,0.00,7.269e-01,2.586e-01,2.574e-03,7.036e-04,6.397e-03,-1.000,1.454e-02,2.427,2.325,2.445,2.457,2.106
0.01520,1.00e+09,1.6316223145,1.631,0.979,3.8801,4.144,1,0.000,0.536,0.00,0.00,-1,-7.29e-14,0.00,7.269e-01,2.585e-01,2.573e-03,7.036e-04,6.396e-03,-1.000,1.453e-02,2.323,2.223,2.337,2.348,2.015
0.01520,1.00e+09,1.6500000954,1.650,1.003,3.8822,4.133,1,0.000,0.536,0.00,0.00,-1,-6.03e-14,0.00,7.269e-01,2.585e-01,2.573e-03,7.036e-04,6.396e-03,-1.000,1.455e-02,2.263,2.164,2.275,2.286,1.962
0.01520,1.00e+09,1.6682686806,1.668,1.027,3.8841,4.122,1,0.000,0.536,0.00,0.00,-1,-3.95e-20,0.00,7.269e-01,2.585e-01,2.573e-03,7.036e-04,6.396e-03,-1.000,1.455e-02,2.204,2.106,2.213,2.224,1.909
0.01520,1.00e+09,1.7000000477,1.700,1.068,3.8872,4.101,1,0.000,0.537,0.00,0.00,-1,-1e-30,0.00,7.269e-01,2.586e-01,2.574e-03,7.038e-04,6.396e-03,-1.000,1.455e-02,2.101,2.004,2.107,2.117,1.816
0.01520,1.00e+09,1.7347594500,1.734,1.112,3.8901,4.077,1,0.000,0.537,0.00,0.00,-1,-1e-30,0.00,7.268e-01,2.586e-01,2.574e-03,7.040e-04,6.395e-03,-1.000,1.453e-02,1.989,1.894,1.992,2.002,1.714
0.01520,1.00e+09,1.7500000000,1.749,1.132,3.8911,4.066,1,0.000,0.537,0.00,0.00,-1,-1e-30,0.00,7.268e-01,2.587e-01,2.575e-03,7.040e-04,6.396e-03,-1.000,1.452e-02,1.940,1.845,1.942,1.951,1.668
0.01520,1.00e+09,1.7714564800,1.771,1.159,3.8925,4.049,1,0.000,0.537,0.00,0.00,-1,-1e-30,0.00,7.268e-01,2.587e-01,2.575e-03,7.041e-04,6.397e-03,-1.000,1.454e-02,1.872,1.777,1.871,1.881,1.604
0.01520,1.00e+09,1.7999999523,1.799,1.196,3.8935,4.024,1,0.000,0.537,0.00,0.00,-1,-1e-30,0.00,7.267e-01,2.587e-01,2.575e-03,7.043e-04,6.399e-03,-1.000,1.457e-02,1.781,1.686,1.778,1.788,1.517
0.01520,1.00e+09,1.8009904623,1.800,1.197,3.8936,4.023,1,0.000,0.537,0.00,0.00,-1,-1e-30,0.00,7.267e-01,2.587e-01,2.575e-03,7.043e-04,6.399e-03,-1.000,1.456e-02,1.777,1.683,1.775,1.785,1.514
0.01520,1.00e+09,1.8274369240,1.827,1.231,3.8940,3.997,1,0.000,0.537,0.00,0.00,-1,-1e-30,0.00,7.266e-01,2.589e-01,2.576e-03,7.048e-04,6.398e-03,-1.000,1.454e-02,1.693,1.598,1.689,1.698,1.431
0.01520,1.00e+09,1.8500000238,1.849,1.260,3.8938,3.973,1,0.000,0.537,0.00,0.00,-1,-1e-30,0.00,7.265e-01,2.590e-01,2.577e-03,7.053e-04,6.399e-03,-1.000,1.456e-02,1.621,1.525,1.615,1.625,1.359
0.01520,1.00e+09,1.8599282503,1.859,1.272,3.8936,3.962,1,0.000,0.537,0.00,0.00,-1,-1e-30,0.00,7.264e-01,2.590e-01,2.577e-03,7.053e-04,6.400e-03,-1.000,1.457e-02,1.590,1.493,1.583,1.593,1.327
0.01520,1.00e+09,1.8873214722,1.887,1.307,3.8925,3.929,1,0.000,0.537,0.00,0.00,-1,-1e-30,0.00,7.263e-01,2.591e-01,2.578e-03,7.054e-04,6.404e-03,-1.000,1.459e-02,1.504,1.404,1.496,1.506,1.236
0.01520,1.00e+09,1.9000000954,1.900,1.322,3.8915,3.912,1,0.000,0.537,0.00,0.00,-1,-1e-30,0.00,7.262e-01,2.592e-01,2.579e-03,7.054e-04,6.407e-03,-1.000,1.459e-02,1.464,1.363,1.456,1.466,1.193
0.01520,1.00e+09,1.9200804234,1.920,1.347,3.8897,3.885,1,0.000,0.537,0.00,0.00,-1,-1e-30,0.00,7.261e-01,2.593e-01,2.579e-03,7.055e-04,6.409e-03,-1.000,1.460e-02,1.402,1.299,1.393,1.403,1.125
0.01520,1.00e+09,1.9500001669,1.950,1.384,3.8855,3.838,1,0.000,0.537,0.00,0.00,-1,-1e-30,0.00,7.260e-01,2.595e-01,2.581e-03,7.058e-04,6.412e-03,-1.000,1.455e-02,1.309,1.201,1.302,1.311,1.018
0.01520,1.00e+09,1.9757508039,1.976,1.415,3.8805,3.793,1,0.000,0.537,0.00,0.00,-1,-1e-30,0.00,7.258e-01,2.596e-01,2.582e-03,7.061e-04,6.415e-03,-1.000,1.456e-02,1.232,1.119,1.226,1.236,0.923
0.01520,1.00e+09,2.0000000000,2.001,1.444,3.8742,3.744,1,0.000,0.537,0.00,0.00,-1,-1e-30,0.00,7.257e-01,2.598e-01,2.584e-03,7.065e-04,6.419e-03,-1.000,1.457e-02,1.161,1.042,1.158,1.168,0.831
0.01520,1.00e+09,2.0021023750,2.003,1.446,3.8736,3.740,1,0.000,0.537,0.00,0.00,-1,-1e-30,0.00,7.256e-01,2.598e-01,2.584e-03,7.065e-04,6.419e-03,-1.000,1.457e-02,1.154,1.035,1.152,1.163,0.823
0.01520,1.00e+09,2.0220823288,2.023,1.469,3.8668,3.694,1,0.000,0.537,0.00,0.00,-1,-1e-30,0.00,7.255e-01,2.599e-01,2.585e-03,7.069e-04,6.423e-03,-1.000,1.463e-02,1.097,0.972,1.099,1.111,0.744
0.01520,1.00e+09,2.0426039696,2.043,1.493,3.8585,3.642,1,0.000,0.537,0.00,0.00,-1,-1e-30,0.00,7.253e-01,2.601e-01,2.587e-03,7.073e-04,6.426e-03,-1.000,1.462e-02,1.039,0.909,1.049,1.061,0.661
0.01520,1.00e+09,2.0499999523,2.050,1.501,3.8553,3.622,1,0.000,0.537,0.00,0.00,-1,-1e-30,0.00,7.252e-01,2.602e-01,2.587e-03,7.074e-04,6.428e-03,-1.000,1.461e-02,1.018,0.887,1.031,1.044,0.630
0.01520,1.00e+09,2.0634808540,2.063,1.516,3.8489,3.585,1,0.000,0.537,0.00,0.00,-1,-1e-30,0.00,7.251e-01,2.603e-01,2.588e-03,7.076e-04,6.430e-03,-1.000,1.460e-02,0.981,0.847,1.001,1.015,0.575
0.01520,1.00e+09,2.0773973465,2.077,1.531,3.8414,3.542,1,0.000,0.537,0.00,0.00,-1,-1e-30,0.00,7.250e-01,2.604e-01,2.589e-03,7.078e-04,6.433e-03,-1.000,1.463e-02,0.942,0.806,0.972,0.987,0.515
0.01520,1.00e+09,2.0936515331,2.093,1.553,3.8341,3.494,1,0.000,0.537,0.00,0.00,-1,-1e-30,0.00,7.248e-01,2.606e-01,2.590e-03,7.081e-04,6.436e-03,-1.000,1.464e-02,0.887,0.749,0.927,0.943,0.441
0.01520,1.00e+09,2.0999999046,2.100,1.563,3.8320,3.477,1,0.000,0.537,0.00,0.00,-1,-1e-30,0.00,7.247e-01,2.606e-01,2.591e-03,7.082e-04,6.437e-03,-1.000,1.463e-02,0.862,0.723,0.905,0.921,0.411
0.01520,1.00e+09,2.1010882854,2.101,1.565,3.8317,3.474,1,0.000,0.537,0.00,0.00,-1,-1e-30,0.00,7.247e-01,2.606e-01,2.591e-03,7.082e-04,6.437e-03,-1.000,1.463e-02,0.858,0.719,0.902,0.918,0.405
0.01520,1.00e+09,2.1069586277,2.106,1.586,3.8377,3.478,1,0.000,0.537,0.00,0.00,-1,-1e-30,0.00,7.247e-01,2.607e-01,2.591e-03,7.083e-04,6.439e-03,-1.000,1.461e-02,0.804,0.665,0.837,0.852,0.367
0.01520,1.00e+09,2.1104564667,2.110,1.608,3.8470,3.494,1,0.000,0.537,0.00,0.00,-1,-1e-30,0.00,7.246e-01,2.608e-01,2.592e-03,7.084e-04,6.439e-03,-1.000,1.461e-02,0.749,0.612,0.769,0.783,0.337
0.01520,1.00e+09,2.1118061543,2.111,1.627,3.8569,3.515,1,0.000,0.537,0.00,0.00,-1,-1e-30,0.00,7.246e-01,2.608e-01,2.592e-03,7.085e-04,6.440e-03,-1.000,1.461e-02,0.701,0.567,0.707,0.720,0.317
0.01520,1.00e+09,2.1124961376,2.112,1.647,3.8668,3.535,1,0.000,0.537,0.00,0.00,-1,-1e-30,0.00,7.246e-01,2.608e-01,2.592e-03,7.085e-04,6.440e-03,-1.000,1.461e-02,0.653,0.523,0.648,0.659,0.299
0.01520,1.00e+09,2.1128990650,2.112,1.667,3.8767,3.554,1,0.000,0.537,0.00,0.00,-1,-1e-30,0.00,7.246e-01,2.608e-01,2.592e-03,7.085e-04,6.440e-03,-1.000,1.461e-02,0.602,0.477,0.585,0.596,0.279
0.01520,1.00e+09,2.1131465435,2.113,1.690,3.8863,3.570,1,0.000,0.537,0.00,0.00,-1,-1e-30,0.00,7.246e-01,2.608e-01,2.592e-03,7.085e-04,6.440e-03,-1.000,1.461e-02,0.545,0.428,0.521,0.531,0.257
0.01520,1.00e+09,2.1133127213,2.113,1.713,3.8953,3.583,1,0.000,0.537,0.00,0.00,-1,-1e-30,0.00,7.246e-01,2.608e-01,2.592e-03,7.085e-04,6.440e-03,-1.000,1.461e-02,0.487,0.378,0.458,0.466,0.231
0.01520,1.00e+09,2.1134197712,2.113,1.724,3.9003,3.592,1,0.000,0.537,0.00,0.00,-1,-1e-30,0.00,7.246e-01,2.608e-01,2.592e-03,7.085e-04,6.440e-03,-1.000,1.461e-02,0.459,0.357,0.430,0.437,0.223
0.01520,1.00e+09,2.1134815216,2.113,1.700,3.8955,3.597,2,0.000,0.537,0.00,0.00,-1,-1e-30,0.00,7.246e-01,2.608e-01,2.592e-03,7.085e-04,6.440e-03,-1.000,1.461e-02,0.519,0.412,0.491,0.500,0.265
0.01520,1.00e+09,2.1135396957,2.113,1.674,3.8881,3.594,2,0.000,0.537,0.00,0.00,-1,-1e-30,0.00,7.246e-01,2.608e-01,2.592e-03,7.085e-04,6.440e-03,-1.000,1.461e-02,0.586,0.471,0.562,0.571,0.304
0.01520,1.00e+09,2.1135952473,2.113,1.656,3.8791,3.575,2,0.000,0.537,0.00,0.00,-1,-1e-30,0.00,7.246e-01,2.608e-01,2.592e-03,7.085e-04,6.440e-03,-1.000,1.461e-02,0.630,0.507,0.612,0.622,0.316
0.01520,1.00e+09,2.1136703491,2.113,1.650,3.8676,3.536,2,0.000,0.537,0.00,0.00,-1,-1e-30,0.00,7.246e-01,2.608e-01,2.592e-03,7.085e-04,6.440e-03,-1.000,1.461e-02,0.646,0.516,0.639,0.650,0.294
0.01520,1.00e+09,2.1137590408,2.113,1.656,3.8560,3.483,2,0.000,0.537,0.00,0.00,-1,-1e-30,0.00,7.246e-01,2.608e-01,2.592e-03,7.086e-04,6.440e-03,-1.000,1.461e-02,0.630,0.495,0.636,0.649,0.244
0.01520,1.00e+09,2.1138637066,2.113,1.664,3.8444,3.429,2,0.000,0.537,0.00,0.00,-1,-1e-30,0.00,7.246e-01,2.608e-01,2.592e-03,7.086e-04,6.441e-03,-1.000,1.461e-02,0.610,0.470,0.630,0.645,0.190
0.01520,1.00e+09,2.1139819622,2.113,1.669,3.8328,3.378,2,0.000,0.537,0.00,0.00,-1,-1e-30,0.00,7.246e-01,2.608e-01,2.592e-03,7.086e-04,6.441e-03,-1.000,1.461e-02,0.598,0.456,0.636,0.651,0.148
0.01520,1.00e+09,2.1141130924,2.114,1.670,3.8216,3.331,2,0.000,0.537,0.00,0.00,-1,-1e-30,0.00,7.246e-01,2.608e-01,2.592e-03,7.086e-04,6.441e-03,-1.000,1.461e-02,0.595,0.453,0.652,0.669,0.116
0.01520,1.00e+09,2.1142573357,2.114,1.668,3.8109,3.291,2,0.000,0.537,0.00,0.00,-1,-1e-30,0.00,7.246e-01,2.608e-01,2.592e-03,7.086e-04,6.441e-03,-1.000,1.461e-02,0.599,0.458,0.676,0.694,0.096
0.01520,1.00e+09,2.1144199371,2.114,1.664,3.8010,3.255,2,0.000,0.537,0.00,0.00,-1,-1e-30,0.00,7.246e-01,2.608e-01,2.592e-03,7.086e-04,6.441e-03,-1.000,1.462e-02,0.609,0.471,0.707,0.727,0.084
0.01520,1.00e+09,2.1146135330,2.114,1.657,3.7916,3.224,2,0.000,0.537,0.00,0.00,-1,-1e-30,0.00,7.246e-01,2.608e-01,2.592e-03,7.086e-04,6.441e-03,-1.000,1.462e-02,0.627,0.492,0.746,0.767,0.082
0.01520,1.00e+09,2.1148631573,2.114,1.645,3.7819,3.198,2,0.000,0.537,0.00,0.00,-1,-1e-30,0.00,7.246e-01,2.608e-01,2.592e-03,7.086e-04,6.441e-03,-1.000,1.462e-02,0.657,0.527,0.801,0.823,0.094
0.01520,1.00e+09,2.1151816845,2.115,1.625,3.7714,3.176,2,0.000,0.537,0.00,0.00,-1,-1e-30,0.00,7.245e-01,2.608e-01,2.592e-03,7.086e-04,6.441e-03,-1.000,1.462e-02,0.708,0.584,0.880,0.905,0.127
