Zini,Age,Mini,Mass,logL,logTe,logg,label,McoreTP,C_O,period0,period1,pmode,Mloss,tau1m,X,Y,Xc,Xn,Xo,Cexcess,Z,mbolmag,Gmag,G_BPbrmag,G_BPftmag,G_RPmag
0.01520,1.00e+09,2.3099436760,1.677,3.598,3.4810,-0.060,8,0.602,1.528,217.05,109.16,0,-1.53e-07,0.00,6.537e-01,3.251e-01,7.102e-03,2.340e-03,6.197e-03,8.495,2.120e-02,-4.226,-2.979,-1.708,-1.673,-4.088
0.01520,1.00e+09,2.3099467754,1.655,3.542,3.4896,0.026,8,0.603,1.526,177.52,93.64,1,-1.23e-07,0.00,6.538e-01,3.251e-01,7.094e-03,2.340e-03,6.197e-03,8.494,2.119e-02,-4.084,-2.868,-1.644,-1.608,-3.958
0.01520,1.00e+09,2.3099508286,1.626,3.594,3.4792,-0.076,8,0.603,1.524,224.18,111.19,0,-1.56e-07,0.00,6.538e-01,3.250e-01,7.084e-03,2.340e-03,6.197e-03,8.492,2.118e-02,-4.215,-2.976,-1.697,-1.662,-4.088
0.01520,1.00e+09,2.3099563122,1.588,3.693,3.4601,-0.262,8,0.604,1.522,343.90,152.60,0,-2.46e-07,0.00,6.538e-01,3.250e-01,7.074e-03,2.340e-03,6.197e-03,8.490,2.117e-02,-4.463,-3.147,-1.762,-1.729,-4.295
0.01520,1.00e+09,2.3099632263,1.542,3.788,3.4409,-0.447,8,0.604,1.520,525.39,208.54,0,-1.65e-06,0.00,6.539e-01,3.250e-01,7.065e-03,2.340e-03,6.197e-03,8.489,2.116e-02,-4.701,-3.309,-1.814,-1.782,-4.491
0.01520,1.00e+09,2.3099715710,1.488,3.852,3.4261,-0.585,8,0.605,1.519,720.98,262.52,0,-9.69e-06,0.00,6.539e-01,3.250e-01,7.059e-03,2.340e-03,6.197e-03,8.487,2.115e-02,-4.861,-3.424,-1.856,-1.826,-4.628
0.01520,1.00e+09,2.3099813461,1.427,3.885,3.4161,-0.676,8,0.606,1.519,883.48,303.03,0,-1.04e-05,0.00,6.539e-01,3.250e-01,7.059e-03,2.340e-03,6.197e-03,8.488,2.115e-02,-4.941,-3.476,-1.861,-1.832,-4.693
0.01520,1.00e+09,2.3099925518,1.359,3.897,3.4089,-0.738,8,0.607,1.521,1013.71,332.27,0,-1.07e-05,0.00,6.538e-01,3.250e-01,7.070e-03,2.340e-03,6.197e-03,8.490,2.116e-02,-4.972,-3.500,-1.874,-1.846,-4.721
0.01520,1.00e+09,2.3100054264,1.285,3.902,3.4023,-0.794,8,0.608,1.527,1144.65,359.07,0,-1.09e-05,0.00,6.538e-01,3.251e-01,7.096e-03,2.340e-03,6.197e-03,8.494,2.119e-02,-4.985,-3.509,-1.878,-1.849,-4.731
0.01520,1.00e+09,2.3100056648,1.282,3.916,3.3999,-0.818,8,0.608,1.549,1210.95,374.39,0,-1.12e-05,0.00,6.534e-01,3.253e-01,7.197e-03,2.339e-03,6.196e-03,8.512,2.130e-02,-5.020,-3.507,-1.862,-1.835,-4.733
0.01520,1.00e+09,2.3100066185,1.272,3.803,3.4227,-0.617,8,0.608,1.548,757.89,262.83,0,-8.64e-06,0.00,6.534e-01,3.253e-01,7.196e-03,2.339e-03,6.196e-03,8.512,2.130e-02,-4.736,-3.288,-1.704,-1.674,-4.496
0.01520,1.00e+09,2.3100082874,1.252,3.624,3.4592,-0.300,8,0.608,1.548,361.86,150.29,0,-2.62e-07,0.00,6.534e-01,3.253e-01,7.193e-03,2.339e-03,6.196e-03,8.512,2.130e-02,-4.291,-2.969,-1.576,-1.543,-4.119
0.01520,1.00e+09,2.3100111485,1.222,3.566,3.4746,-0.191,8,0.609,1.547,279.82,123.10,0,-2.22e-07,0.00,6.534e-01,3.253e-01,7.190e-03,2.339e-03,6.196e-03,8.511,2.129e-02,-4.145,-2.847,-1.534,-1.500,-3.971
0.01520,1.00e+09,2.3100152016,1.180,3.616,3.4704,-0.273,8,0.609,1.546,337.13,140.24,0,-3.05e-07,0.00,6.534e-01,3.253e-01,7.186e-03,2.339e-03,6.196e-03,8.510,2.129e-02,-4.271,-2.973,-1.631,-1.596,-4.107
0.01520,1.00e+09,2.3100202084,1.129,3.711,3.4591,-0.432,8,0.610,1.545,486.21,182.16,0,-1.21e-06,0.00,6.534e-01,3.253e-01,7.181e-03,2.339e-03,6.197e-03,8.509,2.128e-02,-4.508,-3.185,-1.785,-1.752,-4.339
0.01520,1.00e+09,2.3100266457,1.067,3.801,3.4500,-0.582,8,0.610,1.544,685.14,231.44,0,-8.6e-06,0.00,6.534e-01,3.253e-01,7.177e-03,2.339e-03,6.197e-03,8.509,2.128e-02,-4.732,-3.343,-1.877,-1.846,-4.518
0.01520,1.00e+09,2.3100345135,0.997,3.860,3.4484,-0.678,8,0.611,1.544,850.50,265.63,0,-9.86e-06,0.00,6.534e-01,3.253e-01,7.175e-03,2.339e-03,6.197e-03,8.508,2.128e-02,-4.880,-3.387,-1.882,-1.853,-4.575
0.01520,1.00e+09,2.3100435734,0.921,3.888,3.4545,-0.716,8,0.612,1.544,926.72,273.78,0,-1.05e-05,0.00,6.534e-01,3.253e-01,7.177e-03,2.339e-03,6.197e-03,8.509,2.128e-02,-4.950,-3.508,-2.038,-2.008,-4.685
0.01520,1.00e+09,2.3100543022,0.839,3.897,3.4664,-0.717,8,0.613,1.546,932.43,261.70,0,-1.07e-05,0.00,6.534e-01,3.253e-01,7.183e-03,2.339e-03,6.196e-03,8.510,2.129e-02,-4.971,-3.582,-2.172,-2.140,-4.739
0.01520,1.00e+09,2.3100664616,0.755,3.898,3.4818,-0.703,8,0.615,1.549,918.69,238.79,0,-1.08e-05,0.00,6.534e-01,3.253e-01,7.197e-03,2.339e-03,6.196e-03,8.512,2.130e-02,-4.975,-3.653,-2.325,-2.291,-4.782
0.01520,1.00e+09,2.3100845814,0.616,-9.999,4.0921,1.749,9,0.616,1.552,0.00,0.00,-1,-1e-30,0.00,6.533e-01,3.254e-01,7.211e-03,2.339e-03,6.196e-03,8.515,2.132e-02,29.767,30.438,30.379,30.365,30.516
#isochrone,terminated
