   MODELL       MASS                AGE     LOG_L    LOG_TE     LOG_R   LOG_RAT M_CORE_HE  M_CORE_C        H_CEN       HE_CEN        C_cen        O_cen          LX          LY          LC      LNEUTR      L_GRAV        H_SUP       HE_SUP        C_SUP        N_SUP        O_SUP          PHASE
        1    0.48500  0.00000000000E+00   1.29521   4.04927  10.91516 -30.00000   0.44873   0.00000  0.00000E+00  9.04450E-01  3.80200E-02  1.11600E-02     0.50750     0.56050     0.00000     0.00060    -0.06781  5.72900E-01  3.67700E-01  8.80600E-03  4.67500E-03  2.60500E-02   1.0000000000
        2    0.48500  1.53490000000E+02   1.29512   4.04925  10.91515 -30.00000   0.44873   0.00000  0.00000E+00  9.04450E-01  3.80200E-02  1.11600E-02     0.43860     0.56060     0.00000     0.00060     0.00071  5.72900E-01  3.67700E-01  8.80600E-03  4.67500E-03  2.60500E-02   1.0000027937
        3    0.48500  3.45360000000E+02   1.29495   4.04922  10.91513 -30.00000   0.44873   0.00000  0.00000E+00  9.04440E-01  3.80200E-02  1.11600E-02     0.51140     0.56080     0.00000     0.00060    -0.07198  5.72900E-01  3.67700E-01  8.80600E-03  4.67500E-03  2.60500E-02   1.0000062859
        4    0.48500  5.85190000000E+02   1.29468   4.04917  10.91509 -30.00000   0.44873   0.00000  0.00000E+00  9.04440E-01  3.80300E-02  1.11600E-02     0.50850     0.56110     0.00000     0.00060    -0.06941  5.72900E-01  3.67700E-01  8.80600E-03  4.67500E-03  2.60500E-02   1.0000106511
        5    0.48500  8.84980000000E+02   1.29428   4.04910  10.91503 -30.00000   0.44873   0.00000  0.00000E+00  9.04440E-01  3.80300E-02  1.11600E-02     0.50640     0.56160     0.00000     0.00060    -0.06779  5.72900E-01  3.67700E-01  8.80600E-03  4.67500E-03  2.60500E-02   1.0000161076
        6    0.48500  1.25972000000E+03   1.29373   4.04900  10.91496 -30.00000   0.44873   0.00000  0.00000E+00  9.04430E-01  3.80300E-02  1.11600E-02     0.50510     0.56220     0.00000     0.00060    -0.06715  5.72900E-01  3.67700E-01  8.80600E-03  4.67500E-03  2.60500E-02   1.0000229283
        7    0.48500  1.72814000000E+03   1.29303   4.04884  10.91493 -30.00000   0.44873   0.00000  0.00000E+00  9.04430E-01  3.80400E-02  1.11600E-02     0.50420     0.56300     0.00000     0.00060    -0.06709  5.72900E-01  3.67700E-01  8.80600E-03  4.67500E-03  2.60500E-02   1.0000314541
        8    0.48500  2.31367000000E+03   1.29229   4.04862  10.91499 -30.00000   0.44873   0.00000  0.00000E+00  9.04420E-01  3.80500E-02  1.11600E-02     0.50330     0.56390     0.00000     0.00060    -0.06699  5.72900E-01  3.67700E-01  8.80600E-03  4.67500E-03  2.60500E-02   1.0000421114
        9    0.48500  3.04558000000E+03   1.29173   4.04834  10.91528 -30.00000   0.44873   0.00000  0.00000E+00  9.04410E-01  3.80600E-02  1.11600E-02     0.50170     0.56450     0.00000     0.00060    -0.06604  5.72900E-01  3.67700E-01  8.80600E-03  4.67500E-03  2.60500E-02   1.0000554329
       10    0.48500  3.96046000000E+03   1.29164   4.04800  10.91591 -30.00000   0.44873   0.00000  0.00000E+00  9.04400E-01  3.80700E-02  1.11600E-02     0.49910     0.56450     0.00000     0.00060    -0.06337  5.72900E-01  3.67700E-01  8.80600E-03  4.67500E-03  2.60500E-02   1.0000720848
